id_commune;id_election;id_candidat;inscrits;abstentions;votants;blancs;nuls;exprimes;pct_abs_ins;pct_vot_ins;pct_blancs_ins;pct_blancs_vot;pct_nuls_ins;pct_nuls_vot;pct_exprimes_ins;pct_exprimes_vot;voix;pct_voix_ins;pct_voix_exprimes;date_integration_gold
69-10;2022_T2;CAND_001;4172;1154;3018;215;65;2738;27.66;72.34;5.15;7.12;1.56;2.15;65.63;90.72;1735;41.59;63.37;2026-03-24T19:55:58.226396
69-10;2022_T2;CAND_002;4172;1154;3018;215;65;2738;27.66;72.34;5.15;7.12;1.56;2.15;65.63;90.72;1003;24.04;36.63;2026-03-24T19:55:58.226396
69-12;2022_T2;CAND_001;467;100;367;30;4;333;21.41;78.59;6.42;8.17;0.86;1.09;71.31;90.74;173;37.04;51.95;2026-03-24T19:55:58.226396
69-12;2022_T2;CAND_002;467;100;367;30;4;333;21.41;78.59;6.42;8.17;0.86;1.09;71.31;90.74;160;34.26;48.05;2026-03-24T19:55:58.226396
69-13;2022_T2;CAND_001;2846;656;2190;131;37;2022;23.05;76.95;4.6;5.98;1.3;1.69;71.05;92.33;1125;39.53;55.64;2026-03-24T19:55:58.226396
69-13;2022_T2;CAND_002;2846;656;2190;131;37;2022;23.05;76.95;4.6;5.98;1.3;1.69;71.05;92.33;897;31.52;44.36;2026-03-24T19:55:58.226396
69-14;2022_T2;CAND_001;799;145;654;27;17;610;18.15;81.85;3.38;4.13;2.13;2.6;76.35;93.27;355;44.43;58.2;2026-03-24T19:55:58.226396
69-14;2022_T2;CAND_002;799;145;654;27;17;610;18.15;81.85;3.38;4.13;2.13;2.6;76.35;93.27;255;31.91;41.8;2026-03-24T19:55:58.226396
69-16;2022_T2;CAND_001;130;29;101;8;1;92;22.31;77.69;6.15;7.92;0.77;0.99;70.77;91.09;49;37.69;53.26;2026-03-24T19:55:58.226396
69-16;2022_T2;CAND_002;130;29;101;8;1;92;22.31;77.69;6.15;7.92;0.77;0.99;70.77;91.09;43;33.08;46.74;2026-03-24T19:55:58.226396
69-17;2022_T2;CAND_001;583;115;468;24;6;438;19.73;80.27;4.12;5.13;1.03;1.28;75.13;93.59;257;44.08;58.68;2026-03-24T19:55:58.226396
69-17;2022_T2;CAND_002;583;115;468;24;6;438;19.73;80.27;4.12;5.13;1.03;1.28;75.13;93.59;181;31.05;41.32;2026-03-24T19:55:58.226396
69-18;2022_T2;CAND_001;1298;315;983;60;10;913;24.27;75.73;4.62;6.1;0.77;1.02;70.34;92.88;449;34.59;49.18;2026-03-24T19:55:58.226396
69-18;2022_T2;CAND_002;1298;315;983;60;10;913;24.27;75.73;4.62;6.1;0.77;1.02;70.34;92.88;464;35.75;50.82;2026-03-24T19:55:58.226396
69-19;2022_T2;CAND_001;8451;2506;5945;319;78;5548;29.65;70.35;3.77;5.37;0.92;1.31;65.65;93.32;2988;35.36;53.86;2026-03-24T19:55:58.226396
69-19;2022_T2;CAND_002;8451;2506;5945;319;78;5548;29.65;70.35;3.77;5.37;0.92;1.31;65.65;93.32;2560;30.29;46.14;2026-03-24T19:55:58.226396
69-20;2022_T2;CAND_001;518;88;430;36;6;388;16.99;83.01;6.95;8.37;1.16;1.4;74.9;90.23;227;43.82;58.51;2026-03-24T19:55:58.226396
69-20;2022_T2;CAND_002;518;88;430;36;6;388;16.99;83.01;6.95;8.37;1.16;1.4;74.9;90.23;161;31.08;41.49;2026-03-24T19:55:58.226396
69-21;2022_T2;CAND_001;1676;354;1322;93;18;1211;21.12;78.88;5.55;7.03;1.07;1.36;72.26;91.6;727;43.38;60.03;2026-03-24T19:55:58.226396
69-21;2022_T2;CAND_002;1676;354;1322;93;18;1211;21.12;78.88;5.55;7.03;1.07;1.36;72.26;91.6;484;28.88;39.97;2026-03-24T19:55:58.226396
69-22;2022_T2;CAND_001;411;80;331;19;2;310;19.46;80.54;4.62;5.74;0.49;0.6;75.43;93.66;171;41.61;55.16;2026-03-24T19:55:58.226396
69-22;2022_T2;CAND_002;411;80;331;19;2;310;19.46;80.54;4.62;5.74;0.49;0.6;75.43;93.66;139;33.82;44.84;2026-03-24T19:55:58.226396
69-23;2022_T2;CAND_001;1154;203;951;57;21;873;17.59;82.41;4.94;5.99;1.82;2.21;75.65;91.8;468;40.55;53.61;2026-03-24T19:55:58.226396
69-23;2022_T2;CAND_002;1154;203;951;57;21;873;17.59;82.41;4.94;5.99;1.82;2.21;75.65;91.8;405;35.1;46.39;2026-03-24T19:55:58.226396
69-24;2022_T2;CAND_001;3284;706;2578;160;45;2373;21.5;78.5;4.87;6.21;1.37;1.75;72.26;92.05;1492;45.43;62.87;2026-03-24T19:55:58.226396
69-24;2022_T2;CAND_002;3284;706;2578;160;45;2373;21.5;78.5;4.87;6.21;1.37;1.75;72.26;92.05;881;26.83;37.13;2026-03-24T19:55:58.226396
69-26;2022_T2;CAND_001;372;85;287;11;4;272;22.85;77.15;2.96;3.83;1.08;1.39;73.12;94.77;142;38.17;52.21;2026-03-24T19:55:58.226396
69-26;2022_T2;CAND_002;372;85;287;11;4;272;22.85;77.15;2.96;3.83;1.08;1.39;73.12;94.77;130;34.95;47.79;2026-03-24T19:55:58.226396
69-27;2022_T2;CAND_001;9156;2428;6728;405;114;6209;26.52;73.48;4.42;6.02;1.25;1.69;67.81;92.29;4225;46.14;68.05;2026-03-24T19:55:58.226396
69-27;2022_T2;CAND_002;9156;2428;6728;405;114;6209;26.52;73.48;4.42;6.02;1.25;1.69;67.81;92.29;1984;21.67;31.95;2026-03-24T19:55:58.226396
69-28;2022_T2;CAND_001;4821;916;3905;230;46;3629;19.0;81.0;4.77;5.89;0.95;1.18;75.27;92.93;2385;49.47;65.72;2026-03-24T19:55:58.226396
69-28;2022_T2;CAND_002;4821;916;3905;230;46;3629;19.0;81.0;4.77;5.89;0.95;1.18;75.27;92.93;1244;25.8;34.28;2026-03-24T19:55:58.226396
69-29;2022_T2;CAND_001;23355;7515;15840;956;317;14567;32.18;67.82;4.09;6.04;1.36;2.0;62.37;91.96;10351;44.32;71.06;2026-03-24T19:55:58.226396
69-29;2022_T2;CAND_002;23355;7515;15840;956;317;14567;32.18;67.82;4.09;6.04;1.36;2.0;62.37;91.96;4216;18.05;28.94;2026-03-24T19:55:58.226396
69-30;2022_T2;CAND_001;651;136;515;24;12;479;20.89;79.11;3.69;4.66;1.84;2.33;73.58;93.01;263;40.4;54.91;2026-03-24T19:55:58.226396
69-30;2022_T2;CAND_002;651;136;515;24;12;479;20.89;79.11;3.69;4.66;1.84;2.33;73.58;93.01;216;33.18;45.09;2026-03-24T19:55:58.226396
69-31;2022_T2;CAND_001;975;215;760;51;9;700;22.05;77.95;5.23;6.71;0.92;1.18;71.79;92.11;377;38.67;53.86;2026-03-24T19:55:58.226396
69-31;2022_T2;CAND_002;975;215;760;51;9;700;22.05;77.95;5.23;6.71;0.92;1.18;71.79;92.11;323;33.13;46.14;2026-03-24T19:55:58.226396
69-32;2022_T2;CAND_001;1576;327;1249;71;14;1164;20.75;79.25;4.51;5.68;0.89;1.12;73.86;93.19;644;40.86;55.33;2026-03-24T19:55:58.226396
69-32;2022_T2;CAND_002;1576;327;1249;71;14;1164;20.75;79.25;4.51;5.68;0.89;1.12;73.86;93.19;520;32.99;44.67;2026-03-24T19:55:58.226396
69-33;2022_T2;CAND_001;2122;358;1764;65;9;1690;16.87;83.13;3.06;3.68;0.42;0.51;79.64;95.8;1166;54.95;68.99;2026-03-24T19:55:58.226396
69-33;2022_T2;CAND_002;2122;358;1764;65;9;1690;16.87;83.13;3.06;3.68;0.42;0.51;79.64;95.8;524;24.69;31.01;2026-03-24T19:55:58.226396
69-34;2022_T2;CAND_001;30445;8028;22417;1207;305;20905;26.37;73.63;3.96;5.38;1.0;1.36;68.66;93.26;15837;52.02;75.76;2026-03-24T19:55:58.226396
69-34;2022_T2;CAND_002;30445;8028;22417;1207;305;20905;26.37;73.63;3.96;5.38;1.0;1.36;68.66;93.26;5068;16.65;24.24;2026-03-24T19:55:58.226396
69-35;2022_T2;CAND_001;336;67;269;22;12;235;19.94;80.06;6.55;8.18;3.57;4.46;69.94;87.36;137;40.77;58.3;2026-03-24T19:55:58.226396
69-35;2022_T2;CAND_002;336;67;269;22;12;235;19.94;80.06;6.55;8.18;3.57;4.46;69.94;87.36;98;29.17;41.7;2026-03-24T19:55:58.226396
69-36;2022_T2;CAND_001;814;165;649;37;9;603;20.27;79.73;4.55;5.7;1.11;1.39;74.08;92.91;312;38.33;51.74;2026-03-24T19:55:58.226396
69-36;2022_T2;CAND_002;814;165;649;37;9;603;20.27;79.73;4.55;5.7;1.11;1.39;74.08;92.91;291;35.75;48.26;2026-03-24T19:55:58.226396
69-37;2022_T2;CAND_001;594;124;470;28;12;430;20.88;79.12;4.71;5.96;2.02;2.55;72.39;91.49;183;30.81;42.56;2026-03-24T19:55:58.226396
69-37;2022_T2;CAND_002;594;124;470;28;12;430;20.88;79.12;4.71;5.96;2.02;2.55;72.39;91.49;247;41.58;57.44;2026-03-24T19:55:58.226396
69-38;2022_T2;CAND_001;694;148;546;53;9;484;21.33;78.67;7.64;9.71;1.3;1.65;69.74;88.64;264;38.04;54.55;2026-03-24T19:55:58.226396
69-38;2022_T2;CAND_002;694;148;546;53;9;484;21.33;78.67;7.64;9.71;1.3;1.65;69.74;88.64;220;31.7;45.45;2026-03-24T19:55:58.226396
69-39;2022_T2;CAND_001;527;119;408;34;6;368;22.58;77.42;6.45;8.33;1.14;1.47;69.83;90.2;212;40.23;57.61;2026-03-24T19:55:58.226396
69-39;2022_T2;CAND_002;527;119;408;34;6;368;22.58;77.42;6.45;8.33;1.14;1.47;69.83;90.2;156;29.6;42.39;2026-03-24T19:55:58.226396
69-40;2022_T2;CAND_001;4044;925;3119;155;48;2916;22.87;77.13;3.83;4.97;1.19;1.54;72.11;93.49;2031;50.22;69.65;2026-03-24T19:55:58.226396
69-40;2022_T2;CAND_002;4044;925;3119;155;48;2916;22.87;77.13;3.83;4.97;1.19;1.54;72.11;93.49;885;21.88;30.35;2026-03-24T19:55:58.226396
69-42;2022_T2;CAND_001;434;74;360;19;3;338;17.05;82.95;4.38;5.28;0.69;0.83;77.88;93.89;179;41.24;52.96;2026-03-24T19:55:58.226396
69-42;2022_T2;CAND_002;434;74;360;19;3;338;17.05;82.95;4.38;5.28;0.69;0.83;77.88;93.89;159;36.64;47.04;2026-03-24T19:55:58.226396
69-43;2022_T2;CAND_001;6854;1348;5506;277;61;5168;19.67;80.33;4.04;5.03;0.89;1.11;75.4;93.86;3729;54.41;72.16;2026-03-24T19:55:58.226396
69-43;2022_T2;CAND_002;6854;1348;5506;277;61;5168;19.67;80.33;4.04;5.03;0.89;1.11;75.4;93.86;1439;21.0;27.84;2026-03-24T19:55:58.226396
69-44;2022_T2;CAND_001;4288;702;3586;161;38;3387;16.37;83.63;3.75;4.49;0.89;1.06;78.99;94.45;2555;59.58;75.44;2026-03-24T19:55:58.226396
69-44;2022_T2;CAND_002;4288;702;3586;161;38;3387;16.37;83.63;3.75;4.49;0.89;1.06;78.99;94.45;832;19.4;24.56;2026-03-24T19:55:58.226396
69-45;2022_T2;CAND_001;898;151;747;53;12;682;16.82;83.18;5.9;7.1;1.34;1.61;75.95;91.3;346;38.53;50.73;2026-03-24T19:55:58.226396
69-45;2022_T2;CAND_002;898;151;747;53;12;682;16.82;83.18;5.9;7.1;1.34;1.61;75.95;91.3;336;37.42;49.27;2026-03-24T19:55:58.226396
69-46;2022_T2;CAND_001;3813;684;3129;123;40;2966;17.94;82.06;3.23;3.93;1.05;1.28;77.79;94.79;2140;56.12;72.15;2026-03-24T19:55:58.226396
69-46;2022_T2;CAND_002;3813;684;3129;123;40;2966;17.94;82.06;3.23;3.93;1.05;1.28;77.79;94.79;826;21.66;27.85;2026-03-24T19:55:58.226396
69-47;2022_T2;CAND_001;709;119;590;27;6;557;16.78;83.22;3.81;4.58;0.85;1.02;78.56;94.41;389;54.87;69.84;2026-03-24T19:55:58.226396
69-47;2022_T2;CAND_002;709;119;590;27;6;557;16.78;83.22;3.81;4.58;0.85;1.02;78.56;94.41;168;23.7;30.16;2026-03-24T19:55:58.226396
69-49;2022_T2;CAND_001;2312;494;1818;114;28;1676;21.37;78.63;4.93;6.27;1.21;1.54;72.49;92.19;1125;48.66;67.12;2026-03-24T19:55:58.226396
69-49;2022_T2;CAND_002;2312;494;1818;114;28;1676;21.37;78.63;4.93;6.27;1.21;1.54;72.49;92.19;551;23.83;32.88;2026-03-24T19:55:58.226396
69-50;2022_T2;CAND_001;1752;416;1336;101;25;1210;23.74;76.26;5.76;7.56;1.43;1.87;69.06;90.57;780;44.52;64.46;2026-03-24T19:55:58.226396
69-50;2022_T2;CAND_002;1752;416;1336;101;25;1210;23.74;76.26;5.76;7.56;1.43;1.87;69.06;90.57;430;24.54;35.54;2026-03-24T19:55:58.226396
69-51;2022_T2;CAND_001;878;173;705;64;10;631;19.7;80.3;7.29;9.08;1.14;1.42;71.87;89.5;396;45.1;62.76;2026-03-24T19:55:58.226396
69-51;2022_T2;CAND_002;878;173;705;64;10;631;19.7;80.3;7.29;9.08;1.14;1.42;71.87;89.5;235;26.77;37.24;2026-03-24T19:55:58.226396
69-52;2022_T2;CAND_001;3445;729;2716;221;0;2495;21.16;78.84;6.42;8.14;0.0;0.0;72.42;91.86;1708;49.58;68.46;2026-03-24T19:55:58.226396
69-52;2022_T2;CAND_002;3445;729;2716;221;0;2495;21.16;78.84;6.42;8.14;0.0;0.0;72.42;91.86;787;22.84;31.54;2026-03-24T19:55:58.226396
69-53;2022_T2;CAND_001;453;116;337;23;11;303;25.61;74.39;5.08;6.82;2.43;3.26;66.89;89.91;177;39.07;58.42;2026-03-24T19:55:58.226396
69-53;2022_T2;CAND_002;453;116;337;23;11;303;25.61;74.39;5.08;6.82;2.43;3.26;66.89;89.91;126;27.81;41.58;2026-03-24T19:55:58.226396
69-54;2022_T2;CAND_001;288;50;238;25;2;211;17.36;82.64;8.68;10.5;0.69;0.84;73.26;88.66;92;31.94;43.6;2026-03-24T19:55:58.226396
69-54;2022_T2;CAND_002;288;50;238;25;2;211;17.36;82.64;8.68;10.5;0.69;0.84;73.26;88.66;119;41.32;56.4;2026-03-24T19:55:58.226396
69-55;2022_T2;CAND_001;1086;217;869;44;13;812;19.98;80.02;4.05;5.06;1.2;1.5;74.77;93.44;466;42.91;57.39;2026-03-24T19:55:58.226396
69-55;2022_T2;CAND_002;1086;217;869;44;13;812;19.98;80.02;4.05;5.06;1.2;1.5;74.77;93.44;346;31.86;42.61;2026-03-24T19:55:58.226396
69-56;2022_T2;CAND_001;1445;302;1143;70;14;1059;20.9;79.1;4.84;6.12;0.97;1.22;73.29;92.65;600;41.52;56.66;2026-03-24T19:55:58.226396
69-56;2022_T2;CAND_002;1445;302;1143;70;14;1059;20.9;79.1;4.84;6.12;0.97;1.22;73.29;92.65;459;31.76;43.34;2026-03-24T19:55:58.226396
69-57;2022_T2;CAND_001;449;89;360;20;3;337;19.82;80.18;4.45;5.56;0.67;0.83;75.06;93.61;207;46.1;61.42;2026-03-24T19:55:58.226396
69-57;2022_T2;CAND_002;449;89;360;20;3;337;19.82;80.18;4.45;5.56;0.67;0.83;75.06;93.61;130;28.95;38.58;2026-03-24T19:55:58.226396
69-58;2022_T2;CAND_001;342;68;274;19;4;251;19.88;80.12;5.56;6.93;1.17;1.46;73.39;91.61;162;47.37;64.54;2026-03-24T19:55:58.226396
69-58;2022_T2;CAND_002;342;68;274;19;4;251;19.88;80.12;5.56;6.93;1.17;1.46;73.39;91.61;89;26.02;35.46;2026-03-24T19:55:58.226396
69-59;2022_T2;CAND_001;1180;231;949;40;11;898;19.58;80.42;3.39;4.21;0.93;1.16;76.1;94.63;577;48.9;64.25;2026-03-24T19:55:58.226396
69-59;2022_T2;CAND_002;1180;231;949;40;11;898;19.58;80.42;3.39;4.21;0.93;1.16;76.1;94.63;321;27.2;35.75;2026-03-24T19:55:58.226396
69-60;2022_T2;CAND_001;451;80;371;16;2;353;17.74;82.26;3.55;4.31;0.44;0.54;78.27;95.15;162;35.92;45.89;2026-03-24T19:55:58.226396
69-60;2022_T2;CAND_002;451;80;371;16;2;353;17.74;82.26;3.55;4.31;0.44;0.54;78.27;95.15;191;42.35;54.11;2026-03-24T19:55:58.226396
69-61;2022_T2;CAND_001;933;177;756;37;7;712;18.97;81.03;3.97;4.89;0.75;0.93;76.31;94.18;428;45.87;60.11;2026-03-24T19:55:58.226396
69-61;2022_T2;CAND_002;933;177;756;37;7;712;18.97;81.03;3.97;4.89;0.75;0.93;76.31;94.18;284;30.44;39.89;2026-03-24T19:55:58.226396
69-62;2022_T2;CAND_001;642;103;539;36;11;492;16.04;83.96;5.61;6.68;1.71;2.04;76.64;91.28;283;44.08;57.52;2026-03-24T19:55:58.226396
69-62;2022_T2;CAND_002;642;103;539;36;11;492;16.04;83.96;5.61;6.68;1.71;2.04;76.64;91.28;209;32.55;42.48;2026-03-24T19:55:58.226396
69-63;2022_T2;CAND_001;3418;724;2694;117;36;2541;21.18;78.82;3.42;4.34;1.05;1.34;74.34;94.32;1872;54.77;73.67;2026-03-24T19:55:58.226396
69-63;2022_T2;CAND_002;3418;724;2694;117;36;2541;21.18;78.82;3.42;4.34;1.05;1.34;74.34;94.32;669;19.57;26.33;2026-03-24T19:55:58.226396
69-64;2022_T2;CAND_001;2749;666;2083;136;28;1919;24.23;75.77;4.95;6.53;1.02;1.34;69.81;92.13;1217;44.27;63.42;2026-03-24T19:55:58.226396
69-64;2022_T2;CAND_002;2749;666;2083;136;28;1919;24.23;75.77;4.95;6.53;1.02;1.34;69.81;92.13;702;25.54;36.58;2026-03-24T19:55:58.226396
69-65;2022_T2;CAND_001;701;154;547;29;6;512;21.97;78.03;4.14;5.3;0.86;1.1;73.04;93.6;243;34.66;47.46;2026-03-24T19:55:58.226396
69-65;2022_T2;CAND_002;701;154;547;29;6;512;21.97;78.03;4.14;5.3;0.86;1.1;73.04;93.6;269;38.37;52.54;2026-03-24T19:55:58.226396
69-66;2022_T2;CAND_001;3138;806;2332;161;64;2107;25.69;74.31;5.13;6.9;2.04;2.74;67.14;90.35;939;29.92;44.57;2026-03-24T19:55:58.226396
69-66;2022_T2;CAND_002;3138;806;2332;161;64;2107;25.69;74.31;5.13;6.9;2.04;2.74;67.14;90.35;1168;37.22;55.43;2026-03-24T19:55:58.226396
69-67;2022_T2;CAND_001;925;229;696;52;14;630;24.76;75.24;5.62;7.47;1.51;2.01;68.11;90.52;345;37.3;54.76;2026-03-24T19:55:58.226396
69-67;2022_T2;CAND_002;925;229;696;52;14;630;24.76;75.24;5.62;7.47;1.51;2.01;68.11;90.52;285;30.81;45.24;2026-03-24T19:55:58.226396
69-68;2022_T2;CAND_001;1843;423;1420;76;22;1322;22.95;77.05;4.12;5.35;1.19;1.55;71.73;93.1;957;51.93;72.39;2026-03-24T19:55:58.226396
69-68;2022_T2;CAND_002;1843;423;1420;76;22;1322;22.95;77.05;4.12;5.35;1.19;1.55;71.73;93.1;365;19.8;27.61;2026-03-24T19:55:58.226396
69-69;2022_T2;CAND_001;8591;2020;6571;296;107;6168;23.51;76.49;3.45;4.5;1.25;1.63;71.8;93.87;4161;48.43;67.46;2026-03-24T19:55:58.226396
69-69;2022_T2;CAND_002;8591;2020;6571;296;107;6168;23.51;76.49;3.45;4.5;1.25;1.63;71.8;93.87;2007;23.36;32.54;2026-03-24T19:55:58.226396
69-70;2022_T2;CAND_001;919;182;737;35;9;693;19.8;80.2;3.81;4.75;0.98;1.22;75.41;94.03;321;34.93;46.32;2026-03-24T19:55:58.226396
69-70;2022_T2;CAND_002;919;182;737;35;9;693;19.8;80.2;3.81;4.75;0.98;1.22;75.41;94.03;372;40.48;53.68;2026-03-24T19:55:58.226396
69-71;2022_T2;CAND_001;887;157;730;55;11;664;17.7;82.3;6.2;7.53;1.24;1.51;74.86;90.96;493;55.58;74.25;2026-03-24T19:55:58.226396
69-71;2022_T2;CAND_002;887;157;730;55;11;664;17.7;82.3;6.2;7.53;1.24;1.51;74.86;90.96;171;19.28;25.75;2026-03-24T19:55:58.226396
69-72;2022_T2;CAND_001;6759;1531;5228;260;54;4914;22.65;77.35;3.85;4.97;0.8;1.03;72.7;93.99;3494;51.69;71.1;2026-03-24T19:55:58.226396
69-72;2022_T2;CAND_002;6759;1531;5228;260;54;4914;22.65;77.35;3.85;4.97;0.8;1.03;72.7;93.99;1420;21.01;28.9;2026-03-24T19:55:58.226396
69-74;2022_T2;CAND_001;1154;175;979;56;9;914;15.16;84.84;4.85;5.72;0.78;0.92;79.2;93.36;576;49.91;63.02;2026-03-24T19:55:58.226396
69-74;2022_T2;CAND_002;1154;175;979;56;9;914;15.16;84.84;4.85;5.72;0.78;0.92;79.2;93.36;338;29.29;36.98;2026-03-24T19:55:58.226396
69-75;2022_T2;CAND_001;128;18;110;6;0;104;14.06;85.94;4.69;5.45;0.0;0.0;81.25;94.55;43;33.59;41.35;2026-03-24T19:55:58.226396
69-75;2022_T2;CAND_002;128;18;110;6;0;104;14.06;85.94;4.69;5.45;0.0;0.0;81.25;94.55;61;47.66;58.65;2026-03-24T19:55:58.226396
69-76;2022_T2;CAND_001;2288;376;1912;87;18;1807;16.43;83.57;3.8;4.55;0.79;0.94;78.98;94.51;1179;51.53;65.25;2026-03-24T19:55:58.226396
69-76;2022_T2;CAND_002;2288;376;1912;87;18;1807;16.43;83.57;3.8;4.55;0.79;0.94;78.98;94.51;628;27.45;34.75;2026-03-24T19:55:58.226396
69-77;2022_T2;CAND_001;832;169;663;41;9;613;20.31;79.69;4.93;6.18;1.08;1.36;73.68;92.46;239;28.73;38.99;2026-03-24T19:55:58.226396
69-77;2022_T2;CAND_002;832;169;663;41;9;613;20.31;79.69;4.93;6.18;1.08;1.36;73.68;92.46;374;44.95;61.01;2026-03-24T19:55:58.226396
69-78;2022_T2;CAND_001;583;98;485;27;6;452;16.81;83.19;4.63;5.57;1.03;1.24;77.53;93.2;253;43.4;55.97;2026-03-24T19:55:58.226396
69-78;2022_T2;CAND_002;583;98;485;27;6;452;16.81;83.19;4.63;5.57;1.03;1.24;77.53;93.2;199;34.13;44.03;2026-03-24T19:55:58.226396
69-80;2022_T2;CAND_001;1345;249;1096;67;13;1016;18.51;81.49;4.98;6.11;0.97;1.19;75.54;92.7;481;35.76;47.34;2026-03-24T19:55:58.226396
69-80;2022_T2;CAND_002;1345;249;1096;67;13;1016;18.51;81.49;4.98;6.11;0.97;1.19;75.54;92.7;535;39.78;52.66;2026-03-24T19:55:58.226396
69-81;2022_T2;CAND_001;11942;2765;9177;432;122;8623;23.15;76.85;3.62;4.71;1.02;1.33;72.21;93.96;6340;53.09;73.52;2026-03-24T19:55:58.226396
69-81;2022_T2;CAND_002;11942;2765;9177;432;122;8623;23.15;76.85;3.62;4.71;1.02;1.33;72.21;93.96;2283;19.12;26.48;2026-03-24T19:55:58.226396
69-82;2022_T2;CAND_001;195;32;163;11;0;152;16.41;83.59;5.64;6.75;0.0;0.0;77.95;93.25;86;44.1;56.58;2026-03-24T19:55:58.226396
69-82;2022_T2;CAND_002;195;32;163;11;0;152;16.41;83.59;5.64;6.75;0.0;0.0;77.95;93.25;66;33.85;43.42;2026-03-24T19:55:58.226396
69-83;2022_T2;CAND_001;875;138;737;42;6;689;15.77;84.23;4.8;5.7;0.69;0.81;78.74;93.49;485;55.43;70.39;2026-03-24T19:55:58.226396
69-83;2022_T2;CAND_002;875;138;737;42;6;689;15.77;84.23;4.8;5.7;0.69;0.81;78.74;93.49;204;23.31;29.61;2026-03-24T19:55:58.226396
69-84;2022_T2;CAND_001;975;186;789;50;15;724;19.08;80.92;5.13;6.34;1.54;1.9;74.26;91.76;382;39.18;52.76;2026-03-24T19:55:58.226396
69-84;2022_T2;CAND_002;975;186;789;50;15;724;19.08;80.92;5.13;6.34;1.54;1.9;74.26;91.76;342;35.08;47.24;2026-03-24T19:55:58.226396
69-85;2022_T2;CAND_001;1092;222;870;60;5;805;20.33;79.67;5.49;6.9;0.46;0.57;73.72;92.53;559;51.19;69.44;2026-03-24T19:55:58.226396
69-85;2022_T2;CAND_002;1092;222;870;60;5;805;20.33;79.67;5.49;6.9;0.46;0.57;73.72;92.53;246;22.53;30.56;2026-03-24T19:55:58.226396
69-86;2022_T2;CAND_001;1910;362;1548;108;19;1421;18.95;81.05;5.65;6.98;0.99;1.23;74.4;91.8;956;50.05;67.28;2026-03-24T19:55:58.226396
69-86;2022_T2;CAND_002;1910;362;1548;108;19;1421;18.95;81.05;5.65;6.98;0.99;1.23;74.4;91.8;465;24.35;32.72;2026-03-24T19:55:58.226396
69-87;2022_T2;CAND_001;2345;455;1890;87;25;1778;19.4;80.6;3.71;4.6;1.07;1.32;75.82;94.07;1359;57.95;76.43;2026-03-24T19:55:58.226396
69-87;2022_T2;CAND_002;2345;455;1890;87;25;1778;19.4;80.6;3.71;4.6;1.07;1.32;75.82;94.07;419;17.87;23.57;2026-03-24T19:55:58.226396
69-88;2022_T2;CAND_001;4993;1377;3616;232;65;3319;27.58;72.42;4.65;6.42;1.3;1.8;66.47;91.79;2279;45.64;68.67;2026-03-24T19:55:58.226396
69-88;2022_T2;CAND_002;4993;1377;3616;232;65;3319;27.58;72.42;4.65;6.42;1.3;1.8;66.47;91.79;1040;20.83;31.33;2026-03-24T19:55:58.226396
69-89;2022_T2;CAND_001;10001;2121;7880;368;1379;6133;21.21;78.79;3.68;4.67;13.79;17.5;61.32;77.83;4384;43.84;71.48;2026-03-24T19:55:58.226396
69-89;2022_T2;CAND_002;10001;2121;7880;368;1379;6133;21.21;78.79;3.68;4.67;13.79;17.5;61.32;77.83;1749;17.49;28.52;2026-03-24T19:55:58.226396
69-90;2022_T2;CAND_001;696;164;532;40;7;485;23.56;76.44;5.75;7.52;1.01;1.32;69.68;91.17;283;40.66;58.35;2026-03-24T19:55:58.226396
69-90;2022_T2;CAND_002;696;164;532;40;7;485;23.56;76.44;5.75;7.52;1.01;1.32;69.68;91.17;202;29.02;41.65;2026-03-24T19:55:58.226396
69-91;2022_T2;CAND_001;11235;4810;6425;407;147;5871;42.81;57.19;3.62;6.33;1.31;2.29;52.26;91.38;3451;30.72;58.78;2026-03-24T19:55:58.226396
69-91;2022_T2;CAND_002;11235;4810;6425;407;147;5871;42.81;57.19;3.62;6.33;1.31;2.29;52.26;91.38;2420;21.54;41.22;2026-03-24T19:55:58.226396
69-92;2022_T2;CAND_001;5719;1763;3956;223;72;3661;30.83;69.17;3.9;5.64;1.26;1.82;64.01;92.54;2192;38.33;59.87;2026-03-24T19:55:58.226396
69-92;2022_T2;CAND_002;5719;1763;3956;223;72;3661;30.83;69.17;3.9;5.64;1.26;1.82;64.01;92.54;1469;25.69;40.13;2026-03-24T19:55:58.226396
69-93;2022_T2;CAND_001;819;209;610;57;12;541;25.52;74.48;6.96;9.34;1.47;1.97;66.06;88.69;291;35.53;53.79;2026-03-24T19:55:58.226396
69-93;2022_T2;CAND_002;819;209;610;57;12;541;25.52;74.48;6.96;9.34;1.47;1.97;66.06;88.69;250;30.53;46.21;2026-03-24T19:55:58.226396
69-94;2022_T2;CAND_001;4416;968;3448;174;52;3222;21.92;78.08;3.94;5.05;1.18;1.51;72.96;93.45;2053;46.49;63.72;2026-03-24T19:55:58.226396
69-94;2022_T2;CAND_002;4416;968;3448;174;52;3222;21.92;78.08;3.94;5.05;1.18;1.51;72.96;93.45;1169;26.47;36.28;2026-03-24T19:55:58.226396
69-95;2022_T2;CAND_001;629;105;524;38;15;471;16.69;83.31;6.04;7.25;2.38;2.86;74.88;89.89;262;41.65;55.63;2026-03-24T19:55:58.226396
