id_commune;id_election;id_candidat;inscrits;abstentions;votants;blancs;nuls;exprimes;pct_abs_ins;pct_vot_ins;pct_blancs_ins;pct_blancs_vot;pct_nuls_ins;pct_nuls_vot;pct_exprimes_ins;pct_exprimes_vot;voix;pct_voix_ins;pct_voix_exprimes;date_integration_gold
69-239;2017_T2;CAND_002;913;157;756;74;22;660;17.2;82.8;8.11;9.79;2.41;2.91;72.29;87.3;298;32.64;45.15;2026-03-24T19:55:58.226396
69-240;2017_T2;CAND_001;547;140;407;47;7;353;25.59;74.41;8.59;11.55;1.28;1.72;64.53;86.73;168;30.71;47.59;2026-03-24T19:55:58.226396
69-240;2017_T2;CAND_002;547;140;407;47;7;353;25.59;74.41;8.59;11.55;1.28;1.72;64.53;86.73;185;33.82;52.41;2026-03-24T19:55:58.226396
69-241;2017_T2;CAND_001;1812;343;1469;116;33;1320;18.93;81.07;6.4;7.9;1.82;2.25;72.85;89.86;873;48.18;66.14;2026-03-24T19:55:58.226396
69-241;2017_T2;CAND_002;1812;343;1469;116;33;1320;18.93;81.07;6.4;7.9;1.82;2.25;72.85;89.86;447;24.67;33.86;2026-03-24T19:55:58.226396
69-242;2017_T2;CAND_001;687;132;555;60;11;484;19.21;80.79;8.73;10.81;1.6;1.98;70.45;87.21;236;34.35;48.76;2026-03-24T19:55:58.226396
69-242;2017_T2;CAND_002;687;132;555;60;11;484;19.21;80.79;8.73;10.81;1.6;1.98;70.45;87.21;248;36.1;51.24;2026-03-24T19:55:58.226396
69-243;2017_T2;CAND_001;6559;1940;4619;428;128;4063;29.58;70.42;6.53;9.27;1.95;2.77;61.95;87.96;2533;38.62;62.34;2026-03-24T19:55:58.226396
69-243;2017_T2;CAND_002;6559;1940;4619;428;128;4063;29.58;70.42;6.53;9.27;1.95;2.77;61.95;87.96;1530;23.33;37.66;2026-03-24T19:55:58.226396
69-244;2017_T2;CAND_001;14088;3035;11053;929;259;9865;21.54;78.46;6.59;8.4;1.84;2.34;70.02;89.25;7602;53.96;77.06;2026-03-24T19:55:58.226396
69-244;2017_T2;CAND_002;14088;3035;11053;929;259;9865;21.54;78.46;6.59;8.4;1.84;2.34;70.02;89.25;2263;16.06;22.94;2026-03-24T19:55:58.226396
69-245;2017_T2;CAND_001;544;91;453;43;11;399;16.73;83.27;7.9;9.49;2.02;2.43;73.35;88.08;244;44.85;61.15;2026-03-24T19:55:58.226396
69-245;2017_T2;CAND_002;544;91;453;43;11;399;16.73;83.27;7.9;9.49;2.02;2.43;73.35;88.08;155;28.49;38.85;2026-03-24T19:55:58.226396
69-246;2017_T2;CAND_001;981;204;777;92;17;668;20.8;79.2;9.38;11.84;1.73;2.19;68.09;85.97;468;47.71;70.06;2026-03-24T19:55:58.226396
69-246;2017_T2;CAND_002;981;204;777;92;17;668;20.8;79.2;9.38;11.84;1.73;2.19;68.09;85.97;200;20.39;29.94;2026-03-24T19:55:58.226396
69-248;2017_T2;CAND_001;3919;823;3096;282;88;2726;21.0;79.0;7.2;9.11;2.25;2.84;69.56;88.05;1538;39.24;56.42;2026-03-24T19:55:58.226396
69-248;2017_T2;CAND_002;3919;823;3096;282;88;2726;21.0;79.0;7.2;9.11;2.25;2.84;69.56;88.05;1188;30.31;43.58;2026-03-24T19:55:58.226396
69-249;2017_T2;CAND_001;2178;363;1815;157;28;1630;16.67;83.33;7.21;8.65;1.29;1.54;74.84;89.81;1063;48.81;65.21;2026-03-24T19:55:58.226396
69-249;2017_T2;CAND_002;2178;363;1815;157;28;1630;16.67;83.33;7.21;8.65;1.29;1.54;74.84;89.81;567;26.03;34.79;2026-03-24T19:55:58.226396
69-250;2017_T2;CAND_001;3201;575;2626;212;52;2362;17.96;82.04;6.62;8.07;1.62;1.98;73.79;89.95;1831;57.2;77.52;2026-03-24T19:55:58.226396
69-250;2017_T2;CAND_002;3201;575;2626;212;52;2362;17.96;82.04;6.62;8.07;1.62;1.98;73.79;89.95;531;16.59;22.48;2026-03-24T19:55:58.226396
69-251;2017_T2;CAND_001;99;12;87;9;2;76;12.12;87.88;9.09;10.34;2.02;2.3;76.77;87.36;34;34.34;44.74;2026-03-24T19:55:58.226396
69-251;2017_T2;CAND_002;99;12;87;9;2;76;12.12;87.88;9.09;10.34;2.02;2.3;76.77;87.36;42;42.42;55.26;2026-03-24T19:55:58.226396
69-252;2017_T2;CAND_001;587;134;453;56;12;385;22.83;77.17;9.54;12.36;2.04;2.65;65.59;84.99;243;41.4;63.12;2026-03-24T19:55:58.226396
69-252;2017_T2;CAND_002;587;134;453;56;12;385;22.83;77.17;9.54;12.36;2.04;2.65;65.59;84.99;142;24.19;36.88;2026-03-24T19:55:58.226396
69-253;2017_T2;CAND_001;496;112;384;28;13;343;22.58;77.42;5.65;7.29;2.62;3.39;69.15;89.32;218;43.95;63.56;2026-03-24T19:55:58.226396
69-253;2017_T2;CAND_002;496;112;384;28;13;343;22.58;77.42;5.65;7.29;2.62;3.39;69.15;89.32;125;25.2;36.44;2026-03-24T19:55:58.226396
69-254;2017_T2;CAND_001;588;120;468;51;15;402;20.41;79.59;8.67;10.9;2.55;3.21;68.37;85.9;213;36.22;52.99;2026-03-24T19:55:58.226396
69-254;2017_T2;CAND_002;588;120;468;51;15;402;20.41;79.59;8.67;10.9;2.55;3.21;68.37;85.9;189;32.14;47.01;2026-03-24T19:55:58.226396
69-255;2017_T2;CAND_001;4160;774;3386;307;68;3011;18.61;81.39;7.38;9.07;1.63;2.01;72.38;88.92;2072;49.81;68.81;2026-03-24T19:55:58.226396
69-255;2017_T2;CAND_002;4160;774;3386;307;68;3011;18.61;81.39;7.38;9.07;1.63;2.01;72.38;88.92;939;22.57;31.19;2026-03-24T19:55:58.226396
69-256;2017_T2;CAND_001;23048;9947;13101;825;282;11994;43.16;56.84;3.58;6.3;1.22;2.15;52.04;91.55;9107;39.51;75.93;2026-03-24T19:55:58.226396
69-256;2017_T2;CAND_002;23048;9947;13101;825;282;11994;43.16;56.84;3.58;6.3;1.22;2.15;52.04;91.55;2887;12.53;24.07;2026-03-24T19:55:58.226396
69-257;2017_T2;CAND_001;799;144;655;52;7;596;18.02;81.98;6.51;7.94;0.88;1.07;74.59;90.99;336;42.05;56.38;2026-03-24T19:55:58.226396
69-257;2017_T2;CAND_002;799;144;655;52;7;596;18.02;81.98;6.51;7.94;0.88;1.07;74.59;90.99;260;32.54;43.62;2026-03-24T19:55:58.226396
69-258;2017_T2;CAND_001;266;58;208;24;4;180;21.8;78.2;9.02;11.54;1.5;1.92;67.67;86.54;108;40.6;60.0;2026-03-24T19:55:58.226396
69-258;2017_T2;CAND_002;266;58;208;24;4;180;21.8;78.2;9.02;11.54;1.5;1.92;67.67;86.54;72;27.07;40.0;2026-03-24T19:55:58.226396
69-259;2017_T2;CAND_001;30671;11196;19475;1497;560;17418;36.5;63.5;4.88;7.69;1.83;2.88;56.79;89.44;12929;42.15;74.23;2026-03-24T19:55:58.226396
69-259;2017_T2;CAND_002;30671;11196;19475;1497;560;17418;36.5;63.5;4.88;7.69;1.83;2.88;56.79;89.44;4489;14.64;25.77;2026-03-24T19:55:58.226396
69-260;2017_T2;CAND_001;3167;727;2440;204;47;2189;22.96;77.04;6.44;8.36;1.48;1.93;69.12;89.71;1605;50.68;73.32;2026-03-24T19:55:58.226396
69-260;2017_T2;CAND_002;3167;727;2440;204;47;2189;22.96;77.04;6.44;8.36;1.48;1.93;69.12;89.71;584;18.44;26.68;2026-03-24T19:55:58.226396
69-261;2017_T2;CAND_001;54;10;44;1;5;38;18.52;81.48;1.85;2.27;9.26;11.36;70.37;86.36;26;48.15;68.42;2026-03-24T19:55:58.226396
69-261;2017_T2;CAND_002;54;10;44;1;5;38;18.52;81.48;1.85;2.27;9.26;11.36;70.37;86.36;12;22.22;31.58;2026-03-24T19:55:58.226396
69-263;2017_T2;CAND_001;651;149;502;55;7;440;22.89;77.11;8.45;10.96;1.08;1.39;67.59;87.65;237;36.41;53.86;2026-03-24T19:55:58.226396
69-263;2017_T2;CAND_002;651;149;502;55;7;440;22.89;77.11;8.45;10.96;1.08;1.39;67.59;87.65;203;31.18;46.14;2026-03-24T19:55:58.226396
69-264;2017_T2;CAND_001;19764;6089;13675;1067;357;12251;30.81;69.19;5.4;7.8;1.81;2.61;61.99;89.59;8208;41.53;67.0;2026-03-24T19:55:58.226396
69-264;2017_T2;CAND_002;19764;6089;13675;1067;357;12251;30.81;69.19;5.4;7.8;1.81;2.61;61.99;89.59;4043;20.46;33.0;2026-03-24T19:55:58.226396
69-265;2017_T2;CAND_001;638;125;513;46;9;458;19.59;80.41;7.21;8.97;1.41;1.75;71.79;89.28;298;46.71;65.07;2026-03-24T19:55:58.226396
69-265;2017_T2;CAND_002;638;125;513;46;9;458;19.59;80.41;7.21;8.97;1.41;1.75;71.79;89.28;160;25.08;34.93;2026-03-24T19:55:58.226396
69-266;2017_T2;CAND_001;82376;24568;57808;4214;1107;52487;29.82;70.18;5.12;7.29;1.34;1.91;63.72;90.8;41729;50.66;79.5;2026-03-24T19:55:58.226396
69-266;2017_T2;CAND_002;82376;24568;57808;4214;1107;52487;29.82;70.18;5.12;7.29;1.34;1.91;63.72;90.8;10758;13.06;20.5;2026-03-24T19:55:58.226396
69-267;2017_T2;CAND_001;1691;341;1350;126;27;1197;20.17;79.83;7.45;9.33;1.6;2.0;70.79;88.67;716;42.34;59.82;2026-03-24T19:55:58.226396
69-267;2017_T2;CAND_002;1691;341;1350;126;27;1197;20.17;79.83;7.45;9.33;1.6;2.0;70.79;88.67;481;28.44;40.18;2026-03-24T19:55:58.226396
69-268;2017_T2;CAND_001;2811;568;2243;164;40;2039;20.21;79.79;5.83;7.31;1.42;1.78;72.54;90.91;1479;52.61;72.54;2026-03-24T19:55:58.226396
69-268;2017_T2;CAND_002;2811;568;2243;164;40;2039;20.21;79.79;5.83;7.31;1.42;1.78;72.54;90.91;560;19.92;27.46;2026-03-24T19:55:58.226396
69-269;2017_T2;CAND_001;759;146;613;59;8;546;19.24;80.76;7.77;9.62;1.05;1.31;71.94;89.07;361;47.56;66.12;2026-03-24T19:55:58.226396
69-269;2017_T2;CAND_002;759;146;613;59;8;546;19.24;80.76;7.77;9.62;1.05;1.31;71.94;89.07;185;24.37;33.88;2026-03-24T19:55:58.226396
69-270;2017_T2;CAND_001;3318;630;2688;268;42;2378;18.99;81.01;8.08;9.97;1.27;1.56;71.67;88.47;1497;45.12;62.95;2026-03-24T19:55:58.226396
69-270;2017_T2;CAND_002;3318;630;2688;268;42;2378;18.99;81.01;8.08;9.97;1.27;1.56;71.67;88.47;881;26.55;37.05;2026-03-24T19:55:58.226396
69-271;2017_T2;CAND_001;7757;1627;6130;514;130;5486;20.97;79.03;6.63;8.38;1.68;2.12;70.72;89.49;3767;48.56;68.67;2026-03-24T19:55:58.226396
69-271;2017_T2;CAND_002;7757;1627;6130;514;130;5486;20.97;79.03;6.63;8.38;1.68;2.12;70.72;89.49;1719;22.16;31.33;2026-03-24T19:55:58.226396
69-272;2017_T2;CAND_001;3371;672;2699;239;70;2390;19.93;80.07;7.09;8.86;2.08;2.59;70.9;88.55;1638;48.59;68.54;2026-03-24T19:55:58.226396
69-272;2017_T2;CAND_002;3371;672;2699;239;70;2390;19.93;80.07;7.09;8.86;2.08;2.59;70.9;88.55;752;22.31;31.46;2026-03-24T19:55:58.226396
69-273;2017_T2;CAND_001;7224;1646;5578;458;163;4957;22.79;77.21;6.34;8.21;2.26;2.92;68.62;88.87;3059;42.34;61.71;2026-03-24T19:55:58.226396
69-273;2017_T2;CAND_002;7224;1646;5578;458;163;4957;22.79;77.21;6.34;8.21;2.26;2.92;68.62;88.87;1898;26.27;38.29;2026-03-24T19:55:58.226396
69-275;2017_T2;CAND_001;17508;5145;12363;1078;287;10998;29.39;70.61;6.16;8.72;1.64;2.32;62.82;88.96;6995;39.95;63.6;2026-03-24T19:55:58.226396
69-275;2017_T2;CAND_002;17508;5145;12363;1078;287;10998;29.39;70.61;6.16;8.72;1.64;2.32;62.82;88.96;4003;22.86;36.4;2026-03-24T19:55:58.226396
69-276;2017_T2;CAND_001;6214;1806;4408;383;107;3918;29.06;70.94;6.16;8.69;1.72;2.43;63.05;88.88;2454;39.49;62.63;2026-03-24T19:55:58.226396
69-276;2017_T2;CAND_002;6214;1806;4408;383;107;3918;29.06;70.94;6.16;8.69;1.72;2.43;63.05;88.88;1464;23.56;37.37;2026-03-24T19:55:58.226396
69-277;2017_T2;CAND_001;10244;2250;7994;615;135;7244;21.96;78.04;6.0;7.69;1.32;1.69;70.71;90.62;4837;47.22;66.77;2026-03-24T19:55:58.226396
69-277;2017_T2;CAND_002;10244;2250;7994;615;135;7244;21.96;78.04;6.0;7.69;1.32;1.69;70.71;90.62;2407;23.5;33.23;2026-03-24T19:55:58.226396
69-278;2017_T2;CAND_001;3950;912;3038;260;52;2726;23.09;76.91;6.58;8.56;1.32;1.71;69.01;89.73;1807;45.75;66.29;2026-03-24T19:55:58.226396
69-278;2017_T2;CAND_002;3950;912;3038;260;52;2726;23.09;76.91;6.58;8.56;1.32;1.71;69.01;89.73;919;23.27;33.71;2026-03-24T19:55:58.226396
69-279;2017_T2;CAND_001;4559;933;3626;299;66;3261;20.47;79.53;6.56;8.25;1.45;1.82;71.53;89.93;1915;42.0;58.72;2026-03-24T19:55:58.226396
69-279;2017_T2;CAND_002;4559;933;3626;299;66;3261;20.47;79.53;6.56;8.25;1.45;1.82;71.53;89.93;1346;29.52;41.28;2026-03-24T19:55:58.226396
69-280;2017_T2;CAND_001;1010;238;772;74;9;689;23.56;76.44;7.33;9.59;0.89;1.17;68.22;89.25;333;32.97;48.33;2026-03-24T19:55:58.226396
69-280;2017_T2;CAND_002;1010;238;772;74;9;689;23.56;76.44;7.33;9.59;0.89;1.17;68.22;89.25;356;35.25;51.67;2026-03-24T19:55:58.226396
69-281;2017_T2;CAND_001;1272;237;1035;92;29;914;18.63;81.37;7.23;8.89;2.28;2.8;71.86;88.31;543;42.69;59.41;2026-03-24T19:55:58.226396
69-281;2017_T2;CAND_002;1272;237;1035;92;29;914;18.63;81.37;7.23;8.89;2.28;2.8;71.86;88.31;371;29.17;40.59;2026-03-24T19:55:58.226396
69-282;2017_T2;CAND_001;21607;5967;15640;1133;296;14211;27.62;72.38;5.24;7.24;1.37;1.89;65.77;90.86;9573;44.31;67.36;2026-03-24T19:55:58.226396
69-282;2017_T2;CAND_002;21607;5967;15640;1133;296;14211;27.62;72.38;5.24;7.24;1.37;1.89;65.77;90.86;4638;21.47;32.64;2026-03-24T19:55:58.226396
69-283;2017_T2;CAND_001;9023;1929;7094;557;188;6349;21.38;78.62;6.17;7.85;2.08;2.65;70.36;89.5;3844;42.6;60.54;2026-03-24T19:55:58.226396
69-283;2017_T2;CAND_002;9023;1929;7094;557;188;6349;21.38;78.62;6.17;7.85;2.08;2.65;70.36;89.5;2505;27.76;39.46;2026-03-24T19:55:58.226396
69-284;2017_T2;CAND_001;2391;371;2020;180;40;1800;15.52;84.48;7.53;8.91;1.67;1.98;75.28;89.11;1423;59.51;79.06;2026-03-24T19:55:58.226396
69-284;2017_T2;CAND_002;2391;371;2020;180;40;1800;15.52;84.48;7.53;8.91;1.67;1.98;75.28;89.11;377;15.77;20.94;2026-03-24T19:55:58.226396
69-285;2017_T2;CAND_001;2750;646;2104;176;50;1878;23.49;76.51;6.4;8.37;1.82;2.38;68.29;89.26;916;33.31;48.78;2026-03-24T19:55:58.226396
69-285;2017_T2;CAND_002;2750;646;2104;176;50;1878;23.49;76.51;6.4;8.37;1.82;2.38;68.29;89.26;962;34.98;51.22;2026-03-24T19:55:58.226396
69-286;2017_T2;CAND_001;17317;5124;12193;903;283;11007;29.59;70.41;5.21;7.41;1.63;2.32;63.56;90.27;7910;45.68;71.86;2026-03-24T19:55:58.226396
69-286;2017_T2;CAND_002;17317;5124;12193;903;283;11007;29.59;70.41;5.21;7.41;1.63;2.32;63.56;90.27;3097;17.88;28.14;2026-03-24T19:55:58.226396
69-287;2017_T2;CAND_001;5093;1068;4025;335;86;3604;20.97;79.03;6.58;8.32;1.69;2.14;70.76;89.54;2176;42.73;60.38;2026-03-24T19:55:58.226396
69-287;2017_T2;CAND_002;5093;1068;4025;335;86;3604;20.97;79.03;6.58;8.32;1.69;2.14;70.76;89.54;1428;28.04;39.62;2026-03-24T19:55:58.226396
69-288;2017_T2;CAND_001;4155;1001;3154;281;76;2797;24.09;75.91;6.76;8.91;1.83;2.41;67.32;88.68;1478;35.57;52.84;2026-03-24T19:55:58.226396
69-288;2017_T2;CAND_002;4155;1001;3154;281;76;2797;24.09;75.91;6.76;8.91;1.83;2.41;67.32;88.68;1319;31.74;47.16;2026-03-24T19:55:58.226396
69-289;2017_T2;CAND_001;3557;710;2847;273;51;2523;19.96;80.04;7.68;9.59;1.43;1.79;70.93;88.62;1381;38.82;54.74;2026-03-24T19:55:58.226396
69-289;2017_T2;CAND_002;3557;710;2847;273;51;2523;19.96;80.04;7.68;9.59;1.43;1.79;70.93;88.62;1142;32.11;45.26;2026-03-24T19:55:58.226396
69-290;2017_T2;CAND_001;28023;8822;19201;1483;516;17202;31.48;68.52;5.29;7.72;1.84;2.69;61.39;89.59;11240;40.11;65.34;2026-03-24T19:55:58.226396
69-290;2017_T2;CAND_002;28023;8822;19201;1483;516;17202;31.48;68.52;5.29;7.72;1.84;2.69;61.39;89.59;5962;21.28;34.66;2026-03-24T19:55:58.226396
69-291;2017_T2;CAND_001;3896;903;2993;270;63;2660;23.18;76.82;6.93;9.02;1.62;2.1;68.28;88.87;1579;40.53;59.36;2026-03-24T19:55:58.226396
69-291;2017_T2;CAND_002;3896;903;2993;270;63;2660;23.18;76.82;6.93;9.02;1.62;2.1;68.28;88.87;1081;27.75;40.64;2026-03-24T19:55:58.226396
69-292;2017_T2;CAND_001;3776;1028;2748;235;61;2452;27.22;72.78;6.22;8.55;1.62;2.22;64.94;89.23;1494;39.57;60.93;2026-03-24T19:55:58.226396
69-292;2017_T2;CAND_002;3776;1028;2748;235;61;2452;27.22;72.78;6.22;8.55;1.62;2.22;64.94;89.23;958;25.37;39.07;2026-03-24T19:55:58.226396
69-293;2017_T2;CAND_001;1860;336;1524;121;24;1379;18.06;81.94;6.51;7.94;1.29;1.57;74.14;90.49;995;53.49;72.15;2026-03-24T19:55:58.226396
69-293;2017_T2;CAND_002;1860;336;1524;121;24;1379;18.06;81.94;6.51;7.94;1.29;1.57;74.14;90.49;384;20.65;27.85;2026-03-24T19:55:58.226396
69-294;2017_T2;CAND_001;1974;439;1535;123;31;1381;22.24;77.76;6.23;8.01;1.57;2.02;69.96;89.97;898;45.49;65.03;2026-03-24T19:55:58.226396
69-294;2017_T2;CAND_002;1974;439;1535;123;31;1381;22.24;77.76;6.23;8.01;1.57;2.02;69.96;89.97;483;24.47;34.97;2026-03-24T19:55:58.226396
69-295;2017_T2;CAND_001;1232;227;1005;95;30;880;18.43;81.57;7.71;9.45;2.44;2.99;71.43;87.56;515;41.8;58.52;2026-03-24T19:55:58.226396
69-295;2017_T2;CAND_002;1232;227;1005;95;30;880;18.43;81.57;7.71;9.45;2.44;2.99;71.43;87.56;365;29.63;41.48;2026-03-24T19:55:58.226396
69-296;2017_T2;CAND_001;2136;419;1717;170;31;1516;19.62;80.38;7.96;9.9;1.45;1.81;70.97;88.29;965;45.18;63.65;2026-03-24T19:55:58.226396
69-296;2017_T2;CAND_002;2136;419;1717;170;31;1516;19.62;80.38;7.96;9.9;1.45;1.81;70.97;88.29;551;25.8;36.35;2026-03-24T19:55:58.226396
69-297;2017_T2;CAND_001;3697;786;2911;240;54;2617;21.26;78.74;6.49;8.24;1.46;1.86;70.79;89.9;1701;46.01;65.0;2026-03-24T19:55:58.226396
69-297;2017_T2;CAND_002;3697;786;2911;240;54;2617;21.26;78.74;6.49;8.24;1.46;1.86;70.79;89.9;916;24.78;35.0;2026-03-24T19:55:58.226396
69-298;2017_T2;CAND_001;2118;375;1743;177;39;1527;17.71;82.29;8.36;10.15;1.84;2.24;72.1;87.61;911;43.01;59.66;2026-03-24T19:55:58.226396
69-298;2017_T2;CAND_002;2118;375;1743;177;39;1527;17.71;82.29;8.36;10.15;1.84;2.24;72.1;87.61;616;29.08;40.34;2026-03-24T19:55:58.226396
69-299;2017_T2;CAND_001;1867;384;1483;118;26;1339;20.57;79.43;6.32;7.96;1.39;1.75;71.72;90.29;575;30.8;42.94;2026-03-24T19:55:58.226396
69-299;2017_T2;CAND_002;1867;384;1483;118;26;1339;20.57;79.43;6.32;7.96;1.39;1.75;71.72;90.29;764;40.92;57.06;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_003;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;0;0.0;0.0;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_004;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;17;5.38;6.8;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_005;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;0;0.0;0.0;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_006;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;11;3.48;4.4;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_007;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;4;1.27;1.6;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_001;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;58;18.35;23.2;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_008;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;17;5.38;6.8;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_002;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;88;27.85;35.2;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_009;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;22;6.96;8.8;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_010;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;27;8.54;10.8;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_011;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;0;0.0;0.0;2026-03-24T19:55:58.226396
69-1;2022_T1;CAND_012;316;60;256;4;2;250;18.99;81.01;1.27;1.56;0.63;0.78;79.11;97.66;6;1.9;2.4;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_003;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;1;0.46;0.65;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_004;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;15;6.91;9.8;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_005;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;2;0.92;1.31;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_006;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;7;3.23;4.58;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_007;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;2;0.92;1.31;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_001;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;48;22.12;31.37;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_008;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;8;3.69;5.23;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_002;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;48;22.12;31.37;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_009;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;9;4.15;5.88;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_010;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;9;4.15;5.88;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_011;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;2;0.92;1.31;2026-03-24T19:55:58.226396
69-2;2022_T1;CAND_012;217;58;159;5;1;153;26.73;73.27;2.3;3.14;0.46;0.63;70.51;96.23;2;0.92;1.31;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_003;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;4;0.21;0.28;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_004;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;88;4.73;6.21;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_005;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;7;0.38;0.49;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_006;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;22;1.18;1.55;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_007;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;15;0.81;1.06;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_001;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;460;24.72;32.49;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_008;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;41;2.2;2.9;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_002;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;278;14.94;19.63;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_009;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;121;6.5;8.55;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_010;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;271;14.56;19.14;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_011;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;22;1.18;1.55;2026-03-24T19:55:58.226396
69-3;2022_T1;CAND_012;1861;418;1443;17;10;1416;22.46;77.54;0.91;1.18;0.54;0.69;76.09;98.13;87;4.67;6.14;2026-03-24T19:55:58.226396
69-4;2022_T1;CAND_003;470;73;397;6;2;389;15.53;84.47;1.28;1.51;0.43;0.5;82.77;97.98;1;0.21;0.26;2026-03-24T19:55:58.226396
69-4;2022_T1;CAND_004;470;73;397;6;2;389;15.53;84.47;1.28;1.51;0.43;0.5;82.77;97.98;25;5.32;6.43;2026-03-24T19:55:58.226396
69-4;2022_T1;CAND_005;470;73;397;6;2;389;15.53;84.47;1.28;1.51;0.43;0.5;82.77;97.98;0;0.0;0.0;2026-03-24T19:55:58.226396
69-4;2022_T1;CAND_006;470;73;397;6;2;389;15.53;84.47;1.28;1.51;0.43;0.5;82.77;97.98;10;2.13;2.57;2026-03-24T19:55:58.226396
69-4;2022_T1;CAND_007;470;73;397;6;2;389;15.53;84.47;1.28;1.51;0.43;0.5;82.77;97.98;11;2.34;2.83;2026-03-24T19:55:58.226396
