id_commune;id_election;inscrits;abstentions;votants;blancs;nuls;blancs_et_nuls;exprimes;pct_abs_ins;pct_vot_ins;pct_blancs_ins;pct_blancs_vot;pct_nuls_ins;pct_nuls_vot;pct_blancs_et_nuls_ins;pct_blancs_et_nuls_vot;pct_exprimes_ins;pct_exprimes_vot;date_integration_gold
69001;2012_T1;250;25;225;7;0;7;218;10.0;90.0;2.8;3.11;0.0;0.0;2.8;3.11;87.2;96.89;2026-03-28T02:12:43.523187
69010;2012_T1;3858;674;3184;65;0;65;3119;17.47;82.53;1.68;2.04;0.0;0.0;1.68;2.04;80.84;97.96;2026-03-28T02:12:43.523187
69100;2012_T1;5948;873;5075;81;0;81;4994;14.68;85.32;1.36;1.6;0.0;0.0;1.36;1.6;83.96;98.4;2026-03-28T02:12:43.523187
69101;2012_T1;475;57;418;5;0;5;413;12.0;88.0;1.05;1.2;0.0;0.0;1.05;1.2;86.95;98.8;2026-03-28T02:12:43.523187
69102;2012_T1;498;80;418;10;0;10;408;16.06;83.94;2.01;2.39;0.0;0.0;2.01;2.39;81.93;97.61;2026-03-28T02:12:43.523187
69103;2012_T1;706;77;629;17;0;17;612;10.91;89.09;2.41;2.7;0.0;0.0;2.41;2.7;86.69;97.3;2026-03-28T02:12:43.523187
69104;2012_T1;322;55;267;8;0;8;259;17.08;82.92;2.48;3.0;0.0;0.0;2.48;3.0;80.43;97.0;2026-03-28T02:12:43.523187
69105;2012_T1;712;83;629;11;0;11;618;11.66;88.34;1.54;1.75;0.0;0.0;1.54;1.75;86.8;98.25;2026-03-28T02:12:43.523187
69106;2012_T1;690;44;646;10;0;10;636;6.38;93.62;1.45;1.55;0.0;0.0;1.45;1.55;92.17;98.45;2026-03-28T02:12:43.523187
69107;2012_T1;740;124;616;5;0;5;611;16.76;83.24;0.68;0.81;0.0;0.0;0.68;0.81;82.57;99.19;2026-03-28T02:12:43.523187
69108;2012_T1;576;70;506;4;0;4;502;12.15;87.85;0.69;0.79;0.0;0.0;0.69;0.79;87.15;99.21;2026-03-28T02:12:43.523187
69109;2012_T1;602;80;522;18;0;18;504;13.29;86.71;2.99;3.45;0.0;0.0;2.99;3.45;83.72;96.55;2026-03-28T02:12:43.523187
69110;2012_T1;1396;188;1208;17;0;17;1191;13.47;86.53;1.22;1.41;0.0;0.0;1.22;1.41;85.32;98.59;2026-03-28T02:12:43.523187
69111;2012_T1;430;58;372;2;0;2;370;13.49;86.51;0.47;0.54;0.0;0.0;0.47;0.54;86.05;99.46;2026-03-28T02:12:43.523187
69112;2012_T1;4099;616;3483;43;0;43;3440;15.03;84.97;1.05;1.23;0.0;0.0;1.05;1.23;83.92;98.77;2026-03-28T02:12:43.523187
69113;2012_T1;556;63;493;9;0;9;484;11.33;88.67;1.62;1.83;0.0;0.0;1.62;1.83;87.05;98.17;2026-03-28T02:12:43.523187
69114;2012_T1;1335;149;1186;24;0;24;1162;11.16;88.84;1.8;2.02;0.0;0.0;1.8;2.02;87.04;97.98;2026-03-28T02:12:43.523187
69115;2012_T1;3111;456;2655;35;0;35;2620;14.66;85.34;1.13;1.32;0.0;0.0;1.13;1.32;84.22;98.68;2026-03-28T02:12:43.523187
69116;2012_T1;2303;232;2071;21;0;21;2050;10.07;89.93;0.91;1.01;0.0;0.0;0.91;1.01;89.01;98.99;2026-03-28T02:12:43.523187
69117;2012_T1;2437;310;2127;31;0;31;2096;12.72;87.28;1.27;1.46;0.0;0.0;1.27;1.46;86.01;98.54;2026-03-28T02:12:43.523187
69118;2012_T1;1741;238;1503;24;0;24;1479;13.67;86.33;1.38;1.6;0.0;0.0;1.38;1.6;84.95;98.4;2026-03-28T02:12:43.523187
69119;2012_T1;727;116;611;19;0;19;592;15.96;84.04;2.61;3.11;0.0;0.0;2.61;3.11;81.43;96.89;2026-03-28T02:12:43.523187
69012;2012_T1;471;56;415;13;0;13;402;11.89;88.11;2.76;3.13;0.0;0.0;2.76;3.13;85.35;96.87;2026-03-28T02:12:43.523187
69120;2012_T1;454;70;384;10;0;10;374;15.42;84.58;2.2;2.6;0.0;0.0;2.2;2.6;82.38;97.4;2026-03-28T02:12:43.523187
69121;2012_T1;1711;247;1464;18;0;18;1446;14.44;85.56;1.05;1.23;0.0;0.0;1.05;1.23;84.51;98.77;2026-03-28T02:12:43.523187
69122;2012_T1;1269;165;1104;18;0;18;1086;13.0;87.0;1.42;1.63;0.0;0.0;1.42;1.63;85.58;98.37;2026-03-28T02:12:43.523187
69123;2012_T1;292869;59541;233328;3114;0;3114;230214;20.33;79.67;1.06;1.33;0.0;0.0;1.06;1.33;78.61;98.67;2026-03-28T02:12:43.523187
69124;2012_T1;369;56;313;7;0;7;306;15.18;84.82;1.9;2.24;0.0;0.0;1.9;2.24;82.93;97.76;2026-03-28T02:12:43.523187
69125;2012_T1;689;57;632;5;0;5;627;8.27;91.73;0.73;0.79;0.0;0.0;0.73;0.79;91.0;99.21;2026-03-28T02:12:43.523187
69126;2012_T1;534;52;482;8;0;8;474;9.74;90.26;1.5;1.66;0.0;0.0;1.5;1.66;88.76;98.34;2026-03-28T02:12:43.523187
69127;2012_T1;2220;263;1957;40;0;40;1917;11.85;88.15;1.8;2.04;0.0;0.0;1.8;2.04;86.35;97.96;2026-03-28T02:12:43.523187
69128;2012_T1;416;57;359;4;0;4;355;13.7;86.3;0.96;1.11;0.0;0.0;0.96;1.11;85.34;98.89;2026-03-28T02:12:43.523187
69129;2012_T1;467;63;404;8;0;8;396;13.49;86.51;1.71;1.98;0.0;0.0;1.71;1.98;84.8;98.02;2026-03-28T02:12:43.523187
69013;2012_T1;2379;358;2021;42;0;42;1979;15.05;84.95;1.77;2.08;0.0;0.0;1.77;2.08;83.19;97.92;2026-03-28T02:12:43.523187
69130;2012_T1;186;30;156;5;0;5;151;16.13;83.87;2.69;3.21;0.0;0.0;2.69;3.21;81.18;96.79;2026-03-28T02:12:43.523187
69131;2012_T1;2362;245;2117;35;0;35;2082;10.37;89.63;1.48;1.65;0.0;0.0;1.48;1.65;88.15;98.35;2026-03-28T02:12:43.523187
69132;2012_T1;588;76;512;18;0;18;494;12.93;87.07;3.06;3.52;0.0;0.0;3.06;3.52;84.01;96.48;2026-03-28T02:12:43.523187
69133;2012_T1;2816;325;2491;41;0;41;2450;11.54;88.46;1.46;1.65;0.0;0.0;1.46;1.65;87.0;98.35;2026-03-28T02:12:43.523187
69134;2012_T1;161;11;150;6;0;6;144;6.83;93.17;3.73;4.0;0.0;0.0;3.73;4.0;89.44;96.0;2026-03-28T02:12:43.523187
69135;2012_T1;601;115;486;8;0;8;478;19.13;80.87;1.33;1.65;0.0;0.0;1.33;1.65;79.53;98.35;2026-03-28T02:12:43.523187
69136;2012_T1;1749;200;1549;13;0;13;1536;11.44;88.56;0.74;0.84;0.0;0.0;0.74;0.84;87.82;99.16;2026-03-28T02:12:43.523187
69137;2012_T1;253;39;214;1;0;1;213;15.42;84.58;0.4;0.47;0.0;0.0;0.4;0.47;84.19;99.53;2026-03-28T02:12:43.523187
69138;2012_T1;318;44;274;5;0;5;269;13.84;86.16;1.57;1.82;0.0;0.0;1.57;1.82;84.59;98.18;2026-03-28T02:12:43.523187
69139;2012_T1;1086;203;883;38;0;38;845;18.69;81.31;3.5;4.3;0.0;0.0;3.5;4.3;77.81;95.7;2026-03-28T02:12:43.523187
69014;2012_T1;781;90;691;18;0;18;673;11.52;88.48;2.3;2.6;0.0;0.0;2.3;2.6;86.17;97.4;2026-03-28T02:12:43.523187
69140;2012_T1;1508;202;1306;21;0;21;1285;13.4;86.6;1.39;1.61;0.0;0.0;1.39;1.61;85.21;98.39;2026-03-28T02:12:43.523187
69141;2012_T1;3958;412;3546;61;0;61;3485;10.41;89.59;1.54;1.72;0.0;0.0;1.54;1.72;88.05;98.28;2026-03-28T02:12:43.523187
69142;2012_T1;4102;872;3230;41;0;41;3189;21.26;78.74;1.0;1.27;0.0;0.0;1.0;1.27;77.74;98.73;2026-03-28T02:12:43.523187
69143;2012_T1;4543;942;3601;60;0;60;3541;20.74;79.26;1.32;1.67;0.0;0.0;1.32;1.67;77.94;98.33;2026-03-28T02:12:43.523187
69144;2012_T1;505;46;459;9;0;9;450;9.11;90.89;1.78;1.96;0.0;0.0;1.78;1.96;89.11;98.04;2026-03-28T02:12:43.523187
69145;2012_T1;578;93;485;7;0;7;478;16.09;83.91;1.21;1.44;0.0;0.0;1.21;1.44;82.7;98.56;2026-03-28T02:12:43.523187
69146;2012_T1;526;69;457;8;0;8;449;13.12;86.88;1.52;1.75;0.0;0.0;1.52;1.75;85.36;98.25;2026-03-28T02:12:43.523187
69147;2012_T1;663;111;552;7;0;7;545;16.74;83.26;1.06;1.27;0.0;0.0;1.06;1.27;82.2;98.73;2026-03-28T02:12:43.523187
69148;2012_T1;1589;179;1410;25;0;25;1385;11.26;88.74;1.57;1.77;0.0;0.0;1.57;1.77;87.16;98.23;2026-03-28T02:12:43.523187
69149;2012_T1;16817;3350;13467;207;0;207;13260;19.92;80.08;1.23;1.54;0.0;0.0;1.23;1.54;78.85;98.46;2026-03-28T02:12:43.523187
69015;2012_T1;97;11;86;2;0;2;84;11.34;88.66;2.06;2.33;0.0;0.0;2.06;2.33;86.6;97.67;2026-03-28T02:12:43.523187
69150;2012_T1;267;41;226;5;0;5;221;15.36;84.64;1.87;2.21;0.0;0.0;1.87;2.21;82.77;97.79;2026-03-28T02:12:43.523187
69151;2012_T1;976;133;843;21;0;21;822;13.63;86.37;2.15;2.49;0.0;0.0;2.15;2.49;84.22;97.51;2026-03-28T02:12:43.523187
69152;2012_T1;6192;1611;4581;76;0;76;4505;26.02;73.98;1.23;1.66;0.0;0.0;1.23;1.66;72.76;98.34;2026-03-28T02:12:43.523187
69153;2012_T1;722;87;635;5;0;5;630;12.05;87.95;0.69;0.79;0.0;0.0;0.69;0.79;87.26;99.21;2026-03-28T02:12:43.523187
69154;2012_T1;1267;141;1126;21;0;21;1105;11.13;88.87;1.66;1.87;0.0;0.0;1.66;1.87;87.21;98.13;2026-03-28T02:12:43.523187
69155;2012_T1;799;90;709;14;0;14;695;11.26;88.74;1.75;1.97;0.0;0.0;1.75;1.97;86.98;98.03;2026-03-28T02:12:43.523187
69156;2012_T1;1729;201;1528;19;0;19;1509;11.63;88.37;1.1;1.24;0.0;0.0;1.1;1.24;87.28;98.76;2026-03-28T02:12:43.523187
69157;2012_T1;1903;351;1552;28;0;28;1524;18.44;81.56;1.47;1.8;0.0;0.0;1.47;1.8;80.08;98.2;2026-03-28T02:12:43.523187
69158;2012_T1;325;37;288;7;0;7;281;11.38;88.62;2.15;2.43;0.0;0.0;2.15;2.43;86.46;97.57;2026-03-28T02:12:43.523187
69159;2012_T1;637;71;566;7;0;7;559;11.15;88.85;1.1;1.24;0.0;0.0;1.1;1.24;87.76;98.76;2026-03-28T02:12:43.523187
69016;2012_T1;122;15;107;4;0;4;103;12.3;87.7;3.28;3.74;0.0;0.0;3.28;3.74;84.43;96.26;2026-03-28T02:12:43.523187
69160;2012_T1;809;143;666;12;0;12;654;17.68;82.32;1.48;1.8;0.0;0.0;1.48;1.8;80.84;98.2;2026-03-28T02:12:43.523187
69161;2012_T1;396;78;318;7;0;7;311;19.7;80.3;1.77;2.2;0.0;0.0;1.77;2.2;78.54;97.8;2026-03-28T02:12:43.523187
69162;2012_T1;965;117;848;17;0;17;831;12.12;87.88;1.76;2.0;0.0;0.0;1.76;2.0;86.11;98.0;2026-03-28T02:12:43.523187
69163;2012_T1;2213;338;1875;33;0;33;1842;15.27;84.73;1.49;1.76;0.0;0.0;1.49;1.76;83.24;98.24;2026-03-28T02:12:43.523187
69164;2012_T1;283;56;227;3;0;3;224;19.79;80.21;1.06;1.32;0.0;0.0;1.06;1.32;79.15;98.68;2026-03-28T02:12:43.523187
69165;2012_T1;837;107;730;17;0;17;713;12.78;87.22;2.03;2.33;0.0;0.0;2.03;2.33;85.19;97.67;2026-03-28T02:12:43.523187
69166;2012_T1;195;20;175;1;0;1;174;10.26;89.74;0.51;0.57;0.0;0.0;0.51;0.57;89.23;99.43;2026-03-28T02:12:43.523187
69167;2012_T1;411;50;361;7;0;7;354;12.17;87.83;1.7;1.94;0.0;0.0;1.7;1.94;86.13;98.06;2026-03-28T02:12:43.523187
69168;2012_T1;871;97;774;9;0;9;765;11.14;88.86;1.03;1.16;0.0;0.0;1.03;1.16;87.83;98.84;2026-03-28T02:12:43.523187
69169;2012_T1;504;55;449;8;0;8;441;10.91;89.09;1.59;1.78;0.0;0.0;1.59;1.78;87.5;98.22;2026-03-28T02:12:43.523187
69017;2012_T1;567;82;485;13;0;13;472;14.46;85.54;2.29;2.68;0.0;0.0;2.29;2.68;83.25;97.32;2026-03-28T02:12:43.523187
69170;2012_T1;832;94;738;22;0;22;716;11.3;88.7;2.64;2.98;0.0;0.0;2.64;2.98;86.06;97.02;2026-03-28T02:12:43.523187
69171;2012_T1;1601;290;1311;20;0;20;1291;18.11;81.89;1.25;1.53;0.0;0.0;1.25;1.53;80.64;98.47;2026-03-28T02:12:43.523187
69172;2012_T1;559;44;515;9;0;9;506;7.87;92.13;1.61;1.75;0.0;0.0;1.61;1.75;90.52;98.25;2026-03-28T02:12:43.523187
69173;2012_T1;677;71;606;19;0;19;587;10.49;89.51;2.81;3.14;0.0;0.0;2.81;3.14;86.71;96.86;2026-03-28T02:12:43.523187
69174;2012_T1;436;74;362;9;0;9;353;16.97;83.03;2.06;2.49;0.0;0.0;2.06;2.49;80.96;97.51;2026-03-28T02:12:43.523187
69175;2012_T1;1459;173;1286;24;0;24;1262;11.86;88.14;1.64;1.87;0.0;0.0;1.64;1.87;86.5;98.13;2026-03-28T02:12:43.523187
69176;2012_T1;2838;381;2457;35;0;35;2422;13.42;86.58;1.23;1.42;0.0;0.0;1.23;1.42;85.34;98.58;2026-03-28T02:12:43.523187
69177;2012_T1;1524;223;1301;16;0;16;1285;14.63;85.37;1.05;1.23;0.0;0.0;1.05;1.23;84.32;98.77;2026-03-28T02:12:43.523187
69178;2012_T1;508;48;460;10;0;10;450;9.45;90.55;1.97;2.17;0.0;0.0;1.97;2.17;88.58;97.83;2026-03-28T02:12:43.523187
69179;2012_T1;1110;115;995;15;0;15;980;10.36;89.64;1.35;1.51;0.0;0.0;1.35;1.51;88.29;98.49;2026-03-28T02:12:43.523187
69018;2012_T1;1220;246;974;25;0;25;949;20.16;79.84;2.05;2.57;0.0;0.0;2.05;2.57;77.79;97.43;2026-03-28T02:12:43.523187
69180;2012_T1;207;35;172;2;0;2;170;16.91;83.09;0.97;1.16;0.0;0.0;0.97;1.16;82.13;98.84;2026-03-28T02:12:43.523187
69181;2012_T1;133;22;111;2;0;2;109;16.54;83.46;1.5;1.8;0.0;0.0;1.5;1.8;81.95;98.2;2026-03-28T02:12:43.523187
69182;2012_T1;333;72;261;4;0;4;257;21.62;78.38;1.2;1.53;0.0;0.0;1.2;1.53;77.18;98.47;2026-03-28T02:12:43.523187
69183;2012_T1;257;49;208;2;0;2;206;19.07;80.93;0.78;0.96;0.0;0.0;0.78;0.96;80.16;99.04;2026-03-28T02:12:43.523187
69184;2012_T1;661;73;588;13;0;13;575;11.04;88.96;1.97;2.21;0.0;0.0;1.97;2.21;86.99;97.79;2026-03-28T02:12:43.523187
69185;2012_T1;193;31;162;4;0;4;158;16.06;83.94;2.07;2.47;0.0;0.0;2.07;2.47;81.87;97.53;2026-03-28T02:12:43.523187
69186;2012_T1;200;38;162;8;0;8;154;19.0;81.0;4.0;4.94;0.0;0.0;4.0;4.94;77.0;95.06;2026-03-28T02:12:43.523187
69187;2012_T1;434;48;386;9;0;9;377;11.06;88.94;2.07;2.33;0.0;0.0;2.07;2.33;86.87;97.67;2026-03-28T02:12:43.523187
69188;2012_T1;455;50;405;7;0;7;398;10.99;89.01;1.54;1.73;0.0;0.0;1.54;1.73;87.47;98.27;2026-03-28T02:12:43.523187
69189;2012_T1;1334;218;1116;21;0;21;1095;16.34;83.66;1.57;1.88;0.0;0.0;1.57;1.88;82.08;98.12;2026-03-28T02:12:43.523187
69019;2012_T1;4515;954;3561;69;0;69;3492;21.13;78.87;1.53;1.94;0.0;0.0;1.53;1.94;77.34;98.06;2026-03-28T02:12:43.523187
69190;2012_T1;1512;215;1297;17;0;17;1280;14.22;85.78;1.12;1.31;0.0;0.0;1.12;1.31;84.66;98.69;2026-03-28T02:12:43.523187
69191;2012_T1;4249;595;3654;40;0;40;3614;14.0;86.0;0.94;1.09;0.0;0.0;0.94;1.09;85.06;98.91;2026-03-28T02:12:43.523187
69192;2012_T1;97;6;91;1;0;1;90;6.19;93.81;1.03;1.1;0.0;0.0;1.03;1.1;92.78;98.9;2026-03-28T02:12:43.523187
69193;2012_T1;947;101;846;6;0;6;840;10.67;89.33;0.63;0.71;0.0;0.0;0.63;0.71;88.7;99.29;2026-03-28T02:12:43.523187
69194;2012_T1;5057;594;4463;36;0;36;4427;11.75;88.25;0.71;0.81;0.0;0.0;0.71;0.81;87.54;99.19;2026-03-28T02:12:43.523187
69195;2012_T1;899;104;795;14;0;14;781;11.57;88.43;1.56;1.76;0.0;0.0;1.56;1.76;86.87;98.24;2026-03-28T02:12:43.523187
69196;2012_T1;421;61;360;5;0;5;355;14.49;85.51;1.19;1.39;0.0;0.0;1.19;1.39;84.32;98.61;2026-03-28T02:12:43.523187
69197;2012_T1;1415;229;1186;22;0;22;1164;16.18;83.82;1.55;1.85;0.0;0.0;1.55;1.85;82.26;98.15;2026-03-28T02:12:43.523187
69198;2012_T1;538;70;468;11;0;11;457;13.01;86.99;2.04;2.35;0.0;0.0;2.04;2.35;84.94;97.65;2026-03-28T02:12:43.523187
69199;2012_T1;7858;2162;5696;104;0;104;5592;27.51;72.49;1.32;1.83;0.0;0.0;1.32;1.83;71.16;98.17;2026-03-28T02:12:43.523187
69002;2012_T1;224;42;182;6;0;6;176;18.75;81.25;2.68;3.3;0.0;0.0;2.68;3.3;78.57;96.7;2026-03-28T02:12:43.523187
69020;2012_T1;461;43;418;14;0;14;404;9.33;90.67;3.04;3.35;0.0;0.0;3.04;3.35;87.64;96.65;2026-03-28T02:12:43.523187
69200;2012_T1;1168;164;1004;19;0;19;985;14.04;85.96;1.63;1.89;0.0;0.0;1.63;1.89;84.33;98.11;2026-03-28T02:12:43.523187
69201;2012_T1;876;155;721;15;0;15;706;17.69;82.31;1.71;2.08;0.0;0.0;1.71;2.08;80.59;97.92;2026-03-28T02:12:43.523187
69202;2012_T1;15283;2215;13068;143;0;143;12925;14.49;85.51;0.94;1.09;0.0;0.0;0.94;1.09;84.57;98.91;2026-03-28T02:12:43.523187
69203;2012_T1;750;110;640;21;0;21;619;14.67;85.33;2.8;3.28;0.0;0.0;2.8;3.28;82.53;96.72;2026-03-28T02:12:43.523187
69204;2012_T1;15219;3316;11903;193;0;193;11710;21.79;78.21;1.27;1.62;0.0;0.0;1.27;1.62;76.94;98.38;2026-03-28T02:12:43.523187
69205;2012_T1;3717;583;3134;51;0;51;3083;15.68;84.32;1.37;1.63;0.0;0.0;1.37;1.63;82.94;98.37;2026-03-28T02:12:43.523187
69206;2012_T1;3151;699;2452;45;0;45;2407;22.18;77.82;1.43;1.84;0.0;0.0;1.43;1.84;76.39;98.16;2026-03-28T02:12:43.523187
69207;2012_T1;1937;301;1636;36;0;36;1600;15.54;84.46;1.86;2.2;0.0;0.0;1.86;2.2;82.6;97.8;2026-03-28T02:12:43.523187
69208;2012_T1;1046;99;947;20;0;20;927;9.46;90.54;1.91;2.11;0.0;0.0;1.91;2.11;88.62;97.89;2026-03-28T02:12:43.523187
69209;2012_T1;498;102;396;14;0;14;382;20.48;79.52;2.81;3.54;0.0;0.0;2.81;3.54;76.71;96.46;2026-03-28T02:12:43.523187
69021;2012_T1;1544;188;1356;25;0;25;1331;12.18;87.82;1.62;1.84;0.0;0.0;1.62;1.84;86.2;98.16;2026-03-28T02:12:43.523187
69210;2012_T1;95;17;78;3;0;3;75;17.89;82.11;3.16;3.85;0.0;0.0;3.16;3.85;78.95;96.15;2026-03-28T02:12:43.523187
69211;2012_T1;2226;408;1818;38;0;38;1780;18.33;81.67;1.71;2.09;0.0;0.0;1.71;2.09;79.96;97.91;2026-03-28T02:12:43.523187
69212;2012_T1;326;48;278;7;0;7;271;14.72;85.28;2.15;2.52;0.0;0.0;2.15;2.52;83.13;97.48;2026-03-28T02:12:43.523187
69213;2012_T1;567;55;512;12;0;12;500;9.7;90.3;2.12;2.34;0.0;0.0;2.12;2.34;88.18;97.66;2026-03-28T02:12:43.523187
69214;2012_T1;782;94;688;17;0;17;671;12.02;87.98;2.17;2.47;0.0;0.0;2.17;2.47;85.81;97.53;2026-03-28T02:12:43.523187
69215;2012_T1;645;84;561;11;0;11;550;13.02;86.98;1.71;1.96;0.0;0.0;1.71;1.96;85.27;98.04;2026-03-28T02:12:43.523187
69216;2012_T1;425;58;367;6;0;6;361;13.65;86.35;1.41;1.63;0.0;0.0;1.41;1.63;84.94;98.37;2026-03-28T02:12:43.523187
69217;2012_T1;641;94;547;5;0;5;542;14.66;85.34;0.78;0.91;0.0;0.0;0.78;0.91;84.56;99.09;2026-03-28T02:12:43.523187
69218;2012_T1;714;106;608;12;0;12;596;14.85;85.15;1.68;1.97;0.0;0.0;1.68;1.97;83.47;98.03;2026-03-28T02:12:43.523187
69219;2012_T1;1643;199;1444;27;0;27;1417;12.11;87.89;1.64;1.87;0.0;0.0;1.64;1.87;86.24;98.13;2026-03-28T02:12:43.523187
69022;2012_T1;348;49;299;3;0;3;296;14.08;85.92;0.86;1.0;0.0;0.0;0.86;1.0;85.06;99.0;2026-03-28T02:12:43.523187
69220;2012_T1;1306;162;1144;36;0;36;1108;12.4;87.6;2.76;3.15;0.0;0.0;2.76;3.15;84.84;96.85;2026-03-28T02:12:43.523187
69221;2012_T1;174;17;157;1;0;1;156;9.77;90.23;0.57;0.64;0.0;0.0;0.57;0.64;89.66;99.36;2026-03-28T02:12:43.523187
69222;2012_T1;671;90;581;11;0;11;570;13.41;86.59;1.64;1.89;0.0;0.0;1.64;1.89;84.95;98.11;2026-03-28T02:12:43.523187
69223;2012_T1;808;83;725;7;0;7;718;10.27;89.73;0.87;0.97;0.0;0.0;0.87;0.97;88.86;99.03;2026-03-28T02:12:43.523187
69224;2012_T1;56;7;49;1;0;1;48;12.5;87.5;1.79;2.04;0.0;0.0;1.79;2.04;85.71;97.96;2026-03-28T02:12:43.523187
69225;2012_T1;422;41;381;6;0;6;375;9.72;90.28;1.42;1.57;0.0;0.0;1.42;1.57;88.86;98.43;2026-03-28T02:12:43.523187
69227;2012_T1;2953;460;2493;44;0;44;2449;15.58;84.42;1.49;1.76;0.0;0.0;1.49;1.76;82.93;98.24;2026-03-28T02:12:43.523187
69228;2012_T1;1636;190;1446;27;0;27;1419;11.61;88.39;1.65;1.87;0.0;0.0;1.65;1.87;86.74;98.13;2026-03-28T02:12:43.523187
69229;2012_T1;562;80;482;7;0;7;475;14.23;85.77;1.25;1.45;0.0;0.0;1.25;1.45;84.52;98.55;2026-03-28T02:12:43.523187
69023;2012_T1;1002;131;871;15;0;15;856;13.07;86.93;1.5;1.72;0.0;0.0;1.5;1.72;85.43;98.28;2026-03-28T02:12:43.523187
69230;2012_T1;242;28;214;6;0;6;208;11.57;88.43;2.48;2.8;0.0;0.0;2.48;2.8;85.95;97.2;2026-03-28T02:12:43.523187
69231;2012_T1;1813;292;1521;35;0;35;1486;16.11;83.89;1.93;2.3;0.0;0.0;1.93;2.3;81.96;97.7;2026-03-28T02:12:43.523187
69233;2012_T1;848;124;724;9;0;9;715;14.62;85.38;1.06;1.24;0.0;0.0;1.06;1.24;84.32;98.76;2026-03-28T02:12:43.523187
69234;2012_T1;1100;133;967;17;0;17;950;12.09;87.91;1.55;1.76;0.0;0.0;1.55;1.76;86.36;98.24;2026-03-28T02:12:43.523187
69235;2012_T1;1181;156;1025;23;0;23;1002;13.21;86.79;1.95;2.24;0.0;0.0;1.95;2.24;84.84;97.76;2026-03-28T02:12:43.523187
69236;2012_T1;371;48;323;3;0;3;320;12.94;87.06;0.81;0.93;0.0;0.0;0.81;0.93;86.25;99.07;2026-03-28T02:12:43.523187
69237;2012_T1;481;32;449;8;0;8;441;6.65;93.35;1.66;1.78;0.0;0.0;1.66;1.78;91.68;98.22;2026-03-28T02:12:43.523187
69238;2012_T1;2552;454;2098;52;0;52;2046;17.79;82.21;2.04;2.48;0.0;0.0;2.04;2.48;80.17;97.52;2026-03-28T02:12:43.523187
69239;2012_T1;864;105;759;12;0;12;747;12.15;87.85;1.39;1.58;0.0;0.0;1.39;1.58;86.46;98.42;2026-03-28T02:12:43.523187
69024;2012_T1;1656;215;1441;30;0;30;1411;12.98;87.02;1.81;2.08;0.0;0.0;1.81;2.08;85.21;97.92;2026-03-28T02:12:43.523187
69240;2012_T1;539;97;442;11;0;11;431;18.0;82.0;2.04;2.49;0.0;0.0;2.04;2.49;79.96;97.51;2026-03-28T02:12:43.523187
69241;2012_T1;1603;191;1412;25;0;25;1387;11.92;88.08;1.56;1.77;0.0;0.0;1.56;1.77;86.53;98.23;2026-03-28T02:12:43.523187
69242;2012_T1;574;62;512;16;0;16;496;10.8;89.2;2.79;3.12;0.0;0.0;2.79;3.12;86.41;96.88;2026-03-28T02:12:43.523187
69243;2012_T1;6641;1518;5123;84;0;84;5039;22.86;77.14;1.26;1.64;0.0;0.0;1.26;1.64;75.88;98.36;2026-03-28T02:12:43.523187
69244;2012_T1;12523;1760;10763;138;0;138;10625;14.05;85.95;1.1;1.28;0.0;0.0;1.1;1.28;84.84;98.72;2026-03-28T02:12:43.523187
69245;2012_T1;568;71;497;9;0;9;488;12.5;87.5;1.58;1.81;0.0;0.0;1.58;1.81;85.92;98.19;2026-03-28T02:12:43.523187
69246;2012_T1;925;134;791;12;0;12;779;14.49;85.51;1.3;1.52;0.0;0.0;1.3;1.52;84.22;98.48;2026-03-28T02:12:43.523187
69247;2012_T1;242;31;211;5;0;5;206;12.81;87.19;2.07;2.37;0.0;0.0;2.07;2.37;85.12;97.63;2026-03-28T02:12:43.523187
69248;2012_T1;1527;290;1237;24;0;24;1213;18.99;81.01;1.57;1.94;0.0;0.0;1.57;1.94;79.44;98.06;2026-03-28T02:12:43.523187
69249;2012_T1;2028;215;1813;22;0;22;1791;10.6;89.4;1.08;1.21;0.0;0.0;1.08;1.21;88.31;98.79;2026-03-28T02:12:43.523187
69025;2012_T1;1762;382;1380;26;0;26;1354;21.68;78.32;1.48;1.88;0.0;0.0;1.48;1.88;76.84;98.12;2026-03-28T02:12:43.523187
69250;2012_T1;2820;302;2518;24;0;24;2494;10.71;89.29;0.85;0.95;0.0;0.0;0.85;0.95;88.44;99.05;2026-03-28T02:12:43.523187
69251;2012_T1;101;18;83;4;0;4;79;17.82;82.18;3.96;4.82;0.0;0.0;3.96;4.82;78.22;95.18;2026-03-28T02:12:43.523187
69252;2012_T1;546;100;446;10;0;10;436;18.32;81.68;1.83;2.24;0.0;0.0;1.83;2.24;79.85;97.76;2026-03-28T02:12:43.523187
69253;2012_T1;492;55;437;13;0;13;424;11.18;88.82;2.64;2.97;0.0;0.0;2.64;2.97;86.18;97.03;2026-03-28T02:12:43.523187
69254;2012_T1;579;108;471;9;0;9;462;18.65;81.35;1.55;1.91;0.0;0.0;1.55;1.91;79.79;98.09;2026-03-28T02:12:43.523187
69255;2012_T1;3482;396;3086;66;0;66;3020;11.37;88.63;1.9;2.14;0.0;0.0;1.9;2.14;86.73;97.86;2026-03-28T02:12:43.523187
69256;2012_T1;20877;6318;14559;253;0;253;14306;30.26;69.74;1.21;1.74;0.0;0.0;1.21;1.74;68.53;98.26;2026-03-28T02:12:43.523187
