id_commune;id_election;inscrits;abstentions;votants;blancs;nuls;blancs_et_nuls;exprimes;pct_abs_ins;pct_vot_ins;pct_blancs_ins;pct_blancs_vot;pct_nuls_ins;pct_nuls_vot;pct_blancs_et_nuls_ins;pct_blancs_et_nuls_vot;pct_exprimes_ins;pct_exprimes_vot;date_integration_gold
69202;2012_T2;15295;2247;13048;513;0;513;12535;14.69;85.31;3.35;3.93;0.0;0.0;3.35;3.93;81.95;96.07;2026-03-28T02:12:43.523187
69203;2012_T2;750;108;642;48;0;48;594;14.4;85.6;6.4;7.48;0.0;0.0;6.4;7.48;79.2;92.52;2026-03-28T02:12:43.523187
69204;2012_T2;15222;3316;11906;520;0;520;11386;21.78;78.22;3.42;4.37;0.0;0.0;3.42;4.37;74.8;95.63;2026-03-28T02:12:43.523187
69205;2012_T2;3720;599;3121;142;0;142;2979;16.1;83.9;3.82;4.55;0.0;0.0;3.82;4.55;80.08;95.45;2026-03-28T02:12:43.523187
69206;2012_T2;3151;737;2414;126;0;126;2288;23.39;76.61;4.0;5.22;0.0;0.0;4.0;5.22;72.61;94.78;2026-03-28T02:12:43.523187
69207;2012_T2;1935;317;1618;82;0;82;1536;16.38;83.62;4.24;5.07;0.0;0.0;4.24;5.07;79.38;94.93;2026-03-28T02:12:43.523187
69208;2012_T2;1043;108;935;66;0;66;869;10.35;89.65;6.33;7.06;0.0;0.0;6.33;7.06;83.32;92.94;2026-03-28T02:12:43.523187
69209;2012_T2;498;112;386;34;0;34;352;22.49;77.51;6.83;8.81;0.0;0.0;6.83;8.81;70.68;91.19;2026-03-28T02:12:43.523187
69021;2012_T2;1544;224;1320;72;0;72;1248;14.51;85.49;4.66;5.45;0.0;0.0;4.66;5.45;80.83;94.55;2026-03-28T02:12:43.523187
69210;2012_T2;95;16;79;7;0;7;72;16.84;83.16;7.37;8.86;0.0;0.0;7.37;8.86;75.79;91.14;2026-03-28T02:12:43.523187
69211;2012_T2;2227;441;1786;101;0;101;1685;19.8;80.2;4.54;5.66;0.0;0.0;4.54;5.66;75.66;94.34;2026-03-28T02:12:43.523187
69212;2012_T2;326;44;282;15;0;15;267;13.5;86.5;4.6;5.32;0.0;0.0;4.6;5.32;81.9;94.68;2026-03-28T02:12:43.523187
69213;2012_T2;567;65;502;39;0;39;463;11.46;88.54;6.88;7.77;0.0;0.0;6.88;7.77;81.66;92.23;2026-03-28T02:12:43.523187
69214;2012_T2;782;127;655;48;0;48;607;16.24;83.76;6.14;7.33;0.0;0.0;6.14;7.33;77.62;92.67;2026-03-28T02:12:43.523187
69215;2012_T2;645;95;550;37;0;37;513;14.73;85.27;5.74;6.73;0.0;0.0;5.74;6.73;79.53;93.27;2026-03-28T02:12:43.523187
69216;2012_T2;426;59;367;21;0;21;346;13.85;86.15;4.93;5.72;0.0;0.0;4.93;5.72;81.22;94.28;2026-03-28T02:12:43.523187
69217;2012_T2;641;108;533;32;0;32;501;16.85;83.15;4.99;6.0;0.0;0.0;4.99;6.0;78.16;94.0;2026-03-28T02:12:43.523187
69218;2012_T2;712;113;599;33;0;33;566;15.87;84.13;4.63;5.51;0.0;0.0;4.63;5.51;79.49;94.49;2026-03-28T02:12:43.523187
69219;2012_T2;1643;201;1442;84;0;84;1358;12.23;87.77;5.11;5.83;0.0;0.0;5.11;5.83;82.65;94.17;2026-03-28T02:12:43.523187
69022;2012_T2;348;45;303;12;0;12;291;12.93;87.07;3.45;3.96;0.0;0.0;3.45;3.96;83.62;96.04;2026-03-28T02:12:43.523187
69220;2012_T2;1306;189;1117;68;0;68;1049;14.47;85.53;5.21;6.09;0.0;0.0;5.21;6.09;80.32;93.91;2026-03-28T02:12:43.523187
69221;2012_T2;174;18;156;4;0;4;152;10.34;89.66;2.3;2.56;0.0;0.0;2.3;2.56;87.36;97.44;2026-03-28T02:12:43.523187
69222;2012_T2;671;90;581;40;0;40;541;13.41;86.59;5.96;6.88;0.0;0.0;5.96;6.88;80.63;93.12;2026-03-28T02:12:43.523187
69223;2012_T2;808;84;724;41;0;41;683;10.4;89.6;5.07;5.66;0.0;0.0;5.07;5.66;84.53;94.34;2026-03-28T02:12:43.523187
69224;2012_T2;56;5;51;4;0;4;47;8.93;91.07;7.14;7.84;0.0;0.0;7.14;7.84;83.93;92.16;2026-03-28T02:12:43.523187
69225;2012_T2;422;44;378;34;0;34;344;10.43;89.57;8.06;8.99;0.0;0.0;8.06;8.99;81.52;91.01;2026-03-28T02:12:43.523187
69227;2012_T2;2953;443;2510;92;0;92;2418;15.0;85.0;3.12;3.67;0.0;0.0;3.12;3.67;81.88;96.33;2026-03-28T02:12:43.523187
69228;2012_T2;1636;214;1422;96;0;96;1326;13.08;86.92;5.87;6.75;0.0;0.0;5.87;6.75;81.05;93.25;2026-03-28T02:12:43.523187
69229;2012_T2;562;74;488;33;0;33;455;13.17;86.83;5.87;6.76;0.0;0.0;5.87;6.76;80.96;93.24;2026-03-28T02:12:43.523187
69023;2012_T2;1002;133;869;64;0;64;805;13.27;86.73;6.39;7.36;0.0;0.0;6.39;7.36;80.34;92.64;2026-03-28T02:12:43.523187
69230;2012_T2;242;31;211;13;0;13;198;12.81;87.19;5.37;6.16;0.0;0.0;5.37;6.16;81.82;93.84;2026-03-28T02:12:43.523187
69231;2012_T2;1813;291;1522;93;0;93;1429;16.05;83.95;5.13;6.11;0.0;0.0;5.13;6.11;78.82;93.89;2026-03-28T02:12:43.523187
69233;2012_T2;848;121;727;32;0;32;695;14.27;85.73;3.77;4.4;0.0;0.0;3.77;4.4;81.96;95.6;2026-03-28T02:12:43.523187
69234;2012_T2;1100;148;952;51;0;51;901;13.45;86.55;4.64;5.36;0.0;0.0;4.64;5.36;81.91;94.64;2026-03-28T02:12:43.523187
69235;2012_T2;1182;157;1025;61;0;61;964;13.28;86.72;5.16;5.95;0.0;0.0;5.16;5.95;81.56;94.05;2026-03-28T02:12:43.523187
69236;2012_T2;371;63;308;17;0;17;291;16.98;83.02;4.58;5.52;0.0;0.0;4.58;5.52;78.44;94.48;2026-03-28T02:12:43.523187
69237;2012_T2;482;32;450;28;0;28;422;6.64;93.36;5.81;6.22;0.0;0.0;5.81;6.22;87.55;93.78;2026-03-28T02:12:43.523187
69238;2012_T2;2552;448;2104;125;0;125;1979;17.55;82.45;4.9;5.94;0.0;0.0;4.9;5.94;77.55;94.06;2026-03-28T02:12:43.523187
69239;2012_T2;864;112;752;27;0;27;725;12.96;87.04;3.12;3.59;0.0;0.0;3.12;3.59;83.91;96.41;2026-03-28T02:12:43.523187
69024;2012_T2;1656;228;1428;73;0;73;1355;13.77;86.23;4.41;5.11;0.0;0.0;4.41;5.11;81.82;94.89;2026-03-28T02:12:43.523187
69240;2012_T2;539;105;434;18;0;18;416;19.48;80.52;3.34;4.15;0.0;0.0;3.34;4.15;77.18;95.85;2026-03-28T02:12:43.523187
69241;2012_T2;1603;200;1403;63;0;63;1340;12.48;87.52;3.93;4.49;0.0;0.0;3.93;4.49;83.59;95.51;2026-03-28T02:12:43.523187
69242;2012_T2;576;68;508;30;0;30;478;11.81;88.19;5.21;5.91;0.0;0.0;5.21;5.91;82.99;94.09;2026-03-28T02:12:43.523187
69243;2012_T2;6641;1479;5162;307;0;307;4855;22.27;77.73;4.62;5.95;0.0;0.0;4.62;5.95;73.11;94.05;2026-03-28T02:12:43.523187
69244;2012_T2;12531;1827;10704;434;0;434;10270;14.58;85.42;3.46;4.05;0.0;0.0;3.46;4.05;81.96;95.95;2026-03-28T02:12:43.523187
69245;2012_T2;568;76;492;20;0;20;472;13.38;86.62;3.52;4.07;0.0;0.0;3.52;4.07;83.1;95.93;2026-03-28T02:12:43.523187
69246;2012_T2;925;134;791;37;0;37;754;14.49;85.51;4.0;4.68;0.0;0.0;4.0;4.68;81.51;95.32;2026-03-28T02:12:43.523187
69247;2012_T2;242;25;217;8;0;8;209;10.33;89.67;3.31;3.69;0.0;0.0;3.31;3.69;86.36;96.31;2026-03-28T02:12:43.523187
69248;2012_T2;1527;320;1207;75;0;75;1132;20.96;79.04;4.91;6.21;0.0;0.0;4.91;6.21;74.13;93.79;2026-03-28T02:12:43.523187
69249;2012_T2;2029;249;1780;82;0;82;1698;12.27;87.73;4.04;4.61;0.0;0.0;4.04;4.61;83.69;95.39;2026-03-28T02:12:43.523187
69025;2012_T2;1762;402;1360;94;0;94;1266;22.81;77.19;5.33;6.91;0.0;0.0;5.33;6.91;71.85;93.09;2026-03-28T02:12:43.523187
69250;2012_T2;2823;292;2531;90;0;90;2441;10.34;89.66;3.19;3.56;0.0;0.0;3.19;3.56;86.47;96.44;2026-03-28T02:12:43.523187
69251;2012_T2;101;14;87;9;0;9;78;13.86;86.14;8.91;10.34;0.0;0.0;8.91;10.34;77.23;89.66;2026-03-28T02:12:43.523187
69252;2012_T2;546;99;447;27;0;27;420;18.13;81.87;4.95;6.04;0.0;0.0;4.95;6.04;76.92;93.96;2026-03-28T02:12:43.523187
69253;2012_T2;492;59;433;21;0;21;412;11.99;88.01;4.27;4.85;0.0;0.0;4.27;4.85;83.74;95.15;2026-03-28T02:12:43.523187
69254;2012_T2;579;115;464;29;0;29;435;19.86;80.14;5.01;6.25;0.0;0.0;5.01;6.25;75.13;93.75;2026-03-28T02:12:43.523187
69255;2012_T2;3483;425;3058;121;0;121;2937;12.2;87.8;3.47;3.96;0.0;0.0;3.47;3.96;84.32;96.04;2026-03-28T02:12:43.523187
69256;2012_T2;20881;6129;14752;570;0;570;14182;29.35;70.65;2.73;3.86;0.0;0.0;2.73;3.86;67.92;96.14;2026-03-28T02:12:43.523187
69257;2012_T2;748;93;655;28;0;28;627;12.43;87.57;3.74;4.27;0.0;0.0;3.74;4.27;83.82;95.73;2026-03-28T02:12:43.523187
69258;2012_T2;273;53;220;11;0;11;209;19.41;80.59;4.03;5.0;0.0;0.0;4.03;5.0;76.56;95.0;2026-03-28T02:12:43.523187
69259;2012_T2;29473;7321;22152;1158;0;1158;20994;24.84;75.16;3.93;5.23;0.0;0.0;3.93;5.23;71.23;94.77;2026-03-28T02:12:43.523187
69026;2012_T2;306;36;270;14;0;14;256;11.76;88.24;4.58;5.19;0.0;0.0;4.58;5.19;83.66;94.81;2026-03-28T02:12:43.523187
69260;2012_T2;2978;504;2474;95;0;95;2379;16.92;83.08;3.19;3.84;0.0;0.0;3.19;3.84;79.89;96.16;2026-03-28T02:12:43.523187
69261;2012_T2;57;5;52;0;0;0;52;8.77;91.23;0.0;0.0;0.0;0.0;0.0;0.0;91.23;100.0;2026-03-28T02:12:43.523187
69263;2012_T2;614;75;539;28;0;28;511;12.21;87.79;4.56;5.19;0.0;0.0;4.56;5.19;83.22;94.81;2026-03-28T02:12:43.523187
69264;2012_T2;18436;4052;14384;665;0;665;13719;21.98;78.02;3.61;4.62;0.0;0.0;3.61;4.62;74.41;95.38;2026-03-28T02:12:43.523187
69265;2012_T2;605;93;512;25;0;25;487;15.37;84.63;4.13;4.88;0.0;0.0;4.13;4.88;80.5;95.12;2026-03-28T02:12:43.523187
69266;2012_T2;78330;16515;61815;2664;0;2664;59151;21.08;78.92;3.4;4.31;0.0;0.0;3.4;4.31;75.52;95.69;2026-03-28T02:12:43.523187
69267;2012_T2;1628;330;1298;99;0;99;1199;20.27;79.73;6.08;7.63;0.0;0.0;6.08;7.63;73.65;92.37;2026-03-28T02:12:43.523187
69268;2012_T2;2428;304;2124;89;0;89;2035;12.52;87.48;3.67;4.19;0.0;0.0;3.67;4.19;83.81;95.81;2026-03-28T02:12:43.523187
69269;2012_T2;724;106;618;29;0;29;589;14.64;85.36;4.01;4.69;0.0;0.0;4.01;4.69;81.35;95.31;2026-03-28T02:12:43.523187
69027;2012_T2;8291;1585;6706;335;0;335;6371;19.12;80.88;4.04;5.0;0.0;0.0;4.04;5.0;76.84;95.0;2026-03-28T02:12:43.523187
69270;2012_T2;2875;361;2514;133;0;133;2381;12.56;87.44;4.63;5.29;0.0;0.0;4.63;5.29;82.82;94.71;2026-03-28T02:12:43.523187
69271;2012_T2;7436;1197;6239;299;0;299;5940;16.1;83.9;4.02;4.79;0.0;0.0;4.02;4.79;79.88;95.21;2026-03-28T02:12:43.523187
69272;2012_T2;3125;450;2675;146;0;146;2529;14.4;85.6;4.67;5.46;0.0;0.0;4.67;5.46;80.93;94.54;2026-03-28T02:12:43.523187
69273;2012_T2;6889;1014;5875;365;0;365;5510;14.72;85.28;5.3;6.21;0.0;0.0;5.3;6.21;79.98;93.79;2026-03-28T02:12:43.523187
69275;2012_T2;16855;4129;12726;674;0;674;12052;24.5;75.5;4.0;5.3;0.0;0.0;4.0;5.3;71.5;94.7;2026-03-28T02:12:43.523187
69276;2012_T2;5692;1054;4638;240;0;240;4398;18.52;81.48;4.22;5.17;0.0;0.0;4.22;5.17;77.27;94.83;2026-03-28T02:12:43.523187
69277;2012_T2;9243;1265;7978;368;0;368;7610;13.69;86.31;3.98;4.61;0.0;0.0;3.98;4.61;82.33;95.39;2026-03-28T02:12:43.523187
69278;2012_T2;3615;557;3058;164;0;164;2894;15.41;84.59;4.54;5.36;0.0;0.0;4.54;5.36;80.06;94.64;2026-03-28T02:12:43.523187
69279;2012_T2;4265;681;3584;190;0;190;3394;15.97;84.03;4.45;5.3;0.0;0.0;4.45;5.3;79.58;94.7;2026-03-28T02:12:43.523187
69028;2012_T2;3969;508;3461;156;0;156;3305;12.8;87.2;3.93;4.51;0.0;0.0;3.93;4.51;83.27;95.49;2026-03-28T02:12:43.523187
69280;2012_T2;872;133;739;45;0;45;694;15.25;84.75;5.16;6.09;0.0;0.0;5.16;6.09;79.59;93.91;2026-03-28T02:12:43.523187
69281;2012_T2;1180;174;1006;60;0;60;946;14.75;85.25;5.08;5.96;0.0;0.0;5.08;5.96;80.17;94.04;2026-03-28T02:12:43.523187
69282;2012_T2;19894;3615;16279;786;0;786;15493;18.17;81.83;3.95;4.83;0.0;0.0;3.95;4.83;77.88;95.17;2026-03-28T02:12:43.523187
69283;2012_T2;8264;1306;6958;369;0;369;6589;15.8;84.2;4.47;5.3;0.0;0.0;4.47;5.3;79.73;94.7;2026-03-28T02:12:43.523187
69284;2012_T2;2218;270;1948;99;0;99;1849;12.17;87.83;4.46;5.08;0.0;0.0;4.46;5.08;83.36;94.92;2026-03-28T02:12:43.523187
69285;2012_T2;2567;542;2025;101;0;101;1924;21.11;78.89;3.93;4.99;0.0;0.0;3.93;4.99;74.95;95.01;2026-03-28T02:12:43.523187
69286;2012_T2;16846;3472;13374;575;0;575;12799;20.61;79.39;3.41;4.3;0.0;0.0;3.41;4.3;75.98;95.7;2026-03-28T02:12:43.523187
69287;2012_T2;4980;733;4247;209;0;209;4038;14.72;85.28;4.2;4.92;0.0;0.0;4.2;4.92;81.08;95.08;2026-03-28T02:12:43.523187
69288;2012_T2;3962;638;3324;176;0;176;3148;16.1;83.9;4.44;5.29;0.0;0.0;4.44;5.29;79.45;94.71;2026-03-28T02:12:43.523187
69289;2012_T2;3338;465;2873;167;0;167;2706;13.93;86.07;5.0;5.81;0.0;0.0;5.0;5.81;81.07;94.19;2026-03-28T02:12:43.523187
69029;2012_T2;22320;4508;17812;827;0;827;16985;20.2;79.8;3.71;4.64;0.0;0.0;3.71;4.64;76.1;95.36;2026-03-28T02:12:43.523187
69290;2012_T2;25697;5326;20371;1092;0;1092;19279;20.73;79.27;4.25;5.36;0.0;0.0;4.25;5.36;75.02;94.64;2026-03-28T02:12:43.523187
69291;2012_T2;3588;610;2978;153;0;153;2825;17.0;83.0;4.26;5.14;0.0;0.0;4.26;5.14;78.73;94.86;2026-03-28T02:12:43.523187
69292;2012_T2;2941;697;2244;109;0;109;2135;23.7;76.3;3.71;4.86;0.0;0.0;3.71;4.86;72.59;95.14;2026-03-28T02:12:43.523187
69293;2012_T2;1680;173;1507;77;0;77;1430;10.3;89.7;4.58;5.11;0.0;0.0;4.58;5.11;85.12;94.89;2026-03-28T02:12:43.523187
69294;2012_T2;1861;312;1549;75;0;75;1474;16.77;83.23;4.03;4.84;0.0;0.0;4.03;4.84;79.2;95.16;2026-03-28T02:12:43.523187
69295;2012_T2;1184;168;1016;63;0;63;953;14.19;85.81;5.32;6.2;0.0;0.0;5.32;6.2;80.49;93.8;2026-03-28T02:12:43.523187
69296;2012_T2;1998;239;1759;88;0;88;1671;11.96;88.04;4.4;5.0;0.0;0.0;4.4;5.0;83.63;95.0;2026-03-28T02:12:43.523187
69297;2012_T2;3516;544;2972;131;0;131;2841;15.47;84.53;3.73;4.41;0.0;0.0;3.73;4.41;80.8;95.59;2026-03-28T02:12:43.523187
69298;2012_T2;1751;195;1556;109;0;109;1447;11.14;88.86;6.23;7.01;0.0;0.0;6.23;7.01;82.64;92.99;2026-03-28T02:12:43.523187
69299;2012_T2;1705;270;1435;106;0;106;1329;15.84;84.16;6.22;7.39;0.0;0.0;6.22;7.39;77.95;92.61;2026-03-28T02:12:43.523187
69003;2012_T2;1583;263;1320;62;0;62;1258;16.61;83.39;3.92;4.7;0.0;0.0;3.92;4.7;79.47;95.3;2026-03-28T02:12:43.523187
69030;2012_T2;605;66;539;32;0;32;507;10.91;89.09;5.29;5.94;0.0;0.0;5.29;5.94;83.8;94.06;2026-03-28T02:12:43.523187
69031;2012_T2;758;81;677;53;0;53;624;10.69;89.31;6.99;7.83;0.0;0.0;6.99;7.83;82.32;92.17;2026-03-28T02:12:43.523187
69032;2012_T2;1475;239;1236;54;0;54;1182;16.2;83.8;3.66;4.37;0.0;0.0;3.66;4.37;80.14;95.63;2026-03-28T02:12:43.523187
69033;2012_T2;1811;214;1597;64;0;64;1533;11.82;88.18;3.53;4.01;0.0;0.0;3.53;4.01;84.65;95.99;2026-03-28T02:12:43.523187
69034;2012_T2;28462;4920;23542;936;0;936;22606;17.29;82.71;3.29;3.98;0.0;0.0;3.29;3.98;79.43;96.02;2026-03-28T02:12:43.523187
69035;2012_T2;302;43;259;7;0;7;252;14.24;85.76;2.32;2.7;0.0;0.0;2.32;2.7;83.44;97.3;2026-03-28T02:12:43.523187
69036;2012_T2;743;116;627;42;0;42;585;15.61;84.39;5.65;6.7;0.0;0.0;5.65;6.7;78.73;93.3;2026-03-28T02:12:43.523187
69037;2012_T2;552;103;449;18;0;18;431;18.66;81.34;3.26;4.01;0.0;0.0;3.26;4.01;78.08;95.99;2026-03-28T02:12:43.523187
69038;2012_T2;637;102;535;25;0;25;510;16.01;83.99;3.92;4.67;0.0;0.0;3.92;4.67;80.06;95.33;2026-03-28T02:12:43.523187
69039;2012_T2;510;91;419;35;0;35;384;17.84;82.16;6.86;8.35;0.0;0.0;6.86;8.35;75.29;91.65;2026-03-28T02:12:43.523187
69004;2012_T2;417;58;359;27;0;27;332;13.91;86.09;6.47;7.52;0.0;0.0;6.47;7.52;79.62;92.48;2026-03-28T02:12:43.523187
69040;2012_T2;3732;538;3194;148;0;148;3046;14.42;85.58;3.97;4.63;0.0;0.0;3.97;4.63;81.62;95.37;2026-03-28T02:12:43.523187
69041;2012_T2;181;11;170;11;0;11;159;6.08;93.92;6.08;6.47;0.0;0.0;6.08;6.47;87.85;93.53;2026-03-28T02:12:43.523187
69042;2012_T2;395;23;372;21;0;21;351;5.82;94.18;5.32;5.65;0.0;0.0;5.32;5.65;88.86;94.35;2026-03-28T02:12:43.523187
69043;2012_T2;6097;912;5185;252;0;252;4933;14.96;85.04;4.13;4.86;0.0;0.0;4.13;4.86;80.91;95.14;2026-03-28T02:12:43.523187
69044;2012_T2;3875;460;3415;118;0;118;3297;11.87;88.13;3.05;3.46;0.0;0.0;3.05;3.46;85.08;96.54;2026-03-28T02:12:43.523187
69045;2012_T2;824;113;711;50;0;50;661;13.71;86.29;6.07;7.03;0.0;0.0;6.07;7.03;80.22;92.97;2026-03-28T02:12:43.523187
69046;2012_T2;3436;400;3036;132;0;132;2904;11.64;88.36;3.84;4.35;0.0;0.0;3.84;4.35;84.52;95.65;2026-03-28T02:12:43.523187
69047;2012_T2;729;117;612;38;0;38;574;16.05;83.95;5.21;6.21;0.0;0.0;5.21;6.21;78.74;93.79;2026-03-28T02:12:43.523187
69048;2012_T2;878;90;788;56;0;56;732;10.25;89.75;6.38;7.11;0.0;0.0;6.38;7.11;83.37;92.89;2026-03-28T02:12:43.523187
69049;2012_T2;2089;301;1788;102;0;102;1686;14.41;85.59;4.88;5.7;0.0;0.0;4.88;5.7;80.71;94.3;2026-03-28T02:12:43.523187
69005;2012_T2;389;59;330;20;0;20;310;15.17;84.83;5.14;6.06;0.0;0.0;5.14;6.06;79.69;93.94;2026-03-28T02:12:43.523187
69050;2012_T2;1515;195;1320;67;0;67;1253;12.87;87.13;4.42;5.08;0.0;0.0;4.42;5.08;82.71;94.92;2026-03-28T02:12:43.523187
69051;2012_T2;778;71;707;37;0;37;670;9.13;90.87;4.76;5.23;0.0;0.0;4.76;5.23;86.12;94.77;2026-03-28T02:12:43.523187
69052;2012_T2;3100;447;2653;147;0;147;2506;14.42;85.58;4.74;5.54;0.0;0.0;4.74;5.54;80.84;94.46;2026-03-28T02:12:43.523187
69053;2012_T2;385;60;325;17;0;17;308;15.58;84.42;4.42;5.23;0.0;0.0;4.42;5.23;80.0;94.77;2026-03-28T02:12:43.523187
69054;2012_T2;276;41;235;14;0;14;221;14.86;85.14;5.07;5.96;0.0;0.0;5.07;5.96;80.07;94.04;2026-03-28T02:12:43.523187
69055;2012_T2;955;135;820;53;0;53;767;14.14;85.86;5.55;6.46;0.0;0.0;5.55;6.46;80.31;93.54;2026-03-28T02:12:43.523187
69056;2012_T2;1184;189;995;53;0;53;942;15.96;84.04;4.48;5.33;0.0;0.0;4.48;5.33;79.56;94.67;2026-03-28T02:12:43.523187
69057;2012_T2;401;31;370;21;0;21;349;7.73;92.27;5.24;5.68;0.0;0.0;5.24;5.68;87.03;94.32;2026-03-28T02:12:43.523187
69058;2012_T2;326;60;266;14;0;14;252;18.4;81.6;4.29;5.26;0.0;0.0;4.29;5.26;77.3;94.74;2026-03-28T02:12:43.523187
69059;2012_T2;1032;148;884;32;0;32;852;14.34;85.66;3.1;3.62;0.0;0.0;3.1;3.62;82.56;96.38;2026-03-28T02:12:43.523187
69006;2012_T2;3664;721;2943;183;0;183;2760;19.68;80.32;4.99;6.22;0.0;0.0;4.99;6.22;75.33;93.78;2026-03-28T02:12:43.523187
69060;2012_T2;478;74;404;30;0;30;374;15.48;84.52;6.28;7.43;0.0;0.0;6.28;7.43;78.24;92.57;2026-03-28T02:12:43.523187
69061;2012_T2;834;122;712;30;0;30;682;14.63;85.37;3.6;4.21;0.0;0.0;3.6;4.21;81.77;95.79;2026-03-28T02:12:43.523187
69062;2012_T2;577;78;499;27;0;27;472;13.52;86.48;4.68;5.41;0.0;0.0;4.68;5.41;81.8;94.59;2026-03-28T02:12:43.523187
69063;2012_T2;2950;397;2553;102;0;102;2451;13.46;86.54;3.46;4.0;0.0;0.0;3.46;4.0;83.08;96.0;2026-03-28T02:12:43.523187
69064;2012_T2;2612;476;2136;89;0;89;2047;18.22;81.78;3.41;4.17;0.0;0.0;3.41;4.17;78.37;95.83;2026-03-28T02:12:43.523187
69065;2012_T2;621;103;518;31;0;31;487;16.59;83.41;4.99;5.98;0.0;0.0;4.99;5.98;78.42;94.02;2026-03-28T02:12:43.523187
69066;2012_T2;2825;479;2346;186;0;186;2160;16.96;83.04;6.58;7.93;0.0;0.0;6.58;7.93;76.46;92.07;2026-03-28T02:12:43.523187
69067;2012_T2;833;103;730;41;0;41;689;12.36;87.64;4.92;5.62;0.0;0.0;4.92;5.62;82.71;94.38;2026-03-28T02:12:43.523187
69068;2012_T2;1719;287;1432;53;0;53;1379;16.7;83.3;3.08;3.7;0.0;0.0;3.08;3.7;80.22;96.3;2026-03-28T02:12:43.523187
69069;2012_T2;6988;1081;5907;284;0;284;5623;15.47;84.53;4.06;4.81;0.0;0.0;4.06;4.81;80.47;95.19;2026-03-28T02:12:43.523187
69007;2012_T2;1917;281;1636;92;0;92;1544;14.66;85.34;4.8;5.62;0.0;0.0;4.8;5.62;80.54;94.38;2026-03-28T02:12:43.523187
69070;2012_T2;889;144;745;50;0;50;695;16.2;83.8;5.62;6.71;0.0;0.0;5.62;6.71;78.18;93.29;2026-03-28T02:12:43.523187
69071;2012_T2;764;114;650;34;0;34;616;14.92;85.08;4.45;5.23;0.0;0.0;4.45;5.23;80.63;94.77;2026-03-28T02:12:43.523187
69072;2012_T2;6366;1049;5317;167;0;167;5150;16.48;83.52;2.62;3.14;0.0;0.0;2.62;3.14;80.9;96.86;2026-03-28T02:12:43.523187
69073;2012_T2;368;35;333;20;0;20;313;9.51;90.49;5.43;6.01;0.0;0.0;5.43;6.01;85.05;93.99;2026-03-28T02:12:43.523187
69074;2012_T2;1049;109;940;42;0;42;898;10.39;89.61;4.0;4.47;0.0;0.0;4.0;4.47;85.61;95.53;2026-03-28T02:12:43.523187
69075;2012_T2;118;15;103;7;0;7;96;12.71;87.29;5.93;6.8;0.0;0.0;5.93;6.8;81.36;93.2;2026-03-28T02:12:43.523187
69076;2012_T2;2078;224;1854;73;0;73;1781;10.78;89.22;3.51;3.94;0.0;0.0;3.51;3.94;85.71;96.06;2026-03-28T02:12:43.523187
69077;2012_T2;667;124;543;34;0;34;509;18.59;81.41;5.1;6.26;0.0;0.0;5.1;6.26;76.31;93.74;2026-03-28T02:12:43.523187
69078;2012_T2;540;67;473;31;0;31;442;12.41;87.59;5.74;6.55;0.0;0.0;5.74;6.55;81.85;93.45;2026-03-28T02:12:43.523187
69008;2012_T2;444;44;400;22;0;22;378;9.91;90.09;4.95;5.5;0.0;0.0;4.95;5.5;85.14;94.5;2026-03-28T02:12:43.523187
69080;2012_T2;1109;138;971;90;0;90;881;12.44;87.56;8.12;9.27;0.0;0.0;8.12;9.27;79.44;90.73;2026-03-28T02:12:43.523187
69081;2012_T2;12057;2195;9862;363;0;363;9499;18.21;81.79;3.01;3.68;0.0;0.0;3.01;3.68;78.78;96.32;2026-03-28T02:12:43.523187
69082;2012_T2;181;16;165;12;0;12;153;8.84;91.16;6.63;7.27;0.0;0.0;6.63;7.27;84.53;92.73;2026-03-28T02:12:43.523187
69083;2012_T2;810;75;735;37;0;37;698;9.26;90.74;4.57;5.03;0.0;0.0;4.57;5.03;86.17;94.97;2026-03-28T02:12:43.523187
69084;2012_T2;987;141;846;64;0;64;782;14.29;85.71;6.48;7.57;0.0;0.0;6.48;7.57;79.23;92.43;2026-03-28T02:12:43.523187
69085;2012_T2;975;108;867;31;0;31;836;11.08;88.92;3.18;3.58;0.0;0.0;3.18;3.58;85.74;96.42;2026-03-28T02:12:43.523187
69086;2012_T2;1755;246;1509;90;0;90;1419;14.02;85.98;5.13;5.96;0.0;0.0;5.13;5.96;80.85;94.04;2026-03-28T02:12:43.523187
69087;2012_T2;2110;254;1856;60;0;60;1796;12.04;87.96;2.84;3.23;0.0;0.0;2.84;3.23;85.12;96.77;2026-03-28T02:12:43.523187
69088;2012_T2;4297;733;3564;146;0;146;3418;17.06;82.94;3.4;4.1;0.0;0.0;3.4;4.1;79.54;95.9;2026-03-28T02:12:43.523187
69089;2012_T2;8851;1247;7604;325;0;325;7279;14.09;85.91;3.67;4.27;0.0;0.0;3.67;4.27;82.24;95.73;2026-03-28T02:12:43.523187
69009;2012_T2;4004;592;3412;176;0;176;3236;14.79;85.21;4.4;5.16;0.0;0.0;4.4;5.16;80.82;94.84;2026-03-28T02:12:43.523187
69090;2012_T2;591;78;513;22;0;22;491;13.2;86.8;3.72;4.29;0.0;0.0;3.72;4.29;83.08;95.71;2026-03-28T02:12:43.523187
69091;2012_T2;10858;2815;8043;418;0;418;7625;25.93;74.07;3.85;5.2;0.0;0.0;3.85;5.2;70.22;94.8;2026-03-28T02:12:43.523187
