id_commune;id_election;id_candidat;id_nuance;voix;pct_voix_ins;pct_voix_exprimes;date_integration_gold
69177;2012_T2;CAND_003;UMP;636;41.73;52.96;2026-04-01T19:19:28.745445
69178;2012_T2;CAND_010;SOC;178;35.04;43.31;2026-04-01T19:19:28.745445
69178;2012_T2;CAND_003;UMP;233;45.87;56.69;2026-04-01T19:19:28.745445
69179;2012_T2;CAND_010;SOC;467;42.07;49.73;2026-04-01T19:19:28.745445
69179;2012_T2;CAND_003;UMP;472;42.52;50.27;2026-04-01T19:19:28.745445
69018;2012_T2;CAND_010;SOC;310;25.41;33.3;2026-04-01T19:19:28.745445
69018;2012_T2;CAND_003;UMP;621;50.9;66.7;2026-04-01T19:19:28.745445
69180;2012_T2;CAND_010;SOC;54;26.21;34.18;2026-04-01T19:19:28.745445
69180;2012_T2;CAND_003;UMP;104;50.49;65.82;2026-04-01T19:19:28.745445
69181;2012_T2;CAND_010;SOC;52;39.1;50.49;2026-04-01T19:19:28.745445
69181;2012_T2;CAND_003;UMP;51;38.35;49.51;2026-04-01T19:19:28.745445
69182;2012_T2;CAND_010;SOC;50;15.02;20.49;2026-04-01T19:19:28.745445
69182;2012_T2;CAND_003;UMP;194;58.26;79.51;2026-04-01T19:19:28.745445
69183;2012_T2;CAND_010;SOC;54;21.01;26.73;2026-04-01T19:19:28.745445
69183;2012_T2;CAND_003;UMP;148;57.59;73.27;2026-04-01T19:19:28.745445
69184;2012_T2;CAND_010;SOC;210;31.77;38.89;2026-04-01T19:19:28.745445
69184;2012_T2;CAND_003;UMP;330;49.92;61.11;2026-04-01T19:19:28.745445
69185;2012_T2;CAND_010;SOC;51;26.42;34.0;2026-04-01T19:19:28.745445
69185;2012_T2;CAND_003;UMP;99;51.3;66.0;2026-04-01T19:19:28.745445
69186;2012_T2;CAND_010;SOC;51;25.5;34.0;2026-04-01T19:19:28.745445
69186;2012_T2;CAND_003;UMP;99;49.5;66.0;2026-04-01T19:19:28.745445
69187;2012_T2;CAND_010;SOC;148;34.1;41.23;2026-04-01T19:19:28.745445
69187;2012_T2;CAND_003;UMP;211;48.62;58.77;2026-04-01T19:19:28.745445
69188;2012_T2;CAND_010;SOC;144;31.65;37.11;2026-04-01T19:19:28.745445
69188;2012_T2;CAND_003;UMP;244;53.63;62.89;2026-04-01T19:19:28.745445
69189;2012_T2;CAND_010;SOC;454;34.03;44.86;2026-04-01T19:19:28.745445
69189;2012_T2;CAND_003;UMP;558;41.83;55.14;2026-04-01T19:19:28.745445
69019;2012_T2;CAND_010;SOC;1484;32.87;44.18;2026-04-01T19:19:28.745445
69019;2012_T2;CAND_003;UMP;1875;41.53;55.82;2026-04-01T19:19:28.745445
69190;2012_T2;CAND_010;SOC;485;32.08;39.14;2026-04-01T19:19:28.745445
69190;2012_T2;CAND_003;UMP;754;49.87;60.86;2026-04-01T19:19:28.745445
69191;2012_T2;CAND_010;SOC;939;22.09;26.38;2026-04-01T19:19:28.745445
69191;2012_T2;CAND_003;UMP;2620;61.63;73.62;2026-04-01T19:19:28.745445
69192;2012_T2;CAND_010;SOC;38;39.18;46.91;2026-04-01T19:19:28.745445
69192;2012_T2;CAND_003;UMP;43;44.33;53.09;2026-04-01T19:19:28.745445
69193;2012_T2;CAND_010;SOC;317;33.47;40.13;2026-04-01T19:19:28.745445
69193;2012_T2;CAND_003;UMP;473;49.95;59.87;2026-04-01T19:19:28.745445
69194;2012_T2;CAND_010;SOC;1071;21.08;24.58;2026-04-01T19:19:28.745445
69194;2012_T2;CAND_003;UMP;3287;64.69;75.42;2026-04-01T19:19:28.745445
69195;2012_T2;CAND_010;SOC;283;31.48;36.95;2026-04-01T19:19:28.745445
69195;2012_T2;CAND_003;UMP;483;53.73;63.05;2026-04-01T19:19:28.745445
69196;2012_T2;CAND_010;SOC;114;27.08;33.33;2026-04-01T19:19:28.745445
69196;2012_T2;CAND_003;UMP;228;54.16;66.67;2026-04-01T19:19:28.745445
69197;2012_T2;CAND_010;SOC;344;24.31;30.94;2026-04-01T19:19:28.745445
69197;2012_T2;CAND_003;UMP;768;54.28;69.06;2026-04-01T19:19:28.745445
69198;2012_T2;CAND_010;SOC;134;24.91;29.58;2026-04-01T19:19:28.745445
69198;2012_T2;CAND_003;UMP;319;59.29;70.42;2026-04-01T19:19:28.745445
69199;2012_T2;CAND_010;SOC;3760;47.82;67.97;2026-04-01T19:19:28.745445
69199;2012_T2;CAND_003;UMP;1772;22.54;32.03;2026-04-01T19:19:28.745445
69002;2012_T2;CAND_010;SOC;33;14.73;20.37;2026-04-01T19:19:28.745445
69002;2012_T2;CAND_003;UMP;129;57.59;79.63;2026-04-01T19:19:28.745445
69020;2012_T2;CAND_010;SOC;192;41.47;50.39;2026-04-01T19:19:28.745445
69020;2012_T2;CAND_003;UMP;189;40.82;49.61;2026-04-01T19:19:28.745445
69200;2012_T2;CAND_010;SOC;278;23.8;29.11;2026-04-01T19:19:28.745445
69200;2012_T2;CAND_003;UMP;677;57.96;70.89;2026-04-01T19:19:28.745445
69201;2012_T2;CAND_010;SOC;296;33.79;43.4;2026-04-01T19:19:28.745445
69201;2012_T2;CAND_003;UMP;386;44.06;56.6;2026-04-01T19:19:28.745445
69202;2012_T2;CAND_010;SOC;5016;32.8;40.02;2026-04-01T19:19:28.745445
69202;2012_T2;CAND_003;UMP;7519;49.16;59.98;2026-04-01T19:19:28.745445
69203;2012_T2;CAND_010;SOC;277;36.93;46.63;2026-04-01T19:19:28.745445
69203;2012_T2;CAND_003;UMP;317;42.27;53.37;2026-04-01T19:19:28.745445
69204;2012_T2;CAND_010;SOC;5195;34.13;45.63;2026-04-01T19:19:28.745445
69204;2012_T2;CAND_003;UMP;6191;40.67;54.37;2026-04-01T19:19:28.745445
69205;2012_T2;CAND_010;SOC;1345;36.16;45.15;2026-04-01T19:19:28.745445
69205;2012_T2;CAND_003;UMP;1634;43.92;54.85;2026-04-01T19:19:28.745445
69206;2012_T2;CAND_010;SOC;707;22.44;30.9;2026-04-01T19:19:28.745445
69206;2012_T2;CAND_003;UMP;1581;50.17;69.1;2026-04-01T19:19:28.745445
69207;2012_T2;CAND_010;SOC;771;39.84;50.2;2026-04-01T19:19:28.745445
69207;2012_T2;CAND_003;UMP;765;39.53;49.8;2026-04-01T19:19:28.745445
69208;2012_T2;CAND_010;SOC;361;34.61;41.54;2026-04-01T19:19:28.745445
69208;2012_T2;CAND_003;UMP;508;48.71;58.46;2026-04-01T19:19:28.745445
69209;2012_T2;CAND_010;SOC;118;23.69;33.52;2026-04-01T19:19:28.745445
69209;2012_T2;CAND_003;UMP;234;46.99;66.48;2026-04-01T19:19:28.745445
69021;2012_T2;CAND_010;SOC;554;35.88;44.39;2026-04-01T19:19:28.745445
69021;2012_T2;CAND_003;UMP;694;44.95;55.61;2026-04-01T19:19:28.745445
69210;2012_T2;CAND_010;SOC;18;18.95;25.0;2026-04-01T19:19:28.745445
69210;2012_T2;CAND_003;UMP;54;56.84;75.0;2026-04-01T19:19:28.745445
69211;2012_T2;CAND_010;SOC;716;32.15;42.49;2026-04-01T19:19:28.745445
69211;2012_T2;CAND_003;UMP;969;43.51;57.51;2026-04-01T19:19:28.745445
69212;2012_T2;CAND_010;SOC;97;29.75;36.33;2026-04-01T19:19:28.745445
69212;2012_T2;CAND_003;UMP;170;52.15;63.67;2026-04-01T19:19:28.745445
69213;2012_T2;CAND_010;SOC;225;39.68;48.6;2026-04-01T19:19:28.745445
69213;2012_T2;CAND_003;UMP;238;41.98;51.4;2026-04-01T19:19:28.745445
69214;2012_T2;CAND_010;SOC;199;25.45;32.78;2026-04-01T19:19:28.745445
69214;2012_T2;CAND_003;UMP;408;52.17;67.22;2026-04-01T19:19:28.745445
69215;2012_T2;CAND_010;SOC;178;27.6;34.7;2026-04-01T19:19:28.745445
69215;2012_T2;CAND_003;UMP;335;51.94;65.3;2026-04-01T19:19:28.745445
69216;2012_T2;CAND_010;SOC;109;25.59;31.5;2026-04-01T19:19:28.745445
69216;2012_T2;CAND_003;UMP;237;55.63;68.5;2026-04-01T19:19:28.745445
69217;2012_T2;CAND_010;SOC;172;26.83;34.33;2026-04-01T19:19:28.745445
69217;2012_T2;CAND_003;UMP;329;51.33;65.67;2026-04-01T19:19:28.745445
69218;2012_T2;CAND_010;SOC;156;21.91;27.56;2026-04-01T19:19:28.745445
69218;2012_T2;CAND_003;UMP;410;57.58;72.44;2026-04-01T19:19:28.745445
69219;2012_T2;CAND_010;SOC;585;35.61;43.08;2026-04-01T19:19:28.745445
69219;2012_T2;CAND_003;UMP;773;47.05;56.92;2026-04-01T19:19:28.745445
69022;2012_T2;CAND_010;SOC;107;30.75;36.77;2026-04-01T19:19:28.745445
69022;2012_T2;CAND_003;UMP;184;52.87;63.23;2026-04-01T19:19:28.745445
69220;2012_T2;CAND_010;SOC;355;27.18;33.84;2026-04-01T19:19:28.745445
69220;2012_T2;CAND_003;UMP;694;53.14;66.16;2026-04-01T19:19:28.745445
69221;2012_T2;CAND_010;SOC;67;38.51;44.08;2026-04-01T19:19:28.745445
69221;2012_T2;CAND_003;UMP;85;48.85;55.92;2026-04-01T19:19:28.745445
69222;2012_T2;CAND_010;SOC;253;37.7;46.77;2026-04-01T19:19:28.745445
69222;2012_T2;CAND_003;UMP;288;42.92;53.23;2026-04-01T19:19:28.745445
69223;2012_T2;CAND_010;SOC;222;27.48;32.5;2026-04-01T19:19:28.745445
69223;2012_T2;CAND_003;UMP;461;57.05;67.5;2026-04-01T19:19:28.745445
69224;2012_T2;CAND_010;SOC;16;28.57;34.04;2026-04-01T19:19:28.745445
69224;2012_T2;CAND_003;UMP;31;55.36;65.96;2026-04-01T19:19:28.745445
69225;2012_T2;CAND_010;SOC;131;31.04;38.08;2026-04-01T19:19:28.745445
69225;2012_T2;CAND_003;UMP;213;50.47;61.92;2026-04-01T19:19:28.745445
69227;2012_T2;CAND_010;SOC;711;24.08;29.4;2026-04-01T19:19:28.745445
69227;2012_T2;CAND_003;UMP;1707;57.81;70.6;2026-04-01T19:19:28.745445
69228;2012_T2;CAND_010;SOC;574;35.09;43.29;2026-04-01T19:19:28.745445
69228;2012_T2;CAND_003;UMP;752;45.97;56.71;2026-04-01T19:19:28.745445
69229;2012_T2;CAND_010;SOC;138;24.56;30.33;2026-04-01T19:19:28.745445
69229;2012_T2;CAND_003;UMP;317;56.41;69.67;2026-04-01T19:19:28.745445
69023;2012_T2;CAND_010;SOC;213;21.26;26.46;2026-04-01T19:19:28.745445
69023;2012_T2;CAND_003;UMP;592;59.08;73.54;2026-04-01T19:19:28.745445
69230;2012_T2;CAND_010;SOC;60;24.79;30.3;2026-04-01T19:19:28.745445
69230;2012_T2;CAND_003;UMP;138;57.02;69.7;2026-04-01T19:19:28.745445
69231;2012_T2;CAND_010;SOC;712;39.27;49.83;2026-04-01T19:19:28.745445
69231;2012_T2;CAND_003;UMP;717;39.55;50.17;2026-04-01T19:19:28.745445
69233;2012_T2;CAND_010;SOC;286;33.73;41.15;2026-04-01T19:19:28.745445
69233;2012_T2;CAND_003;UMP;409;48.23;58.85;2026-04-01T19:19:28.745445
69234;2012_T2;CAND_010;SOC;319;29.0;35.41;2026-04-01T19:19:28.745445
69234;2012_T2;CAND_003;UMP;582;52.91;64.59;2026-04-01T19:19:28.745445
69235;2012_T2;CAND_010;SOC;433;36.63;44.92;2026-04-01T19:19:28.745445
69235;2012_T2;CAND_003;UMP;531;44.92;55.08;2026-04-01T19:19:28.745445
69236;2012_T2;CAND_010;SOC;139;37.47;47.77;2026-04-01T19:19:28.745445
69236;2012_T2;CAND_003;UMP;152;40.97;52.23;2026-04-01T19:19:28.745445
69237;2012_T2;CAND_010;SOC;163;33.82;38.63;2026-04-01T19:19:28.745445
69237;2012_T2;CAND_003;UMP;259;53.73;61.37;2026-04-01T19:19:28.745445
69238;2012_T2;CAND_010;SOC;841;32.95;42.5;2026-04-01T19:19:28.745445
69238;2012_T2;CAND_003;UMP;1138;44.59;57.5;2026-04-01T19:19:28.745445
69239;2012_T2;CAND_010;SOC;236;27.31;32.55;2026-04-01T19:19:28.745445
69239;2012_T2;CAND_003;UMP;489;56.6;67.45;2026-04-01T19:19:28.745445
69024;2012_T2;CAND_010;SOC;607;36.65;44.8;2026-04-01T19:19:28.745445
69024;2012_T2;CAND_003;UMP;748;45.17;55.2;2026-04-01T19:19:28.745445
69240;2012_T2;CAND_010;SOC;146;27.09;35.1;2026-04-01T19:19:28.745445
69240;2012_T2;CAND_003;UMP;270;50.09;64.9;2026-04-01T19:19:28.745445
69241;2012_T2;CAND_010;SOC;525;32.75;39.18;2026-04-01T19:19:28.745445
69241;2012_T2;CAND_003;UMP;815;50.84;60.82;2026-04-01T19:19:28.745445
69242;2012_T2;CAND_010;SOC;150;26.04;31.38;2026-04-01T19:19:28.745445
69242;2012_T2;CAND_003;UMP;328;56.94;68.62;2026-04-01T19:19:28.745445
69243;2012_T2;CAND_010;SOC;2510;37.8;51.7;2026-04-01T19:19:28.745445
69243;2012_T2;CAND_003;UMP;2345;35.31;48.3;2026-04-01T19:19:28.745445
69244;2012_T2;CAND_010;SOC;3660;29.21;35.64;2026-04-01T19:19:28.745445
69244;2012_T2;CAND_003;UMP;6610;52.75;64.36;2026-04-01T19:19:28.745445
69245;2012_T2;CAND_010;SOC;173;30.46;36.65;2026-04-01T19:19:28.745445
69245;2012_T2;CAND_003;UMP;299;52.64;63.35;2026-04-01T19:19:28.745445
69246;2012_T2;CAND_010;SOC;283;30.59;37.53;2026-04-01T19:19:28.745445
69246;2012_T2;CAND_003;UMP;471;50.92;62.47;2026-04-01T19:19:28.745445
69247;2012_T2;CAND_010;SOC;30;12.4;14.35;2026-04-01T19:19:28.745445
69247;2012_T2;CAND_003;UMP;179;73.97;85.65;2026-04-01T19:19:28.745445
69248;2012_T2;CAND_010;SOC;502;32.87;44.35;2026-04-01T19:19:28.745445
69248;2012_T2;CAND_003;UMP;630;41.26;55.65;2026-04-01T19:19:28.745445
69249;2012_T2;CAND_010;SOC;566;27.9;33.33;2026-04-01T19:19:28.745445
69249;2012_T2;CAND_003;UMP;1132;55.79;66.67;2026-04-01T19:19:28.745445
69025;2012_T2;CAND_010;SOC;567;32.18;44.79;2026-04-01T19:19:28.745445
69025;2012_T2;CAND_003;UMP;699;39.67;55.21;2026-04-01T19:19:28.745445
69250;2012_T2;CAND_010;SOC;799;28.3;32.73;2026-04-01T19:19:28.745445
69250;2012_T2;CAND_003;UMP;1642;58.17;67.27;2026-04-01T19:19:28.745445
69251;2012_T2;CAND_010;SOC;27;26.73;34.62;2026-04-01T19:19:28.745445
69251;2012_T2;CAND_003;UMP;51;50.5;65.38;2026-04-01T19:19:28.745445
69252;2012_T2;CAND_010;SOC;200;36.63;47.62;2026-04-01T19:19:28.745445
69252;2012_T2;CAND_003;UMP;220;40.29;52.38;2026-04-01T19:19:28.745445
69253;2012_T2;CAND_010;SOC;152;30.89;36.89;2026-04-01T19:19:28.745445
69253;2012_T2;CAND_003;UMP;260;52.85;63.11;2026-04-01T19:19:28.745445
69254;2012_T2;CAND_010;SOC;182;31.43;41.84;2026-04-01T19:19:28.745445
69254;2012_T2;CAND_003;UMP;253;43.7;58.16;2026-04-01T19:19:28.745445
69255;2012_T2;CAND_010;SOC;1169;33.56;39.8;2026-04-01T19:19:28.745445
69255;2012_T2;CAND_003;UMP;1768;50.76;60.2;2026-04-01T19:19:28.745445
69256;2012_T2;CAND_010;SOC;10193;48.81;71.87;2026-04-01T19:19:28.745445
69256;2012_T2;CAND_003;UMP;3989;19.1;28.13;2026-04-01T19:19:28.745445
69257;2012_T2;CAND_010;SOC;225;30.08;35.89;2026-04-01T19:19:28.745445
69257;2012_T2;CAND_003;UMP;402;53.74;64.11;2026-04-01T19:19:28.745445
69258;2012_T2;CAND_010;SOC;59;21.61;28.23;2026-04-01T19:19:28.745445
69258;2012_T2;CAND_003;UMP;150;54.95;71.77;2026-04-01T19:19:28.745445
69259;2012_T2;CAND_010;SOC;14448;49.02;68.82;2026-04-01T19:19:28.745445
69259;2012_T2;CAND_003;UMP;6546;22.21;31.18;2026-04-01T19:19:28.745445
69026;2012_T2;CAND_010;SOC;85;27.78;33.2;2026-04-01T19:19:28.745445
69026;2012_T2;CAND_003;UMP;171;55.88;66.8;2026-04-01T19:19:28.745445
69260;2012_T2;CAND_010;SOC;1065;35.76;44.77;2026-04-01T19:19:28.745445
69260;2012_T2;CAND_003;UMP;1314;44.12;55.23;2026-04-01T19:19:28.745445
69261;2012_T2;CAND_010;SOC;17;29.82;32.69;2026-04-01T19:19:28.745445
69261;2012_T2;CAND_003;UMP;35;61.4;67.31;2026-04-01T19:19:28.745445
69263;2012_T2;CAND_010;SOC;158;25.73;30.92;2026-04-01T19:19:28.745445
69263;2012_T2;CAND_003;UMP;353;57.49;69.08;2026-04-01T19:19:28.745445
69264;2012_T2;CAND_010;SOC;6686;36.27;48.74;2026-04-01T19:19:28.745445
69264;2012_T2;CAND_003;UMP;7033;38.15;51.26;2026-04-01T19:19:28.745445
69265;2012_T2;CAND_010;SOC;170;28.1;34.91;2026-04-01T19:19:28.745445
69265;2012_T2;CAND_003;UMP;317;52.4;65.09;2026-04-01T19:19:28.745445
69266;2012_T2;CAND_010;SOC;34315;43.81;58.01;2026-04-01T19:19:28.745445
69266;2012_T2;CAND_003;UMP;24836;31.71;41.99;2026-04-01T19:19:28.745445
69267;2012_T2;CAND_010;SOC;423;25.98;35.28;2026-04-01T19:19:28.745445
69267;2012_T2;CAND_003;UMP;776;47.67;64.72;2026-04-01T19:19:28.745445
69268;2012_T2;CAND_010;SOC;712;29.32;34.99;2026-04-01T19:19:28.745445
69268;2012_T2;CAND_003;UMP;1323;54.49;65.01;2026-04-01T19:19:28.745445
69269;2012_T2;CAND_010;SOC;240;33.15;40.75;2026-04-01T19:19:28.745445
69269;2012_T2;CAND_003;UMP;349;48.2;59.25;2026-04-01T19:19:28.745445
69027;2012_T2;CAND_010;SOC;2970;35.82;46.62;2026-04-01T19:19:28.745445
69027;2012_T2;CAND_003;UMP;3401;41.02;53.38;2026-04-01T19:19:28.745445
69270;2012_T2;CAND_010;SOC;846;29.43;35.53;2026-04-01T19:19:28.745445
69270;2012_T2;CAND_003;UMP;1535;53.39;64.47;2026-04-01T19:19:28.745445
69271;2012_T2;CAND_010;SOC;2370;31.87;39.9;2026-04-01T19:19:28.745445
69271;2012_T2;CAND_003;UMP;3570;48.01;60.1;2026-04-01T19:19:28.745445
69272;2012_T2;CAND_010;SOC;1188;38.02;46.98;2026-04-01T19:19:28.745445
69272;2012_T2;CAND_003;UMP;1341;42.91;53.02;2026-04-01T19:19:28.745445
69273;2012_T2;CAND_010;SOC;2594;37.65;47.08;2026-04-01T19:19:28.745445
69273;2012_T2;CAND_003;UMP;2916;42.33;52.92;2026-04-01T19:19:28.745445
69275;2012_T2;CAND_010;SOC;6003;35.62;49.81;2026-04-01T19:19:28.745445
69275;2012_T2;CAND_003;UMP;6049;35.89;50.19;2026-04-01T19:19:28.745445
69276;2012_T2;CAND_010;SOC;2499;43.9;56.82;2026-04-01T19:19:28.745445
69276;2012_T2;CAND_003;UMP;1899;33.36;43.18;2026-04-01T19:19:28.745445
69277;2012_T2;CAND_010;SOC;2914;31.53;38.29;2026-04-01T19:19:28.745445
69277;2012_T2;CAND_003;UMP;4696;50.81;61.71;2026-04-01T19:19:28.745445
69278;2012_T2;CAND_010;SOC;1178;32.59;40.7;2026-04-01T19:19:28.745445
69278;2012_T2;CAND_003;UMP;1716;47.47;59.3;2026-04-01T19:19:28.745445
69279;2012_T2;CAND_010;SOC;1362;31.93;40.13;2026-04-01T19:19:28.745445
69279;2012_T2;CAND_003;UMP;2032;47.64;59.87;2026-04-01T19:19:28.745445
69028;2012_T2;CAND_010;SOC;1219;30.71;36.88;2026-04-01T19:19:28.745445
69028;2012_T2;CAND_003;UMP;2086;52.56;63.12;2026-04-01T19:19:28.745445
69280;2012_T2;CAND_010;SOC;264;30.28;38.04;2026-04-01T19:19:28.745445
69280;2012_T2;CAND_003;UMP;430;49.31;61.96;2026-04-01T19:19:28.745445
69281;2012_T2;CAND_010;SOC;354;30.0;37.42;2026-04-01T19:19:28.745445
69281;2012_T2;CAND_003;UMP;592;50.17;62.58;2026-04-01T19:19:28.745445
69282;2012_T2;CAND_010;SOC;7734;38.88;49.92;2026-04-01T19:19:28.745445
69282;2012_T2;CAND_003;UMP;7759;39.0;50.08;2026-04-01T19:19:28.745445
69283;2012_T2;CAND_010;SOC;3040;36.79;46.14;2026-04-01T19:19:28.745445
69283;2012_T2;CAND_003;UMP;3549;42.95;53.86;2026-04-01T19:19:28.745445
69284;2012_T2;CAND_010;SOC;769;34.67;41.59;2026-04-01T19:19:28.745445
69284;2012_T2;CAND_003;UMP;1080;48.69;58.41;2026-04-01T19:19:28.745445
69285;2012_T2;CAND_010;SOC;671;26.14;34.88;2026-04-01T19:19:28.745445
69285;2012_T2;CAND_003;UMP;1253;48.81;65.12;2026-04-01T19:19:28.745445
69286;2012_T2;CAND_010;SOC;6777;40.23;52.95;2026-04-01T19:19:28.745445
69286;2012_T2;CAND_003;UMP;6022;35.75;47.05;2026-04-01T19:19:28.745445
69287;2012_T2;CAND_010;SOC;1510;30.32;37.39;2026-04-01T19:19:28.745445
69287;2012_T2;CAND_003;UMP;2528;50.76;62.61;2026-04-01T19:19:28.745445
69288;2012_T2;CAND_010;SOC;1077;27.18;34.21;2026-04-01T19:19:28.745445
69288;2012_T2;CAND_003;UMP;2071;52.27;65.79;2026-04-01T19:19:28.745445
69289;2012_T2;CAND_010;SOC;1027;30.77;37.95;2026-04-01T19:19:28.745445
69289;2012_T2;CAND_003;UMP;1679;50.3;62.05;2026-04-01T19:19:28.745445
69029;2012_T2;CAND_010;SOC;9052;40.56;53.29;2026-04-01T19:19:28.745445
69029;2012_T2;CAND_003;UMP;7933;35.54;46.71;2026-04-01T19:19:28.745445
69290;2012_T2;CAND_010;SOC;10335;40.22;53.61;2026-04-01T19:19:28.745445
69290;2012_T2;CAND_003;UMP;8944;34.81;46.39;2026-04-01T19:19:28.745445
69291;2012_T2;CAND_010;SOC;1253;34.92;44.35;2026-04-01T19:19:28.745445
69291;2012_T2;CAND_003;UMP;1572;43.81;55.65;2026-04-01T19:19:28.745445
69292;2012_T2;CAND_010;SOC;1057;35.94;49.51;2026-04-01T19:19:28.745445
69292;2012_T2;CAND_003;UMP;1078;36.65;50.49;2026-04-01T19:19:28.745445
69293;2012_T2;CAND_010;SOC;492;29.29;34.41;2026-04-01T19:19:28.745445
69293;2012_T2;CAND_003;UMP;938;55.83;65.59;2026-04-01T19:19:28.745445
69294;2012_T2;CAND_010;SOC;678;36.43;46.0;2026-04-01T19:19:28.745445
69294;2012_T2;CAND_003;UMP;796;42.77;54.0;2026-04-01T19:19:28.745445
69295;2012_T2;CAND_010;SOC;377;31.84;39.56;2026-04-01T19:19:28.745445
69295;2012_T2;CAND_003;UMP;576;48.65;60.44;2026-04-01T19:19:28.745445
69296;2012_T2;CAND_010;SOC;653;32.68;39.08;2026-04-01T19:19:28.745445
69296;2012_T2;CAND_003;UMP;1018;50.95;60.92;2026-04-01T19:19:28.745445
69297;2012_T2;CAND_010;SOC;1264;35.95;44.49;2026-04-01T19:19:28.745445
69297;2012_T2;CAND_003;UMP;1577;44.85;55.51;2026-04-01T19:19:28.745445
69298;2012_T2;CAND_010;SOC;557;31.81;38.49;2026-04-01T19:19:28.745445
69298;2012_T2;CAND_003;UMP;890;50.83;61.51;2026-04-01T19:19:28.745445
69299;2012_T2;CAND_010;SOC;427;25.04;32.13;2026-04-01T19:19:28.745445
69299;2012_T2;CAND_003;UMP;902;52.9;67.87;2026-04-01T19:19:28.745445
69003;2012_T2;CAND_010;SOC;507;32.03;40.3;2026-04-01T19:19:28.745445
69003;2012_T2;CAND_003;UMP;751;47.44;59.7;2026-04-01T19:19:28.745445
69030;2012_T2;CAND_010;SOC;174;28.76;34.32;2026-04-01T19:19:28.745445
69030;2012_T2;CAND_003;UMP;333;55.04;65.68;2026-04-01T19:19:28.745445
69031;2012_T2;CAND_010;SOC;235;31.0;37.66;2026-04-01T19:19:28.745445
69031;2012_T2;CAND_003;UMP;389;51.32;62.34;2026-04-01T19:19:28.745445
69032;2012_T2;CAND_010;SOC;442;29.97;37.39;2026-04-01T19:19:28.745445
69032;2012_T2;CAND_003;UMP;740;50.17;62.61;2026-04-01T19:19:28.745445
69033;2012_T2;CAND_010;SOC;520;28.71;33.92;2026-04-01T19:19:28.745445
69033;2012_T2;CAND_003;UMP;1013;55.94;66.08;2026-04-01T19:19:28.745445
69034;2012_T2;CAND_010;SOC;9993;35.11;44.21;2026-04-01T19:19:28.745445
69034;2012_T2;CAND_003;UMP;12613;44.32;55.79;2026-04-01T19:19:28.745445
69035;2012_T2;CAND_010;SOC;107;35.43;42.46;2026-04-01T19:19:28.745445
69035;2012_T2;CAND_003;UMP;145;48.01;57.54;2026-04-01T19:19:28.745445
69036;2012_T2;CAND_010;SOC;212;28.53;36.24;2026-04-01T19:19:28.745445
69036;2012_T2;CAND_003;UMP;373;50.2;63.76;2026-04-01T19:19:28.745445
69037;2012_T2;CAND_010;SOC;169;30.62;39.21;2026-04-01T19:19:28.745445
69037;2012_T2;CAND_003;UMP;262;47.46;60.79;2026-04-01T19:19:28.745445
69038;2012_T2;CAND_010;SOC;182;28.57;35.69;2026-04-01T19:19:28.745445
69038;2012_T2;CAND_003;UMP;328;51.49;64.31;2026-04-01T19:19:28.745445
69039;2012_T2;CAND_010;SOC;164;32.16;42.71;2026-04-01T19:19:28.745445
69039;2012_T2;CAND_003;UMP;220;43.14;57.29;2026-04-01T19:19:28.745445
69004;2012_T2;CAND_010;SOC;146;35.01;43.98;2026-04-01T19:19:28.745445
69004;2012_T2;CAND_003;UMP;186;44.6;56.02;2026-04-01T19:19:28.745445
69040;2012_T2;CAND_010;SOC;1120;30.01;36.77;2026-04-01T19:19:28.745445
69040;2012_T2;CAND_003;UMP;1926;51.61;63.23;2026-04-01T19:19:28.745445
69041;2012_T2;CAND_010;SOC;55;30.39;34.59;2026-04-01T19:19:28.745445
69041;2012_T2;CAND_003;UMP;104;57.46;65.41;2026-04-01T19:19:28.745445
69042;2012_T2;CAND_010;SOC;113;28.61;32.19;2026-04-01T19:19:28.745445
69042;2012_T2;CAND_003;UMP;238;60.25;67.81;2026-04-01T19:19:28.745445
69043;2012_T2;CAND_010;SOC;2035;33.38;41.25;2026-04-01T19:19:28.745445
69043;2012_T2;CAND_003;UMP;2898;47.53;58.75;2026-04-01T19:19:28.745445
69044;2012_T2;CAND_010;SOC;831;21.45;25.2;2026-04-01T19:19:28.745445
69044;2012_T2;CAND_003;UMP;2466;63.64;74.8;2026-04-01T19:19:28.745445
69045;2012_T2;CAND_010;SOC;237;28.76;35.85;2026-04-01T19:19:28.745445
69045;2012_T2;CAND_003;UMP;424;51.46;64.15;2026-04-01T19:19:28.745445
69046;2012_T2;CAND_010;SOC;1069;31.11;36.81;2026-04-01T19:19:28.745445
69046;2012_T2;CAND_003;UMP;1835;53.41;63.19;2026-04-01T19:19:28.745445
69047;2012_T2;CAND_010;SOC;230;31.55;40.07;2026-04-01T19:19:28.745445
69047;2012_T2;CAND_003;UMP;344;47.19;59.93;2026-04-01T19:19:28.745445
69048;2012_T2;CAND_010;SOC;329;37.47;44.95;2026-04-01T19:19:28.745445
69048;2012_T2;CAND_003;UMP;403;45.9;55.05;2026-04-01T19:19:28.745445
69049;2012_T2;CAND_010;SOC;558;26.71;33.1;2026-04-01T19:19:28.745445
69049;2012_T2;CAND_003;UMP;1128;54.0;66.9;2026-04-01T19:19:28.745445
