id_commune,target_nuance,inscrits_2012_t1,abstentions_2012_t1,votants_2012_t1,blancs_2012_t1,nuls_2012_t1,exprimes_2012_t1,pct_abs_ins_2012_t1,pct_vot_ins_2012_t1,pct_blancs_ins_2012_t1,pct_nuls_ins_2012_t1,inscrits_2012_t2,abstentions_2012_t2,votants_2012_t2,blancs_2012_t2,nuls_2012_t2,exprimes_2012_t2,pct_abs_ins_2012_t2,pct_vot_ins_2012_t2,pct_blancs_ins_2012_t2,pct_nuls_ins_2012_t2,inscrits_2017_t1,abstentions_2017_t1,votants_2017_t1,blancs_2017_t1,nuls_2017_t1,exprimes_2017_t1,pct_abs_ins_2017_t1,pct_vot_ins_2017_t1,pct_blancs_ins_2017_t1,pct_nuls_ins_2017_t1,inscrits_2017_t2,abstentions_2017_t2,votants_2017_t2,blancs_2017_t2,nuls_2017_t2,exprimes_2017_t2,pct_abs_ins_2017_t2,pct_vot_ins_2017_t2,pct_blancs_ins_2017_t2,pct_nuls_ins_2017_t2,inscrits_2022_t1,abstentions_2022_t1,votants_2022_t1,blancs_2022_t1,nuls_2022_t1,exprimes_2022_t1,pct_abs_ins_2022_t1,pct_vot_ins_2022_t1,pct_blancs_ins_2022_t1,pct_nuls_ins_2022_t1,inscrits_2022_t2,abstentions_2022_t2,votants_2022_t2,blancs_2022_t2,nuls_2022_t2,exprimes_2022_t2,pct_abs_ins_2022_t2,pct_vot_ins_2022_t2,pct_blancs_ins_2022_t2,pct_nuls_ins_2022_t2,share_nuance_eco_2012_t1,share_nuance_fn_2012_t1,share_nuance_ump_2012_t1,share_nuance_fi_2012_t1,share_nuance_exg_2012_t1,share_nuance_div_2012_t1,share_nuance_modem_2012_t1,share_nuance_dlf_2012_t1,share_nuance_soc_2012_t1,share_nuance_soc_2012_t2,share_nuance_ump_2012_t2,share_nuance_dlf_2017_t1,share_nuance_div_2017_t1,share_nuance_lr_2017_t1,share_nuance_fn_2017_t1,share_nuance_rem_2017_t1,share_nuance_soc_2017_t1,share_nuance_exg_2017_t1,share_nuance_res_2017_t1,share_nuance_fi_2017_t1,share_nuance_rem_2017_t2,share_nuance_fn_2017_t2,share_nuance_exg_2022_t1,share_nuance_lr_2022_t1,share_nuance_dlf_2022_t1,share_nuance_com_2022_t1,share_nuance_rem_2022_t1,share_nuance_res_2022_t1,share_nuance_fn_2022_t1,share_nuance_rec_2022_t1,share_nuance_fi_2022_t1,share_nuance_soc_2022_t1,share_nuance_eelv_2022_t1,insee_pop,insee_log,sec_rate_cambriolages_de_logement,sec_count_cambriolages_de_logement,sec_rate_destructions_et_degradations_volontaires,sec_count_destructions_et_degradations_volontaires,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_count_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_rate_trafic_de_stupefiants,sec_count_trafic_de_stupefiants,sec_rate_usage_de_stupefiants,sec_count_usage_de_stupefiants,sec_rate_usage_de_stupefiants_afd,sec_count_usage_de_stupefiants_afd,sec_rate_violences_physiques_hors_cadre_familial,sec_count_violences_physiques_hors_cadre_familial,sec_rate_violences_physiques_intrafamiliales,sec_count_violences_physiques_intrafamiliales,sec_rate_violences_sexuelles,sec_count_violences_sexuelles,sec_rate_vols_avec_armes,sec_count_vols_avec_armes,sec_rate_vols_d_accessoires_sur_vehicules,sec_count_vols_d_accessoires_sur_vehicules,sec_rate_vols_dans_les_vehicules,sec_count_vols_dans_les_vehicules,sec_rate_vols_de_vehicule,sec_count_vols_de_vehicule,sec_rate_vols_sans_violence_contre_des_personnes,sec_count_vols_sans_violence_contre_des_personnes,sec_rate_vols_violents_sans_arme,sec_count_vols_violents_sans_arme
69075,FN,118.0,10.0,108.0,0.0,0.0,108.0,8.47,91.53,0.0,0.0,118.0,15.0,103.0,7.0,0.0,96.0,12.71,87.29,5.93,0.0,126.0,13.0,113.0,3.0,0.0,110.0,10.32,89.68,2.38,0.0,126.0,21.0,105.0,6.0,0.0,99.0,16.67,83.33,4.76,0.0,128.0,14.0,114.0,5.0,1.0,108.0,10.94,89.06,3.91,0.78,128.0,18.0,110.0,6.0,0.0,104.0,14.06,85.94,4.69,0.0,0.0,28.7,30.56,4.63,0.0,0.0,17.59,3.7,14.81,29.17,70.83,11.82,2.73,17.27,33.64,19.09,4.55,0.91,0.91,9.09,45.45,54.55,0.93,1.85,4.63,0.0,23.15,4.63,35.19,11.11,13.89,1.85,2.78,196.0,88.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69076,REM,2078.0,238.0,1840.0,23.0,0.0,1817.0,11.45,88.55,1.11,0.0,2078.0,224.0,1854.0,73.0,0.0,1781.0,10.78,89.22,3.51,0.0,2178.0,300.0,1878.0,28.0,3.0,1847.0,13.77,86.23,1.29,0.14,2178.0,395.0,1783.0,166.0,29.0,1588.0,18.14,81.86,7.62,1.33,2289.0,306.0,1983.0,32.0,4.0,1947.0,13.37,86.63,1.4,0.17,2288.0,376.0,1912.0,87.0,18.0,1807.0,16.43,83.57,3.8,0.79,2.53,13.7,48.16,4.9,0.78,0.06,11.78,1.43,16.68,28.13,71.87,4.71,0.54,41.15,14.67,25.93,3.9,0.48,0.6,8.01,71.66,28.34,0.66,8.99,1.69,0.87,37.8,2.21,16.28,15.25,9.71,0.98,5.55,2607.0,1083.0,18.4735018,20.0,3.5081804,3.3106061,6.1373226,16.0,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,1.9179133,5.0,0.3546356,1.7640449
69077,FN,667.0,113.0,554.0,12.0,0.0,542.0,16.94,83.06,1.8,0.0,667.0,124.0,543.0,34.0,0.0,509.0,18.59,81.41,5.1,0.0,686.0,100.0,586.0,15.0,4.0,567.0,14.58,85.42,2.19,0.58,686.0,128.0,558.0,49.0,13.0,496.0,18.66,81.34,7.14,1.9,830.0,157.0,673.0,12.0,4.0,657.0,18.92,81.08,1.45,0.48,832.0,169.0,663.0,41.0,9.0,613.0,20.31,79.69,4.93,1.08,1.11,34.69,33.58,7.38,1.48,0.37,7.01,2.58,11.81,27.7,72.3,7.05,1.06,18.17,41.27,14.46,4.23,0.88,0.71,12.17,40.93,59.07,1.67,4.57,3.81,2.28,21.16,2.89,38.05,10.81,10.96,1.22,2.59,1178.0,435.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,16.1290323,19.0,20.3735144,24.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69078,REM,540.0,63.0,477.0,9.0,0.0,468.0,11.67,88.33,1.67,0.0,540.0,67.0,473.0,31.0,0.0,442.0,12.41,87.59,5.74,0.0,577.0,68.0,509.0,14.0,3.0,492.0,11.79,88.21,2.43,0.52,577.0,97.0,480.0,30.0,6.0,444.0,16.81,83.19,5.2,1.04,583.0,74.0,509.0,8.0,3.0,498.0,12.69,87.31,1.37,0.51,583.0,98.0,485.0,27.0,6.0,452.0,16.81,83.19,4.63,1.03,2.35,21.37,36.11,8.76,1.06,0.43,11.32,4.49,14.1,30.54,69.46,12.4,1.63,19.72,26.22,19.51,4.47,1.83,1.02,13.21,65.09,34.91,0.8,4.22,4.02,1.0,29.52,2.61,28.71,6.02,15.86,1.2,6.02,842.0,372.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0619796,2.4517766,0.0,0.0,0.0,0.0,0.0,0.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69080,FN,1111.0,121.0,990.0,16.0,0.0,974.0,10.89,89.11,1.44,0.0,1109.0,138.0,971.0,90.0,0.0,881.0,12.44,87.56,8.12,0.0,1235.0,177.0,1058.0,30.0,2.0,1026.0,14.33,85.67,2.43,0.16,1235.0,212.0,1023.0,98.0,18.0,907.0,17.17,82.83,7.94,1.46,1346.0,224.0,1122.0,25.0,5.0,1092.0,16.64,83.36,1.86,0.37,1345.0,249.0,1096.0,67.0,13.0,1016.0,18.51,81.49,4.98,0.97,2.46,25.05,28.13,9.55,1.23,0.21,9.96,2.57,20.84,41.32,58.68,6.73,1.1700000000000002,17.15,30.51,21.64,4.09,1.27,1.36,16.08,55.24,44.76,0.74,3.94,3.02,1.65,27.93,3.02,30.13,10.62,12.64,2.38,3.94,1940.0,765.0,11.7598961,9.0,3.0927835,6.0,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69081,REM,12056.0,2289.0,9767.0,112.0,0.0,9655.0,18.99,81.01,0.93,0.0,12057.0,2195.0,9862.0,363.0,0.0,9499.0,18.21,81.79,3.01,0.0,13518.0,3709.0,9809.0,97.0,23.0,9689.0,27.44,72.56,0.72,0.17,13521.0,4254.0,9267.0,755.0,220.0,8292.0,31.46,68.54,5.58,1.63,11937.0,2331.0,9606.0,103.0,28.0,9475.0,19.53,80.47,0.86,0.23,11942.0,2765.0,9177.0,432.0,122.0,8623.0,23.15,76.85,3.62,1.02,2.07,10.51,48.43,6.0,0.5900000000000001,0.24,11.28,1.52,19.36,32.2,67.8,3.12,0.88,43.77,9.99,26.79,3.43,0.57,0.54,10.91,79.55,20.45,0.62,10.23,1.57,1.01,39.68,1.57,11.44,14.4,14.13,1.0,4.34,18019.0,9034.0,11.1804841,101.0,5.0502248,91.0,5.3277096,96.0,0.3375502,1.7521368,0.6104667,11.0,0.2774849,5.0,1.6094123,29.0,1.9978911,36.0,1.0544425,19.0,0.1055371,1.046875,2.219879,40.0,5.6606915,102.0,2.1088851,38.0,8.1580554,147.0,1.2209335,22.0
69082,REM,182.0,16.0,166.0,3.0,0.0,163.0,8.79,91.21,1.65,0.0,181.0,16.0,165.0,12.0,0.0,153.0,8.84,91.16,6.63,0.0,202.0,15.0,187.0,2.0,0.0,185.0,7.43,92.57,0.99,0.0,202.0,31.0,171.0,31.0,1.0,139.0,15.35,84.65,15.35,0.5,195.0,27.0,168.0,1.0,1.0,166.0,13.85,86.15,0.51,0.51,195.0,32.0,163.0,11.0,0.0,152.0,16.41,83.59,5.64,0.0,1.23,19.02,48.47,4.29,0.61,0.61,9.82,3.07,12.88,23.53,76.47,5.95,0.54,31.89,23.78,20.0,5.41,0.54,1.08,10.81,53.96,46.04,0.6,15.66,3.01,1.81,34.94,3.01,21.69,8.43,8.43,1.2,1.2,278.0,154.0,0.0,0.0,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9820933,3.0404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2745888,2.6805556,0.0,0.0
69083,REM,810.0,76.0,734.0,17.0,0.0,717.0,9.38,90.62,2.1,0.0,810.0,75.0,735.0,37.0,0.0,698.0,9.26,90.74,4.57,0.0,852.0,105.0,747.0,8.0,2.0,737.0,12.32,87.68,0.94,0.23,852.0,143.0,709.0,59.0,15.0,635.0,16.78,83.22,6.92,1.76,875.0,111.0,764.0,8.0,2.0,754.0,12.69,87.31,0.91,0.23,875.0,138.0,737.0,42.0,6.0,689.0,15.77,84.23,4.8,0.69,4.32,12.41,31.94,9.48,1.6800000000000002,0.28,12.97,3.21,23.71,42.98,57.02,5.97,0.54,24.56,17.37,28.09,5.29,2.17,1.22,14.79,72.44,27.56,0.79,6.5,0.8,2.25,35.81,2.65,18.97,5.84,16.84,1.72,7.82,1169.0,471.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,0.0,0.0,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69084,REM,984.0,126.0,858.0,16.0,0.0,842.0,12.8,87.2,1.63,0.0,987.0,141.0,846.0,64.0,0.0,782.0,14.29,85.71,6.48,0.0,974.0,165.0,809.0,23.0,3.0,783.0,16.94,83.06,2.36,0.31,974.0,180.0,794.0,72.0,19.0,703.0,18.48,81.52,7.39,1.95,975.0,178.0,797.0,16.0,7.0,774.0,18.26,81.74,1.64,0.72,975.0,186.0,789.0,50.0,15.0,724.0,19.08,80.92,5.13,1.54,1.07,24.94,36.7,7.84,2.37,0.24,10.1,1.9,14.85,29.16,70.84,7.15,0.77,27.84,27.08,22.35,4.47,1.54,1.79,7.02,60.31,39.69,1.4300000000000002,5.94,1.68,2.33,32.56,4.01,29.97,8.79,7.11,1.55,4.65,1351.0,768.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69085,REM,975.0,113.0,862.0,12.0,0.0,850.0,11.59,88.41,1.23,0.0,975.0,108.0,867.0,31.0,0.0,836.0,11.08,88.92,3.18,0.0,1034.0,153.0,881.0,11.0,4.0,866.0,14.8,85.2,1.06,0.39,1034.0,157.0,877.0,84.0,21.0,772.0,15.18,84.82,8.12,2.03,1091.0,186.0,905.0,22.0,6.0,877.0,17.05,82.95,2.02,0.55,1092.0,222.0,870.0,60.0,5.0,805.0,20.33,79.67,5.49,0.46,2.47,13.65,42.12,8.24,1.18,0.24,12.0,1.53,18.59,34.21,65.79,3.0,1.04,31.64,13.86,26.67,6.0,1.85,1.04,14.9,76.55,23.45,0.91,7.64,2.39,1.82,38.43,2.74,16.08,8.32,14.82,1.14,5.7,1549.0,645.0,5.1599952,2.6492537,3.5081804,3.3106061,10.9748225,17.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,9.0380891,14.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69086,REM,1763.0,237.0,1526.0,22.0,0.0,1504.0,13.44,86.56,1.25,0.0,1755.0,246.0,1509.0,90.0,0.0,1419.0,14.02,85.98,5.13,0.0,1808.0,281.0,1527.0,21.0,3.0,1503.0,15.54,84.46,1.16,0.17,1808.0,308.0,1500.0,120.0,27.0,1353.0,17.04,82.96,6.64,1.49,1909.0,301.0,1608.0,20.0,4.0,1584.0,15.77,84.23,1.05,0.21,1910.0,362.0,1548.0,108.0,19.0,1421.0,18.95,81.05,5.65,0.99,4.12,15.36,33.31,7.85,0.99,0.2,12.9,2.13,23.14,42.57,57.43,4.79,1.5999999999999999,25.15,19.1,27.61,6.19,0.67,0.33,14.57,69.33,30.67,0.88,5.11,2.08,1.7,37.25,2.9,18.5,8.59,14.52,1.64,6.82,2299.0,1003.0,15.9577231,16.0,4.784689,11.0,6.0896042,14.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.1748586,5.0,0.3546356,1.7640449
69087,REM,2110.0,262.0,1848.0,29.0,0.0,1819.0,12.42,87.58,1.37,0.0,2110.0,254.0,1856.0,60.0,0.0,1796.0,12.04,87.96,2.84,0.0,2284.0,338.0,1946.0,19.0,7.0,1920.0,14.8,85.2,0.83,0.31,2284.0,413.0,1871.0,142.0,22.0,1707.0,18.08,81.92,6.22,0.96,2344.0,395.0,1949.0,6.0,21.0,1922.0,16.85,83.15,0.26,0.9,2345.0,455.0,1890.0,87.0,25.0,1778.0,19.4,80.6,3.71,1.07,2.75,10.94,40.13,6.82,0.9299999999999999,0.38,12.42,1.48,24.13,39.59,60.41,3.91,0.88,32.4,10.42,31.3,6.09,0.6799999999999999,0.47,13.85,80.08,19.92,0.52,7.7,1.14,1.46,40.69,1.14,13.84,7.23,16.13,2.34,7.8,3070.0,1213.0,8.2447475,10.0,11.7263844,36.0,4.5602606,14.0,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,4.5602606,14.0,0.3546356,1.7640449
69088,REM,4297.0,729.0,3568.0,53.0,0.0,3515.0,16.97,83.03,1.23,0.0,4297.0,733.0,3564.0,146.0,0.0,3418.0,17.06,82.94,3.4,0.0,4768.0,1062.0,3706.0,55.0,20.0,3631.0,22.27,77.73,1.15,0.42,4768.0,1260.0,3508.0,287.0,65.0,3156.0,26.43,73.57,6.02,1.36,4993.0,1155.0,3838.0,66.0,14.0,3758.0,23.13,76.87,1.32,0.28,4993.0,1377.0,3616.0,232.0,65.0,3319.0,27.58,72.42,4.65,1.3,2.33,14.68,35.05,9.3,1.09,0.26,10.73,2.22,24.35,42.6,57.4,5.29,1.4100000000000001,24.9,16.69,27.87,5.15,1.07,0.72,16.91,72.24,27.76,1.28,5.53,2.37,1.38,34.73,1.25,17.35,9.15,19.9,1.86,5.19,7005.0,3543.0,5.9268618,21.0,11.1349036,78.0,8.2798001,58.0,0.3375502,1.7521368,2.1413276,15.0,1.1420414,8.0,2.7123483,19.0,2.8551035,20.0,1.0619796,2.4517766,0.1055371,1.046875,1.7130621,12.0,6.2812277,44.0,4.1399001,29.0,7.8515346,55.0,0.3546356,1.7640449
69089,REM,8830.0,1145.0,7685.0,85.0,0.0,7600.0,12.97,87.03,0.96,0.0,8851.0,1247.0,7604.0,325.0,0.0,7279.0,14.09,85.91,3.67,0.0,9523.0,1623.0,7900.0,129.0,21.0,7750.0,17.04,82.96,1.35,0.22,9521.0,1785.0,7736.0,611.0,178.0,6947.0,18.75,81.25,6.42,1.87,10008.0,1745.0,8263.0,124.0,33.0,8106.0,17.44,82.56,1.24,0.33,10001.0,2121.0,7880.0,368.0,1379.0,6133.0,21.21,78.79,3.68,13.79,3.51,12.21,33.49,9.25,0.96,0.25,12.66,1.37,26.3,45.68,54.32,4.45,0.89,27.6,11.82,31.78,6.41,1.09,0.79,15.16,79.53,20.47,0.9299999999999999,6.72,1.96,1.73,37.49,1.75,14.26,8.4,17.97,1.83,6.96,15664.0,6565.0,6.8547221,45.0,6.3202247,99.0,6.1287028,96.0,0.3375502,1.7521368,3.4473953,54.0,3.0643514,48.0,1.0214505,16.0,1.468335,23.0,0.8299285,13.0,0.1055371,1.046875,1.0852911,17.0,2.6813075,42.0,2.4259448,38.0,8.6184883,135.0,0.3546356,1.7640449
69090,REM,591.0,79.0,512.0,9.0,0.0,503.0,13.37,86.63,1.52,0.0,591.0,78.0,513.0,22.0,0.0,491.0,13.2,86.8,3.72,0.0,640.0,124.0,516.0,11.0,3.0,502.0,19.38,80.62,1.72,0.47,640.0,134.0,506.0,49.0,9.0,448.0,20.94,79.06,7.66,1.41,696.0,140.0,556.0,15.0,1.0,540.0,20.11,79.89,2.16,0.14,696.0,164.0,532.0,40.0,7.0,485.0,23.56,76.44,5.75,1.01,2.98,20.87,30.62,11.33,1.0,0.2,13.52,0.8,18.69,38.7,61.3,6.77,0.4,23.9,23.11,23.11,6.37,2.2,0.8,13.35,62.5,37.5,0.93,7.04,2.59,1.85,31.67,2.78,25.74,5.56,15.74,1.11,5.0,905.0,364.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69091,REM,10856.0,2868.0,7988.0,126.0,0.0,7862.0,26.42,73.58,1.16,0.0,10858.0,2815.0,8043.0,418.0,0.0,7625.0,25.93,74.07,3.85,0.0,11196.0,3986.0,7210.0,121.0,52.0,7037.0,35.6,64.4,1.08,0.46,11193.0,4229.0,6964.0,495.0,719.0,5750.0,37.78,62.22,4.42,6.42,11231.0,3846.0,7385.0,77.0,37.0,7271.0,34.24,65.76,0.69,0.33,11235.0,4810.0,6425.0,407.0,147.0,5871.0,42.81,57.19,3.62,1.31,2.15,19.09,14.46,21.58,1.81,0.27,5.61,1.22,33.81,67.42,32.58,2.97,2.05,9.17,22.14,19.45,5.33,1.79,0.75,36.35,68.31,31.69,1.24,2.27,1.38,2.93,16.23,1.72,20.13,5.74,44.89,0.91,2.57,20943.0,9114.0,6.4736978,59.0,12.7966385,268.0,5.0136084,105.0,0.7162298,15.0,9.4542329,198.0,7.257795,152.0,5.6820895,119.0,5.8253354,122.0,1.7667001,37.0,0.1055371,1.046875,1.7667001,37.0,5.9208327,124.0,4.3928759,92.0,11.220933,235.0,0.7639784,16.0
69092,REM,5343.0,1048.0,4295.0,78.0,0.0,4217.0,19.61,80.39,1.46,0.0,5343.0,1065.0,4278.0,252.0,0.0,4026.0,19.93,80.07,4.72,0.0,5572.0,1353.0,4219.0,60.0,20.0,4139.0,24.28,75.72,1.08,0.36,5572.0,1570.0,4002.0,351.0,108.0,3543.0,28.18,71.82,6.3,1.94,5723.0,1573.0,4150.0,74.0,20.0,4056.0,27.49,72.51,1.29,0.35,5719.0,1763.0,3956.0,223.0,72.0,3661.0,30.83,69.17,3.9,1.26,2.04,18.92,31.44,10.17,1.42,0.33,10.69,2.21,22.76,44.81,55.19,4.76,1.23,25.25,20.39,23.73,5.68,1.49,0.89,16.57,66.75,33.25,1.13,6.56,2.47,1.82,27.66,2.14,21.57,9.89,19.8,1.65,5.3,7824.0,3533.0,12.1726355,43.0,5.7515337,45.0,5.3680982,42.0,0.3375502,1.7521368,1.4059305,11.0,1.7948427,6.2348485,3.3231084,26.0,2.5562372,20.0,1.1503067,9.0,0.1055371,1.046875,1.0224949,8.0,2.5562372,20.0,2.3006135,18.0,6.390593,50.0,0.3546356,1.7640449
69093,REM,818.0,156.0,662.0,8.0,0.0,654.0,19.07,80.93,0.98,0.0,818.0,152.0,666.0,27.0,0.0,639.0,18.58,81.42,3.3,0.0,766.0,161.0,605.0,24.0,0.0,581.0,21.02,78.98,3.13,0.0,766.0,179.0,587.0,53.0,16.0,518.0,23.37,76.63,6.92,2.09,819.0,191.0,628.0,11.0,3.0,614.0,23.32,76.68,1.34,0.37,819.0,209.0,610.0,57.0,12.0,541.0,25.52,74.48,6.96,1.47,2.45,20.95,32.42,9.48,3.06,0.46,9.33,1.83,20.03,39.44,60.56,9.47,1.2,24.61,20.14,18.42,4.48,2.41,0.69,18.59,64.09,35.91,0.9700000000000001,6.84,2.61,2.12,26.87,3.26,26.71,5.37,18.57,1.95,4.72,1212.0,671.0,5.1599952,2.6492537,7.4257426,9.0,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69094,REM,3626.0,466.0,3160.0,55.0,0.0,3105.0,12.85,87.15,1.52,0.0,3630.0,521.0,3109.0,147.0,0.0,2962.0,14.35,85.65,4.05,0.0,3978.0,628.0,3350.0,44.0,21.0,3285.0,15.79,84.21,1.11,0.53,3981.0,754.0,3227.0,283.0,62.0,2882.0,18.94,81.06,7.11,1.56,4414.0,833.0,3581.0,51.0,15.0,3515.0,18.87,81.13,1.16,0.34,4416.0,968.0,3448.0,174.0,52.0,3222.0,21.92,78.08,3.94,1.18,2.83,16.78,34.4,7.5,0.91,0.32,13.82,2.32,21.13,39.3,60.7,5.81,1.34,27.06,17.14,28.22,5.57,0.79,0.61,13.46,69.88,30.12,0.77,6.26,1.96,1.34,33.09,2.56,20.54,10.04,14.88,1.79,6.77,6284.0,2802.0,10.3512884,29.0,6.683641,42.0,6.2062381,39.0,0.3375502,1.7521368,1.4322088,9.0,1.7948427,6.2348485,3.8192234,24.0,3.0235519,19.0,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,0.7956715,5.0,4.4557607,28.0,0.3546356,1.7640449
69095,REM,595.0,70.0,525.0,9.0,0.0,516.0,11.76,88.24,1.51,0.0,595.0,69.0,526.0,54.0,0.0,472.0,11.6,88.4,9.08,0.0,597.0,74.0,523.0,11.0,6.0,506.0,12.4,87.6,1.84,1.01,597.0,101.0,496.0,48.0,15.0,433.0,16.92,83.08,8.04,2.51,629.0,80.0,549.0,12.0,2.0,535.0,12.72,87.28,1.91,0.32,629.0,105.0,524.0,38.0,15.0,471.0,16.69,83.31,6.04,2.38,2.13,18.22,32.95,9.5,2.33,0.58,14.73,4.07,15.5,36.86,63.14,12.45,1.39,17.59,24.11,20.55,4.35,0.4,2.17,17.0,59.82,40.18,1.5,7.48,4.11,2.43,28.6,4.11,25.42,6.36,12.9,1.12,5.98,831.0,386.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69096,REM,5803.0,1339.0,4464.0,76.0,0.0,4388.0,23.07,76.93,1.31,0.0,5803.0,1387.0,4416.0,253.0,0.0,4163.0,23.9,76.1,4.36,0.0,6024.0,1720.0,4304.0,85.0,30.0,4189.0,28.55,71.45,1.41,0.5,6025.0,1860.0,4165.0,386.0,154.0,3625.0,30.87,69.13,6.41,2.56,5740.0,1440.0,4300.0,58.0,30.0,4212.0,25.09,74.91,1.01,0.52,5746.0,1796.0,3950.0,289.0,138.0,3523.0,31.26,68.74,5.03,2.4,2.21,20.12,17.82,17.73,2.19,0.11,7.63,1.66,30.52,61.59,38.41,4.58,1.5999999999999999,10.98,24.04,20.74,5.44,2.13,0.76,29.72,64.06,35.94,1.23,3.4,2.14,3.23,21.42,2.16,22.79,5.6,32.64,1.5,3.89,9941.0,4258.0,5.6359865,24.0,7.9468866,79.0,6.0356101,60.0,0.3375502,1.7521368,5.1302686,51.0,1.7948427,6.2348485,3.1183986,31.0,1.9112765,19.0,1.005935,10.0,0.1055371,1.046875,2.01187,20.0,3.7219596,37.0,2.01187,20.0,4.0237401,40.0,0.3546356,1.7640449
