id_commune,target_nuance,inscrits_2012_t1,abstentions_2012_t1,votants_2012_t1,blancs_2012_t1,nuls_2012_t1,exprimes_2012_t1,pct_abs_ins_2012_t1,pct_vot_ins_2012_t1,pct_blancs_ins_2012_t1,pct_nuls_ins_2012_t1,inscrits_2012_t2,abstentions_2012_t2,votants_2012_t2,blancs_2012_t2,nuls_2012_t2,exprimes_2012_t2,pct_abs_ins_2012_t2,pct_vot_ins_2012_t2,pct_blancs_ins_2012_t2,pct_nuls_ins_2012_t2,inscrits_2017_t1,abstentions_2017_t1,votants_2017_t1,blancs_2017_t1,nuls_2017_t1,exprimes_2017_t1,pct_abs_ins_2017_t1,pct_vot_ins_2017_t1,pct_blancs_ins_2017_t1,pct_nuls_ins_2017_t1,inscrits_2017_t2,abstentions_2017_t2,votants_2017_t2,blancs_2017_t2,nuls_2017_t2,exprimes_2017_t2,pct_abs_ins_2017_t2,pct_vot_ins_2017_t2,pct_blancs_ins_2017_t2,pct_nuls_ins_2017_t2,inscrits_2022_t1,abstentions_2022_t1,votants_2022_t1,blancs_2022_t1,nuls_2022_t1,exprimes_2022_t1,pct_abs_ins_2022_t1,pct_vot_ins_2022_t1,pct_blancs_ins_2022_t1,pct_nuls_ins_2022_t1,inscrits_2022_t2,abstentions_2022_t2,votants_2022_t2,blancs_2022_t2,nuls_2022_t2,exprimes_2022_t2,pct_abs_ins_2022_t2,pct_vot_ins_2022_t2,pct_blancs_ins_2022_t2,pct_nuls_ins_2022_t2,share_nuance_eco_2012_t1,share_nuance_fn_2012_t1,share_nuance_ump_2012_t1,share_nuance_fi_2012_t1,share_nuance_exg_2012_t1,share_nuance_div_2012_t1,share_nuance_modem_2012_t1,share_nuance_dlf_2012_t1,share_nuance_soc_2012_t1,share_nuance_soc_2012_t2,share_nuance_ump_2012_t2,share_nuance_dlf_2017_t1,share_nuance_div_2017_t1,share_nuance_lr_2017_t1,share_nuance_fn_2017_t1,share_nuance_rem_2017_t1,share_nuance_soc_2017_t1,share_nuance_exg_2017_t1,share_nuance_res_2017_t1,share_nuance_fi_2017_t1,share_nuance_rem_2017_t2,share_nuance_fn_2017_t2,share_nuance_exg_2022_t1,share_nuance_lr_2022_t1,share_nuance_dlf_2022_t1,share_nuance_com_2022_t1,share_nuance_rem_2022_t1,share_nuance_res_2022_t1,share_nuance_fn_2022_t1,share_nuance_rec_2022_t1,share_nuance_fi_2022_t1,share_nuance_soc_2022_t1,share_nuance_eelv_2022_t1,insee_pop,insee_log,sec_rate_cambriolages_de_logement,sec_count_cambriolages_de_logement,sec_rate_destructions_et_degradations_volontaires,sec_count_destructions_et_degradations_volontaires,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_count_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_rate_trafic_de_stupefiants,sec_count_trafic_de_stupefiants,sec_rate_usage_de_stupefiants,sec_count_usage_de_stupefiants,sec_rate_usage_de_stupefiants_afd,sec_count_usage_de_stupefiants_afd,sec_rate_violences_physiques_hors_cadre_familial,sec_count_violences_physiques_hors_cadre_familial,sec_rate_violences_physiques_intrafamiliales,sec_count_violences_physiques_intrafamiliales,sec_rate_violences_sexuelles,sec_count_violences_sexuelles,sec_rate_vols_avec_armes,sec_count_vols_avec_armes,sec_rate_vols_d_accessoires_sur_vehicules,sec_count_vols_d_accessoires_sur_vehicules,sec_rate_vols_dans_les_vehicules,sec_count_vols_dans_les_vehicules,sec_rate_vols_de_vehicule,sec_count_vols_de_vehicule,sec_rate_vols_sans_violence_contre_des_personnes,sec_count_vols_sans_violence_contre_des_personnes,sec_rate_vols_violents_sans_arme,sec_count_vols_violents_sans_arme
69149,REM,16817.0,3350.0,13467.0,207.0,0.0,13260.0,19.92,80.08,1.23,0.0,16803.0,3330.0,13473.0,677.0,0.0,12796.0,19.82,80.18,4.03,0.0,16940.0,3809.0,13131.0,187.0,59.0,12885.0,22.49,77.51,1.1,0.35,16940.0,4305.0,12635.0,1081.0,304.0,11250.0,25.41,74.59,6.38,1.79,16915.0,3789.0,13126.0,164.0,52.0,12910.0,22.4,77.6,0.97,0.31,16911.0,4488.0,12423.0,811.0,231.0,11381.0,26.54,73.46,4.8,1.37,3.33,15.28,25.14,13.02,1.5,0.23,9.57,1.6,30.32,55.05,44.95,4.32,1.2,18.07,15.07,26.85,8.77,1.65,0.85,23.22,75.16,24.84,1.31,4.86,1.81,2.55,28.2,1.84,14.82,7.25,27.89,2.16,7.31,37928.0,19347.0,11.0612404,214.0,7.3296773,278.0,5.6422696,214.0,1.1600928,44.0,3.7175701,141.0,1.7401392,66.0,3.8757646,147.0,2.900232,110.0,1.2128243,46.0,0.1055371,1.046875,3.2957182,125.0,8.2524784,313.0,2.7684033,105.0,10.1771778,386.0,0.9228011,35.0
69151,FN,976.0,133.0,843.0,21.0,0.0,822.0,13.63,86.37,2.15,0.0,976.0,139.0,837.0,60.0,0.0,777.0,14.24,85.76,6.15,0.0,1040.0,134.0,906.0,16.0,3.0,887.0,12.88,87.12,1.54,0.29,1040.0,167.0,873.0,103.0,23.0,747.0,16.06,83.94,9.9,2.21,1088.0,172.0,916.0,14.0,1.0,901.0,15.81,84.19,1.29,0.09,1088.0,205.0,883.0,45.0,12.0,826.0,18.84,81.16,4.14,1.1,1.34,29.08,30.17,8.76,1.7000000000000002,0.24,10.58,2.8,15.33,34.88,65.12,6.54,0.68,23.22,31.0,17.59,5.52,1.69,1.35,12.4,49.67,50.33,1.4500000000000002,6.77,2.66,1.44,26.42,2.77,32.41,9.43,13.1,1.22,2.33,1496.0,672.0,5.1599952,2.6492537,3.5081804,3.3106061,3.342246,5.0,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,0.0,0.0,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69152,REM,6192.0,1611.0,4581.0,76.0,0.0,4505.0,26.02,73.98,1.23,0.0,6197.0,1613.0,4584.0,247.0,0.0,4337.0,26.03,73.97,3.99,0.0,6412.0,1999.0,4413.0,81.0,28.0,4304.0,31.18,68.82,1.26,0.44,6412.0,2211.0,4201.0,346.0,111.0,3744.0,34.48,65.52,5.4,1.73,6388.0,1892.0,4496.0,59.0,21.0,4416.0,29.62,70.38,0.92,0.33,6395.0,2336.0,4059.0,279.0,87.0,3693.0,36.53,63.47,4.36,1.36,1.51,16.85,18.27,19.25,1.8699999999999999,0.36,7.59,1.6,32.72,63.09,36.91,4.6,1.53,13.5,18.77,22.58,6.09,1.69,0.86,30.37,71.13,28.87,1.3399999999999999,4.05,1.9,3.85,20.45,1.77,17.82,7.31,36.16,1.56,3.78,1703.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69153,REM,722.0,87.0,635.0,5.0,0.0,630.0,12.05,87.95,0.69,0.0,723.0,75.0,648.0,38.0,0.0,610.0,10.37,89.63,5.26,0.0,780.0,104.0,676.0,11.0,5.0,660.0,13.33,86.67,1.41,0.64,779.0,118.0,661.0,54.0,19.0,588.0,15.15,84.85,6.93,2.44,838.0,103.0,735.0,9.0,4.0,722.0,12.29,87.71,1.07,0.48,838.0,146.0,692.0,38.0,7.0,647.0,17.42,82.58,4.53,0.84,4.76,11.59,39.05,5.71,1.1099999999999999,0.0,13.81,2.06,21.9,37.54,62.46,3.33,0.3,37.42,11.67,29.7,5.76,0.76,1.21,9.85,75.85,24.15,0.97,7.48,1.94,0.42,37.95,1.52,13.02,13.85,13.3,2.35,7.2,1394.0,460.0,5.1599952,2.6492537,11.4777618,16.0,3.5868006,5.0,0.3375502,1.7521368,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69154,REM,1267.0,141.0,1126.0,21.0,0.0,1105.0,11.13,88.87,1.66,0.0,1262.0,162.0,1100.0,50.0,0.0,1050.0,12.84,87.16,3.96,0.0,1580.0,177.0,1403.0,22.0,6.0,1375.0,11.2,88.8,1.39,0.38,1575.0,272.0,1303.0,131.0,28.0,1144.0,17.27,82.73,8.32,1.78,1785.0,253.0,1532.0,24.0,7.0,1501.0,14.17,85.83,1.34,0.39,1786.0,310.0,1476.0,84.0,18.0,1374.0,17.36,82.64,4.7,1.01,3.98,14.57,39.91,6.88,1.26,0.09,13.21,2.62,17.47,34.0,66.0,6.4,0.29,29.82,19.93,24.29,4.65,1.09,1.45,12.07,68.71,31.29,1.33,5.6,2.93,1.53,34.31,2.4,21.32,8.99,15.52,1.07,5.0,2966.0,1165.0,7.7248694,9.0,7.0802428,21.0,5.7316251,17.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.1055371,1.046875,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,5.0573163,15.0,0.0,0.0
69155,REM,799.0,90.0,709.0,14.0,0.0,695.0,11.26,88.74,1.75,0.0,799.0,84.0,715.0,43.0,0.0,672.0,10.51,89.49,5.38,0.0,866.0,124.0,742.0,16.0,4.0,722.0,14.32,85.68,1.85,0.46,866.0,135.0,731.0,64.0,12.0,655.0,15.59,84.41,7.39,1.39,924.0,155.0,769.0,14.0,3.0,752.0,16.77,83.23,1.52,0.32,924.0,166.0,758.0,35.0,9.0,714.0,17.97,82.03,3.79,0.97,1.87,15.25,31.8,7.05,1.87,0.58,16.55,5.76,19.28,38.24,61.76,10.39,0.42,22.58,16.62,27.56,4.29,1.25,0.97,15.93,71.6,28.4,1.2000000000000002,8.11,5.05,1.46,31.25,2.66,22.21,6.12,14.76,1.46,5.72,1133.0,483.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,0.0,0.0,2.2745888,2.6805556,0.3546356,1.7640449
69156,REM,1729.0,201.0,1528.0,19.0,0.0,1509.0,11.63,88.37,1.1,0.0,1729.0,189.0,1540.0,62.0,0.0,1478.0,10.93,89.07,3.59,0.0,1861.0,241.0,1620.0,18.0,7.0,1595.0,12.95,87.05,0.97,0.38,1863.0,298.0,1565.0,144.0,33.0,1388.0,16.0,84.0,7.73,1.77,2027.0,323.0,1704.0,27.0,7.0,1670.0,15.93,84.07,1.33,0.35,2024.0,380.0,1644.0,96.0,23.0,1525.0,18.77,81.23,4.74,1.14,2.72,13.39,42.21,5.57,1.1300000000000001,0.27,14.45,1.52,18.75,33.69,66.31,4.08,1.0,33.17,14.29,30.47,4.89,1.19,0.63,10.28,74.78,25.22,1.02,6.77,1.68,1.32,41.5,2.87,14.07,10.54,11.62,1.44,7.19,2629.0,1150.0,11.3069391,13.0,2.6626094,7.0,6.466337,17.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.1055371,1.046875,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69157,REM,1903.0,351.0,1552.0,28.0,0.0,1524.0,18.44,81.56,1.47,0.0,1903.0,363.0,1540.0,99.0,0.0,1441.0,19.08,80.92,5.2,0.0,2025.0,464.0,1561.0,31.0,7.0,1523.0,22.91,77.09,1.53,0.35,2025.0,520.0,1505.0,153.0,37.0,1315.0,25.68,74.32,7.56,1.83,3933.0,739.0,3194.0,58.0,12.0,3124.0,18.79,81.21,1.47,0.31,3931.0,823.0,3108.0,191.0,51.0,2866.0,20.94,79.06,4.86,1.3,1.38,22.24,31.43,6.76,1.25,0.39,11.61,3.67,21.26,40.32,59.68,6.89,0.65,22.39,25.54,22.65,4.07,1.77,1.05,14.97,61.83,38.17,1.05,6.08,2.85,1.25,31.85,3.71,26.98,6.82,13.51,1.34,4.55,5283.0,2420.0,7.0256281,17.0,4.9214461,26.0,4.7321598,25.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.1357183,6.0,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,3.2178686,17.0,1.4076726,2.3846154,2.2714367,12.0,0.0,0.0
69159,REM,637.0,71.0,566.0,7.0,0.0,559.0,11.15,88.85,1.1,0.0,637.0,73.0,564.0,37.0,0.0,527.0,11.46,88.54,5.81,0.0,2180.0,297.0,1883.0,41.0,12.0,1830.0,13.62,86.38,1.88,0.55,2181.0,364.0,1817.0,146.0,62.0,1609.0,16.69,83.31,6.69,2.84,3046.0,500.0,2546.0,41.0,13.0,2492.0,16.41,83.59,1.35,0.43,3046.0,571.0,2475.0,133.0,44.0,2298.0,18.75,81.25,4.37,1.44,2.15,20.39,35.06,8.77,1.25,0.0,11.63,1.61,19.14,35.48,64.52,5.9,1.2,26.78,26.12,21.37,5.08,1.42,1.42,10.71,60.78,39.22,0.6799999999999999,5.38,3.21,1.2,30.06,3.05,25.28,9.75,14.09,1.77,5.54,1703.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69160,FN,809.0,143.0,666.0,12.0,0.0,654.0,17.68,82.32,1.48,0.0,809.0,141.0,668.0,50.0,0.0,618.0,17.43,82.57,6.18,0.0,850.0,164.0,686.0,17.0,5.0,664.0,19.29,80.71,2.0,0.59,850.0,203.0,647.0,69.0,15.0,563.0,23.88,76.12,8.12,1.76,832.0,158.0,674.0,14.0,4.0,656.0,18.99,81.01,1.68,0.48,833.0,187.0,646.0,42.0,8.0,596.0,22.45,77.55,5.04,0.96,1.68,20.64,36.85,8.1,1.07,0.46,11.77,3.06,16.36,34.3,65.7,7.08,1.3499999999999999,21.39,25.0,20.48,5.57,2.71,1.81,14.61,55.06,44.94,1.22,5.03,2.59,1.37,27.29,5.34,28.35,10.06,14.33,1.22,3.2,1027.0,658.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69161,FN,396.0,78.0,318.0,7.0,0.0,311.0,19.7,80.3,1.77,0.0,396.0,79.0,317.0,31.0,0.0,286.0,19.95,80.05,7.83,0.0,389.0,68.0,321.0,10.0,3.0,308.0,17.48,82.52,2.57,0.77,389.0,69.0,320.0,34.0,11.0,275.0,17.74,82.26,8.74,2.83,402.0,102.0,300.0,5.0,1.0,294.0,25.37,74.63,1.24,0.25,400.0,95.0,305.0,18.0,4.0,283.0,23.75,76.25,4.5,1.0,2.25,31.19,35.05,5.47,1.28,0.32,8.36,3.22,12.86,29.02,70.98,7.47,1.62,22.08,37.34,12.34,3.57,1.9500000000000002,1.95,11.69,42.18,57.82,2.38,3.4,3.06,2.04,24.49,4.42,36.05,7.82,13.61,1.02,1.7,477.0,365.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69162,REM,965.0,117.0,848.0,17.0,0.0,831.0,12.12,87.88,1.76,0.0,967.0,129.0,838.0,53.0,0.0,785.0,13.34,86.66,5.48,0.0,1024.0,149.0,875.0,17.0,5.0,853.0,14.55,85.45,1.66,0.49,1024.0,192.0,832.0,81.0,16.0,735.0,18.75,81.25,7.91,1.56,1042.0,205.0,837.0,25.0,2.0,810.0,19.67,80.33,2.4,0.19,1040.0,222.0,818.0,46.0,10.0,762.0,21.35,78.65,4.42,0.96,1.93,20.22,35.14,6.98,2.41,0.24,15.76,4.45,12.88,31.21,68.79,6.1,1.29,26.26,23.21,24.85,5.39,1.29,1.64,9.96,63.27,36.73,0.99,6.17,3.09,1.36,35.06,5.31,21.85,9.88,11.73,0.62,3.95,1382.0,737.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.3546356,1.7640449
69163,REM,2213.0,338.0,1875.0,33.0,0.0,1842.0,15.27,84.73,1.49,0.0,2213.0,318.0,1895.0,112.0,0.0,1783.0,14.37,85.63,5.06,0.0,2356.0,399.0,1957.0,46.0,13.0,1898.0,16.94,83.06,1.95,0.55,2356.0,459.0,1897.0,178.0,42.0,1677.0,19.48,80.52,7.56,1.78,2570.0,437.0,2133.0,31.0,9.0,2093.0,17.0,83.0,1.21,0.35,2570.0,495.0,2075.0,107.0,29.0,1939.0,19.26,80.74,4.16,1.13,2.23,20.74,32.08,9.5,1.8499999999999999,0.27,11.56,2.01,19.76,38.03,61.97,6.11,1.32,20.71,28.35,22.34,4.74,1.32,0.58,14.54,58.44,41.56,1.1,4.16,2.91,1.67,27.23,2.63,27.66,9.17,16.63,1.62,5.21,3620.0,1488.0,12.7656421,19.0,6.6298343,24.0,7.4585635,27.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.1055371,1.046875,1.1839424,2.7266667,1.5184457,2.4964539,3.3149171,12.0,2.2099448,8.0,0.3546356,1.7640449
69164,FN,283.0,56.0,227.0,3.0,0.0,224.0,19.79,80.21,1.06,0.0,283.0,57.0,226.0,14.0,0.0,212.0,20.14,79.86,4.95,0.0,263.0,52.0,211.0,5.0,1.0,205.0,19.77,80.23,1.9,0.38,263.0,59.0,204.0,19.0,1.0,184.0,22.43,77.57,7.22,0.38,276.0,67.0,209.0,6.0,0.0,203.0,24.28,75.72,2.17,0.0,276.0,66.0,210.0,18.0,3.0,189.0,23.91,76.09,6.52,1.09,2.23,24.11,33.93,5.8,1.79,0.0,10.71,0.89,20.54,41.51,58.49,6.34,3.9,25.37,22.93,18.05,4.39,0.98,3.41,14.63,58.7,41.3,0.99,3.45,2.96,1.48,28.08,3.45,28.57,6.9,19.21,2.46,2.46,311.0,292.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0619796,2.4517766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2745888,2.6805556,0.0,0.0
69165,REM,837.0,107.0,730.0,17.0,0.0,713.0,12.78,87.22,2.03,0.0,837.0,103.0,734.0,52.0,0.0,682.0,12.31,87.69,6.21,0.0,855.0,128.0,727.0,21.0,2.0,704.0,14.97,85.03,2.46,0.23,855.0,175.0,680.0,90.0,12.0,578.0,20.47,79.53,10.53,1.4,801.0,118.0,683.0,16.0,5.0,662.0,14.73,85.27,2.0,0.62,801.0,145.0,656.0,49.0,8.0,599.0,18.1,81.9,6.12,1.0,2.1,21.32,36.33,8.56,2.0999999999999996,0.42,9.26,1.96,17.95,33.58,66.42,5.26,0.14,27.98,25.43,21.02,3.84,0.99,1.14,14.2,60.38,39.62,1.51,6.95,1.66,2.11,28.55,1.36,25.83,7.7,17.07,1.66,5.59,1159.0,548.0,5.1599952,2.6492537,3.5081804,3.3106061,6.9025022,8.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,0.0,0.0,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69166,REM,195.0,20.0,175.0,1.0,0.0,174.0,10.26,89.74,0.51,0.0,195.0,29.0,166.0,10.0,0.0,156.0,14.87,85.13,5.13,0.0,207.0,20.0,187.0,3.0,0.0,184.0,9.66,90.34,1.45,0.0,207.0,38.0,169.0,3.0,26.0,140.0,18.36,81.64,1.45,12.56,188.0,28.0,160.0,1.0,1.0,158.0,14.89,85.11,0.53,0.53,189.0,31.0,158.0,11.0,0.0,147.0,16.4,83.6,5.82,0.0,8.62,15.52,23.56,12.64,1.72,0.57,12.07,1.15,24.14,55.77,44.23,5.98,2.17,16.3,15.22,30.43,5.43,3.26,0.0,21.2,73.57,26.43,1.26,2.53,1.27,1.9,35.44,2.53,18.35,3.8,24.05,1.9,6.96,307.0,147.0,0.0,0.0,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69167,REM,411.0,50.0,361.0,7.0,0.0,354.0,12.17,87.83,1.7,0.0,411.0,51.0,360.0,14.0,0.0,346.0,12.41,87.59,3.41,0.0,422.0,54.0,368.0,5.0,2.0,361.0,12.8,87.2,1.18,0.47,422.0,71.0,351.0,30.0,12.0,309.0,16.82,83.18,7.11,2.84,457.0,62.0,395.0,6.0,0.0,389.0,13.57,86.43,1.31,0.0,457.0,76.0,381.0,29.0,7.0,345.0,16.63,83.37,6.35,1.53,3.95,23.16,33.33,9.32,0.8400000000000001,0.56,10.17,1.98,16.67,36.13,63.87,8.59,1.11,23.27,23.27,18.56,3.05,2.2199999999999998,0.83,19.11,65.05,34.95,0.77,4.37,2.31,1.8,31.88,3.6,19.54,9.77,20.57,0.51,4.88,588.0,259.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,0.0,0.0,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69168,REM,871.0,97.0,774.0,9.0,0.0,765.0,11.14,88.86,1.03,0.0,880.0,116.0,764.0,45.0,0.0,719.0,13.18,86.82,5.11,0.0,900.0,134.0,766.0,0.0,10.0,756.0,14.89,85.11,0.0,1.11,900.0,179.0,721.0,61.0,24.0,636.0,19.89,80.11,6.78,2.67,971.0,153.0,818.0,9.0,3.0,806.0,15.76,84.24,0.93,0.31,971.0,205.0,766.0,31.0,10.0,725.0,21.11,78.89,3.19,1.03,1.7,15.42,39.08,9.8,1.31,0.0,13.2,1.18,18.3,37.55,62.45,2.25,1.06,29.23,14.29,30.16,4.37,1.19,0.66,16.8,76.73,23.27,1.12,5.83,1.49,0.5,36.1,2.98,15.26,9.55,19.35,1.36,6.45,1546.0,646.0,5.1599952,2.6492537,6.4683053,10.0,7.7619664,12.0,0.0,0.0,5.8214748,9.0,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,12.9366106,20.0,1.4076726,2.3846154,10.996119,17.0,0.3546356,1.7640449
69169,FN,504.0,55.0,449.0,8.0,0.0,441.0,10.91,89.09,1.59,0.0,504.0,68.0,436.0,30.0,0.0,406.0,13.49,86.51,5.95,0.0,527.0,74.0,453.0,12.0,1.0,440.0,14.04,85.96,2.28,0.19,527.0,101.0,426.0,45.0,9.0,372.0,19.17,80.83,8.54,1.71,540.0,83.0,457.0,8.0,6.0,443.0,15.37,84.63,1.48,1.11,539.0,92.0,447.0,26.0,3.0,418.0,17.07,82.93,4.82,0.56,2.95,29.48,32.43,7.03,1.81,0.0,12.47,2.04,11.79,30.3,69.7,8.41,1.5899999999999999,27.05,28.86,18.41,4.09,1.3699999999999999,1.59,8.64,54.3,45.7,0.68,4.97,4.74,1.35,27.54,5.42,27.54,13.32,8.8,1.58,4.06,650.0,364.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,0.0,0.0,2.2745888,2.6805556,0.0,0.0
69170,REM,832.0,94.0,738.0,22.0,0.0,716.0,11.3,88.7,2.64,0.0,833.0,115.0,718.0,47.0,0.0,671.0,13.81,86.19,5.64,0.0,864.0,136.0,728.0,24.0,3.0,701.0,15.74,84.26,2.78,0.35,864.0,172.0,692.0,62.0,13.0,617.0,19.91,80.09,7.18,1.5,882.0,156.0,726.0,21.0,3.0,702.0,17.69,82.31,2.38,0.34,883.0,179.0,704.0,50.0,15.0,639.0,20.27,79.73,5.66,1.7,6.56,23.6,30.87,5.45,0.42000000000000004,0.42,12.85,1.82,18.02,32.64,67.36,6.85,1.1400000000000001,21.26,27.25,23.4,4.99,0.72,1.85,12.55,59.48,40.52,0.99,6.84,4.27,1.0,25.64,3.7,25.78,6.55,17.09,1.57,6.55,1167.0,520.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,0.0,0.0,1.9820933,3.0404624,0.0,0.0,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69171,REM,1601.0,290.0,1311.0,20.0,0.0,1291.0,18.11,81.89,1.25,0.0,1601.0,304.0,1297.0,73.0,0.0,1224.0,18.99,81.01,4.56,0.0,1513.0,304.0,1209.0,32.0,4.0,1173.0,20.09,79.91,2.12,0.26,1513.0,339.0,1174.0,115.0,30.0,1029.0,22.41,77.59,7.6,1.98,1700.0,364.0,1336.0,26.0,6.0,1304.0,21.41,78.59,1.53,0.35,1700.0,444.0,1256.0,97.0,26.0,1133.0,26.12,73.88,5.71,1.53,2.56,18.05,24.79,12.08,1.6199999999999999,0.54,10.53,2.63,27.19,52.53,47.47,7.25,2.1399999999999997,15.77,19.78,23.79,7.5,1.3599999999999999,1.45,20.97,67.06,32.94,1.07,4.45,2.3,2.45,25.69,2.45,22.32,7.82,23.08,1.61,6.75,2568.0,1218.0,5.1599952,2.6492537,7.3987539,19.0,5.8411215,15.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9470405,5.0,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.9470405,5.0,1.4076726,2.3846154,2.3364486,6.0,0.3546356,1.7640449
