id_commune;annee;insee_pop;insee_log
69136;2024;3212;1312
69137;2016;491;196
69137;2017;502;204
69137;2018;507;203
69137;2019;516;204
69137;2020;534;209
69137;2021;532;212
69137;2022;530;212
69137;2023;530;212
69137;2024;530;212
69138;2016;457;228
69138;2017;456;229
69138;2018;452;230
69138;2019;445;228
69138;2020;445;228
69138;2021;446;229
69138;2022;447;229
69138;2023;447;229
69138;2024;447;229
69139;2016;1392;728
69139;2017;1385;728
69139;2018;1379;728
69139;2019;1378;731
69139;2020;1379;734
69139;2021;1386;738
69139;2022;1393;738
69139;2023;1393;738
69139;2024;1393;738
69140;2016;1975;835
69140;2017;1970;837
69140;2018;2005;856
69140;2019;1995;856
69140;2020;2086;899
69140;2021;2176;942
69140;2022;2267;942
69140;2023;2267;942
69140;2024;2267;942
69141;2016;5725;2559
69141;2017;5938;2687
69141;2018;6050;2778
69141;2019;6144;2815
69141;2020;6238;2851
69141;2021;6274;2889
69141;2022;6261;2889
69141;2023;6261;2889
69141;2024;6261;2889
69142;2016;6320;3463
69142;2017;6334;3460
69142;2018;6431;3633
69142;2019;6524;3672
69142;2020;6617;3710
69142;2021;6595;3721
69142;2022;6554;3721
69142;2023;6554;3721
69142;2024;6554;3721
69143;2016;7435;3764
69143;2017;7514;3835
69143;2018;7560;3889
69143;2019;7562;3921
69143;2020;7635;4039
69143;2021;7721;4157
69143;2022;7807;4157
69143;2023;7807;4157
69143;2024;7807;4157
69145;2016;930;424
69145;2017;927;432
69145;2018;924;438
69145;2019;921;444
69145;2020;932;449
69145;2021;938;451
69145;2022;943;451
69145;2023;943;451
69145;2024;943;451
69148;2016;2408;1029
69148;2017;2444;1049
69148;2018;2448;1054
69148;2019;2541;1099
69148;2020;2549;1107
69148;2021;2590;1134
69148;2022;2633;1134
69148;2023;2633;1134
69148;2024;2633;1134
69149;2016;37005;18573
69149;2017;36663;18699
69149;2018;37044;18820
69149;2019;36950;19005
69149;2020;37502;19146
69149;2021;37628;19347
69149;2022;37928;19347
69149;2023;37928;19347
69149;2024;37928;19347
69151;2016;1566;664
69151;2017;1587;671
69151;2018;1555;692
69151;2019;1524;680
69151;2020;1492;668
69151;2021;1488;672
69151;2022;1496;672
69151;2023;1496;672
69151;2024;1496;672
69153;2016;1297;429
69153;2017;1332;449
69153;2018;1355;458
69153;2019;1377;456
69153;2020;1400;455
69153;2021;1403;460
69153;2022;1394;460
69153;2023;1394;460
69153;2024;1394;460
69154;2016;2512;972
69154;2017;2637;1022
69154;2018;2761;1071
69154;2019;2845;1108
69154;2020;2868;1119
69154;2021;2974;1165
69154;2022;2966;1165
69154;2023;2966;1165
69154;2024;2966;1165
69155;2016;1145;470
69155;2017;1145;473
69155;2018;1141;474
69155;2019;1132;473
