id_commune,target_macron_wins_2022_t2,abstentions_2017_t1,abstentions_2017_t2,blancs_2017_t1,blancs_2017_t2,exprimes_2017_t1,exprimes_2017_t2,inscrits_2017_t1,inscrits_2017_t2,insee_log_2021,insee_log_2022,insee_pop_2021,insee_pop_2022,nuls_2017_t1,nuls_2017_t2,pct_abs_ins_2017_t1,pct_abs_ins_2017_t2,pct_blancs_ins_2017_t1,pct_blancs_ins_2017_t2,pct_nuls_ins_2017_t1,pct_nuls_ins_2017_t2,pct_vot_ins_2017_t1,pct_vot_ins_2017_t2,sec_rate_cambriolages_de_logement_2021,sec_rate_cambriolages_de_logement_2022,sec_rate_destructions_et_degradations_volontaires_2021,sec_rate_destructions_et_degradations_volontaires_2022,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2021,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2022,sec_rate_trafic_de_stupefiants_2021,sec_rate_trafic_de_stupefiants_2022,sec_rate_usage_de_stupefiants_2021,sec_rate_usage_de_stupefiants_2022,sec_rate_usage_de_stupefiants_afd_2021,sec_rate_usage_de_stupefiants_afd_2022,sec_rate_violences_physiques_hors_cadre_familial_2021,sec_rate_violences_physiques_hors_cadre_familial_2022,sec_rate_violences_physiques_intrafamiliales_2021,sec_rate_violences_physiques_intrafamiliales_2022,sec_rate_violences_sexuelles_2021,sec_rate_violences_sexuelles_2022,sec_rate_vols_avec_armes_2021,sec_rate_vols_avec_armes_2022,sec_rate_vols_d_accessoires_sur_vehicules_2021,sec_rate_vols_d_accessoires_sur_vehicules_2022,sec_rate_vols_dans_les_vehicules_2021,sec_rate_vols_dans_les_vehicules_2022,sec_rate_vols_de_vehicule_2021,sec_rate_vols_de_vehicule_2022,sec_rate_vols_sans_violence_contre_des_personnes_2021,sec_rate_vols_sans_violence_contre_des_personnes_2022,sec_rate_vols_violents_sans_arme_2021,sec_rate_vols_violents_sans_arme_2022,share_arthaud_2017_t1,share_asselineau_2017_t1,share_cheminade_2017_t1,share_dupont_aignan_2017_t1,share_fillon_2017_t1,share_hamon_2017_t1,share_lassalle_2017_t1,share_le_pen_2017_t1,share_le_pen_2017_t2,share_macron_2017_t1,share_macron_2017_t2,share_melenchon_2017_t1,share_poutou_2017_t1,votants_2017_t1,votants_2017_t2
69-067,1,130.0,168.0,9.0,57.0,723.0,620.0,866.0,866.0,589.0,589.0,1172.0,1178.0,4.0,21.0,15.01,19.4,1.04,6.58,0.46,2.42,84.99,80.6,5.4772311,5.1599952,5.1194539,7.6400679,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.83,0.69,0.28,8.44,26.42,3.73,1.66,26.69,41.13,17.57,58.87,13.0,0.69,736.0,698.0
69-068,1,340.0,375.0,25.0,120.0,1409.0,1256.0,1782.0,1782.0,1142.0,1142.0,2452.0,2541.0,8.0,31.0,19.08,21.04,1.4,6.73,0.45,1.74,80.92,78.96,9.6347572,7.0070961,7.3409462,4.3290043,4.0783034,4.3290043,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,4.0783034,2.3612751,0.9771534,1.0619796,0.1021803,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,5.7096248,6.6902794,0.2640282,0.3546356,0.85,0.71,0.07,3.48,25.98,7.88,0.85,13.06,25.72,25.98,74.28,20.79,0.35,1442.0,1407.0
69-069,1,1445.0,1721.0,88.0,507.0,6400.0,5579.0,7961.0,7961.0,5707.0,5707.0,11903.0,12170.0,28.0,154.0,18.15,21.62,1.11,6.37,0.35,1.93,81.85,78.38,7.358978,6.3076954,6.3009325,7.5595727,5.8808704,6.1626952,0.2719703,0.3375502,3.3604974,3.1224322,2.6883979,2.3007395,2.2683357,1.232539,1.5962362,1.9720624,1.5962362,1.1503698,0.1021803,0.1055371,1.0621681,1.1839424,1.932286,1.3147083,0.8401243,2.3829088,5.040746,6.409203,0.2640282,0.3546356,0.34,0.97,0.12,5.5,27.08,5.67,0.61,16.33,26.98,28.44,73.02,14.17,0.77,6516.0,6240.0
69-070,0,145.0,171.0,10.0,76.0,727.0,631.0,898.0,897.0,692.0,692.0,1327.0,1357.0,16.0,19.0,16.15,19.06,1.11,8.47,1.78,2.12,83.85,80.94,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.1584377,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.14,1.65,0.28,6.74,19.81,3.3,1.93,31.91,49.6,17.88,50.4,15.82,0.55,753.0,726.0
69-071,1,140.0,165.0,7.0,53.0,700.0,608.0,848.0,840.0,496.0,496.0,1179.0,1186.0,1.0,14.0,16.51,19.64,0.83,6.31,0.12,1.67,83.49,80.36,10.0839183,10.0839183,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.3546356,0.57,1.43,0.14,4.71,30.14,6.29,0.43,12.29,23.03,26.86,76.97,16.43,0.71,708.0,675.0
69-072,1,1210.0,1447.0,53.0,400.0,5207.0,4528.0,6492.0,6487.0,3911.0,3911.0,8828.0,8980.0,22.0,112.0,18.64,22.31,0.82,6.17,0.34,1.73,81.36,77.69,7.6697235,11.2489278,9.9682827,7.4610245,9.401903,9.3541203,0.2719703,0.3375502,3.6248301,6.013363,3.2850023,5.233853,3.1717263,1.6703786,3.6248301,3.3407572,2.0389669,1.8930958,0.1021803,0.1055371,2.4920707,3.4521158,8.4956955,6.7928731,0.9062075,3.8975501,8.1558677,13.6971047,0.2640282,0.3546356,0.25,0.69,0.13,4.55,38.28,4.71,0.61,11.29,21.4,28.92,78.6,10.1,0.46,5282.0,5040.0
69-074,1,144.0,175.0,9.0,88.0,975.0,851.0,1129.0,1129.0,707.0,707.0,1564.0,1574.0,1.0,15.0,12.75,15.5,0.8,7.79,0.09,1.33,87.25,84.5,5.4772311,14.1445926,3.4469802,3.5081804,4.6269327,3.1766201,0.0,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.0,0.82,0.21,6.36,29.03,4.51,0.92,19.38,33.02,24.51,66.98,13.54,0.72,985.0,954.0
69-075,0,13.0,21.0,3.0,6.0,110.0,99.0,126.0,126.0,88.0,88.0,194.0,196.0,0.0,0.0,10.32,16.67,2.38,4.76,0.0,0.0,89.68,83.33,0.0,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.0,2.73,0.0,11.82,17.27,4.55,0.91,33.64,54.55,19.09,45.45,9.09,0.91,113.0,105.0
69-076,1,300.0,395.0,28.0,166.0,1847.0,1588.0,2178.0,2178.0,1083.0,1083.0,2519.0,2607.0,3.0,29.0,13.77,18.14,1.29,7.62,0.14,1.33,86.23,81.86,29.5576029,18.4735018,3.1758634,3.5081804,5.9547439,6.1373226,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,3.5728464,1.9179133,0.2640282,0.3546356,0.16,0.54,0.0,4.71,41.15,3.9,0.6,14.67,28.34,25.93,71.66,8.01,0.32,1878.0,1783.0
69-077,0,100.0,128.0,15.0,49.0,567.0,496.0,686.0,686.0,435.0,435.0,1106.0,1178.0,4.0,13.0,14.58,18.66,2.19,7.14,0.58,1.9,85.42,81.34,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,12.6582278,16.1290323,13.562387,20.3735144,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.35,0.71,0.35,7.05,18.17,4.23,0.71,41.27,59.07,14.46,40.93,12.17,0.53,586.0,558.0
69-078,1,68.0,97.0,14.0,30.0,492.0,444.0,577.0,577.0,372.0,372.0,840.0,842.0,3.0,6.0,11.79,16.81,2.43,5.2,0.52,1.04,88.21,83.19,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,0.0,0.0,0.0,0.9771534,1.0619796,0.0,0.0,1.0621681,0.0,0.0,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.61,1.22,0.41,12.4,19.72,4.47,1.02,26.22,34.91,19.51,65.09,13.21,1.22,509.0,480.0
69-080,0,177.0,212.0,30.0,98.0,1026.0,907.0,1235.0,1235.0,765.0,765.0,1927.0,1940.0,2.0,18.0,14.33,17.17,2.43,7.94,0.16,1.46,85.67,82.83,22.2131371,11.7598961,3.4469802,3.0927835,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.88,1.07,0.1,6.73,17.15,4.09,1.36,30.51,44.76,21.64,55.24,16.08,0.39,1058.0,1023.0
69-081,1,3709.0,4254.0,97.0,755.0,9689.0,8292.0,13518.0,13521.0,9034.0,9034.0,18361.0,18019.0,23.0,220.0,27.44,31.46,0.72,5.58,0.17,1.63,72.56,68.54,11.1804841,11.1804841,5.2284734,5.0502248,4.9561571,5.3277096,0.2719703,0.3375502,0.9803388,0.6104667,0.5446326,0.2774849,1.4705081,1.6094123,1.851751,1.9978911,0.7080224,1.0544425,0.1021803,0.1055371,1.6883612,2.219879,4.9016938,5.6606915,2.0696041,2.1088851,9.1498284,8.1580554,0.3812429,1.2209335,0.21,0.75,0.13,3.12,43.77,3.43,0.54,9.99,20.45,26.79,79.55,10.91,0.36,9809.0,9267.0
69-082,1,15.0,31.0,2.0,31.0,185.0,139.0,202.0,202.0,154.0,154.0,281.0,278.0,0.0,1.0,7.43,15.35,0.99,15.35,0.0,0.5,92.57,84.65,0.0,0.0,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9820933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0730405,2.2745888,0.0,0.0,0.0,0.54,0.0,5.95,31.89,5.41,1.08,23.78,46.04,20.0,53.96,10.81,0.54,187.0,171.0
69-083,1,105.0,143.0,8.0,59.0,737.0,635.0,852.0,852.0,471.0,471.0,1169.0,1169.0,2.0,15.0,12.32,16.78,0.94,6.92,0.23,1.76,87.68,83.22,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.95,0.54,0.0,5.97,24.56,5.29,1.22,17.37,27.56,28.09,72.44,14.79,1.22,747.0,709.0
69-084,1,165.0,180.0,23.0,72.0,783.0,703.0,974.0,974.0,768.0,768.0,1320.0,1351.0,3.0,19.0,16.94,18.48,2.36,7.39,0.31,1.95,83.06,81.52,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.77,0.26,0.51,7.15,27.84,4.47,1.79,27.08,39.69,22.35,60.31,7.02,0.77,809.0,794.0
69-085,1,153.0,157.0,11.0,84.0,866.0,772.0,1034.0,1034.0,645.0,645.0,1501.0,1549.0,4.0,21.0,14.8,15.18,1.06,8.12,0.39,2.03,85.2,84.82,5.4772311,5.1599952,5.3297801,3.5081804,4.6269327,10.9748225,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,0.0,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,3.3311126,9.0380891,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.35,1.04,0.0,3.0,31.64,6.0,1.04,13.86,23.45,26.67,76.55,14.9,1.5,881.0,877.0
69-086,1,281.0,308.0,21.0,120.0,1503.0,1353.0,1808.0,1808.0,1003.0,1003.0,2287.0,2299.0,3.0,27.0,15.54,17.04,1.16,6.64,0.17,1.49,84.46,82.96,5.9841462,15.9577231,3.0607783,4.784689,6.5588107,6.0896042,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,7.4333188,2.1748586,0.0,0.3546356,0.27,1.4,0.2,4.79,25.15,6.19,0.33,19.1,30.67,27.61,69.33,14.57,0.4,1527.0,1500.0
69-087,1,338.0,413.0,19.0,142.0,1920.0,1707.0,2284.0,2284.0,1213.0,1213.0,3043.0,3070.0,7.0,22.0,14.8,18.08,0.83,6.22,0.31,0.96,85.2,81.92,8.2447475,8.2447475,6.5724614,11.7263844,3.6148538,4.5602606,0.2719703,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,4.2720999,4.5602606,0.2640282,0.3546356,0.26,0.83,0.05,3.91,32.4,6.09,0.47,10.42,19.92,31.3,80.08,13.85,0.42,1946.0,1871.0
69-088,1,1062.0,1260.0,55.0,287.0,3631.0,3156.0,4768.0,4768.0,3543.0,3543.0,7047.0,7005.0,20.0,65.0,22.27,26.43,1.15,6.02,0.42,1.36,77.73,73.57,4.2334727,5.9268618,10.6428267,11.1349036,6.385696,8.2798001,0.2719703,0.3375502,1.5609479,2.1413276,1.2771392,1.1420414,2.2704697,2.7123483,2.1285653,2.8551035,0.9771534,1.0619796,0.1021803,0.1055371,1.4190436,1.7130621,8.6561657,6.2812277,1.8447566,4.1399001,4.9666525,7.8515346,0.2640282,0.3546356,0.41,1.27,0.14,5.29,24.9,5.15,0.72,16.69,27.76,27.87,72.24,16.91,0.66,3706.0,3508.0
69-089,1,1623.0,1785.0,129.0,611.0,7750.0,6947.0,9523.0,9521.0,6565.0,6565.0,15204.0,15664.0,21.0,178.0,17.04,18.75,1.35,6.42,0.22,1.87,82.96,81.25,6.702395,6.8547221,5.3275454,6.3202247,5.8537227,6.1287028,0.2719703,0.3375502,3.0255196,3.4473953,2.5651144,3.0643514,1.0523546,1.0214505,1.3812155,1.468335,0.9771534,0.8299285,0.1021803,0.1055371,1.5127598,1.0852911,1.7758485,2.6813075,1.7100763,2.4259448,5.7221784,8.6184883,0.2640282,0.3546356,0.41,0.74,0.15,4.45,27.6,6.41,0.79,11.82,20.47,31.78,79.53,15.16,0.68,7900.0,7736.0
69-090,1,124.0,134.0,11.0,49.0,502.0,448.0,640.0,640.0,364.0,364.0,873.0,905.0,3.0,9.0,19.38,20.94,1.72,7.66,0.47,1.41,80.62,79.06,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,1.0,0.4,0.0,6.77,23.9,6.37,0.8,23.11,37.5,23.11,62.5,13.35,1.2,516.0,506.0
69-091,1,3986.0,4229.0,121.0,495.0,7037.0,5750.0,11196.0,11193.0,9114.0,9114.0,20654.0,20943.0,52.0,719.0,35.6,37.78,1.08,4.42,0.46,6.42,64.4,62.22,8.2292769,6.4736978,13.8471967,12.7966385,4.9869275,5.0136084,0.2719703,0.7162298,7.4077661,9.4542329,5.519512,7.257795,5.6647623,5.6820895,4.5027598,5.8253354,1.5009199,1.7667001,0.1021803,0.1055371,2.324005,1.7667001,6.4394306,5.9208327,4.3575094,4.3928759,9.8770214,11.220933,1.4040864,0.7639784,0.68,1.88,0.17,2.97,9.17,5.33,0.75,22.14,31.69,19.45,68.31,36.35,1.11,7210.0,6964.0
69-092,1,1353.0,1570.0,60.0,351.0,4139.0,3543.0,5572.0,5572.0,3533.0,3533.0,7614.0,7824.0,20.0,108.0,24.28,28.18,1.08,6.3,0.36,1.94,75.72,71.82,10.7572128,12.1726355,6.3041765,5.7515337,6.8295246,5.3680982,0.2719703,0.3375502,1.4447071,1.4059305,1.1494177,1.7948427,3.0207512,3.3231084,1.8387182,2.5562372,1.8387182,1.1503067,0.1021803,0.1055371,1.4447071,1.0224949,2.1013922,2.5562372,1.8387182,2.3006135,4.7281324,6.390593,0.2640282,0.3546356,0.6,1.01,0.22,4.76,25.25,5.68,0.89,20.39,33.25,23.73,66.75,16.57,0.89,4219.0,4002.0
69-093,1,161.0,179.0,24.0,53.0,581.0,518.0,766.0,766.0,671.0,671.0,1198.0,1212.0,0.0,16.0,21.02,23.37,3.13,6.92,0.0,2.09,78.98,76.63,5.4772311,5.1599952,3.4469802,7.4257426,5.8430718,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,0.0,1.4076726,2.0730405,2.2745888,0.0,0.0,1.03,0.86,0.34,9.47,24.61,4.48,0.69,20.14,35.91,18.42,64.09,18.59,1.38,605.0,587.0
69-094,1,628.0,754.0,44.0,283.0,3285.0,2882.0,3978.0,3981.0,2802.0,2802.0,6094.0,6284.0,21.0,62.0,15.79,18.94,1.11,7.11,0.53,1.56,84.21,81.06,9.2804654,10.3512884,5.2510666,6.683641,5.7433541,6.2062381,0.2719703,0.3375502,1.3127667,1.4322088,1.1494177,1.7948427,1.448111,3.8192234,1.3127667,3.0235519,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,0.8204792,0.7956715,4.5946833,4.4557607,0.2640282,0.3546356,0.33,1.25,0.09,5.81,27.06,5.57,0.61,17.14,30.12,28.22,69.88,13.46,0.46,3350.0,3227.0
69-095,1,74.0,101.0,11.0,48.0,506.0,433.0,597.0,597.0,386.0,386.0,829.0,831.0,6.0,15.0,12.4,16.92,1.84,8.04,1.01,2.51,87.6,83.08,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.2,1.19,0.2,12.45,17.59,4.35,2.17,24.11,40.18,20.55,59.82,17.0,0.2,523.0,496.0
69-096,1,1720.0,1860.0,85.0,386.0,4189.0,3625.0,6024.0,6025.0,4258.0,4258.0,9851.0,9941.0,30.0,154.0,28.55,30.87,1.41,6.41,0.5,2.56,71.45,69.13,6.8101504,5.6359865,8.324028,7.9468866,6.1922647,6.0356101,0.2719703,0.3375502,1.1568634,5.1302686,1.1494177,1.7948427,2.639326,3.1183986,3.1468886,1.9112765,1.0151254,1.005935,0.1021803,0.1055371,2.0302507,2.01187,3.4514263,3.7219596,2.5378134,2.01187,3.7559639,4.0237401,0.2640282,0.3546356,0.84,1.41,0.19,4.58,10.98,5.44,0.76,24.04,35.94,20.74,64.06,29.72,1.29,4304.0,4165.0
69-097,0,120.0,132.0,12.0,43.0,496.0,451.0,632.0,632.0,321.0,321.0,756.0,739.0,4.0,6.0,18.99,20.89,1.9,6.8,0.63,0.95,81.01,79.11,24.955211,24.955211,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.0,0.81,0.6,0.0,3.83,16.13,5.65,0.4,32.06,47.01,23.59,52.99,15.52,1.41,512.0,500.0
69-098,0,48.0,63.0,3.0,29.0,254.0,208.0,306.0,306.0,223.0,223.0,488.0,481.0,1.0,6.0,15.69,20.59,0.98,9.48,0.33,1.96,84.31,79.41,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,0.0,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,0.0,0.0,1.3269747,1.4076726,0.0,2.2745888,0.0,0.0,0.39,0.39,0.0,10.24,19.29,3.15,0.79,35.83,57.69,9.45,42.31,20.08,0.39,258.0,243.0
69-099,0,176.0,196.0,27.0,69.0,777.0,703.0,984.0,984.0,700.0,700.0,1431.0,1425.0,4.0,16.0,17.89,19.92,2.74,7.01,0.41,1.63,82.11,80.08,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.51,1.42,0.26,10.42,17.63,3.73,1.16,30.76,47.51,19.05,52.49,14.16,0.9,808.0,788.0
69-100,1,1266.0,1477.0,98.0,453.0,4976.0,4343.0,6366.0,6366.0,3821.0,3821.0,8867.0,8909.0,26.0,93.0,19.89,23.2,1.54,7.12,0.41,1.46,80.11,76.8,4.7109412,9.9453202,10.1499944,10.326636,7.8944401,6.1735324,0.2719703,0.3375502,1.1568634,2.469413,1.1494177,1.7948427,1.1277772,1.7959367,2.368332,2.469413,1.1277772,1.1224604,0.1021803,0.1055371,3.3833315,1.7959367,4.2855532,7.0715007,2.7066652,3.2551353,6.9922183,4.0408576,0.2640282,0.3546356,0.66,0.92,0.2,5.25,20.04,6.07,0.72,20.56,31.98,25.96,68.02,18.89,0.72,5100.0,4889.0
69-102,0,86.0,106.0,17.0,54.0,424.0,360.0,533.0,533.0,327.0,327.0,751.0,753.0,6.0,13.0,16.14,19.89,3.19,10.13,1.13,2.44,83.86,80.11,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.1055371,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,1.18,1.18,0.24,6.84,13.44,5.42,2.83,28.3,43.61,20.05,56.39,19.34,1.18,447.0,427.0
69-103,1,113.0,138.0,14.0,58.0,580.0,507.0,712.0,712.0,496.0,496.0,885.0,883.0,5.0,9.0,15.87,19.38,1.97,8.15,0.7,1.26,84.13,80.62,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,7.9275198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,1.6599958,1.9820933,0.0,0.0,0.0,0.0,0.0,1.1839424,0.0,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.52,0.52,0.52,4.48,24.66,4.66,1.03,19.83,32.35,28.62,67.65,13.79,1.38,599.0,574.0
69-104,1,50.0,79.0,6.0,33.0,279.0,216.0,338.0,338.0,282.0,282.0,475.0,496.0,3.0,10.0,14.79,23.37,1.78,9.76,0.89,2.96,85.21,76.63,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,0.0,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,0.0,0.0,2.0730405,2.2745888,0.0,0.0,1.08,1.08,0.0,6.45,25.09,6.09,1.79,27.24,50.0,12.9,50.0,16.85,1.43,288.0,259.0
69-105,1,94.0,103.0,16.0,58.0,611.0,547.0,724.0,724.0,475.0,475.0,1027.0,1029.0,3.0,16.0,12.98,14.23,2.21,8.01,0.41,2.21,87.02,85.77,5.4772311,5.1599952,6.8159688,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,0.0,1.6599958,1.9820933,0.0,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.49,0.98,0.65,5.24,27.66,3.76,0.98,23.08,36.2,23.9,63.8,12.77,0.49,630.0,621.0
69-106,1,93.0,115.0,0.0,67.0,730.0,639.0,834.0,834.0,501.0,501.0,1264.0,1334.0,11.0,13.0,11.15,13.79,0.0,8.03,1.32,1.56,88.85,86.21,13.9739846,5.1599952,3.4469802,3.5081804,4.6269327,4.4977511,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.0,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.14,0.41,0.0,4.66,33.15,4.25,0.27,19.73,35.68,26.85,64.32,10.0,0.55,741.0,719.0
69-107,0,137.0,155.0,16.0,70.0,584.0,509.0,744.0,744.0,556.0,556.0,1055.0,1051.0,7.0,10.0,18.41,20.83,2.15,9.41,0.94,1.34,81.59,79.17,5.4772311,5.1599952,3.4469802,10.4662226,4.6269327,5.0485131,0.2719703,0.3375502,0.0,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,5.6872038,2.2745888,0.0,0.0,1.2,1.03,0.68,8.05,19.52,4.45,1.37,26.54,44.6,20.21,55.4,16.61,0.34,607.0,589.0
69-108,1,96.0,127.0,8.0,49.0,571.0,493.0,675.0,675.0,498.0,498.0,1062.0,1082.0,0.0,6.0,14.22,18.81,1.19,7.26,0.0,0.89,85.78,81.19,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.7,1.58,0.18,5.6,18.91,5.43,0.53,30.12,43.41,21.54,56.59,14.71,0.7,579.0,548.0
