id_commune;id_year;nb_menages_fiscaux;nb_personnes_menages_fiscaux;mediane_niveau_vie_euros;pct_menages_imposables
69083;2014;428.0;1146.5;26369.6153846154;
69083;2015;423.0;1138.0;26731.3333333333;
69083;2016;419.0;1120.0;27449.0;
69083;2017;426.0;1138.0;27510.0;
69083;2018;425.0;1126.0;29000.0;
69083;2019;431.0;1130.0;29560.0;
69083;2020;446.0;1159.0;29070.0;
69083;2021;445.0;1158.0;30290.0;
69084;2014;538.0;1234.5;19827.1428571429;
69084;2015;535.0;1221.5;20493.75;
69084;2016;542.0;1253.5;20730.0;
69084;2017;543.0;1264.0;21250.0;
69084;2018;547.0;1242.0;22620.0;
69084;2019;569.0;1257.0;22460.0;
69084;2020;567.0;1240.0;22750.0;
69084;2021;562.0;1217.0;24350.0;
69085;2014;532.0;1440.0;27262.0833333333;
69085;2015;543.0;1483.0;27554.4;
69085;2016;537.0;1415.0;27482.0;
69085;2017;543.0;1419.0;27880.0;
69085;2018;553.0;1444.0;29390.0;
69085;2019;549.0;1416.0;29410.0;
69085;2020;559.0;1452.0;29320.0;
69085;2021;567.0;1462.0;31110.0;
69086;2014;892.0;2416.0;26020.0;76.0
69086;2015;910.0;2450.0;25984.6666666667;71.0
69086;2016;912.0;2427.5;26749.1304347826;69.0
69086;2017;914.0;2435.0;26980.0;70.0
69086;2018;921.0;2428.0;28310.0;70.0
69086;2019;928.0;2444.0;28780.0;77.0
69086;2020;945.0;2431.0;29120.0;73.0
69086;2021;977.0;2485.0;29780.0;75.0
69087;2014;1023.0;2814.5;29234.0;78.0
69087;2015;1038.0;2848.5;29947.0;74.0
69087;2016;1061.0;2858.5;29790.4347826087;73.0
69087;2017;1078.0;2853.0;30570.0;73.0
69087;2018;1070.0;2811.0;31890.0;73.0
69087;2019;1064.0;2749.0;32000.0;77.0
69087;2020;1094.0;2852.0;33010.0;72.0
69087;2021;1125.0;2870.0;34190.0;73.0
69088;2014;3050.0;7023.5;22402.0;66.0
69088;2015;3156.0;7187.5;22600.9523809524;64.0
69088;2016;3152.0;7147.0;22758.0;60.0
69088;2017;3103.0;7017.0;23160.0;61.0
69088;2018;3136.0;7005.0;23940.0;61.0
69088;2019;3200.0;7096.0;23890.0;66.0
69088;2020;3242.0;7175.0;24630.0;59.0
69088;2021;3255.0;7239.0;25230.0;62.0
69089;2014;5434.0;13748.5;24905.0;74.0
69089;2015;5520.0;13913.0;25283.3333333333;72.0
69089;2016;5582.0;13826.0;25696.0869565217;69.0
69089;2017;5658.0;14018.0;25960.0;69.0
69089;2018;5804.0;14138.0;26710.0;69.0
69089;2019;5942.0;14385.0;26850.0;74.0
69089;2020;5958.0;14358.0;27440.0;67.0
69089;2021;6046.0;14457.0;28120.0;69.0
69090;2014;306.0;847.0;25429.0476190476;
69090;2015;309.0;840.0;25581.6666666667;
69090;2016;307.0;820.5;26619.0476190476;
69090;2017;311.0;841.0;25630.0;
69090;2018;307.0;815.0;27020.0;
69090;2019;314.0;829.0;26480.0;
69090;2020;320.0;842.0;27290.0;
69090;2021;336.0;887.0;27540.0;
69091;2014;7728.0;19311.0;16580.4;43.0
69091;2015;7733.0;19419.5;16579.0476190476;40.0
69091;2016;7641.0;19237.5;16650.7407407407;36.0
69091;2017;7548.0;18886.0;16790.0;36.0
69091;2018;7715.0;19238.0;17120.0;35.0
69091;2019;7979.0;19830.0;17180.0;43.0
69091;2020;8082.0;20060.0;17680.0;35.0
69091;2021;8021.0;19748.0;18160.0;37.0
69092;2014;3046.0;7580.0;20428.75;59.0
69092;2015;3036.0;7522.5;20903.6666666667;56.0
69092;2016;3047.0;7550.5;21165.2;51.0
69092;2017;3017.0;7414.0;21840.0;52.0
69092;2018;3037.0;7550.0;22020.0;51.0
69092;2019;3036.0;7485.0;22280.0;57.0
69092;2020;3081.0;7466.0;22740.0;51.0
69092;2021;3131.0;7494.0;23660.0;53.0
69093;2014;482.0;1059.0;19777.0;
69093;2015;494.0;1059.5;19336.6666666667;
69093;2016;485.0;1057.5;19517.1428571429;
69093;2017;487.0;1061.0;19480.0;
69093;2018;499.0;1084.0;19830.0;
69093;2019;508.0;1115.0;20210.0;
69093;2020;511.0;1100.0;20410.0;
69093;2021;514.0;1114.0;21580.0;
69094;2014;2255.0;5654.5;24928.3333333333;73.0
69094;2015;2315.0;5771.0;25281.0;71.0
69094;2016;2370.0;5912.0;25606.0;67.0
69094;2017;2435.0;6046.0;25380.0;67.0
69094;2018;2513.0;6193.0;25940.0;66.0
69094;2019;2566.0;6280.0;26040.0;72.0
69094;2020;2627.0;6460.0;26740.0;65.0
69094;2021;2653.0;6513.0;27230.0;67.0
69095;2014;315.0;828.0;20055.8333333333;
69095;2015;326.0;839.5;19968.6666666667;
69095;2016;323.0;838.0;20783.3333333333;
69095;2017;315.0;815.0;21120.0;
69095;2018;305.0;790.0;21040.0;
69095;2019;313.0;794.0;21360.0;
69095;2020;325.0;810.0;22390.0;
69095;2021;322.0;806.0;22700.0;
69096;2014;3818.0;9588.0;19253.5;56.0
69096;2015;3821.0;9665.0;19560.8;52.0
69096;2016;3832.0;9666.0;19506.1904761905;48.0
69096;2017;3691.0;9278.0;19900.0;48.0
69096;2018;3728.0;9327.0;20370.0;48.0
69096;2019;3853.0;9509.0;20500.0;56.0
69096;2020;3870.0;9501.0;21100.0;48.0
69096;2021;3896.0;9463.0;21900.0;51.0
69097;2014;303.0;827.0;21592.3076923077;
69097;2015;298.0;806.5;21886.6666666667;
69097;2016;299.0;802.5;22207.0;
69097;2017;289.0;769.0;22350.0;
69097;2018;294.0;780.0;22700.0;
69097;2019;295.0;741.0;23600.0;
69097;2020;297.0;749.0;24250.0;
69097;2021;292.0;733.0;25590.0;
69098;2014;172.0;487.5;19114.0;
69098;2015;174.0;482.5;19611.3333333333;
69098;2016;173.0;473.0;19988.0;
69098;2017;170.0;449.0;19980.0;
69098;2018;169.0;452.0;21260.0;
69098;2019;170.0;441.0;21830.0;
69098;2020;177.0;451.0;21230.0;
69098;2021;189.0;460.0;22970.0;
69099;2014;532.0;1338.5;19533.0;
69099;2015;542.0;1342.5;19498.8;
69099;2016;533.0;1312.0;19545.5;
69099;2017;530.0;1297.0;20200.0;
69099;2018;534.0;1283.0;21090.0;
69099;2019;540.0;1290.0;21180.0;
69099;2020;555.0;1313.0;22590.0;
69099;2021;563.0;1336.0;22560.0;
69100;2014;3307.0;8589.5;22622.0;70.0
69100;2015;3366.0;8723.5;22834.347826087;67.0
69100;2016;3366.0;8690.0;23341.9230769231;63.0
69100;2017;3419.0;8750.0;23610.0;62.0
69100;2018;3452.0;8804.0;23930.0;62.0
69100;2019;3480.0;8891.0;24360.0;69.0
69100;2020;3555.0;9022.0;24920.0;61.0
69100;2021;3605.0;9051.0;25740.0;62.0
69102;2014;266.0;711.0;20248.9047619048;
69102;2015;268.0;724.0;20585.0;
69102;2016;275.0;731.5;20495.2380952381;
69102;2017;285.0;757.0;20560.0;
69102;2018;298.0;774.0;21450.0;
69102;2019;294.0;752.0;21180.0;
69102;2020;269.0;665.0;21750.0;
69102;2021;291.0;717.0;23230.0;
69103;2014;376.0;887.5;21570.8333333333;
69103;2015;376.0;887.0;21634.1666666667;
69103;2016;379.0;881.0;21965.6666666667;
69103;2017;370.0;868.0;22180.0;
69103;2018;377.0;846.0;22740.0;
69103;2019;389.0;864.0;22600.0;
69103;2020;377.0;806.0;23010.0;
69103;2021;387.0;829.0;23260.0;
69104;2014;177.0;415.0;19352.0;
69104;2015;175.0;404.0;20139.0;
69104;2016;192.0;433.0;20423.3333333333;
69104;2017;192.0;422.0;20190.0;
69104;2018;188.0;432.0;20550.0;
69104;2019;193.0;438.0;20690.0;
69104;2020;200.0;448.0;21400.0;
69104;2021;206.0;454.0;22170.0;
69105;2014;350.0;969.5;24210.4761904762;
69105;2015;357.0;966.5;24951.5;
69105;2016;372.0;970.0;25091.6666666667;
69105;2017;400.0;1023.0;25170.0;
69105;2018;408.0;1056.0;26790.0;
69105;2019;398.0;1043.0;25580.0;
69105;2020;415.0;1077.0;27310.0;
69105;2021;430.0;1105.0;27670.0;
69106;2014;394.0;1074.5;27560.6666666667;
69106;2015;398.0;1101.5;28250.6666666667;
69106;2016;406.0;1105.5;29361.3333333333;
69106;2017;428.0;1171.0;29920.0;
69106;2018;435.0;1190.0;30860.0;
69106;2019;435.0;1175.0;30990.0;
69106;2020;446.0;1192.0;31640.0;
69106;2021;475.0;1295.0;32050.0;
69107;2014;418.0;994.0;20053.0;
69107;2015;416.0;986.0;20453.3333333333;
69107;2016;423.0;996.5;20582.1739130435;
69107;2017;438.0;1014.0;20880.0;
69107;2018;448.0;1013.0;21490.0;
69107;2019;450.0;1024.0;21810.0;
69107;2020;461.0;1023.0;21560.0;
69107;2021;443.0;977.0;23260.0;
69108;2014;377.0;990.0;21213.125;
69108;2015;379.0;978.5;21673.3333333333;
69108;2016;393.0;1037.0;21812.619047619;
69108;2017;408.0;1057.0;22350.0;
69108;2018;408.0;1041.0;23080.0;
69108;2019;413.0;1059.0;23030.0;
69108;2020;426.0;1075.0;24180.0;
69108;2021;436.0;1102.0;24230.0;
69109;2014;335.0;858.5;21446.0;
69109;2015;345.0;875.5;21361.4285714286;
69109;2016;352.0;898.5;21925.2380952381;
69109;2017;345.0;890.0;22080.0;
69109;2018;346.0;863.0;23200.0;
69109;2019;348.0;843.0;22660.0;
69109;2020;352.0;842.0;23750.0;
69109;2021;360.0;855.0;24990.0;
69110;2014;697.0;1823.5;20352.380952381;
69110;2015;703.0;1821.0;20714.8214285714;
69110;2016;690.0;1781.5;20998.0;
69110;2017;688.0;1744.0;21270.0;
69110;2018;702.0;1751.0;21550.0;
69110;2019;693.0;1694.0;21700.0;
69110;2020;730.0;1731.0;22370.0;
69110;2021;733.0;1717.0;22970.0;
69111;2014;242.0;668.0;24461.5384615385;
69111;2015;243.0;679.0;25408.8;
69111;2016;248.0;678.5;25485.3333333333;
69111;2017;243.0;662.0;26280.0;
69111;2018;243.0;663.0;26190.0;
69111;2019;253.0;675.0;26000.0;
69111;2020;257.0;675.0;25270.0;
69111;2021;258.0;663.0;26900.0;
69112;2014;2033.0;5472.5;27262.5;77.0
69112;2015;2117.0;5644.0;27529.2785714286;75.0
69112;2016;2288.0;5998.5;27424.4444444444;71.0
69112;2017;2458.0;6259.0;27310.0;70.0
69112;2018;2620.0;6602.0;28220.0;70.0
69112;2019;2697.0;6775.0;28020.0;75.0
69112;2020;2708.0;6780.0;28600.0;68.0
69112;2021;2742.0;6814.0;29630.0;72.0
69113;2014;313.0;812.5;21382.0;
69113;2015;310.0;802.5;21533.9473684211;
69113;2016;321.0;842.5;21362.2222222222;
69113;2017;315.0;816.0;21860.0;
69113;2018;319.0;827.0;22640.0;
69113;2019;323.0;849.0;22930.0;
69113;2020;324.0;829.0;23990.0;
69113;2021;329.0;825.0;24730.0;
69114;2014;728.0;1993.5;23534.7826086957;
69114;2015;728.0;1968.0;23273.3333333333;
69115;2014;1859.0;4733.0;22388.0;65.0
69115;2015;1870.0;4826.5;22474.1666666667;62.0
69115;2016;1874.0;4844.5;22945.3333333333;58.0
69115;2017;1875.0;4829.0;23590.0;59.0
69115;2018;1887.0;4835.0;23920.0;59.0
69115;2019;1883.0;4771.0;24040.0;64.0
69115;2020;1878.0;4731.0;24610.0;58.0
69115;2021;1914.0;4785.0;24720.0;60.0
69116;2014;1258.0;3278.0;29018.0666666667;76.0
69116;2015;1342.0;3455.0;29775.6;74.0
69116;2016;1383.0;3573.0;29251.3333333333;71.0
69116;2017;1412.0;3644.0;29990.0;72.0
69116;2018;1442.0;3716.0;31360.0;73.0
69116;2019;1419.0;3616.0;31450.0;76.0
69116;2020;1424.0;3575.0;31650.0;71.0
69116;2021;1454.0;3643.0;34510.0;72.0
69117;2014;1119.0;3167.0;29189.9166666667;81.0
69117;2015;1142.0;3215.0;29996.8;77.0
69117;2016;1130.0;3120.5;30432.0;75.0
69117;2017;1127.0;3092.0;30890.0;76.0
69117;2018;1152.0;3078.0;31340.0;74.0
69117;2019;1182.0;3136.0;31990.0;77.0
69117;2020;1209.0;3202.0;32910.0;72.0
69117;2021;1229.0;3274.0;33180.0;76.0
69118;2014;1012.0;2592.0;21944.6666666667;67.0
69118;2015;1014.0;2570.0;22258.3333333333;62.0
69118;2016;1025.0;2591.0;22273.4615384615;59.0
69118;2017;1040.0;2641.0;22990.0;57.0
69118;2018;1049.0;2620.0;23540.0;57.0
69118;2019;1069.0;2679.0;23600.0;65.0
69118;2020;1085.0;2691.0;23850.0;56.0
69118;2021;1104.0;2712.0;24520.0;61.0
69119;2014;347.0;893.5;21417.0;
69119;2015;352.0;925.5;21927.3333333333;
69119;2016;357.0;921.5;22067.1428571429;
69119;2017;360.0;933.0;22260.0;
69119;2018;363.0;929.0;22460.0;
69119;2019;369.0;926.0;22810.0;
69119;2020;358.0;904.0;23810.0;
69119;2021;364.0;916.0;23880.0;
69120;2014;225.0;588.0;19527.5;
69120;2015;223.0;582.5;19138.6666666667;
69120;2016;232.0;609.0;18849.3333333333;
69120;2017;236.0;600.0;19680.0;
69120;2018;232.0;595.0;20580.0;
69120;2019;227.0;568.0;20730.0;
69120;2020;233.0;586.0;21850.0;
69120;2021;231.0;580.0;23030.0;
69121;2014;1056.0;2630.0;23488.0952380952;69.0
69121;2015;1080.0;2659.5;23871.3333333333;69.0
69121;2016;1094.0;2649.0;24465.9259259259;65.0
69121;2017;1122.0;2743.0;25160.0;66.0
69121;2018;1150.0;2796.0;25620.0;66.0
69121;2019;1234.0;2893.0;25580.0;70.0
69121;2020;1321.0;3035.0;25730.0;62.0
69121;2021;1329.0;3057.0;26930.0;67.0
69122;2014;678.0;1836.5;26154.4444444444;
69122;2015;669.0;1791.5;26177.7777777778;
69122;2016;674.0;1809.5;25881.2;
69122;2017;675.0;1810.0;26390.0;
69122;2018;691.0;1843.0;28020.0;
69122;2019;711.0;1889.0;28020.0;
69122;2020;771.0;1977.0;28790.0;
69122;2021;802.0;2021.0;28690.0;71.0
69123;2014;224658.0;459031.0;22145.3333333333;64.0
69123;2015;224822.0;459656.0;22501.3043478261;62.0
69123;2016;225617.0;459305.5;22806.0;60.0
69123;2017;226384.0;458268.0;23250.0;60.0
69123;2018;227513.0;458057.0;23890.0;60.0
69123;2019;232702.0;466406.0;24150.0;66.0
69123;2020;233587.0;463732.0;24570.0;60.0
69123;2021;230041.0;451689.0;25430.0;61.0
69124;2014;200.0;443.0;19424.7826086956;
69124;2015;209.0;455.0;20056.6666666667;
69124;2016;206.0;462.5;21419.4285714286;
69124;2017;208.0;474.0;21010.0;
69124;2018;208.0;473.0;21750.0;
69124;2019;207.0;470.0;21730.0;
69124;2020;201.0;437.0;22030.0;
69124;2021;208.0;442.0;21820.0;
69125;2014;347.0;883.0;27414.2857142857;
69125;2015;348.0;870.5;27832.0;
69125;2016;353.0;871.5;28142.0;
69125;2017;365.0;881.0;28640.0;
69125;2018;350.0;837.0;29130.0;
69125;2019;370.0;888.0;28580.0;
69125;2020;398.0;976.0;28640.0;
69125;2021;397.0;983.0;30530.0;
69126;2014;254.0;677.0;29362.4;
69126;2015;263.0;705.0;29499.3333333333;
69126;2016;271.0;719.5;28557.3333333333;
69126;2017;273.0;744.0;28290.0;
69126;2018;288.0;793.0;29730.0;
69126;2019;285.0;780.0;30260.0;
69126;2020;298.0;791.0;29850.0;
69126;2021;322.0;828.0;30160.0;
69127;2014;1187.0;3227.5;26760.8;78.0
69127;2015;1186.0;3232.0;27389.5238095238;74.0
69127;2016;1217.0;3271.0;27851.5;72.0
69127;2017;1238.0;3314.0;28090.0;73.0
69127;2018;1286.0;3359.0;28300.0;72.0
69127;2019;1305.0;3402.0;28960.0;75.0
69127;2020;1348.0;3448.0;29380.0;70.0
69127;2021;1340.0;3417.0;29680.0;70.0
69130;2014;91.0;218.0;20118.0;
69130;2015;91.0;217.0;19650.4761904762;
69130;2016;85.0;197.0;18959.3333333333;
69130;2017;84.0;196.0;20010.0;
69130;2018;85.0;201.0;20950.0;
69130;2019;86.0;208.0;20530.0;
69130;2020;87.0;205.0;20990.0;
69130;2021;84.0;193.0;24390.0;
69131;2014;1313.0;3537.5;23435.0;72.0
69131;2015;1331.0;3511.5;24084.7826086957;68.0
69131;2016;1312.0;3402.5;24753.0;66.0
69131;2017;1310.0;3330.0;24680.0;66.0
69131;2018;1346.0;3405.0;25670.0;67.0
69131;2019;1409.0;3554.0;26120.0;70.0
69131;2020;1432.0;3580.0;26160.0;65.0
69131;2021;1435.0;3562.0;27280.0;67.0
69132;2014;307.0;818.0;19759.6428571429;
69132;2015;311.0;826.0;19283.75;
69132;2016;313.0;810.5;20287.1428571429;
69132;2017;309.0;812.0;20630.0;
69132;2018;312.0;807.0;20860.0;
69132;2019;314.0;785.0;21200.0;
69132;2020;315.0;804.0;21730.0;
69132;2021;310.0;789.0;22000.0;
69133;2014;1684.0;4410.0;26868.0;77.0
69133;2015;1695.0;4392.5;27502.0;76.0
69133;2016;1717.0;4472.0;27696.6666666667;73.0
69133;2017;1738.0;4468.0;28300.0;73.0
69133;2018;1761.0;4463.0;28760.0;72.0
69133;2019;1767.0;4428.0;29160.0;76.0
69133;2020;1800.0;4454.0;29570.0;72.0
69133;2021;1778.0;4378.0;30670.0;73.0
69134;2014;80.0;198.5;26722.6666666667;
69134;2015;80.0;209.0;26775.7142857143;
69134;2016;85.0;214.0;26962.7333333333;
69134;2017;89.0;229.0;28000.0;
69134;2018;91.0;240.0;27260.0;
69134;2019;91.0;238.0;28010.0;
69134;2020;91.0;231.0;28140.0;
69134;2021;93.0;230.0;30920.0;
69135;2014;377.0;868.0;18891.9047619048;
69135;2015;368.0;844.0;19368.3333333333;
69135;2016;792.0;1813.5;19122.7777777778;
69135;2017;795.0;1800.0;19250.0;
69135;2018;769.0;1756.0;19830.0;
69135;2019;785.0;1784.0;19700.0;
69135;2020;784.0;1719.0;20870.0;
69135;2021;798.0;1746.0;21080.0;
69136;2014;1095.0;2879.0;25097.6984126984;75.0
69136;2015;1125.0;3003.0;24771.4285714286;73.0
69136;2016;1163.0;3113.0;25396.5;70.0
69136;2017;1204.0;3205.0;25810.0;68.0
69136;2018;1221.0;3234.0;26280.0;67.0
69136;2019;1240.0;3315.0;26310.0;73.0
69136;2020;1256.0;3347.0;27080.0;65.0
69136;2021;1268.0;3344.0;27760.0;69.0
69137;2014;161.0;409.5;23137.1428571429;
69137;2015;157.0;409.5;22615.8333333333;
69137;2016;160.0;416.5;23717.0;
69137;2017;150.0;414.0;23740.0;
69137;2018;159.0;428.0;24650.0;
69137;2019;168.0;445.0;24340.0;
69137;2020;165.0;434.0;24270.0;
69137;2021;169.0;434.0;27240.0;
69138;2014;168.0;456.5;20582.0;
69138;2015;168.0;451.0;22076.0;
69138;2016;171.0;455.0;21917.9166666667;
69138;2017;174.0;458.0;21240.0;
69138;2018;163.0;427.0;22120.0;
69138;2019;171.0;442.0;21920.0;
69138;2020;176.0;439.0;22710.0;
69138;2021;175.0;443.0;22850.0;
69139;2014;594.0;1438.5;20332.0833333333;
69139;2015;599.0;1436.0;20596.1111111111;
69139;2016;610.0;1485.5;20593.2;
69139;2017;610.0;1481.0;21130.0;
69139;2018;601.0;1395.0;21990.0;
69139;2019;582.0;1348.0;21820.0;
69139;2020;593.0;1382.0;22860.0;
69139;2021;610.0;1408.0;23730.0;
69140;2014;762.0;2087.0;26224.6666666667;76.0
69140;2015;774.0;2116.5;27234.6666666667;75.0
69140;2016;780.0;2118.0;27137.619047619;71.0
69140;2017;792.0;2114.0;27570.0;71.0
69140;2018;790.0;2080.0;27730.0;71.0
69140;2019;807.0;2100.0;28440.0;75.0
69140;2020;821.0;2137.0;29140.0;69.0
69140;2021;880.0;2262.0;29600.0;71.0
69141;2014;2217.0;5532.0;24145.4166666667;71.0
69141;2015;2305.0;5731.5;24162.3076923077;68.0
69141;2016;2414.0;5878.5;24422.6666666667;64.0
69141;2017;2514.0;6082.0;24600.0;65.0
69141;2018;2565.0;6133.0;25440.0;64.0
69141;2019;2638.0;6301.0;25480.0;69.0
69141;2020;2623.0;6285.0;26300.0;62.0
69141;2021;2632.0;6165.0;27260.0;65.0
69142;2014;3008.0;6393.5;20082.8571428571;61.0
69142;2015;3032.0;6426.0;20209.5;58.0
69142;2016;2974.0;6252.0;20534.6666666667;55.0
69142;2017;3086.0;6477.0;20820.0;56.0
69142;2018;3026.0;6291.0;21060.0;56.0
69142;2019;3037.0;6319.0;21560.0;62.0
69142;2020;3189.0;6565.0;21870.0;54.0
69142;2021;3073.0;6239.0;22750.0;56.0
69143;2014;3326.0;7218.0;20256.6666666667;60.0
69143;2015;3341.0;7251.0;20592.0;57.0
69143;2016;3353.0;7227.5;20547.0;53.0
69143;2017;3449.0;7482.0;21250.0;54.0
69143;2018;3431.0;7362.0;22210.0;55.0
69143;2019;3405.0;7241.0;22220.0;61.0
69143;2020;3541.0;7408.0;22480.0;52.0
69143;2021;3626.0;7416.0;23150.0;56.0
69145;2014;356.0;890.0;20880.6666666667;
69145;2015;348.0;882.5;21413.3333333333;
69145;2016;360.0;906.5;21807.3333333333;
69145;2017;357.0;894.0;21990.0;
69145;2018;345.0;887.0;22730.0;
69145;2019;354.0;915.0;22040.0;
69145;2020;352.0;910.0;22900.0;
69145;2021;355.0;922.0;23900.0;
69148;2014;919.0;2478.5;25837.2;77.0
69148;2015;929.0;2513.5;26128.0;75.0
69148;2016;946.0;2526.5;26729.5652173913;72.0
69148;2017;956.0;2516.0;27050.0;71.0
69148;2018;999.0;2632.0;28080.0;68.0
69148;2019;1006.0;2668.0;28500.0;75.0
69148;2020;1036.0;2718.0;28730.0;70.0
69148;2021;1025.0;2640.0;30280.0;72.0
69149;2014;12123.0;26209.0;20710.9523809524;62.0
69149;2015;12095.0;26041.5;20933.8095238095;59.0
69149;2016;12008.0;25790.5;21222.0;57.0
69149;2017;12136.0;25856.0;21630.0;57.0
69149;2018;12022.0;25478.0;22380.0;57.0
69149;2019;12318.0;26043.0;22720.0;64.0
69149;2020;12304.0;25803.0;23350.0;56.0
69149;2021;12189.0;25270.0;24040.0;59.0
69151;2014;560.0;1517.5;21108.0;
69151;2015;564.0;1539.0;21541.1111111111;
69151;2016;558.0;1499.0;21435.0;
69151;2017;570.0;1486.0;22700.0;
69151;2018;568.0;1474.0;23660.0;
69151;2019;562.0;1434.0;23300.0;
69151;2020;565.0;1407.0;23680.0;
69151;2021;561.0;1370.0;24720.0;
69153;2014;377.0;1052.0;31294.0;
69153;2015;386.0;1068.5;31206.5;
69153;2016;387.0;1046.5;32090.7142857143;
69153;2017;398.0;1071.0;33170.0;
69153;2018;402.0;1082.0;32990.0;
69153;2019;395.0;1050.0;34290.0;
69153;2020;404.0;1082.0;35510.0;
69153;2021;400.0;1074.0;35970.0;
69154;2014;857.0;2309.0;25704.0;76.0
69154;2015;882.0;2348.5;26242.0;76.0
69154;2016;905.0;2420.0;26213.6666666667;74.0
69154;2017;958.0;2512.0;25980.0;73.0
69154;2018;974.0;2527.0;26790.0;71.0
69154;2019;1024.0;2590.0;27060.0;77.0
69154;2020;1080.0;2668.0;27520.0;66.0
69154;2021;1121.0;2756.0;28690.0;70.0
69155;2014;421.0;1169.0;22642.8571428571;
69155;2015;428.0;1196.0;22248.0;
69155;2016;429.0;1193.5;23020.0;
69155;2017;435.0;1176.0;23280.0;
69155;2018;426.0;1118.0;22990.0;
69155;2019;439.0;1120.0;23770.0;
69155;2020;430.0;1108.0;24480.0;
69155;2021;434.0;1120.0;25480.0;
69156;2014;957.0;2643.5;27405.3846153846;79.0
69156;2015;965.0;2678.5;27753.0;76.0
69156;2016;986.0;2690.5;28290.0;74.0
69156;2017;1008.0;2717.0;28050.0;73.0
69156;2018;1017.0;2745.0;29450.0;72.0
69156;2019;1007.0;2680.0;29270.0;77.0
69156;2020;1014.0;2678.0;29520.0;70.0
69156;2021;1045.0;2688.0;30730.0;71.0
69157;2014;1086.0;2715.0;21410.6666666667;60.0
69157;2015;1116.0;2777.0;21499.380952381;59.0
69157;2016;2058.0;5192.5;23005.5;59.0
69157;2017;2089.0;5293.0;23320.0;58.0
69157;2018;2131.0;5372.0;23830.0;56.0
69157;2019;2144.0;5388.0;23870.0;63.0
69157;2020;2165.0;5407.0;24340.0;55.0
69157;2021;2195.0;5428.0;25190.0;58.0
69160;2014;457.0;1115.5;19699.5;
69160;2015;447.0;1099.0;19838.6666666667;
69160;2016;442.0;1052.5;19963.2;
69160;2017;438.0;1034.0;20380.0;
69160;2018;439.0;1034.0;20970.0;
69160;2019;444.0;1041.0;21410.0;
69160;2020;453.0;1063.0;22090.0;
69160;2021;453.0;1053.0;23210.0;
69161;2014;217.0;453.5;17564.5;
69161;2015;220.0;463.5;17557.0;
69161;2016;217.0;462.5;17912.5;
69161;2017;231.0;481.0;18250.0;
69161;2018;236.0;469.0;19120.0;
69161;2019;229.0;468.0;19760.0;
69161;2020;223.0;434.0;19640.0;
69161;2021;215.0;418.0;20760.0;
69162;2014;531.0;1285.0;20708.0;
69162;2015;537.0;1323.0;20533.8333333333;
69162;2016;557.0;1360.0;21048.5;
69162;2017;561.0;1362.0;22040.0;
69162;2018;568.0;1348.0;22870.0;
69162;2019;581.0;1366.0;22420.0;
69162;2020;576.0;1349.0;23030.0;
69162;2021;583.0;1368.0;23660.0;
69163;2014;1255.0;3391.0;23679.5652173913;70.0
69163;2015;1312.0;3551.5;23038.75;65.0
69163;2016;1314.0;3554.5;23614.0;60.0
69163;2017;1286.0;3443.0;23870.0;62.0
69163;2018;1299.0;3414.0;24820.0;63.0
69163;2019;1299.0;3363.0;25210.0;69.0
69163;2020;1321.0;3408.0;25820.0;63.0
69163;2021;1353.0;3465.0;26670.0;65.0
69164;2014;135.0;303.5;19394.0;
69164;2015;134.0;319.0;19736.0;
69164;2016;136.0;308.5;18968.0;
69164;2017;136.0;305.0;19910.0;
69164;2018;143.0;311.0;20720.0;
69164;2019;149.0;317.0;20650.0;
69164;2020;156.0;325.0;20000.0;
69164;2021;152.0;298.0;21590.0;
69165;2014;429.0;1131.0;21152.2;
69165;2015;411.0;1084.0;21204.8;
69165;2016;435.0;1143.0;21335.0;
69165;2017;431.0;1123.0;22360.0;
69165;2018;429.0;1063.0;22950.0;
69165;2019;423.0;1057.0;23550.0;
69165;2020;445.0;1090.0;23940.0;
69165;2021;443.0;1072.0;24530.0;
69166;2014;106.0;281.5;22424.6666666667;
69166;2015;106.0;281.5;23314.6153846154;
69166;2016;114.0;301.0;22252.380952381;
69166;2017;98.0;271.0;23310.0;
69166;2018;102.0;278.0;24490.0;
69166;2019;98.0;244.0;24660.0;
69166;2020;102.0;250.0;26370.0;
69166;2021;102.0;256.0;25620.0;
69167;2014;210.0;543.0;22373.0;
69167;2015;212.0;571.0;21823.8095238095;
69167;2016;220.0;586.5;22007.2222222222;
69167;2017;220.0;589.0;22560.0;
69167;2018;222.0;598.0;23500.0;
69167;2019;206.0;531.0;24030.0;
69167;2020;212.0;531.0;24350.0;
69167;2021;230.0;583.0;25220.0;
69168;2014;544.0;1480.5;24542.6666666667;
69168;2015;545.0;1471.5;25141.3333333333;
69168;2016;535.0;1452.0;25134.8;
69168;2017;524.0;1396.0;26150.0;
69168;2018;520.0;1360.0;27370.0;
69168;2019;519.0;1364.0;27720.0;
69168;2020;553.0;1477.0;27660.0;
69168;2021;565.0;1500.0;29240.0;
69169;2014;252.0;635.5;21196.1904761905;
69169;2015;255.0;635.0;21510.6666666667;
69169;2016;261.0;663.5;21440.4;
69169;2017;263.0;671.0;21690.0;
69169;2018;265.0;667.0;22930.0;
69169;2019;272.0;682.0;22970.0;
69169;2020;267.0;649.0;23310.0;
69169;2021;271.0;636.0;23420.0;
