id_commune;id_year;taux_pauvrete_ensemble;taux_pauvrete_moins_30ans;taux_pauvrete_30_39ans;taux_pauvrete_40_49ans;taux_pauvrete_50_59ans;taux_pauvrete_60_74ans;taux_pauvrete_75ans_plus;taux_pauvrete_proprietaires;taux_pauvrete_locataires
69100;2017;11.0;;13.0;12.0;14.0;;;6.0;22.0
69100;2018;11.0;;14.0;11.0;12.0;;;5.0;21.0
69100;2019;11.0;;15.0;13.0;12.0;;;5.0;23.0
69100;2020;11.0;;15.0;12.0;11.0;;;5.0;23.0
69100;2021;12.0;;14.0;15.0;13.0;;;5.0;25.0
69102;2014;;;;;;;;;
69102;2015;;;;;;;;;
69102;2016;;;;;;;;;
69102;2017;;;;;;;;;
69102;2018;;;;;;;;;
69102;2019;;;;;;;;;
69102;2020;;;;;;;;;
69102;2021;;;;;;;;;
69103;2014;;;;;;;;;
69103;2015;;;;;;;;;
69103;2016;;;;;;;;;
69103;2017;;;;;;;;;
69103;2018;;;;;;;;;
69103;2019;;;;;;;;;
69103;2020;;;;;;;;;
69103;2021;;;;;;;;;
69104;2014;;;;;;;;;
69104;2015;;;;;;;;;
69104;2016;;;;;;;;;
69104;2017;;;;;;;;;
69104;2018;;;;;;;;;
69104;2019;;;;;;;;;
69104;2020;;;;;;;;;
69104;2021;;;;;;;;;
69105;2014;;;;;;;;;
69105;2015;;;;;;;;;
69105;2016;;;;;;;;;
69105;2017;;;;;;;;;
69105;2018;;;;;;;;;
69105;2019;;;;;;;;;
69105;2020;;;;;;;;;
69105;2021;;;;;;;;;
69106;2014;;;;;;;;;
69106;2015;;;;;;;;;
69106;2016;;;;;;;;;
69106;2017;;;;;;;;;
69106;2018;;;;;;;;;
69106;2019;;;;;;;;;
69106;2020;;;;;;;;;
69106;2021;;;;;;;;;
69107;2014;;;;;;;;;
69107;2015;;;;;;;;;
69107;2016;;;;;;;;;
69107;2017;;;;;;;;;
69107;2018;;;;;;;;;
69107;2019;;;;;;;;;
69107;2020;;;;;;;;;
69107;2021;;;;;;;;;
69108;2014;;;;;;;;;
69108;2015;;;;;;;;;
69108;2016;;;;;;;;;
69108;2017;;;;;;;;;
69108;2018;;;;;;;;;
69108;2019;;;;;;;;;
69108;2020;;;;;;;;;
69108;2021;;;;;;;;;
69109;2014;;;;;;;;;
69109;2015;;;;;;;;;
69109;2016;;;;;;;;;
69109;2017;;;;;;;;;
69109;2018;;;;;;;;;
69109;2019;;;;;;;;;
69109;2020;;;;;;;;;
69109;2021;;;;;;;;;
69110;2014;;;;;;;;;
69110;2015;;;;;;;;;
69110;2016;;;;;;;;;
69110;2017;;;;;;;;;
69110;2018;;;;;;;;;
69110;2019;;;;;;;;;
69110;2020;;;;;;;;;
69110;2021;;;;;;;;;
69111;2014;;;;;;;;;
69111;2015;;;;;;;;;
69111;2016;;;;;;;;;
69111;2017;;;;;;;;;
69111;2018;;;;;;;;;
69111;2019;;;;;;;;;
69111;2020;;;;;;;;;
69111;2021;;;;;;;;;
69112;2014;5.0;;;;;;;;
69112;2015;5.0;;;;;;;;
69112;2016;5.0;;;;;;;;
69112;2017;5.0;;;;;;;;
69112;2018;5.0;;;;;;;;
69112;2019;5.0;;;;;;;;
69112;2020;5.0;;;;;;;;12.0
69112;2021;5.0;;;;;;;;14.0
69113;2014;;;;;;;;;
69113;2015;;;;;;;;;
69113;2016;;;;;;;;;
69113;2017;;;;;;;;;
69113;2018;;;;;;;;;
69113;2019;;;;;;;;;
69113;2020;;;;;;;;;
69113;2021;;;;;;;;;
69114;2014;;;;;;;;;
69114;2015;;;;;;;;;
69115;2014;11.0;;;;;;;;27.0
69115;2015;12.0;;;;;;;;28.0
69115;2016;12.0;;;;;;;;28.0
69115;2017;11.0;;;;;;;;28.0
69115;2018;12.0;;;;;;;;28.0
69115;2019;11.0;;;;;;;;27.0
69115;2020;11.0;;;16.0;;;;;27.0
69115;2021;13.0;;;20.0;;;;;31.0
69116;2014;;;;;;;;;
69116;2015;;;;;;;;;
69116;2016;;;;;;;;;
69116;2017;;;;;;;;;
69116;2018;;;;;;;;;
69116;2019;6.0;;;;;;;;
69116;2020;7.0;;;;;;;;
69116;2021;7.0;;;;;;;;
69117;2014;;;;;;;;;
69117;2015;;;;;;;;;
69117;2016;;;;;;;;;
69117;2017;;;;;;;;;
69117;2018;;;;;;;;;
69117;2019;;;;;;;;;
69117;2020;;;;;;;;;
69117;2021;;;;;;;;;
69118;2014;;;;;;;;;
69118;2015;;;;;;;;;
69118;2016;;;;;;;;;
69118;2017;;;;;;;;;
69118;2018;;;;;;;;;
69118;2019;8.0;;;;;;;;
69118;2020;;;;;;;;;
69118;2021;;;;;;;;;
69119;2014;;;;;;;;;
69119;2015;;;;;;;;;
69119;2016;;;;;;;;;
69119;2017;;;;;;;;;
69119;2018;;;;;;;;;
69119;2019;;;;;;;;;
69119;2020;;;;;;;;;
69119;2021;;;;;;;;;
69120;2014;;;;;;;;;
69120;2015;;;;;;;;;
69120;2016;;;;;;;;;
69120;2017;;;;;;;;;
69120;2018;;;;;;;;;
69120;2019;;;;;;;;;
69120;2020;;;;;;;;;
69120;2021;;;;;;;;;
69121;2014;;;;;;;;;
69121;2015;;;;;;;;;
69121;2016;;;;;;;;;
69121;2017;;;;;;;;;
69121;2018;;;;;;;;;
69121;2019;;;;;;;;;
69121;2020;7.0;;;;;;;;
69121;2021;;;;;;;;;
69122;2014;;;;;;;;;
69122;2015;;;;;;;;;
69122;2016;;;;;;;;;
69122;2017;;;;;;;;;
69122;2018;;;;;;;;;
69122;2019;;;;;;;;;
69122;2020;;;;;;;;;
69122;2021;;;;;;;;;
69123;2014;15.0;22.0;14.0;16.0;14.0;10.0;7.0;5.0;22.0
69123;2015;15.0;22.0;14.0;17.0;15.0;10.0;7.0;5.0;22.0
69123;2016;15.0;21.0;13.0;17.0;16.0;10.0;7.0;5.0;22.0
69123;2017;15.0;22.0;13.0;17.0;15.0;10.0;8.0;5.0;22.0
69123;2018;15.0;22.0;14.0;17.0;16.0;11.0;9.0;5.0;23.0
69123;2019;15.0;23.0;14.0;16.0;16.0;11.0;9.0;5.0;23.0
69123;2020;15.0;23.0;14.0;16.0;16.0;11.0;9.0;5.0;23.0
69123;2021;16.0;23.0;14.0;17.0;16.0;13.0;10.0;5.0;24.0
69124;2014;;;;;;;;;
69124;2015;;;;;;;;;
69124;2016;;;;;;;;;
69124;2017;;;;;;;;;
69124;2018;;;;;;;;;
69124;2019;;;;;;;;;
69124;2020;;;;;;;;;
69124;2021;;;;;;;;;
69125;2014;;;;;;;;;
69125;2015;;;;;;;;;
69125;2016;;;;;;;;;
69125;2017;;;;;;;;;
69125;2018;;;;;;;;;
69125;2019;;;;;;;;;
69125;2020;;;;;;;;;
69125;2021;;;;;;;;;
69126;2014;;;;;;;;;
69126;2015;;;;;;;;;
69126;2016;;;;;;;;;
69126;2017;;;;;;;;;
69126;2018;;;;;;;;;
69126;2019;;;;;;;;;
69126;2020;;;;;;;;;
69126;2021;;;;;;;;;
69127;2014;7.0;;;;;;;;
69127;2015;;;;;;;;;
69127;2016;;;;;;;;;
69127;2017;;;;;;;;;
69127;2018;;;;;;;;;
69127;2019;7.0;;;;;;;;
69127;2020;7.0;;;;;;;;
69127;2021;7.0;;;;;;;;18.0
69130;2014;;;;;;;;;
69130;2015;;;;;;;;;
69130;2016;;;;;;;;;
69130;2017;;;;;;;;;
69130;2018;;;;;;;;;
69130;2019;;;;;;;;;
69130;2020;;;;;;;;;
69130;2021;;;;;;;;;
69131;2014;;;;;;;;;
69131;2015;;;;;;;;;
69131;2016;;;;;;;;;
69131;2017;;;;;;;;;
69131;2018;;;;;;;;;
69131;2019;;;;;;;;;
69131;2020;;;;;;;;;
69131;2021;;;;;;;;;
69132;2014;;;;;;;;;
69132;2015;;;;;;;;;
69132;2016;;;;;;;;;
69132;2017;;;;;;;;;
69132;2018;;;;;;;;;
69132;2019;;;;;;;;;
69132;2020;;;;;;;;;
69132;2021;;;;;;;;;
69133;2014;;;;;;;;;
69133;2015;;;;;;;;;
69133;2016;;;;;;;;;
69133;2017;;;;;;;;;
69133;2018;5.0;;;;;;;;
69133;2019;;;;;;;;;
69133;2020;;;;;;;;;
69133;2021;;;;;;;;;
69134;2014;;;;;;;;;
69134;2015;;;;;;;;;
69134;2016;;;;;;;;;
69134;2017;;;;;;;;;
69134;2018;;;;;;;;;
69134;2019;;;;;;;;;
69134;2020;;;;;;;;;
69134;2021;;;;;;;;;
69135;2014;;;;;;;;;
69135;2015;;;;;;;;;
69135;2016;;;;;;;;;
69135;2017;;;;;;;;;
69135;2018;;;;;;;;;
69135;2019;;;;;;;;;
69135;2020;;;;;;;;;
69135;2021;;;;;;;;;
69136;2014;;;;;;;;;
69136;2015;;;;;;;;;
69136;2016;;;;;;;;;
69136;2017;;;;;;;;;
69136;2018;;;;;;;;;
69136;2019;6.0;;;;;;;;
69136;2020;;;;;;;;;
69136;2021;;;;;;;;;
69137;2014;;;;;;;;;
69137;2015;;;;;;;;;
69137;2016;;;;;;;;;
69137;2017;;;;;;;;;
69137;2018;;;;;;;;;
69137;2019;;;;;;;;;
69137;2020;;;;;;;;;
69137;2021;;;;;;;;;
69138;2014;;;;;;;;;
69138;2015;;;;;;;;;
69138;2016;;;;;;;;;
69138;2017;;;;;;;;;
69138;2018;;;;;;;;;
69138;2019;;;;;;;;;
69138;2020;;;;;;;;;
69138;2021;;;;;;;;;
69139;2014;;;;;;;;;
69139;2015;;;;;;;;;
69139;2016;;;;;;;;;
69139;2017;;;;;;;;;
69139;2018;;;;;;;;;
69139;2019;;;;;;;;;
69139;2020;;;;;;;;;
69139;2021;;;;;;;;;
69140;2014;;;;;;;;;
69140;2015;;;;;;;;;
69140;2016;;;;;;;;;
69140;2017;;;;;;;;;
69140;2018;;;;;;;;;
69140;2019;;;;;;;;;
69140;2020;;;;;;;;;
69140;2021;;;;;;;;;
69141;2014;5.0;;;;;;;;
69141;2015;6.0;;;;;;;;
69141;2016;5.0;;;;;;;;
69141;2017;6.0;;;;;;;;
69141;2018;6.0;;;;;;;;13.0
69141;2019;6.0;;;;;;;;12.0
69141;2020;5.0;;;;;;;;12.0
69141;2021;6.0;;;;;;;;13.0
69142;2014;18.0;;23.0;23.0;;;;;32.0
69142;2015;20.0;;25.0;26.0;;15.0;;6.0;34.0
69142;2016;18.0;;23.0;24.0;;;;;33.0
69142;2017;18.0;;20.0;23.0;18.0;;;;33.0
69142;2018;19.0;;23.0;22.0;17.0;;;;34.0
69142;2019;19.0;;22.0;22.0;18.0;;;;34.0
69142;2020;18.0;;23.0;20.0;19.0;;;;33.0
69142;2021;19.0;;20.0;24.0;18.0;;;;35.0
69143;2014;13.0;;16.0;17.0;;;;;21.0
69143;2015;14.0;;;18.0;15.0;;;;22.0
69143;2016;14.0;;16.0;18.0;14.0;;;;22.0
69143;2017;13.0;;;17.0;;;;;21.0
69143;2018;13.0;;;17.0;;;;;21.0
69143;2019;13.0;;;16.0;16.0;;;;22.0
69143;2020;14.0;;16.0;16.0;;;;;22.0
69143;2021;15.0;;20.0;19.0;;;;;24.0
69145;2014;;;;;;;;;
69145;2015;;;;;;;;;
69145;2016;;;;;;;;;
69145;2017;;;;;;;;;
69145;2018;;;;;;;;;
69145;2019;;;;;;;;;
69145;2020;;;;;;;;;
69145;2021;;;;;;;;;
69148;2014;;;;;;;;;
69148;2015;;;;;;;;;
69148;2016;;;;;;;;;
69148;2017;;;;;;;;;
69148;2018;;;;;;;;;
69148;2019;;;;;;;;;
69148;2020;;;;;;;;;
69148;2021;;;;;;;;;
69149;2014;14.0;19.0;15.0;18.0;13.0;9.0;;5.0;24.0
69149;2015;14.0;18.0;13.0;18.0;14.0;9.0;;5.0;24.0
69149;2016;14.0;19.0;15.0;18.0;14.0;9.0;;5.0;25.0
69149;2017;13.0;20.0;13.0;16.0;15.0;9.0;;5.0;24.0
69149;2018;13.0;19.0;14.0;17.0;14.0;9.0;;5.0;25.0
69149;2019;13.0;18.0;13.0;15.0;15.0;9.0;;5.0;24.0
69149;2020;13.0;19.0;13.0;14.0;15.0;9.0;;5.0;23.0
69149;2021;14.0;22.0;13.0;15.0;16.0;11.0;8.0;5.0;26.0
69151;2014;;;;;;;;;
69151;2015;;;;;;;;;
69151;2016;;;;;;;;;
69151;2017;;;;;;;;;
69151;2018;;;;;;;;;
69151;2019;;;;;;;;;
69151;2020;;;;;;;;;
69151;2021;;;;;;;;;
69153;2014;;;;;;;;;
69153;2015;;;;;;;;;
69153;2016;;;;;;;;;
69153;2017;;;;;;;;;
69153;2018;;;;;;;;;
69153;2019;;;;;;;;;
69153;2020;;;;;;;;;
69153;2021;;;;;;;;;
69154;2014;;;;;;;;;
69154;2015;;;;;;;;;
69154;2016;;;;;;;;;
69154;2017;;;;;;;;;
69154;2018;;;;;;;;;
69154;2019;;;;;;;;;
69154;2020;;;;;;;;;
69154;2021;;;;;;;;;
69155;2014;;;;;;;;;
69155;2015;;;;;;;;;
69155;2016;;;;;;;;;
69155;2017;;;;;;;;;
69155;2018;;;;;;;;;
69155;2019;;;;;;;;;
69155;2020;;;;;;;;;
69155;2021;;;;;;;;;
69156;2014;;;;;;;;;
69156;2015;;;;;;;;;
69156;2016;;;;;;;;;
69156;2017;;;;;;;;;
69156;2018;;;;;;;;;
69156;2019;;;;;;;;;
69156;2020;;;;;;;;;
69156;2021;;;;;;;;;
69157;2014;;;;;;;;;
69157;2015;;;;;;;;;
69157;2016;5.0;;;;;;;;
69157;2017;5.0;;;;;;;;
69157;2018;5.0;;;;;;;;
69157;2019;5.0;;;;;;;;
69157;2020;5.0;;;;;;;;
69157;2021;6.0;;;;;;;;
69160;2014;;;;;;;;;
69160;2015;;;;;;;;;
69160;2016;;;;;;;;;
69160;2017;;;;;;;;;
69160;2018;;;;;;;;;
69160;2019;;;;;;;;;
69160;2020;;;;;;;;;
69160;2021;;;;;;;;;
69161;2014;;;;;;;;;
69161;2015;;;;;;;;;
69161;2016;;;;;;;;;
69161;2017;;;;;;;;;
69161;2018;;;;;;;;;
69161;2019;;;;;;;;;
69161;2020;;;;;;;;;
69161;2021;;;;;;;;;
69162;2014;;;;;;;;;
69162;2015;;;;;;;;;
69162;2016;;;;;;;;;
69162;2017;;;;;;;;;
69162;2018;;;;;;;;;
69162;2019;;;;;;;;;
69162;2020;;;;;;;;;
69162;2021;;;;;;;;;
69163;2014;;;;;;;;;
69163;2015;6.0;;;;;;;;
69163;2016;;;;;;;;;
69163;2017;;;;;;;;;
69163;2018;;;;;;;;;
69163;2019;;;;;;;;;
69163;2020;;;;;;;;;
69163;2021;;;;;;;;;
69164;2014;;;;;;;;;
69164;2015;;;;;;;;;
69164;2016;;;;;;;;;
69164;2017;;;;;;;;;
69164;2018;;;;;;;;;
69164;2019;;;;;;;;;
69164;2020;;;;;;;;;
69164;2021;;;;;;;;;
69165;2014;;;;;;;;;
69165;2015;;;;;;;;;
69165;2016;;;;;;;;;
69165;2017;;;;;;;;;
69165;2018;;;;;;;;;
69165;2019;;;;;;;;;
69165;2020;;;;;;;;;
69165;2021;;;;;;;;;
69166;2014;;;;;;;;;
69166;2015;;;;;;;;;
69166;2016;;;;;;;;;
69166;2017;;;;;;;;;
69166;2018;;;;;;;;;
69166;2019;;;;;;;;;
69166;2020;;;;;;;;;
69166;2021;;;;;;;;;
69167;2014;;;;;;;;;
69167;2015;;;;;;;;;
69167;2016;;;;;;;;;
69167;2017;;;;;;;;;
69167;2018;;;;;;;;;
69167;2019;;;;;;;;;
69167;2020;;;;;;;;;
69167;2021;;;;;;;;;
69168;2014;;;;;;;;;
69168;2015;;;;;;;;;
69168;2016;;;;;;;;;
69168;2017;;;;;;;;;
69168;2018;;;;;;;;;
69168;2019;;;;;;;;;
69168;2020;;;;;;;;;
69168;2021;;;;;;;;;
69169;2014;;;;;;;;;
69169;2015;;;;;;;;;
69169;2016;;;;;;;;;
69169;2017;;;;;;;;;
69169;2018;;;;;;;;;
69169;2019;;;;;;;;;
69169;2020;;;;;;;;;
69169;2021;;;;;;;;;
69170;2014;;;;;;;;;
69170;2015;;;;;;;;;
69170;2016;;;;;;;;;
69170;2017;;;;;;;;;
69170;2018;;;;;;;;;
69170;2019;;;;;;;;;
69170;2020;;;;;;;;;
69170;2021;;;;;;;;;
69171;2014;9.0;;;;;;;;
69171;2015;10.0;;;;;;;;
69171;2016;9.0;;;;;;;;
69171;2017;10.0;;;;;;;;
69171;2018;9.0;;;;;;;;
69171;2019;;;;;;;;;
69171;2020;8.0;;;;;;;;
69171;2021;10.0;;;;;;;;24.0
69172;2014;;;;;;;;;
69172;2015;;;;;;;;;
69172;2016;;;;;;;;;
69172;2017;;;;;;;;;
69172;2018;;;;;;;;;
69172;2019;;;;;;;;;
69172;2020;;;;;;;;;
69172;2021;;;;;;;;;
69173;2014;;;;;;;;;
69173;2015;;;;;;;;;
69173;2016;;;;;;;;;
69173;2017;;;;;;;;;
69173;2018;;;;;;;;;
69173;2019;;;;;;;;;
69173;2020;;;;;;;;;
69173;2021;;;;;;;;;
69174;2014;;;;;;;;;
69174;2015;;;;;;;;;
69174;2016;;;;;;;;;
69174;2017;;;;;;;;;
69174;2018;;;;;;;;;
69174;2019;;;;;;;;;
69174;2020;;;;;;;;;
69174;2021;;;;;;;;;
69175;2014;;;;;;;;;
69175;2015;;;;;;;;;
69175;2016;;;;;;;;;
69175;2017;;;;;;;;;
69175;2018;;;;;;;;;
69175;2019;;;;;;;;;
69175;2020;;;;;;;;;
69175;2021;;;;;;;;;
69176;2014;5.0;;;;;;;;
69176;2015;6.0;;;;;;;;
69176;2016;5.0;;;;;;;;
69176;2017;5.0;;;;;;;;
69176;2018;5.0;;;;;;;;
69176;2019;5.0;;;;;;;;
69176;2020;5.0;;;;;;;;
69176;2021;;;;;;;;;
69177;2014;;;;;;;;;
69177;2015;;;;;;;;;
69177;2016;;;;;;;;;
69177;2017;;;;;;;;;
69177;2018;;;;;;;;;
69177;2019;;;;;;;;;
69177;2020;;;;;;;;;
69177;2021;;;;;;;;;
69178;2014;;;;;;;;;
69178;2015;;;;;;;;;
69178;2016;;;;;;;;;
69178;2017;;;;;;;;;
69178;2018;;;;;;;;;
69178;2019;;;;;;;;;
69178;2020;;;;;;;;;
69178;2021;;;;;;;;;
69179;2014;;;;;;;;;
69179;2015;;;;;;;;;
69179;2016;;;;;;;;;
69179;2017;5.0;;;;;;;;
69179;2018;;;;;;;;;
69179;2019;;;;;;;;;
69179;2020;;;;;;;;;
69179;2021;;;;;;;;;
69180;2014;;;;;;;;;
69180;2015;;;;;;;;;
69180;2016;;;;;;;;;
69180;2017;;;;;;;;;
69180;2018;;;;;;;;;
69180;2019;;;;;;;;;
69180;2020;;;;;;;;;
69180;2021;;;;;;;;;
69181;2014;;;;;;;;;
69181;2015;;;;;;;;;
69181;2016;;;;;;;;;
69181;2017;;;;;;;;;
69181;2018;;;;;;;;;
69181;2019;;;;;;;;;
69181;2020;;;;;;;;;
69181;2021;;;;;;;;;
69182;2014;;;;;;;;;
69182;2015;;;;;;;;;
69182;2016;;;;;;;;;
69182;2017;;;;;;;;;
69182;2018;;;;;;;;;
69182;2019;;;;;;;;;
69182;2020;;;;;;;;;
69182;2021;;;;;;;;;
69183;2014;;;;;;;;;
69183;2015;;;;;;;;;
69183;2016;;;;;;;;;
69183;2017;;;;;;;;;
69183;2018;;;;;;;;;
69183;2019;;;;;;;;;
69183;2020;;;;;;;;;
69183;2021;;;;;;;;;
69184;2014;;;;;;;;;
69184;2015;;;;;;;;;
69184;2016;;;;;;;;;
69184;2017;;;;;;;;;
69184;2018;;;;;;;;;
69184;2019;;;;;;;;;
69184;2020;;;;;;;;;
69184;2021;;;;;;;;;
69186;2014;;;;;;;;;
69186;2015;;;;;;;;;
69186;2016;;;;;;;;;
69186;2017;;;;;;;;;
69186;2018;;;;;;;;;
69186;2019;;;;;;;;;
69186;2020;;;;;;;;;
69186;2021;;;;;;;;;
69187;2014;;;;;;;;;
69187;2015;;;;;;;;;
69187;2016;;;;;;;;;
69187;2017;;;;;;;;;
69187;2018;;;;;;;;;
69187;2019;;;;;;;;;
69187;2020;;;;;;;;;
69187;2021;;;;;;;;;
69188;2014;;;;;;;;;
69188;2015;;;;;;;;;
69188;2016;;;;;;;;;
69188;2017;;;;;;;;;
69188;2018;;;;;;;;;
69188;2019;;;;;;;;;
69188;2020;;;;;;;;;
69188;2021;;;;;;;;;
69189;2014;;;;;;;;;
69189;2015;;;;;;;;;
69189;2016;;;;;;;;;
69189;2017;;;;;;;;;
69189;2018;;;;;;;;;
69189;2019;11.0;;;;;;;;
69189;2020;11.0;;;;;;;;
69189;2021;12.0;;;;;;;;
69190;2014;;;;;;;;;
69190;2015;;;;;;;;;
69190;2016;;;;;;;;;
69190;2017;;;;;;;;;
69190;2018;;;;;;;;;
69190;2019;;;;;;;;;
69190;2020;;;;;;;;;
69190;2021;;;;;;;;;
69191;2014;5.0;;;;;;;;
69191;2015;5.0;;;;;;;;17.0
69191;2016;6.0;;;;;;;;18.0
69191;2017;6.0;;;;;;;;18.0
69191;2018;7.0;;;;;;;;23.0
69191;2019;7.0;;;;;;;;24.0
69191;2020;7.0;;;;;;;;22.0
69191;2021;7.0;;;;;;;;23.0
69192;2014;;;;;;;;;
69192;2015;;;;;;;;;
69192;2016;;;;;;;;;
69192;2017;;;;;;;;;
69192;2018;;;;;;;;;
69192;2019;;;;;;;;;
69192;2020;;;;;;;;;
69192;2021;;;;;;;;;
69193;2014;;;;;;;;;
69193;2015;;;;;;;;;
69193;2016;;;;;;;;;
69193;2017;;;;;;;;;
69193;2018;;;;;;;;;
69193;2019;;;;;;;;;
69193;2020;;;;;;;;;
69193;2021;;;;;;;;;
69194;2014;5.0;;;;;;;;
69194;2015;5.0;;;;;;;;
69194;2016;5.0;;;;;;;;
69194;2017;5.0;;;;;;;;
69194;2018;5.0;;;;;;;;
69194;2019;5.0;;;;;;;;
69194;2020;5.0;;;;;;;;16.0
69194;2021;5.0;;;;;;;;17.0
69196;2014;;;;;;;;;
69196;2015;;;;;;;;;
69196;2016;;;;;;;;;
69196;2017;;;;;;;;;
69196;2018;;;;;;;;;
69196;2019;;;;;;;;;
69196;2020;;;;;;;;;
69196;2021;;;;;;;;;
69197;2014;;;;;;;;;
69197;2015;;;;;;;;;
69197;2016;;;;;;;;;
69197;2017;;;;;;;;;
69197;2018;;;;;;;;;
69197;2019;;;;;;;;;
69197;2020;;;;;;;;;
69197;2021;;;;;;;;;
69198;2014;;;;;;;;;
69198;2015;;;;;;;;;
69198;2016;;;;;;;;;
69198;2017;;;;;;;;;
69198;2018;;;;;;;;;
69198;2019;;;;;;;;;
69198;2020;;;;;;;;;
69198;2021;;;;;;;;;
69199;2014;30.0;34.0;37.0;35.0;27.0;21.0;15.0;12.0;39.0
69199;2015;30.0;37.0;35.0;36.0;25.0;23.0;15.0;12.0;40.0
69199;2016;31.0;37.0;35.0;38.0;28.0;22.0;17.0;13.0;41.0
69199;2017;32.0;38.0;36.0;38.0;32.0;23.0;16.0;13.0;43.0
69199;2018;32.0;34.0;36.0;40.0;31.0;23.0;18.0;12.0;43.0
69199;2019;31.0;35.0;37.0;36.0;30.0;21.0;20.0;12.0;41.0
69199;2020;31.0;35.0;35.0;37.0;31.0;22.0;18.0;13.0;41.0
69199;2021;33.0;33.0;38.0;39.0;32.0;24.0;21.0;14.0;44.0
69200;2014;;;;;;;;;
69200;2015;;;;;;;;;
69200;2016;;;;;;;;;
69200;2017;;;;;;;;;
69200;2018;;;;;;;;;
69200;2019;;;;;;;;;
69200;2020;;;;;;;;;
69200;2021;;;;;;;;;
69201;2014;;;;;;;;;
69201;2015;;;;;;;;;
69201;2016;;;;;;;;;
69201;2017;;;;;;;;;
69201;2018;;;;;;;;;
69201;2019;;;;;;;;;
69201;2020;;;;;;;;;
69201;2021;;;;;;;;;
69202;2014;7.0;;11.0;9.0;7.0;;;5.0;16.0
69202;2015;7.0;;11.0;9.0;7.0;;;5.0;16.0
69202;2016;8.0;;12.0;10.0;8.0;;;5.0;18.0
69202;2017;7.0;;11.0;10.0;6.0;;;5.0;17.0
69202;2018;8.0;;12.0;11.0;7.0;;;5.0;18.0
69202;2019;9.0;;14.0;11.0;8.0;5.0;;5.0;20.0
69202;2020;8.0;;12.0;11.0;8.0;5.0;;5.0;20.0
69202;2021;9.0;;13.0;12.0;8.0;6.0;;5.0;22.0
69203;2014;;;;;;;;;
69203;2015;;;;;;;;;
69203;2016;;;;;;;;;
69203;2017;;;;;;;;;
69203;2018;;;;;;;;;
69203;2019;;;;;;;;;
69203;2020;;;;;;;;;
69203;2021;;;;;;;;;
69204;2014;9.0;;12.0;11.0;8.0;;;5.0;18.0
69204;2015;9.0;;13.0;10.0;7.0;;;5.0;18.0
69204;2016;9.0;20.0;11.0;10.0;8.0;5.0;;5.0;18.0
69204;2017;9.0;20.0;12.0;11.0;7.0;5.0;;5.0;18.0
69204;2018;9.0;;13.0;11.0;9.0;5.0;;5.0;19.0
69204;2019;10.0;;13.0;12.0;10.0;5.0;;5.0;20.0
69204;2020;10.0;21.0;15.0;13.0;9.0;6.0;;5.0;22.0
69204;2021;10.0;;15.0;13.0;8.0;7.0;;5.0;21.0
69205;2014;5.0;;;;;;;;
69205;2015;5.0;;;;;;;;
69205;2016;5.0;;;;;;;;
69205;2017;5.0;;;;;;;;
69205;2018;5.0;;;;;;;;
69205;2019;6.0;;;;;;;;20.0
69205;2020;6.0;;;;;;;;21.0
69205;2021;7.0;;;;;;;;24.0
69206;2014;8.0;;;;;;;;
69206;2015;8.0;;;;;;;;
69206;2016;7.0;;;;;;;;
69206;2017;7.0;;;;;;;;
69206;2018;7.0;;;;;;;;
69206;2019;6.0;;;;;;;;
69206;2020;6.0;;;;;;;;
69206;2021;7.0;;;;;;;;
69207;2014;8.0;;;;;;;;
69207;2015;8.0;;;;;;;;
69207;2016;8.0;;;;;;;;
69207;2017;8.0;;;;;;;;
69207;2018;9.0;;;;;;;;19.0
69207;2019;8.0;;;;;;;;
69207;2020;9.0;;;;;;;;20.0
69207;2021;9.0;;;;;;;;19.0
69208;2014;;;;;;;;;
69208;2015;;;;;;;;;
69208;2016;;;;;;;;;
69208;2017;;;;;;;;;
69208;2018;;;;;;;;;
69208;2019;;;;;;;;;
69208;2020;;;;;;;;;
69208;2021;;;;;;;;;
69209;2014;;;;;;;;;
69209;2015;;;;;;;;;
69209;2016;;;;;;;;;
69209;2017;;;;;;;;;
69209;2018;;;;;;;;;
69209;2019;;;;;;;;;
69209;2020;;;;;;;;;
69209;2021;;;;;;;;;
69212;2014;;;;;;;;;
69212;2015;;;;;;;;;
69212;2016;;;;;;;;;
69212;2017;;;;;;;;;
69212;2018;;;;;;;;;
69212;2019;;;;;;;;;
69212;2020;;;;;;;;;
69212;2021;;;;;;;;;
69214;2014;;;;;;;;;
69214;2015;;;;;;;;;
69214;2016;;;;;;;;;
69214;2017;;;;;;;;;
69214;2018;;;;;;;;;
69214;2019;;;;;;;;;
69214;2020;;;;;;;;;
69214;2021;;;;;;;;;
69215;2014;;;;;;;;;
69215;2015;;;;;;;;;
69215;2016;;;;;;;;;
69215;2017;;;;;;;;;
69215;2018;;;;;;;;;
69215;2019;;;;;;;;;
69215;2020;;;;;;;;;
69215;2021;;;;;;;;;
69216;2014;;;;;;;;;
69216;2015;;;;;;;;;
69216;2016;;;;;;;;;
69216;2017;;;;;;;;;
69216;2018;;;;;;;;;
69216;2019;;;;;;;;;
69216;2020;;;;;;;;;
69216;2021;;;;;;;;;
69217;2014;;;;;;;;;
69217;2015;;;;;;;;;
69217;2016;;;;;;;;;
69217;2017;;;;;;;;;
69217;2018;;;;;;;;;
69217;2019;;;;;;;;;
