id_commune,target_REM_wins_2022_t2,abstentions_2012_t1,abstentions_2012_t2,abstentions_2017_t1,abstentions_2017_t2,abstentions_2022_t1,abstentions_2022_t2,blancs_2012_t1,blancs_2012_t2,blancs_2017_t1,blancs_2017_t2,blancs_2022_t1,blancs_2022_t2,exprimes_2012_t1,exprimes_2012_t2,exprimes_2017_t1,exprimes_2017_t2,exprimes_2022_t1,exprimes_2022_t2,inscrits_2012_t1,inscrits_2012_t2,inscrits_2017_t1,inscrits_2017_t2,inscrits_2022_t1,inscrits_2022_t2,insee_log,insee_pop,nuls_2012_t1,nuls_2012_t2,nuls_2017_t1,nuls_2017_t2,nuls_2022_t1,nuls_2022_t2,pct_abs_ins_2012_t1,pct_abs_ins_2012_t2,pct_abs_ins_2017_t1,pct_abs_ins_2017_t2,pct_abs_ins_2022_t1,pct_abs_ins_2022_t2,pct_blancs_ins_2012_t1,pct_blancs_ins_2012_t2,pct_blancs_ins_2017_t1,pct_blancs_ins_2017_t2,pct_blancs_ins_2022_t1,pct_blancs_ins_2022_t2,pct_nuls_ins_2012_t1,pct_nuls_ins_2012_t2,pct_nuls_ins_2017_t1,pct_nuls_ins_2017_t2,pct_nuls_ins_2022_t1,pct_nuls_ins_2022_t2,pct_vot_ins_2012_t1,pct_vot_ins_2012_t2,pct_vot_ins_2017_t1,pct_vot_ins_2017_t2,pct_vot_ins_2022_t1,pct_vot_ins_2022_t2,sec_count_cambriolages_de_logement,sec_count_destructions_et_degradations_volontaires,sec_count_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_count_trafic_de_stupefiants,sec_count_usage_de_stupefiants,sec_count_usage_de_stupefiants_afd,sec_count_violences_physiques_hors_cadre_familial,sec_count_violences_physiques_intrafamiliales,sec_count_violences_sexuelles,sec_count_vols_avec_armes,sec_count_vols_d_accessoires_sur_vehicules,sec_count_vols_dans_les_vehicules,sec_count_vols_de_vehicule,sec_count_vols_sans_violence_contre_des_personnes,sec_count_vols_violents_sans_arme,sec_rate_cambriolages_de_logement,sec_rate_destructions_et_degradations_volontaires,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_rate_trafic_de_stupefiants,sec_rate_usage_de_stupefiants,sec_rate_usage_de_stupefiants_afd,sec_rate_violences_physiques_hors_cadre_familial,sec_rate_violences_physiques_intrafamiliales,sec_rate_violences_sexuelles,sec_rate_vols_avec_armes,sec_rate_vols_d_accessoires_sur_vehicules,sec_rate_vols_dans_les_vehicules,sec_rate_vols_de_vehicule,sec_rate_vols_sans_violence_contre_des_personnes,sec_rate_vols_violents_sans_arme,share_nuance__2012_t1,share_nuance__2012_t2,share_nuance_com_2022_t1,share_nuance_div_2012_t1,share_nuance_div_2017_t1,share_nuance_dlf_2012_t1,share_nuance_dlf_2017_t1,share_nuance_dlf_2022_t1,share_nuance_eelv_2022_t1,share_nuance_exg_2012_t1,share_nuance_exg_2017_t1,share_nuance_exg_2022_t1,share_nuance_fi_2012_t1,share_nuance_fi_2017_t1,share_nuance_fi_2022_t1,share_nuance_lr_2017_t1,share_nuance_lr_2022_t1,share_nuance_rec_2022_t1,share_nuance_rem_2017_t1,share_nuance_rem_2017_t2,share_nuance_rem_2022_t1,share_nuance_res_2017_t1,share_nuance_res_2022_t1,share_nuance_rn_2012_t1,share_nuance_rn_2017_t1,share_nuance_rn_2017_t2,share_nuance_rn_2022_t1,share_nuance_soc_2017_t1,share_nuance_soc_2022_t1,votants_2012_t1,votants_2012_t2,votants_2017_t1,votants_2017_t2,votants_2022_t1,votants_2022_t2
69148,1,179.0,181.0,249.0,308.0,296.0,339.0,25.0,73.0,17.0,125.0,30.0,89.0,1385.0,1336.0,1532.0,1336.0,1646.0,1539.0,1589.0,1590.0,1802.0,1802.0,1980.0,1983.0,1134.0,2633.0,0.0,0.0,4.0,33.0,8.0,16.0,11.26,11.38,13.82,17.09,14.95,17.1,1.57,4.59,0.94,6.94,1.52,4.49,0.0,0.0,0.22,1.83,0.4,0.81,88.74,88.62,86.18,82.91,85.05,82.9,20.0,13.0,9.0,0.0,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,5.0,1.7640449,17.6391714,4.9373338,3.4181542,0.0,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,1.8989746,0.3546356,72.05999999999999,100.0,1.64,0.14,1.04,2.53,4.44,1.52,6.32,1.59,1.24,0.36,8.38,14.62,13.97,24.8,7.05,9.54,28.2,70.28,35.05,0.65,2.07,15.31,18.47,29.72,20.29,6.53,2.19,1410.0,1409.0,1553.0,1494.0,1684.0,1644.0
69149,1,3350.0,3330.0,3809.0,4305.0,3789.0,4488.0,207.0,677.0,187.0,1081.0,164.0,811.0,13260.0,12796.0,12885.0,11250.0,12910.0,11381.0,16817.0,16803.0,16940.0,16940.0,16915.0,16911.0,19347.0,37928.0,0.0,0.0,59.0,304.0,52.0,231.0,19.92,19.82,22.49,25.41,22.4,26.54,1.23,4.03,1.1,6.38,0.97,4.8,0.0,0.0,0.35,1.79,0.31,1.37,80.08,80.18,77.51,74.59,77.6,73.46,214.0,278.0,214.0,44.0,141.0,66.0,147.0,110.0,46.0,1.046875,125.0,313.0,105.0,386.0,35.0,11.0612404,7.3296773,5.6422696,1.1600928,3.7175701,1.7401392,3.8757646,2.900232,1.2128243,0.1055371,3.2957182,8.2524784,2.7684033,10.1771778,0.9228011,68.36,100.0,2.55,0.23,1.2,1.6,4.32,1.81,7.31,1.5,1.65,1.31,13.02,23.22,27.89,18.07,4.86,7.25,26.85,75.16,28.2,0.85,1.84,15.28,15.07,24.84,14.82,8.77,2.16,13467.0,13473.0,13131.0,12635.0,13126.0,12423.0
69151,0,133.0,139.0,134.0,167.0,172.0,205.0,21.0,60.0,16.0,103.0,14.0,45.0,822.0,777.0,887.0,747.0,901.0,826.0,976.0,976.0,1040.0,1040.0,1088.0,1088.0,672.0,1496.0,0.0,0.0,3.0,23.0,1.0,12.0,13.63,14.24,12.88,16.06,15.81,18.84,2.15,6.15,1.54,9.9,1.29,4.14,0.0,0.0,0.29,2.21,0.09,1.1,86.37,85.76,87.12,83.94,84.19,81.16,2.6492537,3.3106061,5.0,0.0,3.0299401,0.0,2.721519,3.0404624,0.0,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,3.342246,0.0,1.306157,0.0,1.4219906,1.9820933,0.0,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,57.42,100.0,1.44,0.24,0.68,2.8,6.54,2.66,2.33,1.7000000000000002,1.69,1.4500000000000002,8.76,12.4,13.1,23.22,6.77,9.43,17.59,49.67,26.42,1.35,2.77,29.08,31.0,50.33,32.41,5.52,1.22,843.0,837.0,906.0,873.0,916.0,883.0
69152,1,1611.0,1613.0,1999.0,2211.0,1892.0,2336.0,76.0,247.0,81.0,346.0,59.0,279.0,4505.0,4337.0,4304.0,3744.0,4416.0,3693.0,6192.0,6197.0,6412.0,6412.0,6388.0,6395.0,,,0.0,0.0,28.0,111.0,21.0,87.0,26.02,26.03,31.18,34.48,29.62,36.53,1.23,3.99,1.26,5.4,0.92,4.36,0.0,0.0,0.44,1.73,0.33,1.36,73.98,73.97,68.82,65.52,70.38,63.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.09,100.0,3.85,0.36,1.53,1.6,4.6,1.9,3.78,1.8699999999999999,1.69,1.3399999999999999,19.25,30.37,36.16,13.5,4.05,7.31,22.58,71.13,20.45,0.86,1.77,16.85,18.77,28.87,17.82,6.09,1.56,4581.0,4584.0,4413.0,4201.0,4496.0,4059.0
69153,1,87.0,75.0,104.0,118.0,103.0,146.0,5.0,38.0,11.0,54.0,9.0,38.0,630.0,610.0,660.0,588.0,722.0,647.0,722.0,723.0,780.0,779.0,838.0,838.0,460.0,1394.0,0.0,0.0,5.0,19.0,4.0,7.0,12.05,10.37,13.33,15.15,12.29,17.42,0.69,5.26,1.41,6.93,1.07,4.53,0.0,0.0,0.64,2.44,0.48,0.84,87.95,89.63,86.67,84.85,87.71,82.58,2.6492537,16.0,5.0,1.7521368,3.0299401,0.0,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,11.4777618,3.5868006,0.3375502,1.306157,0.0,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,79.52,100.0,0.42,0.0,0.3,2.06,3.33,1.94,7.2,1.1099999999999999,0.76,0.97,5.71,9.85,13.3,37.42,7.48,13.85,29.7,75.85,37.95,1.21,1.52,11.59,11.67,24.15,13.02,5.76,2.35,635.0,648.0,676.0,661.0,735.0,692.0
69154,1,141.0,162.0,177.0,272.0,253.0,310.0,21.0,50.0,22.0,131.0,24.0,84.0,1105.0,1050.0,1375.0,1144.0,1501.0,1374.0,1267.0,1262.0,1580.0,1575.0,1785.0,1786.0,1165.0,2966.0,0.0,0.0,6.0,28.0,7.0,18.0,11.13,12.84,11.2,17.27,14.17,17.36,1.66,3.96,1.39,8.32,1.34,4.7,0.0,0.0,0.38,1.78,0.39,1.01,88.87,87.16,88.8,82.73,85.83,82.64,9.0,21.0,17.0,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,1.046875,2.7266667,2.4964539,2.3846154,15.0,0.0,7.7248694,7.0802428,5.7316251,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.1055371,1.1839424,1.5184457,1.4076726,5.0573163,0.0,74.57,100.0,1.53,0.09,0.29,2.62,6.4,2.93,5.0,1.26,1.09,1.33,6.88,12.07,15.52,29.82,5.6,8.99,24.29,68.71,34.31,1.45,2.4,14.57,19.93,31.29,21.32,4.65,1.07,1126.0,1100.0,1403.0,1303.0,1532.0,1476.0
69155,1,90.0,84.0,124.0,135.0,155.0,166.0,14.0,43.0,16.0,64.0,14.0,35.0,695.0,672.0,722.0,655.0,752.0,714.0,799.0,799.0,866.0,866.0,924.0,924.0,483.0,1133.0,0.0,0.0,4.0,12.0,3.0,9.0,11.26,10.51,14.32,15.59,16.77,17.97,1.75,5.38,1.85,7.39,1.52,3.79,0.0,0.0,0.46,1.39,0.32,0.97,88.74,89.49,85.68,84.41,83.23,82.03,2.6492537,3.3106061,4.2666667,0.0,3.0299401,0.0,2.721519,3.0404624,2.4517766,0.0,0.0,2.4964539,0.0,2.6805556,1.7640449,5.1599952,3.5081804,5.0485131,0.0,1.306157,0.0,1.4219906,1.9820933,1.0619796,0.0,0.0,1.5184457,0.0,2.2745888,0.3546356,69.5,100.0,1.46,0.58,0.42,5.76,10.39,5.05,5.72,1.87,1.25,1.2000000000000002,7.05,15.93,14.76,22.58,8.11,6.12,27.56,71.6,31.25,0.97,2.66,15.25,16.62,28.4,22.21,4.29,1.46,709.0,715.0,742.0,731.0,769.0,758.0
69156,1,201.0,189.0,241.0,298.0,323.0,380.0,19.0,62.0,18.0,144.0,27.0,96.0,1509.0,1478.0,1595.0,1388.0,1670.0,1525.0,1729.0,1729.0,1861.0,1863.0,2027.0,2024.0,1150.0,2629.0,0.0,0.0,7.0,33.0,7.0,23.0,11.63,10.93,12.95,16.0,15.93,18.77,1.1,3.59,0.97,7.73,1.33,4.74,0.0,0.0,0.38,1.77,0.35,1.14,88.37,89.07,87.05,84.0,84.07,81.23,13.0,7.0,17.0,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,1.046875,2.7266667,2.4964539,2.3846154,2.6805556,0.0,11.3069391,2.6626094,6.466337,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.1055371,1.1839424,1.5184457,1.4076726,2.2745888,0.0,78.13,100.0,1.32,0.27,1.0,1.52,4.08,1.68,7.19,1.1300000000000001,1.19,1.02,5.57,10.28,11.62,33.17,6.77,10.54,30.47,74.78,41.5,0.63,2.87,13.39,14.29,25.22,14.07,4.89,1.44,1528.0,1540.0,1620.0,1565.0,1704.0,1644.0
69157,1,351.0,363.0,464.0,520.0,739.0,823.0,28.0,99.0,31.0,153.0,58.0,191.0,1524.0,1441.0,1523.0,1315.0,3124.0,2866.0,1903.0,1903.0,2025.0,2025.0,3933.0,3931.0,2420.0,5283.0,0.0,0.0,7.0,37.0,12.0,51.0,18.44,19.08,22.91,25.68,18.79,20.94,1.47,5.2,1.53,7.56,1.47,4.86,0.0,0.0,0.35,1.83,0.31,1.3,81.56,80.92,77.09,74.32,81.21,79.06,17.0,26.0,25.0,1.7521368,3.0299401,6.2348485,2.721519,6.0,2.4517766,0.0,2.7266667,17.0,2.3846154,12.0,0.0,7.0256281,4.9214461,4.7321598,0.3375502,1.306157,1.7948427,1.4219906,1.1357183,1.0619796,0.0,1.1839424,3.2178686,1.4076726,2.2714367,0.0,65.68,100.0,1.25,0.39,0.65,3.67,6.89,2.85,4.55,1.25,1.77,1.05,6.76,14.97,13.51,22.39,6.08,6.82,22.65,61.83,31.85,1.05,3.71,22.24,25.54,38.17,26.98,4.07,1.34,1552.0,1540.0,1561.0,1505.0,3194.0,3108.0
69159,1,71.0,73.0,297.0,364.0,500.0,571.0,7.0,37.0,41.0,146.0,41.0,133.0,559.0,527.0,1830.0,1609.0,2492.0,2298.0,637.0,637.0,2180.0,2181.0,3046.0,3046.0,,,0.0,0.0,12.0,62.0,13.0,44.0,11.15,11.46,13.62,16.69,16.41,18.75,1.1,5.81,1.88,6.69,1.35,4.37,0.0,0.0,0.55,2.84,0.43,1.44,88.85,88.54,86.38,83.31,83.59,81.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.98,100.0,1.2,0.0,1.2,1.61,5.9,3.21,5.54,1.25,1.42,0.6799999999999999,8.77,10.71,14.09,26.78,5.38,9.75,21.37,60.78,30.06,1.42,3.05,20.39,26.12,39.22,25.28,5.08,1.77,566.0,564.0,1883.0,1817.0,2546.0,2475.0
69160,0,143.0,141.0,164.0,203.0,158.0,187.0,12.0,50.0,17.0,69.0,14.0,42.0,654.0,618.0,664.0,563.0,656.0,596.0,809.0,809.0,850.0,850.0,832.0,833.0,658.0,1027.0,0.0,0.0,5.0,15.0,4.0,8.0,17.68,17.43,19.29,23.88,18.99,22.45,1.48,6.18,2.0,8.12,1.68,5.04,0.0,0.0,0.59,1.76,0.48,0.96,82.32,82.57,80.71,76.12,81.01,77.55,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,2.721519,3.0404624,2.4517766,0.0,0.0,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,1.4219906,1.9820933,1.0619796,0.0,0.0,1.5184457,1.4076726,2.2745888,0.0,66.66,100.0,1.37,0.46,1.3499999999999999,3.06,7.08,2.59,3.2,1.07,2.71,1.22,8.1,14.61,14.33,21.39,5.03,10.06,20.48,55.06,27.29,1.81,5.34,20.64,25.0,44.94,28.35,5.57,1.22,666.0,668.0,686.0,647.0,674.0,646.0
69161,0,78.0,79.0,68.0,69.0,102.0,95.0,7.0,31.0,10.0,34.0,5.0,18.0,311.0,286.0,308.0,275.0,294.0,283.0,396.0,396.0,389.0,389.0,402.0,400.0,365.0,477.0,0.0,0.0,3.0,11.0,1.0,4.0,19.7,19.95,17.48,17.74,25.37,23.75,1.77,7.83,2.57,8.74,1.24,4.5,0.0,0.0,0.77,2.83,0.25,1.0,80.3,80.05,82.52,82.26,74.63,76.25,2.6492537,3.3106061,4.2666667,0.0,3.0299401,0.0,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,1.306157,0.0,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,58.519999999999996,100.0,2.04,0.32,1.62,3.22,7.47,3.06,1.7,1.28,1.9500000000000002,2.38,5.47,11.69,13.61,22.08,3.4,7.82,12.34,42.18,24.49,1.95,4.42,31.19,37.34,57.82,36.05,3.57,1.02,318.0,317.0,321.0,320.0,300.0,305.0
69162,1,117.0,129.0,149.0,192.0,205.0,222.0,17.0,53.0,17.0,81.0,25.0,46.0,831.0,785.0,853.0,735.0,810.0,762.0,965.0,967.0,1024.0,1024.0,1042.0,1040.0,737.0,1382.0,0.0,0.0,5.0,16.0,2.0,10.0,12.12,13.34,14.55,18.75,19.67,21.35,1.76,5.48,1.66,7.91,2.4,4.42,0.0,0.0,0.49,1.56,0.19,0.96,87.88,86.66,85.45,81.25,80.33,78.65,2.6492537,3.3106061,4.2666667,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,1.7640449,5.1599952,3.5081804,5.0485131,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.3546356,65.71,100.0,1.36,0.24,1.29,4.45,6.1,3.09,3.95,2.41,1.29,0.99,6.98,9.96,11.73,26.26,6.17,9.88,24.85,63.27,35.06,1.64,5.31,20.22,23.21,36.73,21.85,5.39,0.62,848.0,838.0,875.0,832.0,837.0,818.0
69163,1,338.0,318.0,399.0,459.0,437.0,495.0,33.0,112.0,46.0,178.0,31.0,107.0,1842.0,1783.0,1898.0,1677.0,2093.0,1939.0,2213.0,2213.0,2356.0,2356.0,2570.0,2570.0,1488.0,3620.0,0.0,0.0,13.0,42.0,9.0,29.0,15.27,14.37,16.94,19.48,17.0,19.26,1.49,5.06,1.95,7.56,1.21,4.16,0.0,0.0,0.55,1.78,0.35,1.13,84.73,85.63,83.06,80.52,83.0,80.74,19.0,24.0,27.0,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,1.046875,2.7266667,2.4964539,12.0,8.0,1.7640449,12.7656421,6.6298343,7.4585635,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.1055371,1.1839424,1.5184457,3.3149171,2.2099448,0.3546356,65.63,100.0,1.67,0.27,1.32,2.01,6.11,2.91,5.21,1.8499999999999999,1.32,1.1,9.5,14.54,16.63,20.71,4.16,9.17,22.34,58.44,27.23,0.58,2.63,20.74,28.35,41.56,27.66,4.74,1.62,1875.0,1895.0,1957.0,1897.0,2133.0,2075.0
69164,0,56.0,57.0,52.0,59.0,67.0,66.0,3.0,14.0,5.0,19.0,6.0,18.0,224.0,212.0,205.0,184.0,203.0,189.0,283.0,283.0,263.0,263.0,276.0,276.0,292.0,311.0,0.0,0.0,1.0,1.0,0.0,3.0,19.79,20.14,19.77,22.43,24.28,23.91,1.06,4.95,1.9,7.22,2.17,6.52,0.0,0.0,0.38,0.38,0.0,1.09,80.21,79.86,80.23,77.57,75.72,76.09,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,0.0,0.0,2.4517766,0.0,0.0,0.0,0.0,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,0.0,0.0,1.0619796,0.0,0.0,0.0,0.0,2.2745888,0.0,67.41,100.0,1.48,0.0,3.9,0.89,6.34,2.96,2.46,1.79,0.98,0.99,5.8,14.63,19.21,25.37,3.45,6.9,18.05,58.7,28.08,3.41,3.45,24.11,22.93,41.3,28.57,4.39,2.46,227.0,226.0,211.0,204.0,209.0,210.0
69165,1,107.0,103.0,128.0,175.0,118.0,145.0,17.0,52.0,21.0,90.0,16.0,49.0,713.0,682.0,704.0,578.0,662.0,599.0,837.0,837.0,855.0,855.0,801.0,801.0,548.0,1159.0,0.0,0.0,2.0,12.0,5.0,8.0,12.78,12.31,14.97,20.47,14.73,18.1,2.03,6.21,2.46,10.53,2.0,6.12,0.0,0.0,0.23,1.4,0.62,1.0,87.22,87.69,85.03,79.53,85.27,81.9,2.6492537,3.3106061,8.0,1.7521368,3.0299401,6.2348485,0.0,3.0404624,2.4517766,0.0,0.0,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,6.9025022,0.3375502,1.306157,1.7948427,0.0,1.9820933,1.0619796,0.0,0.0,1.5184457,1.4076726,2.2745888,0.0,65.64,100.0,2.11,0.42,0.14,1.96,5.26,1.66,5.59,2.0999999999999996,0.99,1.51,8.56,14.2,17.07,27.98,6.95,7.7,21.02,60.38,28.55,1.14,1.36,21.32,25.43,39.62,25.83,3.84,1.66,730.0,734.0,727.0,680.0,683.0,656.0
69166,1,20.0,29.0,20.0,38.0,28.0,31.0,1.0,10.0,3.0,3.0,1.0,11.0,174.0,156.0,184.0,140.0,158.0,147.0,195.0,195.0,207.0,207.0,188.0,189.0,147.0,307.0,0.0,0.0,0.0,26.0,1.0,0.0,10.26,14.87,9.66,18.36,14.89,16.4,0.51,5.13,1.45,1.45,0.53,5.82,0.0,0.0,0.0,12.56,0.53,0.0,89.74,85.13,90.34,81.64,85.11,83.6,0.0,3.3106061,4.2666667,0.0,0.0,0.0,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,0.0,3.5081804,5.0485131,0.0,0.0,0.0,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,68.39,100.0,1.9,0.57,2.17,1.15,5.98,1.27,6.96,1.72,3.26,1.26,12.64,21.2,24.05,16.3,2.53,3.8,30.43,73.57,35.44,0.0,2.53,15.52,15.22,26.43,18.35,5.43,1.9,175.0,166.0,187.0,169.0,160.0,158.0
69167,1,50.0,51.0,54.0,71.0,62.0,76.0,7.0,14.0,5.0,30.0,6.0,29.0,354.0,346.0,361.0,309.0,389.0,345.0,411.0,411.0,422.0,422.0,457.0,457.0,259.0,588.0,0.0,0.0,2.0,12.0,0.0,7.0,12.17,12.41,12.8,16.82,13.57,16.63,1.7,3.41,1.18,7.11,1.31,6.35,0.0,0.0,0.47,2.84,0.0,1.53,87.83,87.59,87.2,83.18,86.43,83.37,2.6492537,3.3106061,4.2666667,0.0,3.0299401,6.2348485,2.721519,3.0404624,0.0,0.0,0.0,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,1.306157,1.7948427,1.4219906,1.9820933,0.0,0.0,0.0,1.5184457,1.4076726,2.2745888,0.0,64.12,100.0,1.8,0.56,1.11,1.98,8.59,2.31,4.88,0.8400000000000001,2.2199999999999998,0.77,9.32,19.11,20.57,23.27,4.37,9.77,18.56,65.05,31.88,0.83,3.6,23.16,23.27,34.95,19.54,3.05,0.51,361.0,360.0,368.0,351.0,395.0,381.0
69168,1,97.0,116.0,134.0,179.0,153.0,205.0,9.0,45.0,0.0,61.0,9.0,31.0,765.0,719.0,756.0,636.0,806.0,725.0,871.0,880.0,900.0,900.0,971.0,971.0,646.0,1546.0,0.0,0.0,10.0,24.0,3.0,10.0,11.14,13.18,14.89,19.89,15.76,21.11,1.03,5.11,0.0,6.78,0.93,3.19,0.0,0.0,1.11,2.67,0.31,1.03,88.86,86.82,85.11,80.11,84.24,78.89,2.6492537,10.0,12.0,0.0,9.0,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,20.0,2.3846154,17.0,1.7640449,5.1599952,6.4683053,7.7619664,0.0,5.8214748,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,12.9366106,1.4076726,10.996119,0.3546356,72.28,100.0,0.5,0.0,1.06,1.18,2.25,1.49,6.45,1.31,1.19,1.12,9.8,16.8,19.35,29.23,5.83,9.55,30.16,76.73,36.1,0.66,2.98,15.42,14.29,23.27,15.26,4.37,1.36,774.0,764.0,766.0,721.0,818.0,766.0
69169,0,55.0,68.0,74.0,101.0,83.0,92.0,8.0,30.0,12.0,45.0,8.0,26.0,441.0,406.0,440.0,372.0,443.0,418.0,504.0,504.0,527.0,527.0,540.0,539.0,364.0,650.0,0.0,0.0,1.0,9.0,6.0,3.0,10.91,13.49,14.04,19.17,15.37,17.07,1.59,5.95,2.28,8.54,1.48,4.82,0.0,0.0,0.19,1.71,1.11,0.56,89.09,86.51,85.96,80.83,84.63,82.93,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,2.721519,3.0404624,2.4517766,0.0,0.0,2.4964539,0.0,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,1.4219906,1.9820933,1.0619796,0.0,0.0,1.5184457,0.0,2.2745888,0.0,59.64,100.0,1.35,0.0,1.5899999999999999,2.04,8.41,4.74,4.06,1.81,1.3699999999999999,0.68,7.03,8.64,8.8,27.05,4.97,13.32,18.41,54.3,27.54,1.59,5.42,29.48,28.86,45.7,27.54,4.09,1.58,449.0,436.0,453.0,426.0,457.0,447.0
69170,1,94.0,115.0,136.0,172.0,156.0,179.0,22.0,47.0,24.0,62.0,21.0,50.0,716.0,671.0,701.0,617.0,702.0,639.0,832.0,833.0,864.0,864.0,882.0,883.0,520.0,1167.0,0.0,0.0,3.0,13.0,3.0,15.0,11.3,13.81,15.74,19.91,17.69,20.27,2.64,5.64,2.78,7.18,2.38,5.66,0.0,0.0,0.35,1.5,0.34,1.7,88.7,86.19,84.26,80.09,82.31,79.73,2.6492537,3.3106061,4.2666667,0.0,3.0299401,0.0,0.0,3.0404624,0.0,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,1.306157,0.0,0.0,1.9820933,0.0,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,68.3,100.0,1.0,0.42,1.1400000000000001,1.82,6.85,4.27,6.55,0.42000000000000004,0.72,0.99,5.45,12.55,17.09,21.26,6.84,6.55,23.4,59.48,25.64,1.85,3.7,23.6,27.25,40.52,25.78,4.99,1.57,738.0,718.0,728.0,692.0,726.0,704.0
69171,1,290.0,304.0,304.0,339.0,364.0,444.0,20.0,73.0,32.0,115.0,26.0,97.0,1291.0,1224.0,1173.0,1029.0,1304.0,1133.0,1601.0,1601.0,1513.0,1513.0,1700.0,1700.0,1218.0,2568.0,0.0,0.0,4.0,30.0,6.0,26.0,18.11,18.99,20.09,22.41,21.41,26.12,1.25,4.56,2.12,7.6,1.53,5.71,0.0,0.0,0.26,1.98,0.35,1.53,81.89,81.01,79.91,77.59,78.59,73.88,2.6492537,19.0,15.0,1.7521368,3.0299401,6.2348485,2.721519,5.0,2.4517766,0.0,2.7266667,5.0,2.3846154,6.0,1.7640449,5.1599952,7.3987539,5.8411215,0.3375502,1.306157,1.7948427,1.4219906,1.9470405,1.0619796,0.0,1.1839424,1.9470405,1.4076726,2.3364486,0.3546356,65.07,100.0,2.45,0.54,2.1399999999999997,2.63,7.25,2.3,6.75,1.6199999999999999,1.3599999999999999,1.07,12.08,20.97,23.08,15.77,4.45,7.82,23.79,67.06,25.69,1.45,2.45,18.05,19.78,32.94,22.32,7.5,1.61,1311.0,1297.0,1209.0,1174.0,1336.0,1256.0
69172,1,44.0,60.0,92.0,94.0,106.0,115.0,9.0,30.0,6.0,61.0,8.0,34.0,506.0,469.0,485.0,427.0,493.0,458.0,559.0,559.0,587.0,587.0,611.0,611.0,380.0,789.0,0.0,0.0,4.0,5.0,4.0,4.0,7.87,10.73,15.67,16.01,17.35,18.82,1.61,5.37,1.02,10.39,1.31,5.56,0.0,0.0,0.68,0.85,0.65,0.65,92.13,89.27,84.33,83.99,82.65,81.18,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,2.721519,3.0404624,0.0,0.0,0.0,2.4964539,0.0,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,1.4219906,1.9820933,0.0,0.0,0.0,1.5184457,0.0,2.2745888,0.0,63.629999999999995,100.0,2.03,0.0,1.24,2.77,10.52,3.45,8.72,0.99,2.06,0.82,7.31,12.16,9.53,24.54,6.49,8.52,18.56,58.78,30.43,1.24,2.84,25.3,25.36,41.22,26.37,4.33,0.81,515.0,499.0,495.0,493.0,505.0,496.0
