code_departement;libelle_departement;code_commune;libelle_commune;annee_election;tour;inscrits;abstentions;votants;blancs;nuls;blancs_et_nuls;exprimes;pct_abs_ins;pct_vot_ins;pct_blancs_ins;pct_blancs_vot;pct_nuls_ins;pct_nuls_vot;pct_blancs_et_nuls_ins;pct_blancs_et_nuls_vot;pct_exprimes_ins;pct_exprimes_vot;numero_panneau;sexe;nom;prenom;voix;pct_voix_ins;pct_voix_exprimes;nuance;source_dataset;date_refresh
69;RHONE;006;Amplepuis;2017;2;3591;830;2761;257;82;339;2422;23.11;76.89;7.16;9.31;2.28;2.97;9.44;12.28;67.45;87.72;1;M;MACRON;Emmanuel;1419;39.52;58.59;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;006;Amplepuis;2017;2;3591;830;2761;257;82;339;2422;23.11;76.89;7.16;9.31;2.28;2.97;9.44;12.28;67.45;87.72;2;F;LE PEN;Marine;1003;27.93;41.41;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;007;Ampuis;2017;2;1994;361;1633;153;45;198;1435;18.1;81.9;7.67;9.37;2.26;2.76;9.93;12.12;71.97;87.88;1;M;MACRON;Emmanuel;811;40.67;56.52;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;007;Ampuis;2017;2;1994;361;1633;153;45;198;1435;18.1;81.9;7.67;9.37;2.26;2.76;9.93;12.12;71.97;87.88;2;F;LE PEN;Marine;624;31.29;43.48;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;008;Ancy;2017;2;464;61;403;43;10;53;350;13.15;86.85;9.27;10.67;2.16;2.48;11.42;13.15;75.43;86.85;1;M;MACRON;Emmanuel;218;46.98;62.29;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;008;Ancy;2017;2;464;61;403;43;10;53;350;13.15;86.85;9.27;10.67;2.16;2.48;11.42;13.15;75.43;86.85;2;F;LE PEN;Marine;132;28.45;37.71;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;009;Anse;2017;2;4571;978;3593;304;81;385;3208;21.4;78.6;6.65;8.46;1.77;2.25;8.42;10.72;70.18;89.28;1;M;MACRON;Emmanuel;2181;47.71;67.99;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;009;Anse;2017;2;4571;978;3593;304;81;385;3208;21.4;78.6;6.65;8.46;1.77;2.25;8.42;10.72;70.18;89.28;2;F;LE PEN;Marine;1027;22.47;32.01;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;010;L'Arbresle;2017;2;4131;1022;3109;276;86;362;2747;24.74;75.26;6.68;8.88;2.08;2.77;8.76;11.64;66.5;88.36;1;M;MACRON;Emmanuel;1958;47.4;71.28;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;010;L'Arbresle;2017;2;4131;1022;3109;276;86;362;2747;24.74;75.26;6.68;8.88;2.08;2.77;8.76;11.64;66.5;88.36;2;F;LE PEN;Marine;789;19.1;28.72;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;012;Les Ardillats;2017;2;508;84;424;34;11;45;379;16.54;83.46;6.69;8.02;2.17;2.59;8.86;10.61;74.61;89.39;1;M;MACRON;Emmanuel;214;42.13;56.46;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;012;Les Ardillats;2017;2;508;84;424;34;11;45;379;16.54;83.46;6.69;8.02;2.17;2.59;8.86;10.61;74.61;89.39;2;F;LE PEN;Marine;165;32.48;43.54;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;013;Arnas;2017;2;2644;592;2052;166;35;201;1851;22.39;77.61;6.28;8.09;1.32;1.71;7.6;9.8;70.01;90.2;1;M;MACRON;Emmanuel;1063;40.2;57.43;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;013;Arnas;2017;2;2644;592;2052;166;35;201;1851;22.39;77.61;6.28;8.09;1.32;1.71;7.6;9.8;70.01;90.2;2;F;LE PEN;Marine;788;29.8;42.57;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;014;Aveize;2017;2;786;139;647;42;11;53;594;17.68;82.32;5.34;6.49;1.4;1.7;6.74;8.19;75.57;91.81;1;M;MACRON;Emmanuel;387;49.24;65.15;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;014;Aveize;2017;2;786;139;647;42;11;53;594;17.68;82.32;5.34;6.49;1.4;1.7;6.74;8.19;75.57;91.81;2;F;LE PEN;Marine;207;26.34;34.85;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;015;Avenas;2017;2;115;20;95;13;4;17;78;17.39;82.61;11.3;13.68;3.48;4.21;14.78;17.89;67.83;82.11;1;M;MACRON;Emmanuel;64;55.65;82.05;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;015;Avenas;2017;2;115;20;95;13;4;17;78;17.39;82.61;11.3;13.68;3.48;4.21;14.78;17.89;67.83;82.11;2;F;LE PEN;Marine;14;12.17;17.95;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;016;Azolette;2017;2;128;30;98;13;2;15;83;23.44;76.56;10.16;13.27;1.56;2.04;11.72;15.31;64.84;84.69;1;M;MACRON;Emmanuel;47;36.72;56.63;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;016;Azolette;2017;2;128;30;98;13;2;15;83;23.44;76.56;10.16;13.27;1.56;2.04;11.72;15.31;64.84;84.69;2;F;LE PEN;Marine;36;28.12;43.37;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;017;Bagnols;2017;2;589;116;473;58;4;62;411;19.69;80.31;9.85;12.26;0.68;0.85;10.53;13.11;69.78;86.89;1;M;MACRON;Emmanuel;261;44.31;63.5;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;017;Bagnols;2017;2;589;116;473;58;4;62;411;19.69;80.31;9.85;12.26;0.68;0.85;10.53;13.11;69.78;86.89;2;F;LE PEN;Marine;150;25.47;36.5;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;018;Beaujeu;2017;2;1331;348;983;122;20;142;841;26.15;73.85;9.17;12.41;1.5;2.03;10.67;14.45;63.19;85.55;1;M;MACRON;Emmanuel;465;34.94;55.29;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;018;Beaujeu;2017;2;1331;348;983;122;20;142;841;26.15;73.85;9.17;12.41;1.5;2.03;10.67;14.45;63.19;85.55;2;F;LE PEN;Marine;376;28.25;44.71;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;019;Belleville;2017;2;4714;1302;3412;292;91;383;3029;27.62;72.38;6.19;8.56;1.93;2.67;8.12;11.23;64.26;88.77;1;M;MACRON;Emmanuel;1814;38.48;59.89;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;019;Belleville;2017;2;4714;1302;3412;292;91;383;3029;27.62;72.38;6.19;8.56;1.93;2.67;8.12;11.23;64.26;88.77;2;F;LE PEN;Marine;1215;25.77;40.11;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;020;Belmont-d'Azergues;2017;2;494;93;401;36;6;42;359;18.83;81.17;7.29;8.98;1.21;1.5;8.5;10.47;72.67;89.53;1;M;MACRON;Emmanuel;243;49.19;67.69;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;020;Belmont-d'Azergues;2017;2;494;93;401;36;6;42;359;18.83;81.17;7.29;8.98;1.21;1.5;8.5;10.47;72.67;89.53;2;F;LE PEN;Marine;116;23.48;32.31;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;021;Bessenay;2017;2;1632;350;1282;128;31;159;1123;21.45;78.55;7.84;9.98;1.9;2.42;9.74;12.4;68.81;87.6;1;M;MACRON;Emmanuel;757;46.38;67.41;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;021;Bessenay;2017;2;1632;350;1282;128;31;159;1123;21.45;78.55;7.84;9.98;1.9;2.42;9.74;12.4;68.81;87.6;2;F;LE PEN;Marine;366;22.43;32.59;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;022;Bibost;2017;2;377;61;316;41;4;45;271;16.18;83.82;10.88;12.97;1.06;1.27;11.94;14.24;71.88;85.76;1;M;MACRON;Emmanuel;159;42.18;58.67;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;022;Bibost;2017;2;377;61;316;41;4;45;271;16.18;83.82;10.88;12.97;1.06;1.27;11.94;14.24;71.88;85.76;2;F;LE PEN;Marine;112;29.71;41.33;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;023;Blacé;2017;2;1133;197;936;68;19;87;849;17.39;82.61;6.0;7.26;1.68;2.03;7.68;9.29;74.93;90.71;1;M;MACRON;Emmanuel;489;43.16;57.6;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;023;Blacé;2017;2;1133;197;936;68;19;87;849;17.39;82.61;6.0;7.26;1.68;2.03;7.68;9.29;74.93;90.71;2;F;LE PEN;Marine;360;31.77;42.4;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;024;Val d'Oingt;2017;2;3077;603;2474;253;42;295;2179;19.6;80.4;8.22;10.23;1.36;1.7;9.59;11.92;70.82;88.08;1;M;MACRON;Emmanuel;1474;47.9;67.65;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;024;Val d'Oingt;2017;2;3077;603;2474;253;42;295;2179;19.6;80.4;8.22;10.23;1.36;1.7;9.59;11.92;70.82;88.08;2;F;LE PEN;Marine;705;22.91;32.35;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;026;Le Breuil;2017;2;344;65;279;32;10;42;237;18.9;81.1;9.3;11.47;2.91;3.58;12.21;15.05;68.9;84.95;1;M;MACRON;Emmanuel;144;41.86;60.76;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;026;Le Breuil;2017;2;344;65;279;32;10;42;237;18.9;81.1;9.3;11.47;2.91;3.58;12.21;15.05;68.9;84.95;2;F;LE PEN;Marine;93;27.03;39.24;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;027;Brignais;2017;2;8734;2313;6421;551;137;688;5733;26.48;73.52;6.31;8.58;1.57;2.13;7.88;10.71;65.64;89.29;1;M;MACRON;Emmanuel;4292;49.14;74.86;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;027;Brignais;2017;2;8734;2313;6421;551;137;688;5733;26.48;73.52;6.31;8.58;1.57;2.13;7.88;10.71;65.64;89.29;2;F;LE PEN;Marine;1441;16.5;25.14;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;028;Brindas;2017;2;4416;783;3633;336;60;396;3237;17.73;82.27;7.61;9.25;1.36;1.65;8.97;10.9;73.3;89.1;1;M;MACRON;Emmanuel;2321;52.56;71.7;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;028;Brindas;2017;2;4416;783;3633;336;60;396;3237;17.73;82.27;7.61;9.25;1.36;1.65;8.97;10.9;73.3;89.1;2;F;LE PEN;Marine;916;20.74;28.3;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;029;Bron;2017;2;21956;5763;16193;1167;393;1560;14633;26.25;73.75;5.32;7.21;1.79;2.43;7.11;9.63;66.65;90.37;1;M;MACRON;Emmanuel;10908;49.68;74.54;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;029;Bron;2017;2;21956;5763;16193;1167;393;1560;14633;26.25;73.75;5.32;7.21;1.79;2.43;7.11;9.63;66.65;90.37;2;F;LE PEN;Marine;3725;16.97;25.46;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;030;Brullioles;2017;2;622;114;508;51;15;66;442;18.33;81.67;8.2;10.04;2.41;2.95;10.61;12.99;71.06;87.01;1;M;MACRON;Emmanuel;264;42.44;59.73;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;030;Brullioles;2017;2;622;114;508;51;15;66;442;18.33;81.67;8.2;10.04;2.41;2.95;10.61;12.99;71.06;87.01;2;F;LE PEN;Marine;178;28.62;40.27;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;031;Brussieu;2017;2;853;122;731;83;15;98;633;14.3;85.7;9.73;11.35;1.76;2.05;11.49;13.41;74.21;86.59;1;M;MACRON;Emmanuel;359;42.09;56.71;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;031;Brussieu;2017;2;853;122;731;83;15;98;633;14.3;85.7;9.73;11.35;1.76;2.05;11.49;13.41;74.21;86.59;2;F;LE PEN;Marine;274;32.12;43.29;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;032;Bully;2017;2;1448;294;1154;121;34;155;999;20.3;79.7;8.36;10.49;2.35;2.95;10.7;13.43;68.99;86.57;1;M;MACRON;Emmanuel;606;41.85;60.66;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;032;Bully;2017;2;1448;294;1154;121;34;155;999;20.3;79.7;8.36;10.49;2.35;2.95;10.7;13.43;68.99;86.57;2;F;LE PEN;Marine;393;27.14;39.34;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;033;Cailloux-sur-Fontaines;2017;2;1970;297;1673;145;30;175;1498;15.08;84.92;7.36;8.67;1.52;1.79;8.88;10.46;76.04;89.54;1;M;MACRON;Emmanuel;1092;55.43;72.9;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;033;Cailloux-sur-Fontaines;2017;2;1970;297;1673;145;30;175;1498;15.08;84.92;7.36;8.67;1.52;1.79;8.88;10.46;76.04;89.54;2;F;LE PEN;Marine;406;20.61;27.1;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;034;Caluire-et-Cuire;2017;2;31795;9338;22457;1629;473;2102;20355;29.37;70.63;5.12;7.25;1.49;2.11;6.61;9.36;64.02;90.64;1;M;MACRON;Emmanuel;16402;51.59;80.58;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;034;Caluire-et-Cuire;2017;2;31795;9338;22457;1629;473;2102;20355;29.37;70.63;5.12;7.25;1.49;2.11;6.61;9.36;64.02;90.64;2;F;LE PEN;Marine;3953;12.43;19.42;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;035;Cenves;2017;2;313;63;250;32;4;36;214;20.13;79.87;10.22;12.8;1.28;1.6;11.5;14.4;68.37;85.6;1;M;MACRON;Emmanuel;145;46.33;67.76;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;035;Cenves;2017;2;313;63;250;32;4;36;214;20.13;79.87;10.22;12.8;1.28;1.6;11.5;14.4;68.37;85.6;2;F;LE PEN;Marine;69;22.04;32.24;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;036;Cercié;2017;2;764;125;639;69;10;79;560;16.36;83.64;9.03;10.8;1.31;1.56;10.34;12.36;73.3;87.64;1;M;MACRON;Emmanuel;296;38.74;52.86;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;036;Cercié;2017;2;764;125;639;69;10;79;560;16.36;83.64;9.03;10.8;1.31;1.56;10.34;12.36;73.3;87.64;2;F;LE PEN;Marine;264;34.55;47.14;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;037;Chambost-Allières;2017;2;580;119;461;37;17;54;407;20.52;79.48;6.38;8.03;2.93;3.69;9.31;11.71;70.17;88.29;1;M;MACRON;Emmanuel;220;37.93;54.05;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;037;Chambost-Allières;2017;2;580;119;461;37;17;54;407;20.52;79.48;6.38;8.03;2.93;3.69;9.31;11.71;70.17;88.29;2;F;LE PEN;Marine;187;32.24;45.95;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;038;Chambost-Longessaigne;2017;2;694;142;552;63;13;76;476;20.46;79.54;9.08;11.41;1.87;2.36;10.95;13.77;68.59;86.23;1;M;MACRON;Emmanuel;259;37.32;54.41;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;038;Chambost-Longessaigne;2017;2;694;142;552;63;13;76;476;20.46;79.54;9.08;11.41;1.87;2.36;10.95;13.77;68.59;86.23;2;F;LE PEN;Marine;217;31.27;45.59;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;039;Chamelet;2017;2;487;98;389;31;17;48;341;20.12;79.88;6.37;7.97;3.49;4.37;9.86;12.34;70.02;87.66;1;M;MACRON;Emmanuel;199;40.86;58.36;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;039;Chamelet;2017;2;487;98;389;31;17;48;341;20.12;79.88;6.37;7.97;3.49;4.37;9.86;12.34;70.02;87.66;2;F;LE PEN;Marine;142;29.16;41.64;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;040;Champagne-au-Mont-d'Or;2017;2;3827;821;3006;228;76;304;2702;21.45;78.55;5.96;7.58;1.99;2.53;7.94;10.11;70.6;89.89;1;M;MACRON;Emmanuel;2069;54.06;76.57;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;040;Champagne-au-Mont-d'Or;2017;2;3827;821;3006;228;76;304;2702;21.45;78.55;5.96;7.58;1.99;2.53;7.94;10.11;70.6;89.89;2;F;LE PEN;Marine;633;16.54;23.43;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;042;La Chapelle-sur-Coise;2017;2;416;59;357;39;6;45;312;14.18;85.82;9.38;10.92;1.44;1.68;10.82;12.61;75.0;87.39;1;M;MACRON;Emmanuel;191;45.91;61.22;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;042;La Chapelle-sur-Coise;2017;2;416;59;357;39;6;45;312;14.18;85.82;9.38;10.92;1.44;1.68;10.82;12.61;75.0;87.39;2;F;LE PEN;Marine;121;29.09;38.78;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;043;Chaponost;2017;2;6493;1113;5380;419;87;506;4874;17.14;82.86;6.45;7.79;1.34;1.62;7.79;9.41;75.07;90.59;1;M;MACRON;Emmanuel;3739;57.59;76.71;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;043;Chaponost;2017;2;6493;1113;5380;419;87;506;4874;17.14;82.86;6.45;7.79;1.34;1.62;7.79;9.41;75.07;90.59;2;F;LE PEN;Marine;1135;17.48;23.29;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;044;Charbonnières-les-Bains;2017;2;4299;979;3320;273;58;331;2989;22.77;77.23;6.35;8.22;1.35;1.75;7.7;9.97;69.53;90.03;1;M;MACRON;Emmanuel;2419;56.27;80.93;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;044;Charbonnières-les-Bains;2017;2;4299;979;3320;273;58;331;2989;22.77;77.23;6.35;8.22;1.35;1.75;7.7;9.97;69.53;90.03;2;F;LE PEN;Marine;570;13.26;19.07;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;045;Charentay;2017;2;887;160;727;57;18;75;652;18.04;81.96;6.43;7.84;2.03;2.48;8.46;10.32;73.51;89.68;1;M;MACRON;Emmanuel;378;42.62;57.98;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;045;Charentay;2017;2;887;160;727;57;18;75;652;18.04;81.96;6.43;7.84;2.03;2.48;8.46;10.32;73.51;89.68;2;F;LE PEN;Marine;274;30.89;42.02;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;046;Charly;2017;2;3687;670;3017;274;52;326;2691;18.17;81.83;7.43;9.08;1.41;1.72;8.84;10.81;72.99;89.19;1;M;MACRON;Emmanuel;2063;55.95;76.66;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;046;Charly;2017;2;3687;670;3017;274;52;326;2691;18.17;81.83;7.43;9.08;1.41;1.72;8.84;10.81;72.99;89.19;2;F;LE PEN;Marine;628;17.03;23.34;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;047;Charnay;2017;2;710;154;556;41;15;56;500;21.69;78.31;5.77;7.37;2.11;2.7;7.89;10.07;70.42;89.93;1;M;MACRON;Emmanuel;390;54.93;78.0;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;047;Charnay;2017;2;710;154;556;41;15;56;500;21.69;78.31;5.77;7.37;2.11;2.7;7.89;10.07;70.42;89.93;2;F;LE PEN;Marine;110;15.49;22.0;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;048;Chassagny;2017;2;1058;177;881;89;14;103;778;16.73;83.27;8.41;10.1;1.32;1.59;9.74;11.69;73.53;88.31;1;M;MACRON;Emmanuel;464;43.86;59.64;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;048;Chassagny;2017;2;1058;177;881;89;14;103;778;16.73;83.27;8.41;10.1;1.32;1.59;9.74;11.69;73.53;88.31;2;F;LE PEN;Marine;314;29.68;40.36;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;049;Chasselay;2017;2;2286;529;1757;178;34;212;1545;23.14;76.86;7.79;10.13;1.49;1.94;9.27;12.07;67.59;87.93;1;M;MACRON;Emmanuel;1127;49.3;72.94;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;049;Chasselay;2017;2;2286;529;1757;178;34;212;1545;23.14;76.86;7.79;10.13;1.49;1.94;9.27;12.07;67.59;87.93;2;F;LE PEN;Marine;418;18.29;27.06;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;050;Châtillon;2017;2;1641;338;1303;129;31;160;1143;20.6;79.4;7.86;9.9;1.89;2.38;9.75;12.28;69.65;87.72;1;M;MACRON;Emmanuel;833;50.76;72.88;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;050;Châtillon;2017;2;1641;338;1303;129;31;160;1143;20.6;79.4;7.86;9.9;1.89;2.38;9.75;12.28;69.65;87.72;2;F;LE PEN;Marine;310;18.89;27.12;FN;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
69;RHONE;051;Chaussan;2017;2;839;144;695;85;12;97;598;17.16;82.84;10.13;12.23;1.43;1.73;11.56;13.96;71.28;86.04;1;M;MACRON;Emmanuel;416;49.58;69.57;REM;2017-pres-t2-commune-rhone-69-silver.csv;2026-03-28T22:06:51
