code_insee;nom_standard;typecom;typecom_texte;reg_code;reg_nom;dep_code;dep_nom;canton_code;canton_nom;epci_code;epci_nom;academie_code;academie_nom;code_postal;codes_postaux;zone_emploi;code_insee_centre_zone_emploi;code_unite_urbaine;nom_unite_urbaine;taille_unite_urbaine;type_commune_unite_urbaine;statut_commune_unite_urbaine;population;superficie_hectare;superficie_km2;densite;altitude_moyenne;altitude_minimale;altitude_maximale;latitude_mairie;longitude_mairie;latitude_centre;longitude_centre;grille_densite;grille_densite_texte;niveau_equipements_services;niveau_equipements_services_texte;gentile;extraction_source_url;ingestion_timestamp;source_file_name
69116;Limonest;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69760;69760, 69579, 69578;08421;69123;00760;Lyon;7;UNITE URBAINE;B;3838;912;9;421;373;275;603;45.836;4.771;45.83;4.772;4;Ceintures urbaines;2;centres intermédiaires d'équipements et de services;Limonois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69117;Lissieu;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69380;69380;08421;69123;00760;Lyon;7;UNITE URBAINE;B;3188;567;6;562;272;199;367;45.865;4.742;45.855;4.746;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Lissilois, lissiloises;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69118;Loire-sur-Rhône;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6908;Mornant;200077014;CA Vienne Condrieu;10;Lyon;69700;69700;08421;69123;00760;Lyon;7;UNITE URBAINE;B;2698;1647;16;164;332;145;548;45.56;4.806;45.547;4.783;4;Ceintures urbaines;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69119;Longes;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6908;Mornant;200077014;CA Vienne Condrieu;10;Lyon;69420;69420;08421;69123;69000;;0;HORS UNITE URBAINE;H;964;2391;24;40;493;210;785;45.504;4.688;45.505;4.68;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69120;Longessaigne;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;200066587;CC des Monts du Lyonnais;10;Lyon;69770;69770;08421;69123;69000;;0;HORS UNITE URBAINE;H;595;1200;12;50;680;539;788;45.792;4.425;45.786;4.426;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69121;Lozanne;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69380;69380;08421;69123;00760;Lyon;7;UNITE URBAINE;B;3031;558;6;543;236;197;320;45.855;4.68;45.853;4.685;4;Ceintures urbaines;2;centres intermédiaires d'équipements et de services;Lozannais;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69122;Lucenay;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69480;69480;08421;69123;00760;Lyon;7;UNITE URBAINE;B;2051;640;6;320;214;173;360;45.912;4.701;45.914;4.709;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Lucenois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69123;Lyon;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69000;;08421;69123;00760;Lyon;7;UNITE URBAINE;C;522250;4790;48;10903;237;162;305;45.764;4.836;;;1;Grands centres urbains;4;centres majeurs d'équipements et de services;Lyonnais, Lyonnaise;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69124;Marchampt;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69430;69430;08434;69264;69000;;0;HORS UNITE URBAINE;H;455;1770;18;26;570;318;883;46.112;4.569;46.108;4.561;6;Rural à habitat dispersé;0;communes non pôle;Grobi, Grobire (pl. Grobis);https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69125;Marcilly-d'Azergues;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69380;69380;08421;69123;00760;Lyon;7;UNITE URBAINE;B;942;424;4;222;229;180;305;45.872;4.728;45.868;4.731;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Marcillois, Marcilloises;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69126;Marcy;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69480;69480;08421;69123;00760;Lyon;7;UNITE URBAINE;B;842;332;3;254;364;300;409;45.915;4.679;45.914;4.676;6;Rural à habitat dispersé;0;communes non pôle;Marcillansois, Marcillansoises;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69127;Marcy-l'Étoile;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69280;69280;08421;69123;00760;Lyon;7;UNITE URBAINE;B;3644;536;5;680;300;233;369;45.781;4.705;45.785;4.712;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Marcyllois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69130;Meaux-la-Montagne;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69550;69550;08430;69243;69000;;0;HORS UNITE URBAINE;H;229;915;9;25;656;480;863;46.045;4.418;46.046;4.422;7;Rural à habitat très dispersé;0;communes non pôle;Meldois ou Montagnards;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69131;Messimy;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6905;Brignais;246900724;CC des Vallons du Lyonnais (CCVL);10;Lyon;69510;69510;08421;69123;00760;Lyon;7;UNITE URBAINE;B;3543;1103;11;321;369;257;606;45.698;4.676;45.699;4.672;5;Bourgs ruraux;1;centres locaux d'équipements et de services;Messimois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69132;Meys;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6912;Vaugneray;200066587;CC des Monts du Lyonnais;10;Lyon;69610;69610;08428;42218;69000;;0;HORS UNITE URBAINE;H;850;1468;15;58;523;0;0;45.678;4.387;45.682;4.401;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69133;Millery;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6909;Saint-Symphorien-d'Ozon;246900757;CC de la Vallée du Garon (CCVG);10;Lyon;69390;69390;08421;69123;00760;Lyon;7;UNITE URBAINE;B;4350;903;9;482;231;155;304;45.634;4.78;45.63;4.78;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Millerot, Millerote;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69134;Moiré;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69620;69620;08421;69123;69301;Val d'Oingt;3;UNITE URBAINE;B;233;202;2;115;413;297;521;45.926;4.604;45.926;4.602;6;Rural à habitat dispersé;0;communes non pôle;Moiréens;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69135;Deux-Grosnes;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200067817;CC Saône-Beaujolais;10;Lyon;69430;69860, 69430;08434;69264;69000;;0;HORS UNITE URBAINE;H;1914;1985;20;96;643;330;1008;46.22;4.52;46.223;4.514;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69136;Montagny;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6909;Saint-Symphorien-d'Ozon;246900757;CC de la Vallée du Garon (CCVG);10;Lyon;69700;69702, 69700;08421;69123;00760;Lyon;7;UNITE URBAINE;B;3200;814;8;393;251;163;338;45.621;4.747;45.625;4.75;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Montagnerot, te;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69137;Montmelas-Saint-Sorlin;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6907;Gleizé;200040590;CA Villefranche Beaujolais Saône;10;Lyon;69640;69640;08434;69264;69000;;0;HORS UNITE URBAINE;H;532;420;4;127;540;369;732;46.015;4.612;46.018;4.602;6;Rural à habitat dispersé;0;communes non pôle;Montmelassien et Montmelassienne;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69138;Montromant;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;200066587;CC des Monts du Lyonnais;10;Lyon;69610;69610;08421;69123;69000;;0;HORS UNITE URBAINE;H;446;1119;11;40;665;370;917;45.709;4.525;45.711;4.536;7;Rural à habitat très dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69139;Montrottier;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;200066587;CC des Monts du Lyonnais;10;Lyon;69770;69770;08421;69123;69000;;0;HORS UNITE URBAINE;H;1386;2293;23;60;638;460;851;45.79;4.466;45.8;4.464;5;Bourgs ruraux;1;centres locaux d'équipements et de services;Montrottois et Montrottoises;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69140;Morancé;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69480;69480;08421;69123;00760;Lyon;7;UNITE URBAINE;B;2176;926;9;235;250;174;401;45.898;4.7;45.894;4.7;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Morancéens, Morancéennes;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69141;Mornant;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6908;Mornant;246900740;CC du Pays Mornantais (COPAMO);10;Lyon;69440;69440;08421;69123;69202;Mornant;2;UNITE URBAINE;I;6274;1574;16;399;361;287;471;45.619;4.67;45.616;4.674;3;Petites villes;2;centres intermédiaires d'équipements et de services;Mornantais;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69142;La Mulatière;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69350;69924, 69350;08421;69123;00760;Lyon;7;UNITE URBAINE;B;6595;185;2;3565;194;163;249;45.729;4.81;45.73;4.812;1;Grands centres urbains;2;centres intermédiaires d'équipements et de services;Mulatin(e)s.;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69143;Neuville-sur-Saône;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69250;69250, 69583, 69582;08421;69123;00760;Lyon;7;UNITE URBAINE;B;7721;542;5;1425;217;168;310;45.878;4.84;45.883;4.844;2;Centres urbains intermédiaires;3;centres structurants d'équipements et de services;Neuvillois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69145;Odenas;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69460;69460;08434;69264;69000;;0;HORS UNITE URBAINE;H;938;906;9;104;337;232;622;46.09;4.647;46.094;4.645;5;Bourgs ruraux;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69148;Orliénas;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6909;Saint-Symphorien-d'Ozon;246900740;CC du Pays Mornantais (COPAMO);10;Lyon;69530;69530;08421;69123;00760;Lyon;7;UNITE URBAINE;B;2590;1037;10;250;305;206;384;45.66;4.719;45.661;4.721;4;Ceintures urbaines;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69149;Oullins-Pierre-Bénite;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69600;69600, 69921, 69923, 69922, 69310;08421;69123;00760;Lyon;7;UNITE URBAINE;B;27113;436;4;6219;194;163;271;45.714;4.807;45.715;4.803;1;Grands centres urbains;3;centres structurants d'équipements et de services;Oullinois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69151;Le Perréon;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6907;Gleizé;200040590;CA Villefranche Beaujolais Saône;10;Lyon;69460;69460;08434;69264;69205;Saint-Étienne-des-Oullières;2;UNITE URBAINE;C;1488;1445;14;103;461;253;783;46.063;4.6;46.07;4.58;5;Bourgs ruraux;1;centres locaux d'équipements et de services;Perréonnais, Perréonnaises;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69153;Poleymieux-au-Mont-d'Or;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69250;69250;08421;69123;69000;;0;HORS UNITE URBAINE;H;1403;635;6;221;460;276;605;45.856;4.8;45.855;4.795;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Poleymoriot;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69154;Pollionnay;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6912;Vaugneray;246900724;CC des Vallons du Lyonnais (CCVL);10;Lyon;69290;69290;08421;69123;69000;;0;HORS UNITE URBAINE;H;2974;1575;16;189;464;280;785;45.764;4.661;45.768;4.659;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Pollionnois(es);https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69155;Pomeys;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6912;Vaugneray;200066587;CC des Monts du Lyonnais;10;Lyon;69590;69590;08428;42218;69000;;0;HORS UNITE URBAINE;H;1132;1330;13;85;632;502;764;45.65;4.443;45.646;4.446;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69156;Pommiers;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69480;69480;08421;69123;00760;Lyon;7;UNITE URBAINE;B;2657;779;8;341;281;169;352;45.956;4.694;45.958;4.688;4;Ceintures urbaines;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69157;Vindry-sur-Turdine;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6910;Tarare;200040566;CA de l'Ouest Rhodanien;10;Lyon;69490;69490;08430;69243;69303;Tarare;3;UNITE URBAINE;B;5282;472;5;1119;369;280;688;45.875;4.49;45.877;4.496;5;Bourgs ruraux;2;centres intermédiaires d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69159;Porte des Pierres Dorées;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69640;69400, 69640;08421;69123;00760;Lyon;7;UNITE URBAINE;B;3975;379;4;1049;284;0;0;45.966;4.669;45.955;4.646;4;Ceintures urbaines;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69160;Poule-les-Écharmeaux;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69870;69870;08430;69243;69000;;0;HORS UNITE URBAINE;H;1036;3124;31;33;651;450;962;46.149;4.456;46.143;4.461;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69161;Propières;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200067817;CC Saône-Beaujolais;10;Lyon;69790;69790;08434;69264;69000;;0;HORS UNITE URBAINE;H;481;1628;16;30;709;533;972;46.193;4.437;46.193;4.451;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;Propirons;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69162;Quincié-en-Beaujolais;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69430;69430;08434;69264;69000;;0;HORS UNITE URBAINE;H;1355;2201;22;62;403;236;729;46.117;4.613;46.113;4.608;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;Quinciatons et Quinciatonnes;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69163;Quincieux;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69650;69650;08421;69123;69204;Saint-Germain-au-Mont-d'Or;2;UNITE URBAINE;C;3549;1789;18;198;176;167;196;45.915;4.778;45.914;4.774;5;Bourgs ruraux;1;centres locaux d'équipements et de services;Quincerots, Quincerotes;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69164;Ranchal;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69470;69470;08430;69243;69000;;0;HORS UNITE URBAINE;H;318;1510;15;21;751;574;907;46.129;4.399;46.123;4.402;6;Rural à habitat dispersé;0;communes non pôle;Ranchalais;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69165;Régnié-Durette;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69430;69430;08434;69264;69000;;0;HORS UNITE URBAINE;H;1148;1169;12;98;344;228;820;46.138;4.641;46.147;4.642;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69166;Riverie;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6908;Mornant;246900740;CC du Pays Mornantais (COPAMO);10;Lyon;69440;69440;08421;69123;69000;;0;HORS UNITE URBAINE;H;321;39;0;823;681;613;731;45.599;4.588;45.599;4.589;6;Rural à habitat dispersé;0;communes non pôle;Rampogniaux;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69167;Rivolet;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6907;Gleizé;200040590;CA Villefranche Beaujolais Saône;10;Lyon;69640;69640;08434;69264;69000;;0;HORS UNITE URBAINE;H;588;1612;16;36;542;296;866;46.006;4.603;46.007;4.58;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69168;Rochetaillée-sur-Saône;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69270;69270;08421;69123;00760;Lyon;7;UNITE URBAINE;B;1543;136;1;1135;195;202;314;45.84;4.835;45.843;4.838;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Rochetaillards;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69169;Ronno;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69550;69550;08430;69243;69000;;0;HORS UNITE URBAINE;H;641;2295;23;28;634;418;888;45.985;4.383;45.987;4.39;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69170;Rontalon;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6912;Vaugneray;246900740;CC du Pays Mornantais (COPAMO);10;Lyon;69510;69510;08421;69123;69000;;0;HORS UNITE URBAINE;H;1164;1265;13;92;547;377;820;45.66;4.633;45.657;4.618;5;Bourgs ruraux;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69171;Sain-Bel;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;246900625;CC du Pays de l'Arbresle (CCPA);10;Lyon;69210;69594, 69210;08421;69123;69401;L'Arbresle;4;UNITE URBAINE;B;2501;382;4;655;274;228;351;45.81;4.599;45.812;4.599;4;Ceintures urbaines;2;centres intermédiaires d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69172;Salles-Arbuissonnas-en-Beaujolais;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6907;Gleizé;200040590;CA Villefranche Beaujolais Saône;10;Lyon;69460;69460;08434;69264;69205;Saint-Étienne-des-Oullières;2;UNITE URBAINE;B;763;436;4;175;313;247;429;46.041;4.636;46.045;4.631;5;Bourgs ruraux;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69173;Sarcey;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6910;Tarare;246900625;CC du Pays de l'Arbresle (CCPA);10;Lyon;69490;69490;08421;69123;69000;;0;HORS UNITE URBAINE;H;987;1006;10;98;344;257;427;45.879;4.558;45.885;4.555;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;Sarceyrois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69174;Les Sauvages;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6910;Tarare;200040566;CA de l'Ouest Rhodanien;10;Lyon;69170;69170, 69173;08430;69243;69000;;0;HORS UNITE URBAINE;H;617;1251;13;49;687;494;854;45.925;4.376;45.924;4.374;6;Rural à habitat dispersé;0;communes non pôle;Sauvageons;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69175;Savigny;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;246900625;CC du Pays de l'Arbresle (CCPA);10;Lyon;69210;69210;08421;69123;69401;L'Arbresle;4;UNITE URBAINE;B;1975;2129;21;93;368;227;810;45.817;4.576;45.82;4.566;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;Savignois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69176;Soucieu-en-Jarrest;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6908;Mornant;246900740;CC du Pays Mornantais (COPAMO);10;Lyon;69510;69510;08421;69123;69109;Soucieu-en-Jarrest;1;UNITE URBAINE;I;4645;1422;14;327;357;224;540;45.677;4.702;45.677;4.692;4;Ceintures urbaines;2;centres intermédiaires d'équipements et de services;Jarréziens;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
