bureau_id;Code du département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Code de la commune;Libellé de la commune;Code du b.vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;extraction_source_url;ingestion_timestamp;source_file_name
69_09_013_0002;69;Rhône;09;9ème circonscription;013;Arnas;0002;933;139;14.9;794;85.1;19;2.04;2.39;5;0.54;0.63;770;82.53;96.98;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_013_0003;69;Rhône;09;9ème circonscription;013;Arnas;0003;864;214;24.77;650;75.23;14;1.62;2.15;5;0.58;0.77;631;73.03;97.08;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_014_0001;69;Rhône;10;10ème circonscription;014;Aveize;0001;799;141;17.65;658;82.35;16;2.0;2.43;4;0.5;0.61;638;79.85;96.96;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_016_0001;69;Rhône;09;9ème circonscription;016;Azolette;0001;130;28;21.54;102;78.46;2;1.54;1.96;0;0.0;0.0;100;76.92;98.04;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_08_017_0001;69;Rhône;08;8ème circonscription;017;Bagnols;0001;583;89;15.27;494;84.73;5;0.86;1.01;0;0.0;0.0;489;83.88;98.99;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_018_0001;69;Rhône;09;9ème circonscription;018;Beaujeu;0001;651;154;23.66;497;76.34;9;1.38;1.81;0;0.0;0.0;488;74.96;98.19;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_018_0002;69;Rhône;09;9ème circonscription;018;Beaujeu;0002;647;146;22.57;501;77.43;8;1.24;1.6;2;0.31;0.4;491;75.89;98.0;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_019_0001;69;Rhône;09;9ème circonscription;019;Belleville-en-Beaujolais;0001;1039;285;27.43;754;72.57;14;1.35;1.86;3;0.29;0.4;737;70.93;97.75;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_019_0002;69;Rhône;09;9ème circonscription;019;Belleville-en-Beaujolais;0002;1065;303;28.45;762;71.55;15;1.41;1.97;10;0.94;1.31;737;69.2;96.72;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_019_0003;69;Rhône;09;9ème circonscription;019;Belleville-en-Beaujolais;0003;963;375;38.94;588;61.06;7;0.73;1.19;2;0.21;0.34;579;60.12;98.47;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_019_0004;69;Rhône;09;9ème circonscription;019;Belleville-en-Beaujolais;0004;1123;314;27.96;809;72.04;15;1.34;1.85;1;0.09;0.12;793;70.61;98.02;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_019_0005;69;Rhône;09;9ème circonscription;019;Belleville-en-Beaujolais;0005;1103;196;17.77;907;82.23;11;1.0;1.21;2;0.18;0.22;894;81.05;98.57;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_019_0006;69;Rhône;09;9ème circonscription;019;Belleville-en-Beaujolais;0006;990;192;19.39;798;80.61;10;1.01;1.25;1;0.1;0.13;787;79.49;98.62;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_019_0007;69;Rhône;09;9ème circonscription;019;Belleville-en-Beaujolais;0007;1191;265;22.25;926;77.75;19;1.6;2.05;3;0.25;0.32;904;75.9;97.62;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_019_0008;69;Rhône;09;9ème circonscription;019;Belleville-en-Beaujolais;0008;972;271;27.88;701;72.12;11;1.13;1.57;3;0.31;0.43;687;70.68;98.0;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_020_0001;69;Rhône;09;9ème circonscription;020;Belmont-d'Azergues;0001;518;60;11.58;458;88.42;7;1.35;1.53;3;0.58;0.66;448;86.49;97.82;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_08_021_0001;69;Rhône;08;8ème circonscription;021;Bessenay;0001;896;134;14.96;762;85.04;13;1.45;1.71;3;0.33;0.39;746;83.26;97.9;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_08_021_0002;69;Rhône;08;8ème circonscription;021;Bessenay;0002;780;106;13.59;674;86.41;12;1.54;1.78;2;0.26;0.3;660;84.62;97.92;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_08_022_0001;69;Rhône;08;8ème circonscription;022;Bibost;0001;410;66;16.1;344;83.9;4;0.98;1.16;3;0.73;0.87;337;82.2;97.97;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_09_023_0001;69;Rhône;09;9ème circonscription;023;Blacé;0001;1192;193;16.19;999;83.81;12;1.01;1.2;2;0.17;0.2;985;82.63;98.6;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_08_024_0001;69;Rhône;08;8ème circonscription;024;Val d'Oingt;0001;981;200;20.39;781;79.61;13;1.33;1.66;7;0.71;0.9;761;77.57;97.44;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_08_024_0002;69;Rhône;08;8ème circonscription;024;Val d'Oingt;0002;965;175;18.13;790;81.87;13;1.35;1.65;4;0.41;0.51;773;80.1;97.85;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_08_024_0003;69;Rhône;08;8ème circonscription;024;Val d'Oingt;0003;756;138;18.25;618;81.75;5;0.66;0.81;2;0.26;0.32;611;80.82;98.87;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_08_024_0004;69;Rhône;08;8ème circonscription;024;Val d'Oingt;0004;580;103;17.76;477;82.24;5;0.86;1.05;1;0.17;0.21;471;81.21;98.74;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_08_026_0001;69;Rhône;08;8ème circonscription;026;Le Breuil;0001;372;75;20.16;297;79.84;5;1.34;1.68;0;0.0;0.0;292;78.49;98.32;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_027_0001;69;Rhône;10;10ème circonscription;027;Brignais;0001;855;193;22.57;662;77.43;10;1.17;1.51;5;0.58;0.76;647;75.67;97.73;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_027_0002;69;Rhône;10;10ème circonscription;027;Brignais;0002;1010;238;23.56;772;76.44;5;0.5;0.65;6;0.59;0.78;761;75.35;98.58;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_027_0003;69;Rhône;10;10ème circonscription;027;Brignais;0003;1034;171;16.54;863;83.46;4;0.39;0.46;2;0.19;0.23;857;82.88;99.3;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_027_0004;69;Rhône;10;10ème circonscription;027;Brignais;0004;887;179;20.18;708;79.82;12;1.35;1.69;4;0.45;0.56;692;78.02;97.74;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_027_0005;69;Rhône;10;10ème circonscription;027;Brignais;0005;957;220;22.99;737;77.01;11;1.15;1.49;3;0.31;0.41;723;75.55;98.1;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_027_0006;69;Rhône;10;10ème circonscription;027;Brignais;0006;968;373;38.53;595;61.47;13;1.34;2.18;2;0.21;0.34;580;59.92;97.48;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_027_0007;69;Rhône;10;10ème circonscription;027;Brignais;0007;798;193;24.19;605;75.81;8;1.0;1.32;5;0.63;0.83;592;74.19;97.85;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_027_0008;69;Rhône;10;10ème circonscription;027;Brignais;0008;898;188;20.94;710;79.06;8;0.89;1.13;1;0.11;0.14;701;78.06;98.73;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_027_0009;69;Rhône;10;10ème circonscription;027;Brignais;0009;927;185;19.96;742;80.04;14;1.51;1.89;5;0.54;0.67;723;77.99;97.44;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_027_0010;69;Rhône;10;10ème circonscription;027;Brignais;0010;818;184;22.49;634;77.51;4;0.49;0.63;4;0.49;0.63;626;76.53;98.74;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_028_0001;69;Rhône;10;10ème circonscription;028;Brindas;0001;1047;145;13.85;902;86.15;16;1.53;1.77;2;0.19;0.22;884;84.43;98.0;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_028_0002;69;Rhône;10;10ème circonscription;028;Brindas;0002;962;146;15.18;816;84.82;5;0.52;0.61;4;0.42;0.49;807;83.89;98.9;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_028_0003;69;Rhône;10;10ème circonscription;028;Brindas;0003;901;135;14.98;766;85.02;8;0.89;1.04;0;0.0;0.0;758;84.13;98.96;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_028_0004;69;Rhône;10;10ème circonscription;028;Brindas;0004;1005;186;18.51;819;81.49;1;0.1;0.12;16;1.59;1.95;802;79.8;97.92;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_028_0005;69;Rhône;10;10ème circonscription;028;Brindas;0005;901;156;17.31;745;82.69;7;0.78;0.94;3;0.33;0.4;735;81.58;98.66;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0001;69;Rhône;07;7ème circonscription;029;Bron;0001;1167;238;20.39;929;79.61;8;0.69;0.86;3;0.26;0.32;918;78.66;98.82;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0002;69;Rhône;07;7ème circonscription;029;Bron;0002;764;212;27.75;552;72.25;6;0.79;1.09;4;0.52;0.72;542;70.94;98.19;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0003;69;Rhône;07;7ème circonscription;029;Bron;0003;929;174;18.73;755;81.27;12;1.29;1.59;4;0.43;0.53;739;79.55;97.88;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0004;69;Rhône;07;7ème circonscription;029;Bron;0004;904;199;22.01;705;77.99;8;0.88;1.13;1;0.11;0.14;696;76.99;98.72;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0005;69;Rhône;07;7ème circonscription;029;Bron;0005;890;229;25.73;661;74.27;8;0.9;1.21;3;0.34;0.45;650;73.03;98.34;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0006;69;Rhône;07;7ème circonscription;029;Bron;0006;1137;276;24.27;861;75.73;9;0.79;1.05;4;0.35;0.46;848;74.58;98.49;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0007;69;Rhône;07;7ème circonscription;029;Bron;0007;754;181;24.01;573;75.99;4;0.53;0.7;3;0.4;0.52;566;75.07;98.78;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0008;69;Rhône;07;7ème circonscription;029;Bron;0008;685;240;35.04;445;64.96;2;0.29;0.45;3;0.44;0.67;440;64.23;98.88;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0009;69;Rhône;07;7ème circonscription;029;Bron;0009;1124;499;44.4;625;55.6;24;2.14;3.84;6;0.53;0.96;595;52.94;95.2;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0010;69;Rhône;07;7ème circonscription;029;Bron;0010;1038;355;34.2;683;65.8;6;0.58;0.88;5;0.48;0.73;672;64.74;98.39;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0011;69;Rhône;07;7ème circonscription;029;Bron;0011;1141;377;33.04;764;66.96;13;1.14;1.7;3;0.26;0.39;748;65.56;97.91;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0012;69;Rhône;07;7ème circonscription;029;Bron;0012;876;239;27.28;637;72.72;3;0.34;0.47;4;0.46;0.63;630;71.92;98.9;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0013;69;Rhône;07;7ème circonscription;029;Bron;0013;1047;246;23.5;801;76.5;9;0.86;1.12;7;0.67;0.87;785;74.98;98.0;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0014;69;Rhône;07;7ème circonscription;029;Bron;0014;969;192;19.81;777;80.19;9;0.93;1.16;5;0.52;0.64;763;78.74;98.2;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0015;69;Rhône;07;7ème circonscription;029;Bron;0015;982;236;24.03;746;75.97;12;1.22;1.61;2;0.2;0.27;732;74.54;98.12;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0016;69;Rhône;07;7ème circonscription;029;Bron;0016;851;200;23.5;651;76.5;5;0.59;0.77;2;0.24;0.31;644;75.68;98.92;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0017;69;Rhône;07;7ème circonscription;029;Bron;0017;758;192;25.33;566;74.67;10;1.32;1.77;4;0.53;0.71;552;72.82;97.53;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0018;69;Rhône;07;7ème circonscription;029;Bron;0018;852;272;31.92;580;68.08;3;0.35;0.52;0;0.0;0.0;577;67.72;99.48;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0019;69;Rhône;07;7ème circonscription;029;Bron;0019;533;205;38.46;328;61.54;3;0.56;0.91;3;0.56;0.91;322;60.41;98.17;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0020;69;Rhône;07;7ème circonscription;029;Bron;0020;725;172;23.72;553;76.28;8;1.1;1.45;2;0.28;0.36;543;74.9;98.19;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0021;69;Rhône;07;7ème circonscription;029;Bron;0021;770;138;17.92;632;82.08;7;0.91;1.11;2;0.26;0.32;623;80.91;98.58;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0022;69;Rhône;07;7ème circonscription;029;Bron;0022;852;362;42.49;490;57.51;4;0.47;0.82;3;0.35;0.61;483;56.69;98.57;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0023;69;Rhône;07;7ème circonscription;029;Bron;0023;922;200;21.69;722;78.31;12;1.3;1.66;3;0.33;0.42;707;76.68;97.92;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0024;69;Rhône;07;7ème circonscription;029;Bron;0024;1041;211;20.27;830;79.73;12;1.15;1.45;1;0.1;0.12;817;78.48;98.43;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0025;69;Rhône;07;7ème circonscription;029;Bron;0025;584;137;23.46;447;76.54;4;0.68;0.89;1;0.17;0.22;442;75.68;98.88;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_07_029_0026;69;Rhône;07;7ème circonscription;029;Bron;0026;1041;198;19.02;843;80.98;7;0.67;0.83;9;0.86;1.07;827;79.44;98.1;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
69_10_030_0001;69;Rhône;10;10ème circonscription;030;Brullioles;0001;651;123;18.89;528;81.11;8;1.23;1.52;5;0.77;0.95;515;79.11;97.54;https://static.data.gouv.fr/resources/election-presidentielle-des-10-et-24-avril-2022-resultats-definitifs-du-1er-tour/20220414-152612/resultats-par-niveau-burvot-t1-france-entiere.xlsx;2026-03-07T20:42:59.836472;burvot_t1_france_entiere.xlsx
