commune_id;candidate_id;candidate_slot;numero_panneau;sexe;nom;prenom;voix;pct_voix_ins;pct_voix_exp;extraction_source_url;ingestion_timestamp;source_file_name
69_012;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;173;37.04;51.95;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_013;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1125;39.53;55.64;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_014;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;355;44.43;58.2;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_016;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;49;37.69;53.26;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_017;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;257;44.08;58.68;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_018;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;449;34.59;49.18;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_019;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2988;35.36;53.86;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_020;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;227;43.82;58.51;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_021;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;727;43.38;60.03;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_022;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;171;41.61;55.16;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_023;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;468;40.55;53.61;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_024;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1492;45.43;62.87;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_026;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;142;38.17;52.21;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_027;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;4225;46.14;68.05;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_028;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2385;49.47;65.72;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_029;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;10351;44.32;71.06;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_030;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;263;40.4;54.91;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_031;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;377;38.67;53.86;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_032;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;644;40.86;55.33;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_033;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1166;54.95;68.99;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_034;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;15837;52.02;75.76;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_035;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;137;40.77;58.3;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_036;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;312;38.33;51.74;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_037;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;183;30.81;42.56;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_038;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;264;38.04;54.55;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_039;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;212;40.23;57.61;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_040;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2031;50.22;69.65;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_042;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;179;41.24;52.96;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_043;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;3729;54.41;72.16;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_044;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2555;59.58;75.44;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_045;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;346;38.53;50.73;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_046;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2140;56.12;72.15;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_047;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;389;54.87;69.84;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_049;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1125;48.66;67.12;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_050;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;780;44.52;64.46;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_051;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;396;45.1;62.76;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_052;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1708;49.58;68.46;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_053;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;177;39.07;58.42;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_054;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;92;31.94;43.6;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_055;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;466;42.91;57.39;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_056;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;600;41.52;56.66;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_057;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;207;46.1;61.42;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_058;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;162;47.37;64.54;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_059;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;577;48.9;64.25;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_060;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;162;35.92;45.89;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_061;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;428;45.87;60.11;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_062;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;283;44.08;57.52;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_063;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1872;54.77;73.67;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_064;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1217;44.27;63.42;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_065;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;243;34.66;47.46;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_066;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;939;29.92;44.57;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_067;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;345;37.3;54.76;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_068;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;957;51.93;72.39;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_069;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;4161;48.43;67.46;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_070;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;321;34.93;46.32;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_071;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;493;55.58;74.25;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_072;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;3494;51.69;71.1;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_074;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;576;49.91;63.02;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_075;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;43;33.59;41.35;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_076;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1179;51.53;65.25;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_077;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;239;28.73;38.99;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_078;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;253;43.4;55.97;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_080;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;481;35.76;47.34;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_081;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;6340;53.09;73.52;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_082;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;86;44.1;56.58;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_083;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;485;55.43;70.39;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_084;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;382;39.18;52.76;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_085;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;559;51.19;69.44;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_086;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;956;50.05;67.28;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_087;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1359;57.95;76.43;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_088;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2279;45.64;68.67;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_089;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;4384;43.84;71.48;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_090;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;283;40.66;58.35;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_091;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;3451;30.72;58.78;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_092;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2192;38.33;59.87;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_093;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;291;35.53;53.79;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_094;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2053;46.49;63.72;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_095;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;262;41.65;55.63;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_096;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2053;35.73;58.27;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_097;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;234;36.0;48.65;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_098;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;90;25.57;33.58;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_099;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;318;32.19;44.41;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_100;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2835;44.62;62.99;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_102;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;182;31.87;45.73;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_103;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;309;45.11;60.35;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_104;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;121;37.58;52.16;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_105;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;416;50.55;64.6;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_106;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;465;49.26;60.94;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_107;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;260;34.26;47.02;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_108;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;288;38.2;52.17;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_109;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;259;37.48;51.9;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_110;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;566;39.33;53.2;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_111;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;215;42.91;56.28;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_112;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;2515;49.41;67.08;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_113;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;282;46.38;63.66;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_115;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1478;43.56;61.23;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_116;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1386;50.71;66.51;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_117;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1305;51.18;67.86;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_118;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;630;32.06;45.03;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_119;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;226;33.04;42.97;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_120;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;183;42.36;55.29;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_121;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;947;43.6;59.94;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_122;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;722;45.58;59.33;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_123;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;164535;56.19;79.8;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_124;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;159;40.87;57.19;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_125;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;388;49.18;65.1;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_126;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;348;52.1;67.31;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
69_127;1_MACRON_Emmanuel;.0;1;M;MACRON;Emmanuel;1239;52.17;70.8;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-07T23:24:07.583940;burvot_t2_france_entiere.xlsx
