code_departement;libelle_departement;code_commune;libelle_commune;annee_election;tour;inscrits;abstentions;votants;blancs;nuls;exprimes;pct_abs_ins;pct_vot_ins;pct_blancs_ins;pct_blancs_vot;pct_nuls_ins;pct_nuls_vot;pct_exprimes_ins;pct_exprimes_vot;numero_panneau;sexe;nom;prenom;voix;pct_voix_ins;pct_voix_exprimes;nuance;source_dataset;date_refresh
69;Rhône;052;Chazay-d'Azergues;2022;2;3445;729;2716;221;0;2495;21.16;78.84;6.42;8.14;0.0;0.0;72.42;91.86;1;M;MACRON;Emmanuel;1708;49.58;68.46;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;052;Chazay-d'Azergues;2022;2;3445;729;2716;221;0;2495;21.16;78.84;6.42;8.14;0.0;0.0;72.42;91.86;2;F;LE PEN;Marine;787;22.84;31.54;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;053;Chénas;2022;2;453;116;337;23;11;303;25.61;74.39;5.08;6.82;2.43;3.26;66.89;89.91;1;M;MACRON;Emmanuel;177;39.07;58.42;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;053;Chénas;2022;2;453;116;337;23;11;303;25.61;74.39;5.08;6.82;2.43;3.26;66.89;89.91;2;F;LE PEN;Marine;126;27.81;41.58;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;054;Chénelette;2022;2;288;50;238;25;2;211;17.36;82.64;8.68;10.5;0.69;0.84;73.26;88.66;1;M;MACRON;Emmanuel;92;31.94;43.6;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;054;Chénelette;2022;2;288;50;238;25;2;211;17.36;82.64;8.68;10.5;0.69;0.84;73.26;88.66;2;F;LE PEN;Marine;119;41.32;56.4;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;055;Les Chères;2022;2;1086;217;869;44;13;812;19.98;80.02;4.05;5.06;1.2;1.5;74.77;93.44;1;M;MACRON;Emmanuel;466;42.91;57.39;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;055;Les Chères;2022;2;1086;217;869;44;13;812;19.98;80.02;4.05;5.06;1.2;1.5;74.77;93.44;2;F;LE PEN;Marine;346;31.86;42.61;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;056;Chessy-les-Mines;2022;2;1445;302;1143;70;14;1059;20.9;79.1;4.84;6.12;0.97;1.22;73.29;92.65;1;M;MACRON;Emmanuel;600;41.52;56.66;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;056;Chessy-les-Mines;2022;2;1445;302;1143;70;14;1059;20.9;79.1;4.84;6.12;0.97;1.22;73.29;92.65;2;F;LE PEN;Marine;459;31.76;43.34;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;057;Chevinay;2022;2;449;89;360;20;3;337;19.82;80.18;4.45;5.56;0.67;0.83;75.06;93.61;1;M;MACRON;Emmanuel;207;46.1;61.42;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;057;Chevinay;2022;2;449;89;360;20;3;337;19.82;80.18;4.45;5.56;0.67;0.83;75.06;93.61;2;F;LE PEN;Marine;130;28.95;38.58;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;058;Chiroubles;2022;2;342;68;274;19;4;251;19.88;80.12;5.56;6.93;1.17;1.46;73.39;91.61;1;M;MACRON;Emmanuel;162;47.37;64.54;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;058;Chiroubles;2022;2;342;68;274;19;4;251;19.88;80.12;5.56;6.93;1.17;1.46;73.39;91.61;2;F;LE PEN;Marine;89;26.02;35.46;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;059;Civrieux-d'Azergues;2022;2;1180;231;949;40;11;898;19.58;80.42;3.39;4.21;0.93;1.16;76.1;94.63;1;M;MACRON;Emmanuel;577;48.9;64.25;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;059;Civrieux-d'Azergues;2022;2;1180;231;949;40;11;898;19.58;80.42;3.39;4.21;0.93;1.16;76.1;94.63;2;F;LE PEN;Marine;321;27.2;35.75;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;060;Claveisolles;2022;2;451;80;371;16;2;353;17.74;82.26;3.55;4.31;0.44;0.54;78.27;95.15;1;M;MACRON;Emmanuel;162;35.92;45.89;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;060;Claveisolles;2022;2;451;80;371;16;2;353;17.74;82.26;3.55;4.31;0.44;0.54;78.27;95.15;2;F;LE PEN;Marine;191;42.35;54.11;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;061;Cogny;2022;2;933;177;756;37;7;712;18.97;81.03;3.97;4.89;0.75;0.93;76.31;94.18;1;M;MACRON;Emmanuel;428;45.87;60.11;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;061;Cogny;2022;2;933;177;756;37;7;712;18.97;81.03;3.97;4.89;0.75;0.93;76.31;94.18;2;F;LE PEN;Marine;284;30.44;39.89;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;062;Coise;2022;2;642;103;539;36;11;492;16.04;83.96;5.61;6.68;1.71;2.04;76.64;91.28;1;M;MACRON;Emmanuel;283;44.08;57.52;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;062;Coise;2022;2;642;103;539;36;11;492;16.04;83.96;5.61;6.68;1.71;2.04;76.64;91.28;2;F;LE PEN;Marine;209;32.55;42.48;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;063;Collonges-au-Mont-d'Or;2022;2;3418;724;2694;117;36;2541;21.18;78.82;3.42;4.34;1.05;1.34;74.34;94.32;1;M;MACRON;Emmanuel;1872;54.77;73.67;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;063;Collonges-au-Mont-d'Or;2022;2;3418;724;2694;117;36;2541;21.18;78.82;3.42;4.34;1.05;1.34;74.34;94.32;2;F;LE PEN;Marine;669;19.57;26.33;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;064;Condrieu;2022;2;2749;666;2083;136;28;1919;24.23;75.77;4.95;6.53;1.02;1.34;69.81;92.13;1;M;MACRON;Emmanuel;1217;44.27;63.42;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;064;Condrieu;2022;2;2749;666;2083;136;28;1919;24.23;75.77;4.95;6.53;1.02;1.34;69.81;92.13;2;F;LE PEN;Marine;702;25.54;36.58;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;065;Corcelles-en-Beaujolais;2022;2;701;154;547;29;6;512;21.97;78.03;4.14;5.3;0.86;1.1;73.04;93.6;1;M;MACRON;Emmanuel;243;34.66;47.46;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;065;Corcelles-en-Beaujolais;2022;2;701;154;547;29;6;512;21.97;78.03;4.14;5.3;0.86;1.1;73.04;93.6;2;F;LE PEN;Marine;269;38.37;52.54;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;066;Cours;2022;2;3138;806;2332;161;64;2107;25.69;74.31;5.13;6.9;2.04;2.74;67.14;90.35;1;M;MACRON;Emmanuel;939;29.92;44.57;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;066;Cours;2022;2;3138;806;2332;161;64;2107;25.69;74.31;5.13;6.9;2.04;2.74;67.14;90.35;2;F;LE PEN;Marine;1168;37.22;55.43;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;067;Courzieu;2022;2;925;229;696;52;14;630;24.76;75.24;5.62;7.47;1.51;2.01;68.11;90.52;1;M;MACRON;Emmanuel;345;37.3;54.76;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;067;Courzieu;2022;2;925;229;696;52;14;630;24.76;75.24;5.62;7.47;1.51;2.01;68.11;90.52;2;F;LE PEN;Marine;285;30.81;45.24;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;068;Couzon-au-Mont-d'Or;2022;2;1843;423;1420;76;22;1322;22.95;77.05;4.12;5.35;1.19;1.55;71.73;93.1;1;M;MACRON;Emmanuel;957;51.93;72.39;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;068;Couzon-au-Mont-d'Or;2022;2;1843;423;1420;76;22;1322;22.95;77.05;4.12;5.35;1.19;1.55;71.73;93.1;2;F;LE PEN;Marine;365;19.8;27.61;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;069;Craponne;2022;2;8591;2020;6571;296;107;6168;23.51;76.49;3.45;4.5;1.25;1.63;71.8;93.87;1;M;MACRON;Emmanuel;4161;48.43;67.46;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;069;Craponne;2022;2;8591;2020;6571;296;107;6168;23.51;76.49;3.45;4.5;1.25;1.63;71.8;93.87;2;F;LE PEN;Marine;2007;23.36;32.54;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;070;Cublize;2022;2;919;182;737;35;9;693;19.8;80.2;3.81;4.75;0.98;1.22;75.41;94.03;1;M;MACRON;Emmanuel;321;34.93;46.32;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;070;Cublize;2022;2;919;182;737;35;9;693;19.8;80.2;3.81;4.75;0.98;1.22;75.41;94.03;2;F;LE PEN;Marine;372;40.48;53.68;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;071;Curis-au-Mont-d'Or;2022;2;887;157;730;55;11;664;17.7;82.3;6.2;7.53;1.24;1.51;74.86;90.96;1;M;MACRON;Emmanuel;493;55.58;74.25;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;071;Curis-au-Mont-d'Or;2022;2;887;157;730;55;11;664;17.7;82.3;6.2;7.53;1.24;1.51;74.86;90.96;2;F;LE PEN;Marine;171;19.28;25.75;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;072;Dardilly;2022;2;6759;1531;5228;260;54;4914;22.65;77.35;3.85;4.97;0.8;1.03;72.7;93.99;1;M;MACRON;Emmanuel;3494;51.69;71.1;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;072;Dardilly;2022;2;6759;1531;5228;260;54;4914;22.65;77.35;3.85;4.97;0.8;1.03;72.7;93.99;2;F;LE PEN;Marine;1420;21.01;28.9;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;074;Denicé;2022;2;1154;175;979;56;9;914;15.16;84.84;4.85;5.72;0.78;0.92;79.2;93.36;1;M;MACRON;Emmanuel;576;49.91;63.02;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;074;Denicé;2022;2;1154;175;979;56;9;914;15.16;84.84;4.85;5.72;0.78;0.92;79.2;93.36;2;F;LE PEN;Marine;338;29.29;36.98;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;075;Dième;2022;2;128;18;110;6;0;104;14.06;85.94;4.69;5.45;0.0;0.0;81.25;94.55;1;M;MACRON;Emmanuel;43;33.59;41.35;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;075;Dième;2022;2;128;18;110;6;0;104;14.06;85.94;4.69;5.45;0.0;0.0;81.25;94.55;2;F;LE PEN;Marine;61;47.66;58.65;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;076;Dommartin;2022;2;2288;376;1912;87;18;1807;16.43;83.57;3.8;4.55;0.79;0.94;78.98;94.51;1;M;MACRON;Emmanuel;1179;51.53;65.25;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;076;Dommartin;2022;2;2288;376;1912;87;18;1807;16.43;83.57;3.8;4.55;0.79;0.94;78.98;94.51;2;F;LE PEN;Marine;628;27.45;34.75;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;077;Dracé;2022;2;832;169;663;41;9;613;20.31;79.69;4.93;6.18;1.08;1.36;73.68;92.46;1;M;MACRON;Emmanuel;239;28.73;38.99;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;077;Dracé;2022;2;832;169;663;41;9;613;20.31;79.69;4.93;6.18;1.08;1.36;73.68;92.46;2;F;LE PEN;Marine;374;44.95;61.01;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;078;Duerne;2022;2;583;98;485;27;6;452;16.81;83.19;4.63;5.57;1.03;1.24;77.53;93.2;1;M;MACRON;Emmanuel;253;43.4;55.97;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;078;Duerne;2022;2;583;98;485;27;6;452;16.81;83.19;4.63;5.57;1.03;1.24;77.53;93.2;2;F;LE PEN;Marine;199;34.13;44.03;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;080;Echalas;2022;2;1345;249;1096;67;13;1016;18.51;81.49;4.98;6.11;0.97;1.19;75.54;92.7;1;M;MACRON;Emmanuel;481;35.76;47.34;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;080;Echalas;2022;2;1345;249;1096;67;13;1016;18.51;81.49;4.98;6.11;0.97;1.19;75.54;92.7;2;F;LE PEN;Marine;535;39.78;52.66;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;081;Ecully;2022;2;11942;2765;9177;432;122;8623;23.15;76.85;3.62;4.71;1.02;1.33;72.21;93.96;1;M;MACRON;Emmanuel;6340;53.09;73.52;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;081;Ecully;2022;2;11942;2765;9177;432;122;8623;23.15;76.85;3.62;4.71;1.02;1.33;72.21;93.96;2;F;LE PEN;Marine;2283;19.12;26.48;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;082;Emeringes;2022;2;195;32;163;11;0;152;16.41;83.59;5.64;6.75;0.0;0.0;77.95;93.25;1;M;MACRON;Emmanuel;86;44.1;56.58;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;082;Emeringes;2022;2;195;32;163;11;0;152;16.41;83.59;5.64;6.75;0.0;0.0;77.95;93.25;2;F;LE PEN;Marine;66;33.85;43.42;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;083;Eveux;2022;2;875;138;737;42;6;689;15.77;84.23;4.8;5.7;0.69;0.81;78.74;93.49;1;M;MACRON;Emmanuel;485;55.43;70.39;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;083;Eveux;2022;2;875;138;737;42;6;689;15.77;84.23;4.8;5.7;0.69;0.81;78.74;93.49;2;F;LE PEN;Marine;204;23.31;29.61;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;084;Fleurie;2022;2;975;186;789;50;15;724;19.08;80.92;5.13;6.34;1.54;1.9;74.26;91.76;1;M;MACRON;Emmanuel;382;39.18;52.76;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;084;Fleurie;2022;2;975;186;789;50;15;724;19.08;80.92;5.13;6.34;1.54;1.9;74.26;91.76;2;F;LE PEN;Marine;342;35.08;47.24;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;085;Fleurieu-sur-Saône;2022;2;1092;222;870;60;5;805;20.33;79.67;5.49;6.9;0.46;0.57;73.72;92.53;1;M;MACRON;Emmanuel;559;51.19;69.44;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;085;Fleurieu-sur-Saône;2022;2;1092;222;870;60;5;805;20.33;79.67;5.49;6.9;0.46;0.57;73.72;92.53;2;F;LE PEN;Marine;246;22.53;30.56;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;086;Fleurieux-sur-l'Arbresle;2022;2;1910;362;1548;108;19;1421;18.95;81.05;5.65;6.98;0.99;1.23;74.4;91.8;1;M;MACRON;Emmanuel;956;50.05;67.28;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;086;Fleurieux-sur-l'Arbresle;2022;2;1910;362;1548;108;19;1421;18.95;81.05;5.65;6.98;0.99;1.23;74.4;91.8;2;F;LE PEN;Marine;465;24.35;32.72;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;087;Fontaines-Saint-Martin;2022;2;2345;455;1890;87;25;1778;19.4;80.6;3.71;4.6;1.07;1.32;75.82;94.07;1;M;MACRON;Emmanuel;1359;57.95;76.43;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;087;Fontaines-Saint-Martin;2022;2;2345;455;1890;87;25;1778;19.4;80.6;3.71;4.6;1.07;1.32;75.82;94.07;2;F;LE PEN;Marine;419;17.87;23.57;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;088;Fontaines-sur-Saône;2022;2;4993;1377;3616;232;65;3319;27.58;72.42;4.65;6.42;1.3;1.8;66.47;91.79;1;M;MACRON;Emmanuel;2279;45.64;68.67;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;088;Fontaines-sur-Saône;2022;2;4993;1377;3616;232;65;3319;27.58;72.42;4.65;6.42;1.3;1.8;66.47;91.79;2;F;LE PEN;Marine;1040;20.83;31.33;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;089;Francheville;2022;2;10001;2121;7880;368;1379;6133;21.21;78.79;3.68;4.67;13.79;17.5;61.32;77.83;1;M;MACRON;Emmanuel;4384;43.84;71.48;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;089;Francheville;2022;2;10001;2121;7880;368;1379;6133;21.21;78.79;3.68;4.67;13.79;17.5;61.32;77.83;2;F;LE PEN;Marine;1749;17.49;28.52;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;090;Frontenas;2022;2;696;164;532;40;7;485;23.56;76.44;5.75;7.52;1.01;1.32;69.68;91.17;1;M;MACRON;Emmanuel;283;40.66;58.35;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;090;Frontenas;2022;2;696;164;532;40;7;485;23.56;76.44;5.75;7.52;1.01;1.32;69.68;91.17;2;F;LE PEN;Marine;202;29.02;41.65;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;091;Givors;2022;2;11235;4810;6425;407;147;5871;42.81;57.19;3.62;6.33;1.31;2.29;52.26;91.38;1;M;MACRON;Emmanuel;3451;30.72;58.78;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;091;Givors;2022;2;11235;4810;6425;407;147;5871;42.81;57.19;3.62;6.33;1.31;2.29;52.26;91.38;2;F;LE PEN;Marine;2420;21.54;41.22;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;092;Gleizé;2022;2;5719;1763;3956;223;72;3661;30.83;69.17;3.9;5.64;1.26;1.82;64.01;92.54;1;M;MACRON;Emmanuel;2192;38.33;59.87;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;092;Gleizé;2022;2;5719;1763;3956;223;72;3661;30.83;69.17;3.9;5.64;1.26;1.82;64.01;92.54;2;F;LE PEN;Marine;1469;25.69;40.13;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;093;Grandris;2022;2;819;209;610;57;12;541;25.52;74.48;6.96;9.34;1.47;1.97;66.06;88.69;1;M;MACRON;Emmanuel;291;35.53;53.79;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;093;Grandris;2022;2;819;209;610;57;12;541;25.52;74.48;6.96;9.34;1.47;1.97;66.06;88.69;2;F;LE PEN;Marine;250;30.53;46.21;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;094;Grézieu-la-Varenne;2022;2;4416;968;3448;174;52;3222;21.92;78.08;3.94;5.05;1.18;1.51;72.96;93.45;1;M;MACRON;Emmanuel;2053;46.49;63.72;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;094;Grézieu-la-Varenne;2022;2;4416;968;3448;174;52;3222;21.92;78.08;3.94;5.05;1.18;1.51;72.96;93.45;2;F;LE PEN;Marine;1169;26.47;36.28;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;095;Grézieu-le-Marché;2022;2;629;105;524;38;15;471;16.69;83.31;6.04;7.25;2.38;2.86;74.88;89.89;1;M;MACRON;Emmanuel;262;41.65;55.63;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;095;Grézieu-le-Marché;2022;2;629;105;524;38;15;471;16.69;83.31;6.04;7.25;2.38;2.86;74.88;89.89;2;F;LE PEN;Marine;209;33.23;44.37;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;096;Grigny;2022;2;5746;1796;3950;289;138;3523;31.26;68.74;5.03;7.32;2.4;3.49;61.31;89.19;1;M;MACRON;Emmanuel;2053;35.73;58.27;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;096;Grigny;2022;2;5746;1796;3950;289;138;3523;31.26;68.74;5.03;7.32;2.4;3.49;61.31;89.19;2;F;LE PEN;Marine;1470;25.58;41.73;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;097;Les Haies;2022;2;650;133;517;31;5;481;20.46;79.54;4.77;6.0;0.77;0.97;74.0;93.04;1;M;MACRON;Emmanuel;234;36.0;48.65;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;097;Les Haies;2022;2;650;133;517;31;5;481;20.46;79.54;4.77;6.0;0.77;0.97;74.0;93.04;2;F;LE PEN;Marine;247;38.0;51.35;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;098;Les Halles;2022;2;352;63;289;19;2;268;17.9;82.1;5.4;6.57;0.57;0.69;76.14;92.73;1;M;MACRON;Emmanuel;90;25.57;33.58;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;098;Les Halles;2022;2;352;63;289;19;2;268;17.9;82.1;5.4;6.57;0.57;0.69;76.14;92.73;2;F;LE PEN;Marine;178;50.57;66.42;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;099;Haute-Rivoire;2022;2;988;211;777;50;11;716;21.36;78.64;5.06;6.44;1.11;1.42;72.47;92.15;1;M;MACRON;Emmanuel;318;32.19;44.41;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;099;Haute-Rivoire;2022;2;988;211;777;50;11;716;21.36;78.64;5.06;6.44;1.11;1.42;72.47;92.15;2;F;LE PEN;Marine;398;40.28;55.59;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;100;Irigny;2022;2;6354;1491;4863;290;72;4501;23.47;76.53;4.56;5.96;1.13;1.48;70.84;92.56;1;M;MACRON;Emmanuel;2835;44.62;62.99;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;100;Irigny;2022;2;6354;1491;4863;290;72;4501;23.47;76.53;4.56;5.96;1.13;1.48;70.84;92.56;2;F;LE PEN;Marine;1666;26.22;37.01;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;102;Joux;2022;2;571;131;440;33;9;398;22.94;77.06;5.78;7.5;1.58;2.05;69.7;90.45;1;M;MACRON;Emmanuel;182;31.87;45.73;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;102;Joux;2022;2;571;131;440;33;9;398;22.94;77.06;5.78;7.5;1.58;2.05;69.7;90.45;2;F;LE PEN;Marine;216;37.83;54.27;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;103;Juliénas;2022;2;685;128;557;36;9;512;18.69;81.31;5.26;6.46;1.31;1.62;74.74;91.92;1;M;MACRON;Emmanuel;309;45.11;60.35;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;103;Juliénas;2022;2;685;128;557;36;9;512;18.69;81.31;5.26;6.46;1.31;1.62;74.74;91.92;2;F;LE PEN;Marine;203;29.64;39.65;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;104;Jullié;2022;2;322;57;265;27;6;232;17.7;82.3;8.39;10.19;1.86;2.26;72.05;87.55;1;M;MACRON;Emmanuel;121;37.58;52.16;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;104;Jullié;2022;2;322;57;265;27;6;232;17.7;82.3;8.39;10.19;1.86;2.26;72.05;87.55;2;F;LE PEN;Marine;111;34.47;47.84;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;105;Lacenas;2022;2;823;131;692;35;13;644;15.92;84.08;4.25;5.06;1.58;1.88;78.25;93.06;1;M;MACRON;Emmanuel;416;50.55;64.6;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;105;Lacenas;2022;2;823;131;692;35;13;644;15.92;84.08;4.25;5.06;1.58;1.88;78.25;93.06;2;F;LE PEN;Marine;228;27.7;35.4;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;106;Lachassagne;2022;2;944;120;824;46;15;763;12.71;87.29;4.87;5.58;1.59;1.82;80.83;92.6;1;M;MACRON;Emmanuel;465;49.26;60.94;REM;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
69;Rhône;106;Lachassagne;2022;2;944;120;824;46;15;763;12.71;87.29;4.87;5.58;1.59;1.82;80.83;92.6;2;F;LE PEN;Marine;298;31.57;39.06;RN;2022-pres-t2-commune-rhone-69-silver.csv;2026-03-24T14:42:55
