bureau_id;Code du département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Code de la commune;Libellé de la commune;Code du b.vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;extraction_source_url;ingestion_timestamp;source_file_name
69_07_029_0018;69;Rhône;07;7ème circonscription;029;Bron;0018;741;243;32.79;498;67.21;22;2.97;4.42;12;1.62;2.41;464;62.62;93.17;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_07_029_0019;69;Rhône;07;7ème circonscription;029;Bron;0019;491;194;39.51;297;60.49;10;2.04;3.37;3;0.61;1.01;284;57.84;95.62;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_07_029_0020;69;Rhône;07;7ème circonscription;029;Bron;0020;723;173;23.93;550;76.07;41;5.67;7.45;14;1.94;2.55;495;68.46;90.0;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_07_029_0021;69;Rhône;07;7ème circonscription;029;Bron;0021;742;150;20.22;592;79.78;53;7.14;8.95;18;2.43;3.04;521;70.22;88.01;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_07_029_0022;69;Rhône;07;7ème circonscription;029;Bron;0022;828;317;38.29;511;61.71;18;2.17;3.52;6;0.72;1.17;487;58.82;95.3;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_07_029_0023;69;Rhône;07;7ème circonscription;029;Bron;0023;881;171;19.41;710;80.59;56;6.36;7.89;14;1.59;1.97;640;72.64;90.14;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_07_029_0024;69;Rhône;07;7ème circonscription;029;Bron;0024;965;233;24.15;732;75.85;62;6.42;8.47;21;2.18;2.87;649;67.25;88.66;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_07_029_0025;69;Rhône;07;7ème circonscription;029;Bron;0025;535;114;21.31;421;78.69;26;4.86;6.18;11;2.06;2.61;384;71.78;91.21;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_07_029_0026;69;Rhône;07;7ème circonscription;029;Bron;0026;907;189;20.84;718;79.16;58;6.39;8.08;16;1.76;2.23;644;71.0;89.69;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_030_0001;69;Rhône;10;10ème circonscription;030;Brullioles;0001;622;114;18.33;508;81.67;51;8.2;10.04;15;2.41;2.95;442;71.06;87.01;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_031_0001;69;Rhône;10;10ème circonscription;031;Brussieu;0001;853;122;14.3;731;85.7;83;9.73;11.35;15;1.76;2.05;633;74.21;86.59;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_08_032_0001;69;Rhône;08;8ème circonscription;032;Bully;0001;727;168;23.11;559;76.89;59;8.12;10.55;16;2.2;2.86;484;66.57;86.58;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_08_032_0002;69;Rhône;08;8ème circonscription;032;Bully;0002;721;126;17.48;595;82.52;62;8.6;10.42;18;2.5;3.03;515;71.43;86.55;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_033_0001;69;Rhône;05;5ème circonscription;033;Cailloux-sur-Fontaines;0001;1115;175;15.7;940;84.3;76;6.82;8.09;16;1.43;1.7;848;76.05;90.21;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_033_0002;69;Rhône;05;5ème circonscription;033;Cailloux-sur-Fontaines;0002;855;122;14.27;733;85.73;69;8.07;9.41;14;1.64;1.91;650;76.02;88.68;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0001;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0001;1022;270;26.42;752;73.58;51;4.99;6.78;16;1.57;2.13;685;67.03;91.09;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0002;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0002;857;203;23.69;654;76.31;54;6.3;8.26;9;1.05;1.38;591;68.96;90.37;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0003;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0003;1081;375;34.69;706;65.31;43;3.98;6.09;15;1.39;2.12;648;59.94;91.78;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0004;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0004;905;276;30.5;629;69.5;39;4.31;6.2;12;1.33;1.91;578;63.87;91.89;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0005;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0005;969;238;24.56;731;75.44;47;4.85;6.43;19;1.96;2.6;665;68.63;90.97;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0006;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0006;955;315;32.98;640;67.02;35;3.66;5.47;8;0.84;1.25;597;62.51;93.28;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0007;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0007;808;257;31.81;551;68.19;43;5.32;7.8;7;0.87;1.27;501;62.0;90.93;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0008;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0008;840;196;23.33;644;76.67;34;4.05;5.28;4;0.48;0.62;606;72.14;94.1;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0009;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0009;760;230;30.26;530;69.74;36;4.74;6.79;11;1.45;2.08;483;63.55;91.13;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0010;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0010;875;233;26.63;642;73.37;57;6.51;8.88;10;1.14;1.56;575;65.71;89.56;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0011;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0011;816;225;27.57;591;72.43;49;6.0;8.29;18;2.21;3.05;524;64.22;88.66;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0012;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0012;836;314;37.56;522;62.44;31;3.71;5.94;12;1.44;2.3;479;57.3;91.76;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0013;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0013;927;315;33.98;612;66.02;42;4.53;6.86;18;1.94;2.94;552;59.55;90.2;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0014;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0014;942;259;27.49;683;72.51;60;6.37;8.78;8;0.85;1.17;615;65.29;90.04;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0015;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0015;645;238;36.9;407;63.1;30;4.65;7.37;9;1.4;2.21;368;57.05;90.42;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0016;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0016;859;257;29.92;602;70.08;44;5.12;7.31;17;1.98;2.82;541;62.98;89.87;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0017;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0017;911;251;27.55;660;72.45;44;4.83;6.67;15;1.65;2.27;601;65.97;91.06;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0018;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0018;665;239;35.94;426;64.06;31;4.66;7.28;9;1.35;2.11;386;58.05;90.61;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0019;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0019;870;208;23.91;662;76.09;29;3.33;4.38;20;2.3;3.02;613;70.46;92.6;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0020;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0020;911;253;27.77;658;72.23;58;6.37;8.81;28;3.07;4.26;572;62.79;86.93;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0021;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0021;750;192;25.6;558;74.4;50;6.67;8.96;12;1.6;2.15;496;66.13;88.89;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0022;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0022;819;213;26.01;606;73.99;56;6.84;9.24;9;1.1;1.49;541;66.06;89.27;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0023;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0023;957;256;26.75;701;73.25;52;5.43;7.42;16;1.67;2.28;633;66.14;90.3;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0024;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0024;1063;302;28.41;761;71.59;48;4.52;6.31;23;2.16;3.02;690;64.91;90.67;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0025;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0025;771;187;24.25;584;75.75;47;6.1;8.05;8;1.04;1.37;529;68.61;90.58;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0026;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0026;912;311;34.1;601;65.9;39;4.28;6.49;12;1.32;2.0;550;60.31;91.51;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0027;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0027;885;237;26.78;648;73.22;53;5.99;8.18;16;1.81;2.47;579;65.42;89.35;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0028;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0028;710;208;29.3;502;70.7;39;5.49;7.77;15;2.11;2.99;448;63.1;89.24;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0029;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0029;818;239;29.22;579;70.78;52;6.36;8.98;12;1.47;2.07;515;62.96;88.95;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0030;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0030;586;164;27.99;422;72.01;33;5.63;7.82;10;1.71;2.37;379;64.68;89.81;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0031;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0031;849;263;30.98;586;69.02;43;5.06;7.34;11;1.3;1.88;532;62.66;90.78;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0032;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0032;898;279;31.07;619;68.93;47;5.23;7.59;14;1.56;2.26;558;62.14;90.15;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0033;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0033;1038;345;33.24;693;66.76;46;4.43;6.64;9;0.87;1.3;638;61.46;92.06;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0034;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0034;699;237;33.91;462;66.09;29;4.15;6.28;16;2.29;3.46;417;59.66;90.26;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0035;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0035;883;257;29.11;626;70.89;50;5.66;7.99;12;1.36;1.92;564;63.87;90.1;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0036;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0036;845;230;27.22;615;72.78;41;4.85;6.67;6;0.71;0.98;568;67.22;92.36;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_05_034_0037;69;Rhône;05;5ème circonscription;034;Caluire-et-Cuire;0037;858;266;31.0;592;69.0;47;5.48;7.94;7;0.82;1.18;538;62.7;90.88;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_09_035_0001;69;Rhône;09;9ème circonscription;035;Cenves;0001;313;63;20.13;250;79.87;32;10.22;12.8;4;1.28;1.6;214;68.37;85.6;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_09_036_0001;69;Rhône;09;9ème circonscription;036;Cercié;0001;764;125;16.36;639;83.64;69;9.03;10.8;10;1.31;1.56;560;73.3;87.64;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_08_037_0001;69;Rhône;08;8ème circonscription;037;Chambost-Allières;0001;580;119;20.52;461;79.48;37;6.38;8.03;17;2.93;3.69;407;70.17;88.29;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_038_0001;69;Rhône;10;10ème circonscription;038;Chambost-Longessaigne;0001;694;142;20.46;552;79.54;63;9.08;11.41;13;1.87;2.36;476;68.59;86.23;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_08_039_0001;69;Rhône;08;8ème circonscription;039;Chamelet;0001;487;98;20.12;389;79.88;31;6.37;7.97;17;3.49;4.37;341;70.02;87.66;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_08_040_0001;69;Rhône;08;8ème circonscription;040;Champagne-au-Mont-d'Or;0001;730;160;21.92;570;78.08;49;6.71;8.6;19;2.6;3.33;502;68.77;88.07;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_08_040_0002;69;Rhône;08;8ème circonscription;040;Champagne-au-Mont-d'Or;0002;744;133;17.88;611;82.12;41;5.51;6.71;14;1.88;2.29;556;74.73;91.0;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_08_040_0003;69;Rhône;08;8ème circonscription;040;Champagne-au-Mont-d'Or;0003;779;186;23.88;593;76.12;42;5.39;7.08;16;2.05;2.7;535;68.68;90.22;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_08_040_0004;69;Rhône;08;8ème circonscription;040;Champagne-au-Mont-d'Or;0004;840;193;22.98;647;77.02;47;5.6;7.26;13;1.55;2.01;587;69.88;90.73;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_08_040_0005;69;Rhône;08;8ème circonscription;040;Champagne-au-Mont-d'Or;0005;734;149;20.3;585;79.7;49;6.68;8.38;14;1.91;2.39;522;71.12;89.23;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_042_0001;69;Rhône;10;10ème circonscription;042;La Chapelle-sur-Coise;0001;416;59;14.18;357;85.82;39;9.38;10.92;6;1.44;1.68;312;75.0;87.39;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_043_0001;69;Rhône;10;10ème circonscription;043;Chaponost;0001;1033;188;18.2;845;81.8;64;6.2;7.57;19;1.84;2.25;762;73.77;90.18;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_043_0002;69;Rhône;10;10ème circonscription;043;Chaponost;0002;912;166;18.2;746;81.8;55;6.03;7.37;6;0.66;0.8;685;75.11;91.82;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_043_0003;69;Rhône;10;10ème circonscription;043;Chaponost;0003;828;123;14.86;705;85.14;38;4.59;5.39;13;1.57;1.84;654;78.99;92.77;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_043_0004;69;Rhône;10;10ème circonscription;043;Chaponost;0004;967;170;17.58;797;82.42;80;8.27;10.04;7;0.72;0.88;710;73.42;89.08;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_043_0005;69;Rhône;10;10ème circonscription;043;Chaponost;0005;986;165;16.73;821;83.27;60;6.09;7.31;11;1.12;1.34;750;76.06;91.35;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_043_0006;69;Rhône;10;10ème circonscription;043;Chaponost;0006;831;130;15.64;701;84.36;65;7.82;9.27;12;1.44;1.71;624;75.09;89.02;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_043_0007;69;Rhône;10;10ème circonscription;043;Chaponost;0007;936;171;18.27;765;81.73;57;6.09;7.45;19;2.03;2.48;689;73.61;90.07;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_044_0001;69;Rhône;10;10ème circonscription;044;Charbonnières-les-Bains;0001;948;206;21.73;742;78.27;56;5.91;7.55;9;0.95;1.21;677;71.41;91.24;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_044_0002;69;Rhône;10;10ème circonscription;044;Charbonnières-les-Bains;0002;1086;233;21.45;853;78.55;77;7.09;9.03;20;1.84;2.34;756;69.61;88.63;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_044_0003;69;Rhône;10;10ème circonscription;044;Charbonnières-les-Bains;0003;1093;268;24.52;825;75.48;66;6.04;8.0;17;1.56;2.06;742;67.89;89.94;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_10_044_0004;69;Rhône;10;10ème circonscription;044;Charbonnières-les-Bains;0004;1172;272;23.21;900;76.79;74;6.31;8.22;12;1.02;1.33;814;69.45;90.44;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_09_045_0001;69;Rhône;09;9ème circonscription;045;Charentay;0001;887;160;18.04;727;81.96;57;6.43;7.84;18;2.03;2.48;652;73.51;89.68;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_12_046_0001;69;Rhône;12;12ème circonscription;046;Charly;0001;796;151;18.97;645;81.03;63;7.91;9.77;10;1.26;1.55;572;71.86;88.68;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_12_046_0002;69;Rhône;12;12ème circonscription;046;Charly;0002;1077;197;18.29;880;81.71;98;9.1;11.14;16;1.49;1.82;766;71.12;87.05;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_12_046_0003;69;Rhône;12;12ème circonscription;046;Charly;0003;908;154;16.96;754;83.04;58;6.39;7.69;13;1.43;1.72;683;75.22;90.58;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_12_046_0004;69;Rhône;12;12ème circonscription;046;Charly;0004;906;168;18.54;738;81.46;55;6.07;7.45;13;1.43;1.76;670;73.95;90.79;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_09_047_0001;69;Rhône;09;9ème circonscription;047;Charnay;0001;710;154;21.69;556;78.31;41;5.77;7.37;15;2.11;2.7;500;70.42;89.93;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
69_11_048_0001;69;Rhône;11;11ème circonscription;048;Chassagny;0001;1058;177;16.73;881;83.27;89;8.41;10.1;14;1.32;1.59;778;73.53;88.31;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-18T14:27:53.351361;2017_burvot_t2_france_entiere.txt
