commune_id;Code du département;Libellé du département;Code de la commune;Libellé de la commune;Etat saisie;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;extraction_source_url;ingestion_timestamp;source_file_name
69_191;69;Rhône;191;Saint-Cyr-au-Mont-d'Or;Complet;4975;1080;21.71;3895;78.29;161;3.24;4.13;44;0.88;1.13;3690;74.17;94.74;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_192;69;Rhône;192;Saint-Cyr-le-Chatoux;Complet;131;19;14.5;112;85.5;8;6.11;7.14;1;0.76;0.89;103;78.63;91.96;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_193;69;Rhône;193;Saint-Cyr-sur-le-Rhône;Complet;1091;213;19.52;878;80.48;41;3.76;4.67;17;1.56;1.94;820;75.16;93.39;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_194;69;Rhône;194;Saint-Didier-au-Mont-d'Or;Complet;5902;1157;19.6;4745;80.4;190;3.22;4.0;58;0.98;1.22;4497;76.19;94.77;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_196;69;Rhône;196;Saint-Didier-sur-Beaujeu;Complet;471;98;20.81;373;79.19;34;7.22;9.12;9;1.91;2.41;330;70.06;88.47;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_197;69;Rhône;197;Saint-Etienne-des-Oullières;Complet;1737;399;22.97;1338;77.03;77;4.43;5.75;24;1.38;1.79;1237;71.21;92.45;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_198;69;Rhône;198;Saint-Etienne-la-Varenne;Complet;604;105;17.38;499;82.62;37;6.13;7.41;6;0.99;1.2;456;75.5;91.38;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_199;69;Rhône;199;Saint-Fons;Complet;8578;4082;47.59;4496;52.41;286;3.33;6.36;100;1.17;2.22;4110;47.91;91.41;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_200;69;Rhône;200;Saint-Forgeux;Complet;1203;271;22.53;932;77.47;59;4.9;6.33;27;2.24;2.9;846;70.32;90.77;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_201;69;Rhône;201;Sainte-Foy-l'Argentière;Complet;917;257;28.03;660;71.97;35;3.82;5.3;10;1.09;1.52;615;67.07;93.18;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_202;69;Rhône;202;Sainte-Foy-lès-Lyon;Complet;15762;3313;21.02;12449;78.98;623;3.95;5.0;155;0.98;1.25;11671;74.05;93.75;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_203;69;Rhône;203;Saint-Genis-l'Argentière;Complet;760;187;24.61;573;75.39;48;6.32;8.38;12;1.58;2.09;513;67.5;89.53;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_204;69;Rhône;204;Saint-Genis-Laval;Complet;14757;3406;23.08;11351;76.92;606;4.11;5.34;180;1.22;1.59;10565;71.59;93.08;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_205;69;Rhône;205;Saint-Genis-les-Ollières;Complet;3817;741;19.41;3076;80.59;178;4.66;5.79;44;1.15;1.43;2854;74.77;92.78;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_206;69;Rhône;206;Saint-Georges-de-Reneins;Complet;3379;786;23.26;2593;76.74;123;3.64;4.74;35;1.04;1.35;2435;72.06;93.91;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_207;69;Rhône;207;Saint-Germain-au-Mont-d'Or;Complet;2175;553;25.43;1622;74.57;103;4.74;6.35;32;1.47;1.97;1487;68.37;91.68;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_208;69;Rhône;208;Saint-Germain-Nuelles;Complet;1761;308;17.49;1453;82.51;92;5.22;6.33;29;1.65;2.0;1332;75.64;91.67;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_209;69;Rhône;209;Saint-Igny-de-Vers;Complet;486;128;26.34;358;73.66;16;3.29;4.47;5;1.03;1.4;337;69.34;94.13;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_212;69;Rhône;212;Saint-Jean-des-Vignes;Complet;385;72;18.7;313;81.3;22;5.71;7.03;5;1.3;1.6;286;74.29;91.37;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_214;69;Rhône;214;Saint-Jean-la-Bussière;Complet;908;180;19.82;728;80.18;48;5.29;6.59;11;1.21;1.51;669;73.68;91.9;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_215;69;Rhône;215;Saint-Julien;Complet;699;113;16.17;586;83.83;30;4.29;5.12;4;0.57;0.68;552;78.97;94.2;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_216;69;Rhône;216;Saint-Julien-sur-Bibost;Complet;420;89;21.19;331;78.81;29;6.9;8.76;7;1.67;2.11;295;70.24;89.12;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_217;69;Rhône;217;Saint-Just-d'Avray;Complet;608;137;22.53;471;77.47;35;5.76;7.43;10;1.64;2.12;426;70.07;90.45;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_218;69;Rhône;218;Saint-Lager;Complet;793;193;24.34;600;75.66;34;4.29;5.67;7;0.88;1.17;559;70.49;93.17;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_219;69;Rhône;219;Saint-Laurent-d'Agny;Complet;1835;420;22.89;1415;77.11;88;4.8;6.22;16;0.87;1.13;1311;71.44;92.65;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_220;69;Rhône;220;Saint-Laurent-de-Chamousset;Complet;1403;304;21.67;1099;78.33;62;4.42;5.64;20;1.43;1.82;1017;72.49;92.54;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_225;69;Rhône;225;Saint-Marcel-l'Eclairé;Complet;461;93;20.17;368;79.83;27;5.86;7.34;12;2.6;3.26;329;71.37;89.4;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_227;69;Rhône;227;Saint-Martin-en-Haut;Complet;3183;662;20.8;2521;79.2;172;5.4;6.82;47;1.48;1.86;2302;72.32;91.31;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_228;69;Rhône;228;Chabanière;Complet;3282;633;19.29;2649;80.71;167;5.09;6.3;48;1.46;1.81;2434;74.16;91.88;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_229;69;Rhône;229;Saint-Nizier-d'Azergues;Complet;554;122;22.02;432;77.98;32;5.78;7.41;8;1.44;1.85;392;70.76;90.74;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_230;69;Rhône;230;Sainte-Paule;Complet;272;57;20.96;215;79.04;11;4.04;5.12;4;1.47;1.86;200;73.53;93.02;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_231;69;Rhône;231;Saint-Pierre-la-Palud;Complet;2121;515;24.28;1606;75.72;132;6.22;8.22;28;1.32;1.74;1446;68.18;90.04;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_233;69;Rhône;233;Saint-Romain-au-Mont-d'Or;Complet;962;178;18.5;784;81.5;46;4.78;5.87;13;1.35;1.66;725;75.36;92.47;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_234;69;Rhône;234;Saint-Romain-de-Popey;Complet;1284;235;18.3;1049;81.7;58;4.52;5.53;19;1.48;1.81;972;75.7;92.66;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_235;69;Rhône;235;Saint-Romain-en-Gal;Complet;1362;281;20.63;1081;79.37;76;5.58;7.03;31;2.28;2.87;974;71.51;90.1;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_236;69;Rhône;236;Saint-Romain-en-Gier;Complet;405;85;20.99;320;79.01;28;6.91;8.75;7;1.73;2.19;285;70.37;89.06;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_238;69;Rhône;238;Saint-Symphorien-sur-Coise;Complet;2775;718;25.87;2057;74.13;118;4.25;5.74;43;1.55;2.09;1896;68.32;92.17;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_239;69;Rhône;239;Saint-Vérand;Complet;957;197;20.59;760;79.41;43;4.49;5.66;8;0.84;1.05;709;74.09;93.29;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_240;69;Rhône;240;Saint-Vincent-de-Reins;Complet;535;123;22.99;412;77.01;19;3.55;4.61;9;1.68;2.18;384;71.78;93.2;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_241;69;Rhône;241;Taluyers;Complet;1987;431;21.69;1556;78.31;78;3.93;5.01;17;0.86;1.09;1461;73.53;93.89;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_242;69;Rhône;242;Taponas;Complet;758;198;26.12;560;73.88;34;4.49;6.07;2;0.26;0.36;524;69.13;93.57;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_243;69;Rhône;243;Tarare;Complet;6708;2267;33.8;4441;66.2;256;3.82;5.76;91;1.36;2.05;4094;61.03;92.19;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_244;69;Rhône;244;Tassin-la-Demi-Lune;Complet;15278;3577;23.41;11701;76.59;528;3.46;4.51;154;1.01;1.32;11019;72.12;94.17;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_245;69;Rhône;245;Ternand;Complet;591;108;18.27;483;81.73;37;6.26;7.66;9;1.52;1.86;437;73.94;90.48;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_246;69;Rhône;246;Theizé;Complet;994;174;17.51;820;82.49;67;6.74;8.17;11;1.11;1.34;742;74.65;90.49;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_248;69;Rhône;248;Thizy-Les-Bourgs;Complet;3928;1093;27.83;2835;72.17;176;4.48;6.21;56;1.43;1.98;2603;66.27;91.82;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_249;69;Rhône;249;Thurins;Complet;2402;478;19.9;1924;80.1;111;4.62;5.77;24;1.0;1.25;1789;74.48;92.98;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_250;69;Rhône;250;La Tour-de-Salvagny;Complet;3413;571;16.73;2842;83.27;162;4.75;5.7;25;0.73;0.88;2655;77.79;93.42;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_252;69;Rhône;252;Trèves;Complet;579;144;24.87;435;75.13;31;5.35;7.13;5;0.86;1.15;399;68.91;91.72;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_253;69;Rhône;253;Tupin-et-Semons;Complet;517;122;23.6;395;76.4;18;3.48;4.56;9;1.74;2.28;368;71.18;93.16;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_254;69;Rhône;254;Valsonne;Complet;657;145;22.07;512;77.93;30;4.57;5.86;5;0.76;0.98;477;72.6;93.16;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_255;69;Rhône;255;Vaugneray;Complet;4513;955;21.16;3558;78.84;208;4.61;5.85;55;1.22;1.55;3295;73.01;92.61;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_256;69;Rhône;256;Vaulx-en-Velin;Complet;24138;12099;50.12;12039;49.88;727;3.01;6.04;240;0.99;1.99;11072;45.87;91.97;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_257;69;Rhône;257;Vaux-en-Beaujolais;Complet;868;178;20.51;690;79.49;25;2.88;3.62;7;0.81;1.01;658;75.81;95.36;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_258;69;Rhône;258;Vauxrenard;Complet;268;49;18.28;219;81.72;15;5.6;6.85;6;2.24;2.74;198;73.88;90.41;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_259;69;Rhône;259;Vénissieux;Complet;29254;12222;41.78;17032;58.22;1106;3.78;6.49;405;1.38;2.38;15521;53.06;91.13;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_260;69;Rhône;260;Vernaison;Complet;3318;753;22.69;2565;77.31;143;4.31;5.58;23;0.69;0.9;2399;72.3;93.53;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_261;69;Rhône;261;Vernay;Complet;55;5;9.09;50;90.91;6;10.91;12.0;0;0.0;0.0;44;80.0;88.0;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_263;69;Rhône;263;Villechenève;Complet;684;148;21.64;536;78.36;34;4.97;6.34;6;0.88;1.12;496;72.51;92.54;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_264;69;Rhône;264;Villefranche-sur-Saône;Complet;19167;6344;33.1;12823;66.9;793;4.14;6.18;239;1.25;1.86;11791;61.52;91.95;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_265;69;Rhône;265;Ville-sur-Jarnioux;Complet;689;117;16.98;572;83.02;35;5.08;6.12;5;0.73;0.87;532;77.21;93.01;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_266;69;Rhône;266;Villeurbanne;Complet;88520;30847;34.85;57673;65.15;3621;4.09;6.28;914;1.03;1.58;53138;60.03;92.14;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_267;69;Rhône;267;Villié-Morgon;Complet;1733;369;21.29;1364;78.71;77;4.44;5.65;30;1.73;2.2;1257;72.53;92.16;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_268;69;Rhône;268;Vourles;Complet;2733;526;19.25;2207;80.75;103;3.77;4.67;51;1.87;2.31;2053;75.12;93.02;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_269;69;Rhône;269;Yzeron;Complet;763;141;18.48;622;81.52;46;6.03;7.4;10;1.31;1.61;566;74.18;91.0;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_270;69;Rhône;270;Chaponnay;Complet;3449;648;18.79;2801;81.21;160;4.64;5.71;36;1.04;1.29;2605;75.53;93.0;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_271;69;Rhône;271;Chassieu;Complet;8223;1987;24.16;6236;75.84;274;3.33;4.39;96;1.17;1.54;5866;71.34;94.07;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_272;69;Rhône;272;Communay;Complet;3543;728;20.55;2815;79.45;171;4.83;6.07;45;1.27;1.6;2599;73.36;92.33;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_273;69;Rhône;273;Corbas;Complet;7328;1879;25.64;5449;74.36;322;4.39;5.91;80;1.09;1.47;5047;68.87;92.62;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_275;69;Rhône;275;Décines-Charpieu;Complet;18020;6030;33.46;11990;66.54;738;4.1;6.16;198;1.1;1.65;11054;61.34;92.19;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_276;69;Rhône;276;Feyzin;Complet;6429;2288;35.59;4141;64.41;236;3.67;5.7;82;1.28;1.98;3823;59.46;92.32;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_277;69;Rhône;277;Genas;Complet;10489;2294;21.87;8195;78.13;370;3.53;4.51;113;1.08;1.38;7712;73.52;94.11;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_278;69;Rhône;278;Genay;Complet;3963;946;23.87;3017;76.13;174;4.39;5.77;35;0.88;1.16;2808;70.86;93.07;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_279;69;Rhône;279;Jonage;Complet;4743;1000;21.08;3743;78.92;191;4.03;5.1;37;0.78;0.99;3515;74.11;93.91;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_280;69;Rhône;280;Jons;Complet;1077;250;23.21;827;76.79;35;3.25;4.23;9;0.84;1.09;783;72.7;94.68;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_281;69;Rhône;281;Marennes;Complet;1420;284;20.0;1136;80.0;53;3.73;4.67;20;1.41;1.76;1063;74.86;93.57;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_282;69;Rhône;282;Meyzieu;Complet;22776;7134;31.32;15642;68.68;853;3.75;5.45;248;1.09;1.59;14541;63.84;92.96;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_283;69;Rhône;283;Mions;Complet;9347;2338;25.01;7009;74.99;354;3.79;5.05;145;1.55;2.07;6510;69.65;92.88;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_284;69;Rhône;284;Montanay;Complet;2468;402;16.29;2066;83.71;115;4.66;5.57;26;1.05;1.26;1925;78.0;93.18;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_285;69;Rhône;285;Pusignan;Complet;2866;712;24.84;2154;75.16;71;2.48;3.3;40;1.4;1.86;2043;71.28;94.85;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_286;69;Rhône;286;Rillieux-la-Pape;Complet;16819;5351;31.82;11468;68.18;647;3.85;5.64;225;1.34;1.96;10596;63.0;92.4;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_287;69;Rhône;287;Saint-Bonnet-de-Mure;Complet;5136;1119;21.79;4017;78.21;215;4.19;5.35;55;1.07;1.37;3747;72.96;93.28;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_288;69;Rhône;288;Saint-Laurent-de-Mure;Complet;4375;1135;25.94;3240;74.06;172;3.93;5.31;48;1.1;1.48;3020;69.03;93.21;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_289;69;Rhône;289;Saint-Pierre-de-Chandieu;Complet;3849;842;21.88;3007;78.12;158;4.1;5.25;42;1.09;1.4;2807;72.93;93.35;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_290;69;Rhône;290;Saint-Priest;Complet;29555;10571;35.77;18984;64.23;1050;3.55;5.53;394;1.33;2.08;17540;59.35;92.39;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_291;69;Rhône;291;Saint-Symphorien-d'Ozon;Complet;4033;1003;24.87;3030;75.13;178;4.41;5.87;45;1.12;1.49;2807;69.6;92.64;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_292;69;Rhône;292;Sathonay-Camp;Complet;4241;1174;27.68;3067;72.32;173;4.08;5.64;62;1.46;2.02;2832;66.78;92.34;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
