commune_id;Code du département;Libellé du département;Code de la commune;Libellé de la commune;Etat saisie;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;extraction_source_url;ingestion_timestamp;source_file_name
69_092;69;Rhône;092;Gleizé;Complet;5719;1763;30.83;3956;69.17;223;3.9;5.64;72;1.26;1.82;3661;64.01;92.54;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_093;69;Rhône;093;Grandris;Complet;819;209;25.52;610;74.48;57;6.96;9.34;12;1.47;1.97;541;66.06;88.69;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_094;69;Rhône;094;Grézieu-la-Varenne;Complet;4416;968;21.92;3448;78.08;174;3.94;5.05;52;1.18;1.51;3222;72.96;93.45;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_095;69;Rhône;095;Grézieu-le-Marché;Complet;629;105;16.69;524;83.31;38;6.04;7.25;15;2.38;2.86;471;74.88;89.89;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_096;69;Rhône;096;Grigny;Complet;5746;1796;31.26;3950;68.74;289;5.03;7.32;138;2.4;3.49;3523;61.31;89.19;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_097;69;Rhône;097;Les Haies;Complet;650;133;20.46;517;79.54;31;4.77;6.0;5;0.77;0.97;481;74.0;93.04;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_098;69;Rhône;098;Les Halles;Complet;352;63;17.9;289;82.1;19;5.4;6.57;2;0.57;0.69;268;76.14;92.73;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_099;69;Rhône;099;Haute-Rivoire;Complet;988;211;21.36;777;78.64;50;5.06;6.44;11;1.11;1.42;716;72.47;92.15;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_100;69;Rhône;100;Irigny;Complet;6354;1491;23.47;4863;76.53;290;4.56;5.96;72;1.13;1.48;4501;70.84;92.56;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_102;69;Rhône;102;Joux;Complet;571;131;22.94;440;77.06;33;5.78;7.5;9;1.58;2.05;398;69.7;90.45;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_103;69;Rhône;103;Juliénas;Complet;685;128;18.69;557;81.31;36;5.26;6.46;9;1.31;1.62;512;74.74;91.92;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_104;69;Rhône;104;Jullié;Complet;322;57;17.7;265;82.3;27;8.39;10.19;6;1.86;2.26;232;72.05;87.55;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_105;69;Rhône;105;Lacenas;Complet;823;131;15.92;692;84.08;35;4.25;5.06;13;1.58;1.88;644;78.25;93.06;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_106;69;Rhône;106;Lachassagne;Complet;944;120;12.71;824;87.29;46;4.87;5.58;15;1.59;1.82;763;80.83;92.6;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_107;69;Rhône;107;Lamure-sur-Azergues;Complet;759;167;22.0;592;78.0;31;4.08;5.24;8;1.05;1.35;553;72.86;93.41;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_108;69;Rhône;108;Lancié;Complet;754;151;20.03;603;79.97;37;4.91;6.14;14;1.86;2.32;552;73.21;91.54;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_109;69;Rhône;109;Lantignié;Complet;691;145;20.98;546;79.02;38;5.5;6.96;9;1.3;1.65;499;72.21;91.39;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_110;69;Rhône;110;Larajasse;Complet;1439;284;19.74;1155;80.26;78;5.42;6.75;13;0.9;1.13;1064;73.94;92.12;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_111;69;Rhône;111;Légny;Complet;501;88;17.56;413;82.44;25;4.99;6.05;6;1.2;1.45;382;76.25;92.49;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_112;69;Rhône;112;Lentilly;Complet;5090;1067;20.96;4023;79.04;221;4.34;5.49;53;1.04;1.32;3749;73.65;93.19;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_113;69;Rhône;113;Létra;Complet;608;121;19.9;487;80.1;37;6.09;7.6;7;1.15;1.44;443;72.86;90.97;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_115;69;Rhône;115;Limas;Complet;3393;806;23.75;2587;76.25;135;3.98;5.22;38;1.12;1.47;2414;71.15;93.31;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_116;69;Rhône;116;Limonest;Complet;2733;518;18.95;2215;81.05;102;3.73;4.6;29;1.06;1.31;2084;76.25;94.09;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_117;69;Rhône;117;Lissieu;Complet;2550;500;19.61;2050;80.39;103;4.04;5.02;24;0.94;1.17;1923;75.41;93.8;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_118;69;Rhône;118;Loire-sur-Rhône;Complet;1965;444;22.6;1521;77.4;99;5.04;6.51;23;1.17;1.51;1399;71.2;91.98;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_119;69;Rhône;119;Longes;Complet;684;118;17.25;566;82.75;37;5.41;6.54;3;0.44;0.53;526;76.9;92.93;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_120;69;Rhône;120;Longessaigne;Complet;432;72;16.67;360;83.33;23;5.32;6.39;6;1.39;1.67;331;76.62;91.94;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_121;69;Rhône;121;Lozanne;Complet;2172;495;22.79;1677;77.21;77;3.55;4.59;20;0.92;1.19;1580;72.74;94.22;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_122;69;Rhône;122;Lucenay;Complet;1584;286;18.06;1298;81.94;65;4.1;5.01;16;1.01;1.23;1217;76.83;93.76;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_123;69;Rhône;123;Lyon;Complet;292802;70850;24.2;221952;75.8;12377;4.23;5.58;3397;1.16;1.53;206178;70.42;92.89;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_124;69;Rhône;124;Marchampt;Complet;389;85;21.85;304;78.15;18;4.63;5.92;8;2.06;2.63;278;71.47;91.45;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_125;69;Rhône;125;Marcilly-d'Azergues;Complet;789;157;19.9;632;80.1;32;4.06;5.06;4;0.51;0.63;596;75.54;94.3;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_126;69;Rhône;126;Marcy;Complet;668;103;15.42;565;84.58;34;5.09;6.02;14;2.1;2.48;517;77.4;91.5;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_127;69;Rhône;127;Marcy-l'Etoile;Complet;2375;513;21.6;1862;78.4;96;4.04;5.16;16;0.67;0.86;1750;73.68;93.98;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_130;69;Rhône;130;Meaux-la-Montagne;Complet;191;28;14.66;163;85.34;14;7.33;8.59;3;1.57;1.84;146;76.44;89.57;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_131;69;Rhône;131;Messimy;Complet;2744;540;19.68;2204;80.32;124;4.52;5.63;24;0.87;1.09;2056;74.93;93.28;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_132;69;Rhône;132;Meys;Complet;609;116;19.05;493;80.95;29;4.76;5.88;5;0.82;1.01;459;75.37;93.1;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_133;69;Rhône;133;Millery;Complet;3322;705;21.22;2617;78.78;111;3.34;4.24;30;0.9;1.15;2476;74.53;94.61;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_134;69;Rhône;134;Moiré;Complet;194;33;17.01;161;82.99;8;4.12;4.97;1;0.52;0.62;152;78.35;94.41;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_135;69;Rhône;135;Deux-Grosnes;Complet;1343;299;22.26;1044;77.74;58;4.32;5.56;20;1.49;1.92;966;71.93;92.53;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_136;69;Rhône;136;Montagny;Complet;2217;471;21.24;1746;78.76;118;5.32;6.76;25;1.13;1.43;1603;72.3;91.81;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_137;69;Rhône;137;Montmelas-Saint-Sorlin;Complet;333;62;18.62;271;81.38;20;6.01;7.38;5;1.5;1.85;246;73.87;90.77;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_138;69;Rhône;138;Montromant;Complet;348;67;19.25;281;80.75;25;7.18;8.9;6;1.72;2.14;250;71.84;88.97;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_139;69;Rhône;139;Montrottier;Complet;1082;242;22.37;840;77.63;50;4.62;5.95;16;1.48;1.9;774;71.53;92.14;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_140;69;Rhône;140;Morancé;Complet;1784;300;16.82;1484;83.18;83;4.65;5.59;17;0.95;1.15;1384;77.58;93.26;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_141;69;Rhône;141;Mornant;Complet;4834;1107;22.9;3727;77.1;278;5.75;7.46;51;1.06;1.37;3398;70.29;91.17;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_142;69;Rhône;142;La Mulatière;Complet;3834;1142;29.79;2692;70.21;164;4.28;6.09;44;1.15;1.63;2484;64.79;92.27;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_143;69;Rhône;143;Neuville-sur-Saône;Complet;5143;1514;29.44;3629;70.56;208;4.04;5.73;58;1.13;1.6;3363;65.39;92.67;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_145;69;Rhône;145;Odenas;Complet;628;130;20.7;498;79.3;30;4.78;6.02;4;0.64;0.8;464;73.89;93.17;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_148;69;Rhône;148;Orliénas;Complet;1983;339;17.1;1644;82.9;89;4.49;5.41;16;0.81;0.97;1539;77.61;93.61;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_149;69;Rhône;149;Oullins;Complet;16911;4488;26.54;12423;73.46;811;4.8;6.53;231;1.37;1.86;11381;67.3;91.61;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_151;69;Rhône;151;Le Perréon;Complet;1088;205;18.84;883;81.16;45;4.14;5.1;12;1.1;1.36;826;75.92;93.54;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_152;69;Rhône;152;Pierre-Bénite;Complet;6395;2336;36.53;4059;63.47;279;4.36;6.87;87;1.36;2.14;3693;57.75;90.98;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_153;69;Rhône;153;Poleymieux-au-Mont-d'Or;Complet;838;146;17.42;692;82.58;38;4.53;5.49;7;0.84;1.01;647;77.21;93.5;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_154;69;Rhône;154;Pollionnay;Complet;1786;310;17.36;1476;82.64;84;4.7;5.69;18;1.01;1.22;1374;76.93;93.09;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_155;69;Rhône;155;Pomeys;Complet;924;166;17.97;758;82.03;35;3.79;4.62;9;0.97;1.19;714;77.27;94.2;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_156;69;Rhône;156;Pommiers;Complet;2024;380;18.77;1644;81.23;96;4.74;5.84;23;1.14;1.4;1525;75.35;92.76;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_157;69;Rhône;157;Vindry-sur-Turdine;Complet;3931;823;20.94;3108;79.06;191;4.86;6.15;51;1.3;1.64;2866;72.91;92.21;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_159;69;Rhône;159;Porte des Pierres Dorées;Complet;3046;571;18.75;2475;81.25;133;4.37;5.37;44;1.44;1.78;2298;75.44;92.85;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_160;69;Rhône;160;Poule-les-Echarmeaux;Complet;833;187;22.45;646;77.55;42;5.04;6.5;8;0.96;1.24;596;71.55;92.26;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_161;69;Rhône;161;Propières;Complet;400;95;23.75;305;76.25;18;4.5;5.9;4;1.0;1.31;283;70.75;92.79;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_162;69;Rhône;162;Quincié-en-Beaujolais;Complet;1040;222;21.35;818;78.65;46;4.42;5.62;10;0.96;1.22;762;73.27;93.15;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_163;69;Rhône;163;Quincieux;Complet;2570;495;19.26;2075;80.74;107;4.16;5.16;29;1.13;1.4;1939;75.45;93.45;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_164;69;Rhône;164;Ranchal;Complet;276;66;23.91;210;76.09;18;6.52;8.57;3;1.09;1.43;189;68.48;90.0;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_165;69;Rhône;165;Régnié-Durette;Complet;801;145;18.1;656;81.9;49;6.12;7.47;8;1.0;1.22;599;74.78;91.31;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_166;69;Rhône;166;Riverie;Complet;189;31;16.4;158;83.6;11;5.82;6.96;0;0.0;0.0;147;77.78;93.04;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_167;69;Rhône;167;Rivolet;Complet;457;76;16.63;381;83.37;29;6.35;7.61;7;1.53;1.84;345;75.49;90.55;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_168;69;Rhône;168;Rochetaillée-sur-Saône;Complet;971;205;21.11;766;78.89;31;3.19;4.05;10;1.03;1.31;725;74.67;94.65;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_169;69;Rhône;169;Ronno;Complet;539;92;17.07;447;82.93;26;4.82;5.82;3;0.56;0.67;418;77.55;93.51;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_170;69;Rhône;170;Rontalon;Complet;883;179;20.27;704;79.73;50;5.66;7.1;15;1.7;2.13;639;72.37;90.77;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_171;69;Rhône;171;Sain-Bel;Complet;1700;444;26.12;1256;73.88;97;5.71;7.72;26;1.53;2.07;1133;66.65;90.21;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_172;69;Rhône;172;Salles-Arbuissonnas-en-Beaujolais;Complet;611;115;18.82;496;81.18;34;5.56;6.85;4;0.65;0.81;458;74.96;92.34;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_173;69;Rhône;173;Sarcey;Complet;757;153;20.21;604;79.79;36;4.76;5.96;13;1.72;2.15;555;73.32;91.89;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_174;69;Rhône;174;Les Sauvages;Complet;491;109;22.2;382;77.8;29;5.91;7.59;7;1.43;1.83;346;70.47;90.58;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_175;69;Rhône;175;Savigny;Complet;1561;276;17.68;1285;82.32;78;5.0;6.07;23;1.47;1.79;1184;75.85;92.14;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_176;69;Rhône;176;Soucieu-en-Jarrest;Complet;3373;728;21.58;2645;78.42;163;4.83;6.16;43;1.27;1.63;2439;72.31;92.21;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_177;69;Rhône;177;Sourcieux-les-Mines;Complet;1563;308;19.71;1255;80.29;69;4.41;5.5;21;1.34;1.67;1165;74.54;92.83;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_178;69;Rhône;178;Souzy;Complet;530;118;22.26;412;77.74;40;7.55;9.71;10;1.89;2.43;362;68.3;87.86;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_179;69;Rhône;179;Beauvallon;Complet;3086;608;19.7;2478;80.3;176;5.7;7.1;36;1.17;1.45;2266;73.43;91.44;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_180;69;Rhône;180;Saint-André-la-Côte;Complet;217;33;15.21;184;84.79;13;5.99;7.07;2;0.92;1.09;169;77.88;91.85;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_181;69;Rhône;181;Saint-Appolinaire;Complet;148;27;18.24;121;81.76;14;9.46;11.57;2;1.35;1.65;105;70.95;86.78;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_182;69;Rhône;182;Saint-Bonnet-des-Bruyères;Complet;328;81;24.7;247;75.3;18;5.49;7.29;3;0.91;1.21;226;68.9;91.5;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_183;69;Rhône;183;Saint-Bonnet-le-Troncy;Complet;232;38;16.38;194;83.62;20;8.62;10.31;1;0.43;0.52;173;74.57;89.18;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_184;69;Rhône;184;Sainte-Catherine;Complet;726;141;19.42;585;80.58;52;7.16;8.89;6;0.83;1.03;527;72.59;90.09;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_186;69;Rhône;186;Saint-Clément-de-Vers;Complet;194;33;17.01;161;82.99;5;2.58;3.11;2;1.03;1.24;154;79.38;95.65;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_187;69;Rhône;187;Saint-Clément-les-Places;Complet;489;102;20.86;387;79.14;30;6.13;7.75;5;1.02;1.29;352;71.98;90.96;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_188;69;Rhône;188;Saint-Clément-sous-Valsonne;Complet;579;126;21.76;453;78.24;35;6.04;7.73;15;2.59;3.31;403;69.6;88.96;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_189;69;Rhône;189;Sainte-Colombe;Complet;1552;414;26.68;1138;73.32;76;4.9;6.68;24;1.55;2.11;1038;66.88;91.21;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
69_190;69;Rhône;190;Sainte-Consorce;Complet;1631;351;21.52;1280;78.48;71;4.35;5.55;23;1.41;1.8;1186;72.72;92.66;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-18T14:29:31.512838;2022_burvot_t2_france_entiere.xlsx
