CODGEO,NBMENFISC20,NBPERSMENFISC20,MED20,PIMP20,TP6020,TP60AGE120,TP60AGE220,TP60AGE320,TP60AGE420,TP60AGE520,TP60AGE620,TP60TOL120,TP60TOL220,PACT20,PTSA20,PCHO20,PBEN20,PPEN20,PPAT20,PPSOC20,PPFAM20,PPMINI20,PPLOGT20,PIMPOT20,D120,D920,RD20,year,extraction_source_url,ingestion_timestamp,source_file_name
69089,5958,14358,27440,"67,0","7,0",s,"9,0","8,0","7,0",s,s,s,"16,0","79,7","71,5","3,0","5,2","25,4","11,6","3,7","1,7","1,4","0,6","-20,4",15070,48310,"3,2",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69090,320,842,27290,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69091,8082,20060,17680,"35,0","29,0","34,0","34,0","34,0","31,0","17,0","16,0","8,0","44,0","66,2","59,9","4,5","1,8","25,5","4,8","14,3","5,1","6,4","2,8","-10,8",9530,29270,"3,1",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69092,3081,7466,22740,"51,0","13,0",s,"22,0","15,0","13,0",s,s,s,"28,0","68,5","60,4","3,0","5,1","32,6","9,7","6,0","2,5","2,4","1,1","-16,8",12640,40240,"3,2",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69093,511,1100,20410,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69094,2627,6460,26740,"65,0","6,0",s,s,s,s,s,s,s,"13,0","77,8","71,0","2,6","4,2","26,0","11,1","3,4","1,8","1,1","0,5","-18,3",15410,43690,"2,8",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69095,325,810,22390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69096,3870,9501,21100,"48,0","15,0",s,"17,0","14,0","16,0",s,s,"5,0","28,0","77,2","71,0","3,7","2,5","22,6","5,2","8,2","3,6","3,2","1,4","-13,2",12060,32890,"2,7",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69097,297,749,24250,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69098,177,451,21230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69099,555,1313,22590,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69100,3555,9022,24920,"61,0","11,0",s,"15,0","12,0","11,0",s,s,"5,0","23,0","75,6","68,8","2,8","4,0","27,8","8,6","5,1","2,3","2,1","0,7","-17,1",12930,41910,"3,2",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69102,269,665,21750,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69103,377,806,23010,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69104,200,448,21400,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69105,415,1077,27310,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69106,446,1192,31640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69107,461,1023,21560,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69108,426,1075,24180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69109,352,842,23750,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69110,730,1731,22370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69111,257,675,25270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69112,2708,6780,28600,"68,0","5,0",s,s,s,s,s,s,s,"12,0","83,8","76,3","3,1","4,4","22,1","11,5","2,7","1,4","0,9","0,4","-20,1",16220,49640,"3,1",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69113,324,829,23990,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69115,1878,4731,24610,"58,0","11,0",s,s,"16,0",s,s,s,s,"27,0","69,6","63,2","2,8","3,6","31,1","11,5","5,2","2,5","1,7","1,0","-17,4",13120,41720,"3,2",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69116,1424,3575,31650,"71,0","7,0",s,s,s,s,s,s,s,s,"80,3","71,5","2,2","6,6","21,7","24,5","2,4","1,0","0,9","0,5","-28,9",15630,68520,"4,4",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69117,1209,3202,32910,"72,0",s,s,s,s,s,s,s,s,s,"80,3","72,3","2,5","5,5","25,3","14,2","2,1","1,2","0,6","0,3","-21,9",17300,58040,"3,4",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69118,1085,2691,23850,"56,0",s,s,s,s,s,s,s,s,s,"72,6","67,6","2,2","2,8","28,9","8,7","4,4","2,3","1,4","0,7","-14,6",14510,36400,"2,5",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69119,358,904,23810,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69120,233,586,21850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69121,1321,3035,25730,"62,0","7,0",s,s,s,s,s,s,s,s,"79,8","72,8","2,6","4,4","26,1","7,8","3,5","1,7","1,1","0,7","-17,2",14740,40480,"2,7",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69122,771,1977,28790,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69123,233587,463732,24570,"60,0","15,0","23,0","14,0","16,0","16,0","11,0","9,0","5,0","23,0","83,2","74,1","3,7","5,4","21,0","11,0","5,3","1,5","2,5","1,3","-20,5",11610,47220,"4,1",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69124,201,437,22030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69125,398,976,28640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69126,298,791,29850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69127,1348,3448,29380,"70,0","7,0",s,s,s,s,s,s,s,s,"85,0","78,1","2,6","4,3","22,8","8,8","3,4","1,5","1,2","0,7","-20,0",15390,49430,"3,2",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69130,87,205,20990,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69131,1432,3580,26160,"65,0",s,s,s,s,s,s,s,s,s,"80,5","73,4","2,5","4,6","23,4","10,6","3,0","1,7","1,0","0,3","-17,5",15900,41790,"2,6",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69132,315,804,21730,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69133,1800,4454,29570,"72,0",s,s,s,s,s,s,s,s,s,"81,3","75,3","2,2","3,8","22,3","17,3","2,3","1,2","0,8","0,3","-23,2",16860,54130,"3,2",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69134,91,231,28140,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69135,784,1719,20870,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69136,1256,3347,27080,"65,0",s,s,s,s,s,s,s,s,s,"76,2","69,8","2,1","4,3","27,2","11,6","3,1","1,7","1,0","0,4","-18,1",16010,43400,"2,7",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69137,165,434,24270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69138,176,439,22710,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69139,593,1382,22860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69140,821,2137,29140,"69,0",s,s,s,s,s,s,s,s,s,"82,4","74,2","2,8","5,4","24,6","11,4","2,2","1,3","0,6","0,3","-20,6",17690,50280,"2,8",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69141,2623,6285,26300,"62,0","5,0",s,s,s,s,s,s,s,"12,0","77,1","70,5","2,6","4,0","27,4","9,8","3,0","1,5","1,0","0,5","-17,3",15680,43190,"2,8",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69142,3189,6565,21870,"54,0","18,0",s,"23,0","20,0","19,0",s,s,s,"33,0","75,5","64,9","3,7","6,9","26,3","11,6","6,4","2,0","3,0","1,4","-19,8",10780,40390,"3,7",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69143,3541,7408,22480,"52,0","14,0",s,"16,0","16,0",s,s,s,s,"22,0","71,7","66,0","3,2","2,5","29,4","8,3","6,1","2,0","2,8","1,3","-15,5",12290,38800,"3,2",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69145,352,910,22900,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69148,1036,2718,28730,"70,0",s,s,s,s,s,s,s,s,s,"83,4","75,7","2,3","5,4","20,6","13,7","2,2","1,2","0,7","0,3","-19,9",17410,49600,"2,8",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69149,12304,25803,23350,"56,0","13,0","19,0","13,0","14,0","15,0","9,0",s,"5,0","23,0","77,5","71,0","3,3","3,2","26,0","6,4","6,1","2,1","2,7","1,3","-16,0",12430,38010,"3,1",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69151,565,1407,23680,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69153,404,1082,35510,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69154,1080,2668,27520,"66,0",s,s,s,s,s,s,s,s,s,"82,1","73,8","3,4","4,9","20,9","13,1","2,7","1,5","0,9","0,3","-18,8",16870,46310,"2,7",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69155,430,1108,24480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69156,1014,2678,29520,"70,0",s,s,s,s,s,s,s,s,s,"80,0","72,2","2,4","5,4","25,0","15,3","2,0","1,2","0,5","0,3","-22,3",17510,51710,"3,0",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69157,2165,5407,24340,"55,0","5,0",s,s,s,s,s,s,s,s,"74,9","66,7","2,8","5,4","27,2","9,0","3,7","2,1","1,1","0,5","-14,8",15810,38370,"2,4",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69160,453,1063,22090,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69161,223,434,19640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69162,576,1349,23030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69163,1321,3408,25820,"63,0",s,s,s,s,s,s,s,s,s,"80,5","74,8","2,6","3,1","24,3","8,5","3,1","1,8","1,0","0,3","-16,4",16340,41300,"2,5",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69164,156,325,20000,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69165,445,1090,23940,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69166,102,250,26370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69167,212,531,24350,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69168,553,1477,27660,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69169,267,649,23310,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69170,460,1138,24240,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69171,1078,2478,24440,"57,0","8,0",s,s,s,s,s,s,s,s,"77,2","70,7","3,0","3,5","25,7","7,9","4,5","2,1","1,6","0,8","-15,3",14180,39110,"2,8",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69172,293,728,25670,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69173,416,983,26170,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69174,244,599,21700,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69175,814,2006,25820,"61,0",s,s,s,s,s,s,s,s,s,"75,4","68,4","2,5","4,5","27,0","10,8","3,4","1,5","1,3","0,6","-16,6",15350,41520,"2,7",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69176,1748,4564,26710,"62,0","5,0",s,s,s,s,s,s,s,s,"82,6","76,0","2,7","3,9","22,5","8,9","3,2","1,9","0,9","0,4","-17,2",16480,41350,"2,5",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69177,822,2163,27350,"69,0",s,s,s,s,s,s,s,s,s,"80,4","73,7","2,8","3,9","24,5","9,9","2,7","1,6","0,8","0,3","-17,5",17590,43790,"2,5",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69178,312,743,21860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69179,1626,4259,27620,"67,0",s,s,s,s,s,s,s,s,s,"81,3","73,5","2,4","5,4","23,9","9,3","2,7","1,6","0,8","0,3","-17,2",17040,43450,"2,5",2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69180,105,246,25680,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69181,77,201,22810,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69182,179,348,20280,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
69183,147,310,20540,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2020,https://www.insee.fr/fr/statistiques/fichier/6692220/indic-struct-distrib-revenu-2020-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2020
