Code du département;Libellé du département;Code de la commune;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe_1;Nom_1;Prénom_1;Voix_1;% Voix/Ins_1;% Voix/Exp_1;Sexe_2;Nom_2;Prénom_2;Voix_2;% Voix/Ins_2;% Voix/Exp_2;source_sheet_name;extraction_source_url;ingestion_timestamp;source_file_name
69;RHONE;214;Saint-Jean-la-Bussière;782;127;16.24;655;83.76;48;6.14;7.33;607;77.62;92.67;M;HOLLANDE;François;199;25.45;32.78;M;SARKOZY;Nicolas;408;52.17;67.22;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;215;Saint-Julien;645;95;14.73;550;85.27;37;5.74;6.73;513;79.53;93.27;M;HOLLANDE;François;178;27.6;34.7;M;SARKOZY;Nicolas;335;51.94;65.3;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;216;Saint-Julien-sur-Bibost;426;59;13.85;367;86.15;21;4.93;5.72;346;81.22;94.28;M;HOLLANDE;François;109;25.59;31.5;M;SARKOZY;Nicolas;237;55.63;68.5;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;217;Saint-Just-d'Avray;641;108;16.85;533;83.15;32;4.99;6;501;78.16;94;M;HOLLANDE;François;172;26.83;34.33;M;SARKOZY;Nicolas;329;51.33;65.67;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;218;Saint-Lager;712;113;15.87;599;84.13;33;4.63;5.51;566;79.49;94.49;M;HOLLANDE;François;156;21.91;27.56;M;SARKOZY;Nicolas;410;57.58;72.44;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;219;Saint-Laurent-d'Agny;1643;201;12.23;1442;87.77;84;5.11;5.83;1358;82.65;94.17;M;HOLLANDE;François;585;35.61;43.08;M;SARKOZY;Nicolas;773;47.05;56.92;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;220;Saint-Laurent-de-Chamousset;1306;189;14.47;1117;85.53;68;5.21;6.09;1049;80.32;93.91;M;HOLLANDE;François;355;27.18;33.84;M;SARKOZY;Nicolas;694;53.14;66.16;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;221;Saint-Laurent-de-Vaux;174;18;10.34;156;89.66;4;2.3;2.56;152;87.36;97.44;M;HOLLANDE;François;67;38.51;44.08;M;SARKOZY;Nicolas;85;48.85;55.92;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;222;Saint-Laurent-d'Oingt;671;90;13.41;581;86.59;40;5.96;6.88;541;80.63;93.12;M;HOLLANDE;François;253;37.7;46.77;M;SARKOZY;Nicolas;288;42.92;53.23;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;223;Saint-Loup;808;84;10.4;724;89.6;41;5.07;5.66;683;84.53;94.34;M;HOLLANDE;François;222;27.48;32.5;M;SARKOZY;Nicolas;461;57.05;67.5;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;224;Saint-Mamert;56;5;8.93;51;91.07;4;7.14;7.84;47;83.93;92.16;M;HOLLANDE;François;16;28.57;34.04;M;SARKOZY;Nicolas;31;55.36;65.96;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;225;Saint-Marcel-l'Eclairé;422;44;10.43;378;89.57;34;8.06;8.99;344;81.52;91.01;M;HOLLANDE;François;131;31.04;38.08;M;SARKOZY;Nicolas;213;50.47;61.92;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;227;Saint-Martin-en-Haut;2953;443;15;2510;85;92;3.12;3.67;2418;81.88;96.33;M;HOLLANDE;François;711;24.08;29.4;M;SARKOZY;Nicolas;1707;57.81;70.6;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;228;Saint-Maurice-sur-Dargoire;1636;214;13.08;1422;86.92;96;5.87;6.75;1326;81.05;93.25;M;HOLLANDE;François;574;35.09;43.29;M;SARKOZY;Nicolas;752;45.97;56.71;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;229;Saint-Nizier-d'Azergues;562;74;13.17;488;86.83;33;5.87;6.76;455;80.96;93.24;M;HOLLANDE;François;138;24.56;30.33;M;SARKOZY;Nicolas;317;56.41;69.67;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;230;Sainte-Paule;242;31;12.81;211;87.19;13;5.37;6.16;198;81.82;93.84;M;HOLLANDE;François;60;24.79;30.3;M;SARKOZY;Nicolas;138;57.02;69.7;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;231;Saint-Pierre-la-Palud;1813;291;16.05;1522;83.95;93;5.13;6.11;1429;78.82;93.89;M;HOLLANDE;François;712;39.27;49.83;M;SARKOZY;Nicolas;717;39.55;50.17;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;233;Saint-Romain-au-Mont-d'Or;848;121;14.27;727;85.73;32;3.77;4.4;695;81.96;95.6;M;HOLLANDE;François;286;33.73;41.15;M;SARKOZY;Nicolas;409;48.23;58.85;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;234;Saint-Romain-de-Popey;1100;148;13.45;952;86.55;51;4.64;5.36;901;81.91;94.64;M;HOLLANDE;François;319;29;35.41;M;SARKOZY;Nicolas;582;52.91;64.59;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;235;Saint-Romain-en-Gal;1182;157;13.28;1025;86.72;61;5.16;5.95;964;81.56;94.05;M;HOLLANDE;François;433;36.63;44.92;M;SARKOZY;Nicolas;531;44.92;55.08;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;236;Saint-Romain-en-Gier;371;63;16.98;308;83.02;17;4.58;5.52;291;78.44;94.48;M;HOLLANDE;François;139;37.47;47.77;M;SARKOZY;Nicolas;152;40.97;52.23;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;237;Saint-Sorlin;482;32;6.64;450;93.36;28;5.81;6.22;422;87.55;93.78;M;HOLLANDE;François;163;33.82;38.63;M;SARKOZY;Nicolas;259;53.73;61.37;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;238;Saint-Symphorien-sur-Coise;2552;448;17.55;2104;82.45;125;4.9;5.94;1979;77.55;94.06;M;HOLLANDE;François;841;32.95;42.5;M;SARKOZY;Nicolas;1138;44.59;57.5;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;239;Saint-Vérand;864;112;12.96;752;87.04;27;3.13;3.59;725;83.91;96.41;M;HOLLANDE;François;236;27.31;32.55;M;SARKOZY;Nicolas;489;56.6;67.45;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;240;Saint-Vincent-de-Reins;539;105;19.48;434;80.52;18;3.34;4.15;416;77.18;95.85;M;HOLLANDE;François;146;27.09;35.1;M;SARKOZY;Nicolas;270;50.09;64.9;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;241;Taluyers;1603;200;12.48;1403;87.52;63;3.93;4.49;1340;83.59;95.51;M;HOLLANDE;François;525;32.75;39.18;M;SARKOZY;Nicolas;815;50.84;60.82;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;242;Taponas;576;68;11.81;508;88.19;30;5.21;5.91;478;82.99;94.09;M;HOLLANDE;François;150;26.04;31.38;M;SARKOZY;Nicolas;328;56.94;68.62;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;243;Tarare;6641;1479;22.27;5162;77.73;307;4.62;5.95;4855;73.11;94.05;M;HOLLANDE;François;2510;37.8;51.7;M;SARKOZY;Nicolas;2345;35.31;48.3;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;244;Tassin-la-Demi-Lune;12531;1827;14.58;10704;85.42;434;3.46;4.05;10270;81.96;95.95;M;HOLLANDE;François;3660;29.21;35.64;M;SARKOZY;Nicolas;6610;52.75;64.36;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;245;Ternand;568;76;13.38;492;86.62;20;3.52;4.07;472;83.1;95.93;M;HOLLANDE;François;173;30.46;36.65;M;SARKOZY;Nicolas;299;52.64;63.35;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;246;Theizé;925;134;14.49;791;85.51;37;4;4.68;754;81.51;95.32;M;HOLLANDE;François;283;30.59;37.53;M;SARKOZY;Nicolas;471;50.92;62.47;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;247;Thel;242;25;10.33;217;89.67;8;3.31;3.69;209;86.36;96.31;M;HOLLANDE;François;30;12.4;14.35;M;SARKOZY;Nicolas;179;73.97;85.65;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;248;Thizy;1527;320;20.96;1207;79.04;75;4.91;6.21;1132;74.13;93.79;M;HOLLANDE;François;502;32.87;44.35;M;SARKOZY;Nicolas;630;41.26;55.65;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;249;Thurins;2029;249;12.27;1780;87.73;82;4.04;4.61;1698;83.69;95.39;M;HOLLANDE;François;566;27.9;33.33;M;SARKOZY;Nicolas;1132;55.79;66.67;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;250;La Tour-de-Salvagny;2823;292;10.34;2531;89.66;90;3.19;3.56;2441;86.47;96.44;M;HOLLANDE;François;799;28.3;32.73;M;SARKOZY;Nicolas;1642;58.17;67.27;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;251;Trades;101;14;13.86;87;86.14;9;8.91;10.34;78;77.23;89.66;M;HOLLANDE;François;27;26.73;34.62;M;SARKOZY;Nicolas;51;50.5;65.38;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;252;Trèves;546;99;18.13;447;81.87;27;4.95;6.04;420;76.92;93.96;M;HOLLANDE;François;200;36.63;47.62;M;SARKOZY;Nicolas;220;40.29;52.38;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;253;Tupin-et-Semons;492;59;11.99;433;88.01;21;4.27;4.85;412;83.74;95.15;M;HOLLANDE;François;152;30.89;36.89;M;SARKOZY;Nicolas;260;52.85;63.11;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;254;Valsonne;579;115;19.86;464;80.14;29;5.01;6.25;435;75.13;93.75;M;HOLLANDE;François;182;31.43;41.84;M;SARKOZY;Nicolas;253;43.7;58.16;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;255;Vaugneray;3483;425;12.2;3058;87.8;121;3.47;3.96;2937;84.32;96.04;M;HOLLANDE;François;1169;33.56;39.8;M;SARKOZY;Nicolas;1768;50.76;60.2;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;256;Vaulx-en-Velin;20881;6129;29.35;14752;70.65;570;2.73;3.86;14182;67.92;96.14;M;HOLLANDE;François;10193;48.81;71.87;M;SARKOZY;Nicolas;3989;19.1;28.13;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;257;Vaux-en-Beaujolais;748;93;12.43;655;87.57;28;3.74;4.27;627;83.82;95.73;M;HOLLANDE;François;225;30.08;35.89;M;SARKOZY;Nicolas;402;53.74;64.11;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;258;Vauxrenard;273;53;19.41;220;80.59;11;4.03;5;209;76.56;95;M;HOLLANDE;François;59;21.61;28.23;M;SARKOZY;Nicolas;150;54.95;71.77;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;259;Vénissieux;29473;7321;24.84;22152;75.16;1158;3.93;5.23;20994;71.23;94.77;M;HOLLANDE;François;14448;49.02;68.82;M;SARKOZY;Nicolas;6546;22.21;31.18;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;260;Vernaison;2978;504;16.92;2474;83.08;95;3.19;3.84;2379;79.89;96.16;M;HOLLANDE;François;1065;35.76;44.77;M;SARKOZY;Nicolas;1314;44.12;55.23;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;261;Vernay;57;5;8.77;52;91.23;0;0;0;52;91.23;100;M;HOLLANDE;François;17;29.82;32.69;M;SARKOZY;Nicolas;35;61.4;67.31;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;263;Villechenève;614;75;12.21;539;87.79;28;4.56;5.19;511;83.22;94.81;M;HOLLANDE;François;158;25.73;30.92;M;SARKOZY;Nicolas;353;57.49;69.08;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;264;Villefranche-sur-Saône;18436;4052;21.98;14384;78.02;665;3.61;4.62;13719;74.41;95.38;M;HOLLANDE;François;6686;36.27;48.74;M;SARKOZY;Nicolas;7033;38.15;51.26;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;265;Ville-sur-Jarnioux;605;93;15.37;512;84.63;25;4.13;4.88;487;80.5;95.12;M;HOLLANDE;François;170;28.1;34.91;M;SARKOZY;Nicolas;317;52.4;65.09;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;266;Villeurbanne;78330;16515;21.08;61815;78.92;2664;3.4;4.31;59151;75.52;95.69;M;HOLLANDE;François;34315;43.81;58.01;M;SARKOZY;Nicolas;24836;31.71;41.99;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;267;Villié-Morgon;1628;330;20.27;1298;79.73;99;6.08;7.63;1199;73.65;92.37;M;HOLLANDE;François;423;25.98;35.28;M;SARKOZY;Nicolas;776;47.67;64.72;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;268;Vourles;2428;304;12.52;2124;87.48;89;3.67;4.19;2035;83.81;95.81;M;HOLLANDE;François;712;29.32;34.99;M;SARKOZY;Nicolas;1323;54.49;65.01;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;269;Yzeron;724;106;14.64;618;85.36;29;4.01;4.69;589;81.35;95.31;M;HOLLANDE;François;240;33.15;40.75;M;SARKOZY;Nicolas;349;48.2;59.25;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;270;Chaponnay;2875;361;12.56;2514;87.44;133;4.63;5.29;2381;82.82;94.71;M;HOLLANDE;François;846;29.43;35.53;M;SARKOZY;Nicolas;1535;53.39;64.47;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;271;Chassieu;7436;1197;16.1;6239;83.9;299;4.02;4.79;5940;79.88;95.21;M;HOLLANDE;François;2370;31.87;39.9;M;SARKOZY;Nicolas;3570;48.01;60.1;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;272;Communay;3125;450;14.4;2675;85.6;146;4.67;5.46;2529;80.93;94.54;M;HOLLANDE;François;1188;38.02;46.98;M;SARKOZY;Nicolas;1341;42.91;53.02;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;273;Corbas;6889;1014;14.72;5875;85.28;365;5.3;6.21;5510;79.98;93.79;M;HOLLANDE;François;2594;37.65;47.08;M;SARKOZY;Nicolas;2916;42.33;52.92;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;275;Décines-Charpieu;16855;4129;24.5;12726;75.5;674;4;5.3;12052;71.5;94.7;M;HOLLANDE;François;6003;35.62;49.81;M;SARKOZY;Nicolas;6049;35.89;50.19;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;276;Feyzin;5692;1054;18.52;4638;81.48;240;4.22;5.17;4398;77.27;94.83;M;HOLLANDE;François;2499;43.9;56.82;M;SARKOZY;Nicolas;1899;33.36;43.18;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;277;Genas;9243;1265;13.69;7978;86.31;368;3.98;4.61;7610;82.33;95.39;M;HOLLANDE;François;2914;31.53;38.29;M;SARKOZY;Nicolas;4696;50.81;61.71;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;278;Genay;3615;557;15.41;3058;84.59;164;4.54;5.36;2894;80.06;94.64;M;HOLLANDE;François;1178;32.59;40.7;M;SARKOZY;Nicolas;1716;47.47;59.3;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;279;Jonage;4265;681;15.97;3584;84.03;190;4.45;5.3;3394;79.58;94.7;M;HOLLANDE;François;1362;31.93;40.13;M;SARKOZY;Nicolas;2032;47.64;59.87;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;280;Jons;872;133;15.25;739;84.75;45;5.16;6.09;694;79.59;93.91;M;HOLLANDE;François;264;30.28;38.04;M;SARKOZY;Nicolas;430;49.31;61.96;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;281;Marennes;1180;174;14.75;1006;85.25;60;5.08;5.96;946;80.17;94.04;M;HOLLANDE;François;354;30;37.42;M;SARKOZY;Nicolas;592;50.17;62.58;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;282;Meyzieu;19894;3615;18.17;16279;81.83;786;3.95;4.83;15493;77.88;95.17;M;HOLLANDE;François;7734;38.88;49.92;M;SARKOZY;Nicolas;7759;39;50.08;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;283;Mions;8264;1306;15.8;6958;84.2;369;4.47;5.3;6589;79.73;94.7;M;HOLLANDE;François;3040;36.79;46.14;M;SARKOZY;Nicolas;3549;42.95;53.86;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;284;Montanay;2218;270;12.17;1948;87.83;99;4.46;5.08;1849;83.36;94.92;M;HOLLANDE;François;769;34.67;41.59;M;SARKOZY;Nicolas;1080;48.69;58.41;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;285;Pusignan;2567;542;21.11;2025;78.89;101;3.93;4.99;1924;74.95;95.01;M;HOLLANDE;François;671;26.14;34.88;M;SARKOZY;Nicolas;1253;48.81;65.12;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;286;Rillieux-la-Pape;16846;3472;20.61;13374;79.39;575;3.41;4.3;12799;75.98;95.7;M;HOLLANDE;François;6777;40.23;52.95;M;SARKOZY;Nicolas;6022;35.75;47.05;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;287;Saint-Bonnet-de-Mure;4980;733;14.72;4247;85.28;209;4.2;4.92;4038;81.08;95.08;M;HOLLANDE;François;1510;30.32;37.39;M;SARKOZY;Nicolas;2528;50.76;62.61;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;288;Saint-Laurent-de-Mure;3962;638;16.1;3324;83.9;176;4.44;5.29;3148;79.45;94.71;M;HOLLANDE;François;1077;27.18;34.21;M;SARKOZY;Nicolas;2071;52.27;65.79;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;289;Saint-Pierre-de-Chandieu;3338;465;13.93;2873;86.07;167;5;5.81;2706;81.07;94.19;M;HOLLANDE;François;1027;30.77;37.95;M;SARKOZY;Nicolas;1679;50.3;62.05;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
