CODGEO,NBMENFISC18,NBPERSMENFISC18,MED18,PIMP18,TP6018,TP60AGE118,TP60AGE218,TP60AGE318,TP60AGE418,TP60AGE518,TP60AGE618,TP60TOL118,TP60TOL218,PACT18,PTSA18,PCHO18,PBEN18,PPEN18,PPAT18,PPSOC18,PPFAM18,PPMINI18,PPLOGT18,PIMPOT18,D118,D918,RD18,year,extraction_source_url,ingestion_timestamp,source_file_name
69016,45,109,21150,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69017,299,779,25640,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69018,877,1841,20090,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69019,5232,12340,20950,46,13,,13,13,15,,,5,23,75.4,69.6,3,2.8,23.9,8.7,6.7,3.1,2.2,1.4,-14.7,12250,33930,2.8,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69020,251,679,25540,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69021,920,2241,23290,55,,,,,,,,,,74.5,65.2,3.2,6.1,25.7,14.8,3.4,2.1,0.7,0.6,-18.4,14720,37600,2.6,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69022,209,537,23620,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69023,602,1563,25730,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69024,1695,4104,24780,62,6,,,,,,,,,75.3,66.7,2.4,6.2,28.7,11.3,3.1,1.7,0.9,0.5,-18.4,15020,40660,2.7,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69026,181,506,24130,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69027,5037,12031,25090,63,9,,11,12,,,,,19,77.1,70.8,2.3,4,27.5,10.8,3.8,1.8,1.2,0.8,-19.2,13550,43530,3.2,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69028,2452,6460,27980,69,5,,,,,,,,15,83.5,76.7,2.1,4.7,21.6,14,2.7,1.6,0.6,0.5,-21.8,15870,49720,3.1,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69029,16419,38062,20580,52,21,27,26,26,18,15,10,7,34,75.1,67.4,3.2,4.5,27.4,8.6,7.2,2.9,2.5,1.8,-18.3,10320,38210,3.7,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69030,326,809,22440,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69031,512,1389,23600,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69032,798,2024,25350,61,,,,,,,,,,82.4,73.6,2.9,5.9,20.9,10.9,3.4,2.1,0.8,0.5,-17.6,14800,40510,2.7,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69033,1046,2882,31630,79,,,,,,,,,,89.6,81,2.2,6.4,20.4,12.8,1.6,1.1,0.3,0.2,-24.4,18570,54290,2.9,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69034,19302,41634,25590,66,10,15,12,12,10,6,5,5,19,76.9,68.1,2.6,6.2,27.9,15.2,3.3,1.4,1.1,0.8,-23.3,13050,51460,3.9,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69035,161,391,22990,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69036,412,1061,23110,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69037,331,795,21900,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69038,373,905,21220,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69039,282,672,22810,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69040,2535,5660,25820,64,10,,,,,,,,19,74.3,67.9,2.6,3.8,30.2,13.1,3.6,1.6,1.2,0.8,-21.2,13160,51170,3.9,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69042,213,591,23210,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69043,3497,9039,29560,72,5,,,,,,,,15,78.5,71,2.2,5.3,26.1,16.3,2.3,1.3,0.6,0.4,-23.2,15800,56310,3.6,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69044,2221,5442,35560,76,5,,,,,,,,,78.4,68.9,2.4,7.1,26.6,20.7,1.5,0.7,0.5,0.3,-27.2,16350,74160,4.5,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69045,484,1192,23610,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69046,1794,4816,31640,76,,,,,,,,,,82.3,73.2,2.1,7,24.1,16.3,1.7,1,0.4,0.3,-24.4,17520,59990,3.4,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69047,401,986,29680,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69049,1062,2710,30650,73,,,,,,,,,,79.1,70.4,2.5,6.2,27.8,14.3,1.7,1.1,0.3,0.3,-22.9,16840,55540,3.3,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69050,894,2238,26870,65,,,,,,,,,,80.8,73.7,2.6,4.5,25.1,11.3,2.6,1.5,0.7,0.4,-19.8,15640,45210,2.9,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69051,426,1166,25070,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69052,1661,4262,29750,72,,,,,,,,,,81.7,74.6,2.3,4.8,26.6,10.1,2,1.2,0.5,0.3,-20.4,16900,48500,2.9,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69053,203,510,23640,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69054,171,364,21560,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69055,575,1476,26090,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69056,756,2060,25640,64,,,,,,,,,,84.7,79.2,2,3.5,21,7.7,3.3,2.2,0.7,0.4,-16.7,15750,39330,2.5,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69057,224,578,25480,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69058,167,390,21510,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69059,577,1451,26820,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69060,248,568,20840,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69061,487,1248,27040,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69062,304,796,21140,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69063,1735,4389,32880,76,5,,,,,,,,,81.7,70.5,2.2,9,20.3,24.3,1.6,0.8,0.5,0.3,-27.9,17370,72930,4.2,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69064,1647,3606,22400,53,11,,,,,,,,23,71.1,62.5,2.1,6.5,31.6,10.5,4.4,2,1.4,1,-17.6,12770,38030,3,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69065,363,942,23330,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69066,1982,4181,20060,40,13,,,,,,,,28,57.1,51.2,2.4,3.5,39.5,12.8,5.5,2.1,2.1,1.3,-14.9,11900,33120,2.8,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69067,470,1119,22070,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69068,988,2349,26120,64,9,,,,,,,,,81.2,70.3,3.2,7.7,24.5,13.7,2.8,1.4,0.8,0.6,-22.2,13310,48040,3.6,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69069,4965,11523,25650,66,7,,,9,,,,,17,76.9,70.4,2.7,3.8,29.3,10.4,3.4,1.7,1,0.7,-20,14290,44480,3.1,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69070,524,1231,21170,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69071,442,1169,31400,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69072,3175,8518,31420,73,6,,,,,,,,17,82.1,73.9,2.3,5.9,24,16.9,2.2,1.2,0.6,0.4,-25.2,15650,63260,4,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69074,608,1605,26110,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69075,67,197,22000,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69076,977,2656,33430,77,,,,,,,,,,84.4,77.5,2.5,4.4,22,17.4,1.5,0.8,0.5,0.2,-25.3,17700,63290,3.6,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69077,360,975,23480,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69078,318,847,22020,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69080,679,1808,24700,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69081,6739,15624,28250,65,11,,18,11,12,,,5,21,70.9,62.9,2.3,5.7,31.1,21.9,2.9,1.4,0.9,0.6,-26.8,12770,61290,4.8,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69082,112,261,22020,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69083,425,1126,29000,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69084,547,1242,22620,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69085,553,1444,29390,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69086,921,2428,28310,70,,,,,,,,,,83.3,76.7,2.6,4,25.3,9.8,2.2,1.5,0.4,0.3,-20.6,17280,46090,2.7,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69087,1070,2811,31890,73,,,,,,,,,,83.5,75.7,2.2,5.6,23.6,15.7,1.8,1.1,0.4,0.3,-24.6,16730,61830,3.7,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69088,3136,7005,23940,61,11,,,14,,,,,21,78.7,71.3,2.8,4.6,27.2,10,4.4,2,1.4,1,-20.3,12750,43070,3.4,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69089,5804,14138,26710,69,7,,10,7,,,,,16,81.7,73.3,2.5,5.9,25.5,11.6,3.3,1.7,0.9,0.7,-22.1,14880,49140,3.3,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69090,307,815,27020,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69091,7715,19238,17120,35,29,35,36,34,30,17,15,8,44,67,60.8,4.2,2,27.3,5.7,12.8,5,4.8,3,-12.8,9120,28570,3.1,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69092,3037,7550,22020,51,14,,25,18,,,,,29,70,61.8,2.7,5.5,31.6,10.5,5.5,2.5,1.8,1.2,-17.6,11890,39620,3.3,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69093,499,1084,19830,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69094,2513,6193,25940,66,6,,,,,,,,13,78.8,71.6,2.7,4.5,26.3,11.7,3.2,1.8,0.8,0.6,-20,15000,43830,2.9,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69095,305,790,21040,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69096,3728,9327,20370,48,15,,16,17,16,,,6,28,78.6,72.6,3.3,2.7,23.7,5.4,7.8,3.8,2.4,1.6,-15.5,11420,32280,2.8,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69097,294,780,22700,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69098,169,452,21260,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69099,534,1283,21090,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69100,3452,8804,23930,62,11,,14,11,12,,,5,21,77.1,70,2.7,4.4,27.9,9.8,4.5,2.3,1.4,0.8,-19.3,12820,41720,3.3,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69102,298,774,21450,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69103,377,846,22740,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69104,188,432,20550,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69105,408,1056,26790,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
69106,435,1190,30860,,,,,,,,,,,,,,,,,,,,,,,,,2018,https://www.insee.fr/fr/statistiques/fichier/5009236/base-cc-filosofi-2018_CSV_geo2021.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2018
