CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16,year,extraction_source_url,ingestion_timestamp,source_file_name
69199,Saint-Fons,6753,17669.5,15375.3333333333,33,31,37,35,38,28,22,17,13,41,66,59.1,5.3,1.7,25.4,4.3,15.4,5.8,5.2,4.4,-11.1,8868.82352941177,25583,2.88459905816807,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69200,Saint-Forgeux,616,1552,22416.7857142857,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69201,Sainte-Foy-l'Argentière,649,1273,19335,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69202,Sainte-Foy-lès-Lyon,9400,21939,26202.2222222222,69,8,,12,10,8,,,5,18,73.4,64.7,2.4,6.2,30.1,17.1,2.7,1.3,0.8,0.6,-23.3,13459,54016.6666666667,4.01342348366644,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69203,Saint-Genis-l'Argentière,404,961,21937,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69204,Saint-Genis-Laval,8572,20839,24695.2173913043,65,9,20,11,10,8,5,,5,18,74.4,67.1,2.4,4.9,29.5,11.4,3.9,1.9,1.1,0.9,-19.2,12936.1224489796,44088.5714285714,3.40817517787559,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69205,Saint-Genis-les-Ollières,1907,4910,27953.3333333333,73,5,,,,,,,,,79.5,72.6,2.2,4.6,27.7,11.2,2.5,1.4,0.6,0.5,-20.9,15965.7894736842,47274,2.96095599142904,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69206,Saint-Georges-de-Reneins,1718,4308,22666,58,7,,,,,,,,,75.7,67.1,3,5.6,24.2,14.1,3.8,1.9,1.2,0.6,-17.8,13550.6666666667,38724.2857142857,2.857740262296,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69207,Saint-Germain-au-Mont-d'Or,1189,3031,24030.4347826087,61,8,,,,,,,,,81.6,75.1,3.2,3.3,22.8,9.8,4.4,2.4,1,1,-18.6,13042.6666666667,42019.3333333333,3.22168268247802,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69208,Saint-Germain-Nuelles,812,2252,26736,68,,,,,,,,,,83.1,74.5,2.8,5.9,22.6,10,2.6,1.8,0.4,0.4,-18.3,16223.8095238095,41118.6666666667,2.53446433812738,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69209,Saint-Igny-de-Vers,251,517,20336.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69212,Saint-Jean-des-Vignes,182,467,25874.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69214,Saint-Jean-la-Bussière,456,1200.5,20324.7826086956,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69215,Saint-Julien,336,863,23712.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69216,Saint-Julien-sur-Bibost,239,561.5,21664.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69217,Saint-Just-d'Avray,319,760,20550,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69218,Saint-Lager,405,1034,22620,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69219,Saint-Laurent-d'Agny,859,2249,26744,70,,,,,,,,,,82.4,73.5,2.6,6.3,23.9,11.2,2.4,1.5,0.5,0.4,-19.9,16561.25,43769.3333333333,2.64287619191386,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69220,Saint-Laurent-de-Chamousset,769,1704.5,20781.0714285714,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69225,Saint-Marcel-l'Éclairé,215,533,21968.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69227,Saint-Martin-en-Haut,1542,3704.5,21504.6666666667,47,9,,,,,,,9,,71.6,63,2.2,6.4,27.1,12.6,4.1,2.3,0.8,0.9,-15.4,12894,34026,2.63890181479758,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69228,Chabanière,1599,4138.5,23668.6666666667,58,8,,,,,,,7,,78.5,68.7,2.9,6.9,23.1,11.1,3.6,2.2,0.9,0.5,-16.3,13443.8095238095,38783,2.88482218758855,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69229,Saint-Nizier-d'Azergues,323,779,20794.7083333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69230,Sainte-Paule,126,333,20520.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69231,Saint-Pierre-la-Palud,1051,2739.5,24446.6666666667,64,,,,,,,,,,84.1,77.6,2.6,3.8,22,6.1,3.6,2.3,0.8,0.6,-15.8,15110.4761904762,39408,2.60799193243414,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69233,Saint-Romain-au-Mont-d'Or,466,1185,30422.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69234,Saint-Romain-de-Popey,629,1615,23356.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69235,Saint-Romain-en-Gal,808,1861.5,22821,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69236,Saint-Romain-en-Gier,229,599.5,22093.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69238,Saint-Symphorien-sur-Coise,1626,3546.5,19469,41,12,,,,,,,,23,60.7,55.4,2.7,2.7,37,8.7,6.3,2.8,1.8,1.6,-12.7,12188,29944,2.45684279619298,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69239,Saint-Vérand,471,1200.5,22560.9523809524,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69240,Saint-Vincent-de-Reins,293,622.5,19767.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69241,Taluyers,949,2512,25645.2380952381,70,,,,,,,,,,82.5,71.5,2.2,8.8,21.9,11.6,2.6,1.7,0.6,0.4,-18.6,15213.125,41484,2.72685592210673,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69242,Taponas,333,942,21376.1538461538,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69243,Tarare,4520,10087,17587.5,37,21,,24,29,20,16,,7,30,63.5,56.6,3.6,3.2,31.6,7.4,10.1,3.6,3.8,2.7,-12.6,10065.1724137931,28490,2.83055260543355,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69244,Tassin-la-Demi-Lune,9742,21447,25807.4074074074,68,8,,9,9,8,,,5,14,79.9,71.8,2.8,5.3,25.2,13.8,3.1,1.5,0.8,0.8,-22,13545.6666666667,48868.6111111111,3.60769331725603,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69245,Ternand,281,704.5,23877.5,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69246,Theizé,476,1228,25525.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69248,Thizy-les-Bourgs,2447,5596,19273.5,42,15,,,21,,,,9,28,61.4,53.4,3.4,4.7,36.6,8.1,6.5,2.7,2.2,1.6,-12.6,11120,30366.9230769231,2.73083840619812,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69249,Thurins,1179,3033.5,23540.6666666667,62,7,,,,,,,,,81.9,73,2.4,6.5,19,13,3.2,2.1,0.7,0.5,-17.1,14434,37763,2.61625329084107,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69250,La Tour-de-Salvagny,1733,4301.5,30426.6666666667,74,,,,,,,,,,74,67.8,2.2,4.1,31.2,13.8,2,1.1,0.5,0.5,-21,16761.3333333333,52524,3.1336409195768,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69252,Trèves,268,729,23197.6923076923,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69253,Tupin-et-Semons,234,631.5,25748.4,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69254,Valsonne,346,880.5,19364.5,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69255,Vaugneray,2119,5362,24903.7,63,7,,,,,,,,14,77.6,69.1,2.8,5.8,24.2,13.2,3.2,2,0.6,0.6,-18.2,14178.5,41926.6666666667,2.95705939744449,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69256,Vaulx-en-Velin,16369,45403.5,15208,32,33,34,34,41,33,23,19,13,45,69.5,62.2,5.4,1.9,21.6,4.2,16,6.4,5.3,4.3,-11.3,8682.91666666667,26011.3333333333,2.99569077210999,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69257,Vaux-en-Beaujolais,414,1096.5,22153.4782608696,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69258,Vauxrenard,139,346,19127.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69259,Vénissieux,24199,62368.5,15725,38,31,35,37,38,32,18,13,10,42,66.9,60.5,4.7,1.7,26,5.1,14.3,5.5,4.9,4,-12.3,8760.66666666667,27441.4285714286,3.13234478785046,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69260,Vernaison,1797,4741,24636.6666666667,64,11,,,,,,,,25,80.5,74.1,2.7,3.8,23.8,10.7,4.4,2,1.3,1.1,-19.4,12271.4285714286,44715.6,3.64387892898719,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69261,Vernay,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69263,Villechenève,344,893,20882.1739130435,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69264,Villefranche-sur-Saône,16237,35236.5,17611.1111111111,43,24,25,30,29,25,16,11,8,32,67.8,60.9,4.2,2.7,28.2,7.9,10.2,3.6,3.5,3.1,-14.1,9514.44444444444,30895.5,3.24722060025692,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69265,Ville-sur-Jarnioux,324,841,24731.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69266,Villeurbanne,66202,141461,19480.5,52,19,24,19,24,20,14,10,6,29,78.3,71.5,3.9,2.9,22.7,7.2,7.8,2.7,2.7,2.4,-16,9906.25,34835.2,3.51648706624606,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69267,Villié-Morgon,832,2108,21896,52,,,,,,,,,,75.1,58.9,2.4,13.9,23,14.5,4.1,2.2,1.1,0.7,-16.7,13016.6666666667,36070.8333333333,2.77112676056338,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69268,Vourles,1367,3594.5,28957.3333333333,76,,,,,,,,,,86.1,76.3,2.6,7.2,21.3,12.3,2.5,1.4,0.6,0.5,-22.2,15712,53774.5,3.42251145621181,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69269,Yzeron,389,968.5,22244,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69270,Chaponnay,1657,4325.5,27790,74,,,,,,,,,,79.5,71.7,2.2,5.5,23.9,15.3,1.9,1.3,0.4,0.2,-20.6,17097.619047619,49558,2.89853223784988,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69271,Chassieu,3982,10378,26555.25,70,7,,12,8,,,,,19,80,73.1,2.1,4.8,27,10.7,3.1,1.6,0.8,0.6,-20.8,14171.4285714286,45735,3.22726814516129,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69272,Communay,1596,4356,26368,69,,,,,,,,,,80.1,72.1,2.2,5.8,25.8,10,2.8,1.7,0.6,0.5,-18.7,15382,44170.6666666667,2.8715815021887,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69273,Corbas,3948,10170,23174.1047619048,63,7,,,8,,,,5,14,75,69.7,2.5,2.8,28.8,8.8,4.1,2.4,1,0.8,-16.7,14033.3333333333,36196.8,2.57934441805226,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69275,Décines-Charpieu,11590,28222,19954,52,15,18,18,20,16,8,9,6,26,73.9,67.3,3.7,2.9,26.5,7.5,7.3,3.1,2.4,1.8,-15.2,10916.1904761905,33001.5,3.02317004013261,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69276,Feyzin,3612,9627,20589.0476190476,53,13,,17,15,13,,,6,27,75.3,69.1,3.7,2.5,26.6,6.6,6.4,3.1,1.9,1.4,-14.9,11579.4444444444,32847.2222222222,2.83668377872667,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69277,Genas,5080,13360.5,28310.3571428571,75,5,,,,,,,,9,83.3,77.1,2.3,3.8,22.4,11.9,2.3,1.4,0.5,0.4,-19.9,16626.25,47171.1111111111,2.83714674752943,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69278,Genay,2136,5440,23817.3333333333,61,9,,,,,,,,18,79.2,72.1,3,4.1,25.2,9.4,4,2.1,1,0.9,-17.8,12757.7478448276,39741.3333333333,3.11507437023422,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69279,Jonage,2096,5898,25194.6666666667,69,5,,,,,,,,,81.4,73.8,2.6,5,24.8,9.8,2.7,1.7,0.7,0.3,-18.7,15679.7142857143,41318,2.63512454673008,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69280,Jons,483,1389,23563.0769230769,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69281,Marennes,642,1696.5,26221.3043478261,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69282,Meyzieu,12459,32389,21807.3333333333,57,12,14,13,15,12,7,,6,21,75,68.6,3.2,3.2,27.5,8.5,5.4,2.8,1.4,1.2,-16.4,12073.4782608696,36893.3333333333,3.05573361182133,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69283,Mions,5092,13992.5,23255,62,8,,9,11,,,,5,18,79.8,73.5,2.8,3.4,23.8,8.3,4.7,2.7,1.1,0.9,-16.6,13244.2105263158,36485,2.75478858687013,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69284,Montanay,1126,3186.5,29929.3333333333,77,,,,,,,,,,83,74.7,2.9,5.4,22.2,14.3,2,1.3,0.4,0.3,-21.5,16829.5833333333,50051.5,2.97401896462083,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69285,Pusignan,1465,4098,23286.6666666667,63,7,,,,,,,,,78.7,71.1,3.2,4.4,23.3,11,3.9,2.5,0.9,0.5,-16.9,14052.5,38961.0909090909,2.77253804725785,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69286,Rillieux-la-Pape,11390,29736,17844.3333333333,44,24,33,33,30,22,13,10,5,37,70.6,62.6,3.8,4.2,26.2,8.4,10.2,4,3.3,2.9,-15.4,9728.07692307692,34658,3.56267742063021,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69287,Saint-Bonnet-de-Mure,2485,6772,25980.5555555556,72,5,,,,,,,,,84,77,2.9,4.1,22.9,9,2.6,1.6,0.5,0.4,-18.5,15651.9047619048,41164.4,2.62999300252518,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69288,Saint-Laurent-de-Mure,2118,5491.5,24708,69,6,,,,,,,,,77.7,71.4,2.9,3.4,26.7,10.9,2.9,1.8,0.7,0.4,-18.2,14728.9473684211,40405,2.7432374486332,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69289,Saint-Pierre-de-Chandieu,1741,4639.5,25411.3333333333,69,,,,,,,,,,82.9,73.6,2.7,6.6,23.8,9.6,2.4,1.6,0.4,0.3,-18.7,15645.7692307692,41103.8095238095,2.62715171862398,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69290,Saint-Priest,18148,46322.5,19394,49,17,19,20,23,16,10,8,6,29,74.2,67.6,3.9,2.7,25.9,6.9,7.8,3.6,2.3,1.9,-14.8,10525.3333333333,32611.2,3.0983531796301,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69291,Saint-Symphorien-d'Ozon,2272,5586,23796,64,6,,,,,,,,13,80.8,73.9,2.7,4.1,24.2,7.8,3.7,2.1,0.9,0.7,-16.5,14224.6666666667,37542,2.63921825936167,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69292,Sathonay-Camp,2460,5637.5,21462.0833333333,60,10,,,,,,,,15,83.5,77.7,3,2.7,21.2,6.3,5.1,2.5,1.4,1.3,-16.1,12376,35599.0476190476,2.87645827561794,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69293,Sathonay-Village,806,2223.5,30026.6666666667,77,,,,,,,,,,86.6,78.9,1.6,6.1,21.6,11.3,1.8,1.3,0.2,0.2,-21.3,17574,52155.2380952381,2.96774997696814,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69294,Sérézin-du-Rhône,1078,2669.5,25419.3333333333,68,,,,,,,,,,76.6,70.2,2.4,4.1,27.1,10.3,3.2,1.9,0.8,0.5,-17.2,15025.6756756757,39755.2,2.64581778936955,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69295,Simandres,676,1800,25202.869047619,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
