CODGEO,LIBGEO,NBMENFISC15,NBPERSMENFISC15,MED15,PIMP15,TP6015,TP60AGE115,TP60AGE215,TP60AGE315,TP60AGE415,TP60AGE515,TP60AGE615,TP60TOL115,TP60TOL215,PACT15,PTSA15,PCHO15,PBEN15,PPEN15,PPAT15,PPSOC15,PPFAM15,PPMINI15,PPLOGT15,PIMPOT15,D115,D915,RD15,year,extraction_source_url,ingestion_timestamp,source_file_name
69091,Givors,7733,19419.5,16579.0476190476,40,28,37,33,34,28,16,14,8,42,65.2,58.8,4.5,1.9,28.1,6.9,11.9,4.5,3.9,3.4,-12.1,8724.83870967742,27955.5,3.20412799940844,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69092,Gleizé,3036,7522.5,20903.6666666667,56,14,,21,17,,,,5,27,66.9,59,2.8,5.1,32.6,11.4,5.9,2.6,1.7,1.7,-16.8,10827.3333333333,37240.6666666667,3.43950495659134,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69093,Grandris,494,1059.5,19336.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69094,Grézieu-la-Varenne,2315,5771,25281,71,5,,,,,,,,,76.2,69,2.6,4.6,26,14.1,2.9,1.7,0.5,0.6,-19.2,14619.6153846154,44450,3.04043566336061,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69095,Grézieu-le-Marché,326,839.5,19968.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69096,Grigny,3821,9665,19560.8,52,15,,18,18,15,,,6,27,77.5,71.2,4,2.3,23,6.4,7.5,3.6,1.9,1.9,-14.4,10880.3571428571,30984,2.84770064007878,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69097,Les Haies,298,806.5,21886.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69098,Les Halles,174,482.5,19611.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69099,Haute-Rivoire,542,1342.5,19498.8,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69100,Irigny,3366,8723.5,22834.347826087,67,10,,13,10,12,,,6,17,77.2,69.9,3,4.3,27.1,9.9,4.1,2.2,1.1,0.8,-18.3,12410.7692307692,39387.5,3.17365501425561,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69102,Joux,268,724,20585,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69103,Juliénas,376,887,21634.1666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69104,Jullié,175,404,20139,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69105,Lacenas,357,966.5,24951.5,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69106,Lachassagne,398,1101.5,28250.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69107,Lamure-sur-Azergues,416,986,20453.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69108,Lancié,379,978.5,21673.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69109,Lantignié,345,875.5,21361.4285714286,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69110,Larajasse,703,1821,20714.8214285714,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69111,Légny,243,679,25408.8,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69112,Lentilly,2117,5644,27529.2785714286,75,5,,,,,,,,,81.9,73.9,3,5,21.5,14.4,2.4,1.6,0.4,0.4,-20.2,15913.3333333333,48161.4285714286,3.02648273385601,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69113,Létra,310,802.5,21533.9473684211,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69114,Liergues,728,1968,23273.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69115,Limas,1870,4826.5,22474.1666666667,62,12,,,,,,,,28,68.3,61.2,2.5,4.6,31.1,13,4.9,2.5,1.1,1.3,-17.3,11739.3333333333,39021.3333333333,3.32398205463115,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69116,Limonest,1342,3455,29775.6,74,,,,,,,,,,81.7,69.5,2.3,10,22.2,20.9,2,1.2,0.4,0.5,-26.8,15063.3333333333,64100.3571428571,4.25538994088452,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69117,Lissieu,1142,3215,29996.8,77,,,,,,,,,,80.9,71.5,2.3,7.2,24.3,15.1,2.1,1.5,0.3,0.3,-22.4,16468.4,54925,3.33517524471108,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69118,Loire-sur-Rhône,1014,2570,22258.3333333333,62,,,,,,,,,,74.2,66.6,2.7,4.9,27.1,10.5,3.9,2.4,0.7,0.9,-15.7,13849.6153846154,34658.2608695652,2.50247100060734,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69119,Longes,352,925.5,21927.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69120,Longessaigne,223,582.5,19138.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69121,Lozanne,1080,2659.5,23871.3333333333,69,,,,,,,,,,79.5,72.4,2.6,4.4,26.3,8.4,3.2,2,0.5,0.7,-17.4,13762,38483.3333333333,2.79634743012159,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69122,Lucenay,669,1791.5,26177.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69123,Lyon,224822,459656,22501.3043478261,62,15,22,14,17,15,10,7,5,22,80.8,71.6,3.4,5.8,22.4,12.5,4.9,1.7,1.6,1.6,-20.6,10719.6428571429,44743.3333333333,4.17395746571159,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69124,Marchampt,209,455,20056.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69125,Marcilly-d'Azergues,348,870.5,27832,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69126,Marcy,263,705,29499.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69127,Marcy-l'Étoile,1186,3232,27389.5238095238,74,,,,,,,,,,84.4,77.6,2.8,3.9,21.2,10.8,2.7,1.8,0.4,0.6,-19.1,14423,45705.2380952381,3.16891340880802,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69130,Meaux-la-Montagne,91,217,19650.4761904762,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69131,Messimy,1331,3511.5,24084.7826086957,68,,,,,,,,,,79,71.9,2.1,5,22.4,13.3,3,2.1,0.4,0.5,-17.7,14973,38188,2.55045749014893,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69132,Meys,311,826,19283.75,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69133,Millery,1695,4392.5,27502,76,,,,,,,,,,81.1,74.1,2.1,4.9,23,15.1,2.2,1.5,0.4,0.4,-21.4,16052.4,49899,3.10850713911938,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69134,Moiré,80,209,26775.7142857143,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69135,Monsols,368,844,19368.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69136,Montagny,1125,3003,24771.4285714286,73,,,,,,,,,,74.5,67.9,2.4,4.3,28.5,13.6,2.7,1.9,0.4,0.4,-19.3,15223.1578947368,39763.3333333333,2.61202922601761,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69137,Montmelas-Saint-Sorlin,157,409.5,22615.8333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69138,Montromant,168,451,22076,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69139,Montrottier,599,1436,20596.1111111111,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69140,Morancé,774,2116.5,27234.6666666667,75,,,,,,,,,,81,72.5,2.3,6.1,24,13.5,2.2,1.5,0.3,0.3,-20.7,16370,50641.6,3.09356139279169,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69141,Mornant,2305,5731.5,24162.3076923077,68,6,,,,,,,,,76.8,69.2,2.3,5.3,26.6,11.8,2.9,1.8,0.5,0.6,-18.1,14546,39795.2380952381,2.73582002579665,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69142,La Mulatière,3032,6426,20209.5,58,20,,25,26,,15,,6,34,70.1,61,3.3,5.7,29.8,13.3,6,2.2,2,1.8,-19.2,9769.58333333333,38165.3333333333,3.90654667974581,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69143,Neuville-sur-Saône,3341,7251,20592,57,14,,,18,15,,,,22,69.9,64,3.5,2.4,31,9.6,5.6,2.1,1.8,1.7,-16.1,11314.2857142857,36184,3.19808080808081,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69145,Odenas,348,882.5,21413.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69148,Orliénas,929,2513.5,26128,75,,,,,,,,,,81.8,73.3,2.2,6.3,22,14.5,2.3,1.5,0.3,0.4,-20.6,15712,45730,2.91051425661914,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69149,Oullins,12095,26041.5,20933.8095238095,59,14,18,13,18,14,9,,5,24,75.1,68.8,3.2,3.2,27.6,8.4,5.6,2.3,1.7,1.6,-16.7,11048.6206896552,34980.7142857143,3.16607070405329,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69151,Le Perréon,564,1539,21541.1111111111,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69153,Poleymieux-au-Mont-d'Or,386,1068.5,31206.5,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69154,Pollionnay,882,2348.5,26242,76,,,,,,,,,,84,75.4,3.4,5.3,20.3,13,2.8,1.9,0.4,0.4,-20.1,15730.6666666667,45688.0952380952,2.90439662896859,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69155,Pomeys,428,1196,22248,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69156,Pommiers,965,2678.5,27753,76,,,,,,,,,,77.4,69.9,1.6,5.8,24.4,16.5,2.3,1.7,0.2,0.4,-20.6,16818,49054.4444444444,2.91678228353219,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69157,Pontcharra-sur-Turdine,1116,2777,21499.380952381,59,,,,,,,,,,71,63.8,3,4.2,30.1,8.9,4.4,2.4,1,1,-14.4,13765.8620689655,33239.3333333333,2.41462054223759,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69160,Poule-les-Écharmeaux,447,1099,19838.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69161,Propières,220,463.5,17557,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69162,Quincié-en-Beaujolais,537,1323,20533.8333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69163,Quincieux,1312,3551.5,23038.75,65,6,,,,,,,,,80.5,73.7,3.2,3.5,23.3,8.8,3.3,2.3,0.5,0.5,-15.9,14323.6,37539.0476190476,2.62078301677285,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69164,Ranchal,134,319,19736,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69165,Régnié-Durette,411,1084,21204.8,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69166,Riverie,106,281.5,23314.6153846154,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69167,Rivolet,212,571,21823.8095238095,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69168,Rochetaillée-sur-Saône,545,1471.5,25141.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69169,Ronno,255,635,21510.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69170,Rontalon,453,1176.5,21998.5714285714,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69171,Sain-Bel,970,2282.5,22033.9285714286,60,10,,,,,,,,,77.2,70.6,3.2,3.3,25.8,8.2,4.7,2.3,1.2,1.1,-15.9,12262.5,37885.5,3.08954128440367,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69172,Salles-Arbuissonnas-en-Beaujolais,289,788,23580.9523809524,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69173,Sarcey,383,999.5,22559.4444444444,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69174,Les Sauvages,220,579.5,20175.2380952381,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69175,Savigny,800,2068.5,22808,67,,,,,,,,,,74.8,69.1,2.2,3.5,25.6,12.4,3.5,2.1,0.8,0.6,-16.3,14377,37834.7619047619,2.63161729879404,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69176,Soucieu-en-Jarrest,1647,4415.5,24737.3333333333,69,6,,,,,,,,,83.7,77.3,1.9,4.5,20.6,10.1,3.2,2.3,0.4,0.5,-17.6,15110,39342.8571428571,2.6037628817245,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69177,Sourcieux-les-Mines,770,2067.5,24487.619047619,70,,,,,,,,,,78.8,71.8,2.5,4.4,26.3,9.5,3,2.1,0.4,0.5,-17.6,15465.2380952381,40846.6666666667,2.64119222834621,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69178,Souzy,302,779,20612.380952381,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69179,Saint-Andéol-le-Château,692,1836.5,24876,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69180,Saint-André-la-Côte,104,292,21922.380952381,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69181,Saint-Appolinaire,75,201.5,21245.7142857143,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69182,Saint-Bonnet-des-Bruyères,163,336,17968,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69183,Saint-Bonnet-le-Troncy,132,302,19361.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69184,Sainte-Catherine,390,1022.5,22168,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69186,Saint-Clément-de-Vers,91,204.5,20290.4761904762,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69187,Saint-Clément-les-Places,256,661.5,19958.5714285714,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69188,Saint-Clément-sur-Valsonne,295,808,21046,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69189,Sainte-Colombe,927,1883,21953.5483870968,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69190,Sainte-Consorce,747,2058.5,27880.4761904762,76,,,,,,,,,,82.6,75.1,2.5,4.9,22.7,13.4,2.2,1.5,0.4,0.3,-20.9,15770.8333333333,46903.5,2.97406605019815,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69191,Saint-Cyr-au-Mont-d'Or,2111,5530.5,36485.2380952381,79,5,,,,,,,,17,81.6,70.5,1.8,9.3,23.9,24.1,1.3,0.7,0.3,0.3,-30.9,16291,85393,5.24172856178258,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69192,Saint-Cyr-le-Chatoux,52,136,24258.8461538462,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69193,Saint-Cyr-sur-le-Rhône,461,1298.5,28914,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
