CODGEO,LIBGEO,NBMENFISC15,NBPERSMENFISC15,MED15,PIMP15,TP6015,TP60AGE115,TP60AGE215,TP60AGE315,TP60AGE415,TP60AGE515,TP60AGE615,TP60TOL115,TP60TOL215,PACT15,PTSA15,PCHO15,PBEN15,PPEN15,PPAT15,PPSOC15,PPFAM15,PPMINI15,PPLOGT15,PIMPOT15,D115,D915,RD15,year,extraction_source_url,ingestion_timestamp,source_file_name
69194,Saint-Didier-au-Mont-d'Or,2522,6638.5,37286.6666666667,82,5,,,,,,,,,77.1,65.1,2.1,9.9,25.3,26.3,1.2,0.7,0.3,0.2,-29.9,17287.3333333333,86396.7857142857,4.9976930535432,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69196,Saint-Didier-sur-Beaujeu,240,585.5,20740.9523809524,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69197,Saint-Étienne-des-Oullières,815,2170,21627.3333333333,60,,,,,,,,,,79.2,71.5,1.8,5.9,19.9,12,4.3,2.7,0.7,0.8,-15.4,14289.8333333333,34577,2.41969232204714,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69198,Saint-Étienne-la-Varenne,288,708,22828.75,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69199,Saint-Fons,6918,18230.5,15318,36,30,37,35,36,25,23,15,12,40,66.2,59.3,5.1,1.8,25.5,4.5,14.9,5.6,4.9,4.4,-11.1,8783.88888888889,25512,2.90440832331921,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69200,Saint-Forgeux,613,1548,22100.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69201,Sainte-Foy-l'Argentière,635,1256.5,19363,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69202,Sainte-Foy-lès-Lyon,9297,21762.5,25894,71,7,,11,9,7,,,5,16,72.6,63.5,2.4,6.7,29.8,17.9,2.7,1.4,0.6,0.6,-23,13550,54181.6,3.99864206642066,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69203,Saint-Genis-l'Argentière,408,995,21102,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69204,Saint-Genis-Laval,8541,20863.5,24425.2173913043,69,9,,13,10,7,,,5,18,73.8,66.3,2.4,5.1,29.1,12.5,3.9,1.9,1,0.9,-19.3,12847.3333333333,43823.8095238095,3.41112107756288,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69205,Saint-Genis-les-Ollières,1905,4930.5,27825.3333333333,76,5,,,,,,,,,79.3,72.2,2.4,4.8,27,11.9,2.4,1.5,0.4,0.5,-20.6,15539.6,46855.3333333333,3.01522132701828,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69206,Saint-Georges-de-Reneins,1702,4300.5,22447,62,8,,,,,,,,,75.2,66.7,2.9,5.6,24.3,14.4,3.9,2.1,1,0.8,-17.8,13067.1428571429,38019.3333333333,2.90953682445975,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69207,Saint-Germain-au-Mont-d'Or,1207,3075.5,23739,63,8,,,,,,,,,81.1,74.2,3.1,3.8,22.3,10.2,4.4,2.5,0.9,1,-18,13003.8888888889,41842,3.21765283889435,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69208,Saint-Germain-Nuelles,814,2287.5,26320,72,,,,,,,,,,82.1,73.7,2.9,5.4,21.8,11.2,2.7,2,0.4,0.3,-17.8,15239.5454545455,42421.9047619048,2.78367257661558,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69209,Saint-Igny-de-Vers,248,522.5,19271.9230769231,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69212,Saint-Jean-des-Vignes,152,408,25819.0476190476,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69214,Saint-Jean-la-Bussière,456,1217,20599.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69215,Saint-Julien,321,836,23730.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69216,Saint-Julien-sur-Bibost,238,562,20899,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69217,Saint-Just-d'Avray,316,774,19988.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69218,Saint-Lager,386,986,21921.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69219,Saint-Laurent-d'Agny,853,2259,26319.0804597701,74,,,,,,,,,,83,74,2.5,6.5,22.7,11.6,2.6,1.7,0.4,0.4,-19.9,16139.5,44296.5384615385,2.74460413653078,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69220,Saint-Laurent-de-Chamousset,750,1678.5,21017,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69225,Saint-Marcel-l'Éclairé,216,543,21725,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69227,Saint-Martin-en-Haut,1543,3790,21437.0833333333,56,9,,,,,,,,,72.1,63.8,1.9,6.4,26.4,13.5,3.9,2.4,0.6,0.9,-15.9,12733.45,33928.3333333333,2.66450438281325,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69228,Saint-Maurice-sur-Dargoire,897,2294,22852.0833333333,63,,,,,,,,,,77.2,68.8,2.8,5.6,24.9,10.8,3.6,2.1,0.8,0.7,-16.5,13105.4838709677,37556,2.86567061313905,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69229,Saint-Nizier-d'Azergues,318,785,20402,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69230,Sainte-Paule,121,314,21257.9166666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69231,Saint-Pierre-la-Palud,1054,2751.5,23945.7142857143,68,,,,,,,,,,82.9,77.2,2.4,3.3,22.9,6.6,3.6,2.4,0.6,0.6,-16,14556.5,38090.5,2.61673479201731,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69233,Saint-Romain-au-Mont-d'Or,475,1242.5,30161.6,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69234,Saint-Romain-de-Popey,620,1598,22929.2307692308,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69235,Saint-Romain-en-Gal,804,1855.5,22590,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69236,Saint-Romain-en-Gier,229,576.5,21982.380952381,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69238,Saint-Symphorien-sur-Coise,1608,3537.5,19259.3333333333,45,12,,,,,,,,24,60.3,54.9,2.5,3,36.6,9.4,6.3,2.8,1.7,1.8,-12.6,11721,30186,2.57537752751472,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69239,Saint-Vérand,463,1215.5,21993.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69240,Saint-Vincent-de-Reins,294,646,19583.0434782609,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69241,Taluyers,951,2543,25494.7619047619,71,,,,,,,,,,82.4,72.2,2.7,7.5,22,12,2.7,1.9,0.5,0.4,-19.1,14254.375,41643.3333333333,2.92144224726327,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69242,Taponas,338,985.5,21170.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69243,Tarare,4600,10319.5,17538.6666666667,41,21,27,25,30,19,13,,8,30,63.2,56.2,3.9,3.2,31.4,8.3,9.8,3.5,3.4,2.8,-12.7,9878.09523809524,28309.3333333333,2.86586964905515,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69244,Tassin-la-Demi-Lune,9564,21263,25635.4222222222,71,8,12,8,10,8,,,5,15,79.1,70.6,2.8,5.7,25.4,14.5,3,1.5,0.7,0.8,-22,13398.9285714286,49396.9565217391,3.68663481250818,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69245,Ternand,277,705,23610.2564102564,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69246,Theizé,458,1207.5,24998.0952380952,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69248,Thizy-les-Bourgs,2468,5656,19090.3571428571,48,15,,,19,,,,8,30,61,52.8,3.4,4.8,36.6,8.7,6.3,2.7,2,1.5,-12.6,11026,30724.4444444444,2.78654493419594,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69249,Thurins,1196,3137.5,23191,66,,,,,,,,,,81.6,72.7,2.4,6.5,19.2,13.2,3.2,2.1,0.5,0.6,-17.2,13788.3333333333,39715.3333333333,2.88035779040251,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69250,La Tour-de-Salvagny,1714,4261.5,29652,76,,,,,,,,,,73.4,66.2,2.4,4.9,31.4,14.7,2,1.2,0.4,0.5,-21.5,16558.0952380952,51396.5,3.10401041067526,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69252,Trèves,256,696.5,23310.5,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69253,Tupin-et-Semons,236,644.5,24400,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69254,Valsonne,346,881.5,18520.9523809524,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69255,Vaugneray,2091,5427,24694.2105263158,67,6,,,,,,,,,77.4,69.3,2.6,5.5,23.3,14.3,3.2,2.1,0.4,0.6,-18.2,14397.2972972973,42178.6666666667,2.92962392841499,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69256,Vaulx-en-Velin,16306,45605,15006.3055555556,35,33,33,35,42,32,22,17,13,45,69.1,61.7,5.4,2,21.6,4.9,15.6,6.4,4.9,4.3,-11.2,8554.09090909091,25861,3.02323184016154,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69257,Vaux-en-Beaujolais,409,1084,22060,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69258,Vauxrenard,134,323,20270.4761904762,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69259,Vénissieux,24112,62795.5,15686.6666666667,41,31,34,36,38,31,19,14,10,41,66.8,60.4,4.7,1.7,26.1,5.8,13.7,5.3,4.5,3.9,-12.4,8545.65217391304,27331.5,3.19829305520224,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69260,Vernaison,1710,4613,24465.45,66,12,,,,,,,,26,79.5,72.8,2.7,4,23.8,12,4.5,2.2,1.2,1.1,-19.8,11813.8095238095,43980,3.72276190092305,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69261,Vernay,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69263,Villechenève,346,911,19627.5,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69264,Villefranche-sur-Saône,16213,35268.5,17470,47,24,26,29,29,23,17,9,7,32,67.4,60.4,4.1,2.9,27.8,9,10,3.5,3.2,3.2,-14.2,9321.25,31065.5555555556,3.33276712410412,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69265,Ville-sur-Jarnioux,311,809.5,25479.5238095238,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69266,Villeurbanne,65592,141829.5,19258,54,20,24,20,24,20,13,9,6,29,77.8,71,3.8,2.9,22.8,7.8,7.6,2.8,2.4,2.4,-16,9666.11111111111,34695.5,3.58939594229553,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69267,Villié-Morgon,815,2098.5,21854.7826086957,58,10,,,,,,,,,74.8,58.7,2.6,13.6,22.6,14.9,4.4,2.5,1,0.9,-16.7,12391.3043478261,35891,2.89646666666667,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69268,Vourles,1339,3600,28889,78,,,,,,,,,,86.8,76.4,2.5,7.9,20.1,13.1,2.3,1.4,0.5,0.4,-22.3,15770.5555555556,51384.5161290323,3.25825656223828,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69269,Yzeron,404,1008.5,22119.2,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69270,Chaponnay,1602,4204,27506,77,,,,,,,,,,78.5,70.6,2.4,5.5,24.3,16.9,1.9,1.4,0.2,0.3,-21.6,16447,49511.3333333333,3.01035649865224,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69271,Chassieu,3883,10250.5,26197.9487179487,73,6,,,8,,,,,17,78.9,72.5,2.1,4.2,27.3,11.5,3,1.7,0.7,0.6,-20.7,13850.4166666667,45910.5555555556,3.31474183488262,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69272,Communay,1575,4334,26273.3333333333,72,5,,,,,,,,,79.5,71.4,2.4,5.7,25.9,10.3,2.9,1.8,0.5,0.5,-18.6,15224,42919.3333333333,2.81918899982484,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69273,Corbas,3942,10282,22783.6,67,6,,,,,,,5,12,75.9,70.4,2.7,2.9,27.7,9,3.9,2.4,0.8,0.8,-16.5,14041.25,35685,2.54144039882489,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69275,Décines-Charpieu,11664,28511.5,19795,56,15,17,19,19,15,8,9,6,26,73.5,67,3.8,2.8,25.9,9.2,6.9,3.1,2,1.8,-15.5,10816,32696.6666666667,3.02299063116371,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69276,Feyzin,3623,9742,20385.4615384615,57,12,,15,14,11,,,6,24,75,68.9,3.6,2.6,26.2,7.4,6.2,3.2,1.6,1.4,-14.8,11655,32658.8,2.80212784212784,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69277,Genas,5040,13392,27874.7619047619,77,5,,,,,,,,9,83.1,76.6,2.4,4,21.7,12.5,2.4,1.5,0.4,0.4,-19.7,16345.625,47052.5,2.8785990134975,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69278,Genay,2127,5504,23372.0833333333,64,8,,,,,,,,17,79.3,72.3,3.1,3.9,24.5,9.8,3.9,2.1,0.9,0.9,-17.5,13184.8,39731.3333333333,3.01341949315373,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69279,Jonage,2103,5983.5,24502.9166666667,72,5,,,,,,,,,81.8,73.6,2.8,5.4,24.3,10.1,2.8,1.9,0.6,0.3,-19,15237,39868.5,2.61655837763339,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69280,Jons,479,1361,23458.4,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69281,Marennes,619,1653.5,26472.0833333333,,,,,,,,,,,,,,,,,,,,,,,,,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69282,Meyzieu,12446,32602,21482,60,12,14,13,16,12,7,,7,22,74.7,68.3,3.1,3.3,27.6,9,5.2,2.8,1.2,1.2,-16.5,11742.5,36274.6666666667,3.08917748917749,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69283,Mions,4972,13629,23031.3043478261,66,9,,10,10,9,,,5,19,79.5,73.6,2.6,3.3,24,8.8,4.6,2.7,1,0.9,-16.9,12820.6896551724,36513.4782608696,2.84801202142339,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69284,Montanay,1127,3210,30016.6666666667,79,,,,,,,,,,83,73.3,2.6,7,21.1,15.2,2,1.4,0.3,0.3,-21.3,16668.9285714286,47741.0869565217,2.86407652129199,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69285,Pusignan,1466,4157.5,22935.7142857143,66,7,,,,,,,,,79.2,71.9,2.9,4.4,23,11,3.9,2.7,0.6,0.6,-17.1,13747.2,37700.303030303,2.74239867247898,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69286,Rillieux-la-Pape,11436,29923,17988.7222222222,48,23,35,32,28,20,12,9,5,35,70.5,62.8,3.9,3.7,26.1,9,9.8,3.9,3,2.9,-15.4,9651.11111111111,34511.6666666667,3.57592677872438,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69287,Saint-Bonnet-de-Mure,2488,6759,25723.5714285714,75,5,,,,,,,,,84.7,77.9,2.5,4.4,22.5,8.7,2.5,1.7,0.4,0.4,-18.4,15605.5,40824.2857142857,2.61601907752303,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69288,Saint-Laurent-de-Mure,2093,5447.5,24215,71,6,,,,,,,,,78.1,71.4,3.3,3.4,26.4,10.9,2.9,1.9,0.5,0.4,-18.3,14658,39550,2.6981852913085,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69289,Saint-Pierre-de-Chandieu,1727,4666,25401.3333333333,73,5,,,,,,,,,82.9,73.8,2.4,6.8,24.1,9.1,2.4,1.7,0.4,0.4,-18.5,15500.6666666667,40206,2.59382392155176,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69290,Saint-Priest,17761,45554,19243,53,18,22,20,23,17,10,8,7,29,73.8,67.2,4,2.6,26.1,7.6,7.5,3.6,2,1.9,-15,10388.6666666667,32338,3.11281524738497,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69291,Saint-Symphorien-d'Ozon,2251,5607.5,23645.6,67,5,,,,,,,,,80.6,73.6,2.8,4.2,24.2,8.4,3.6,2.1,0.7,0.7,-16.8,14444,37403.3333333333,2.58954121665282,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
69292,Sathonay-Camp,2419,5638,21288.5555555556,62,10,,,,,,,,15,83.5,77.4,3.4,2.6,21,6.6,5.1,2.6,1.2,1.3,-16.2,12113.5,35119.2,2.89917860238577,2015,https://www.insee.fr/fr/statistiques/fichier/3560121/filo-revenu-pauvrete-menage-2015.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2015
