CODGEO,NBMENFISC21,NBPERSMENFISC21,MED21,PIMP21,TP6021,TP60AGE121,TP60AGE221,TP60AGE321,TP60AGE421,TP60AGE521,TP60AGE621,TP60TOL121,TP60TOL221,PACT21,PTSA21,PCHO21,PBEN21,PPEN21,PPAT21,PPSOC21,PPFAM21,PPMINI21,PPLOGT21,PIMPOT21,D121,D921,RD21,year,extraction_source_url,ingestion_timestamp,source_file_name
69012,222,540,24030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69013,1704,4205,24910,"58,0","9,0",s,s,s,s,s,s,s,"22,0","78,2","71,2","2,8","4,2","25,3","8,1","4,4","2,1","1,6","0,7","-16,0",14460,40730,"2,8",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69014,397,1003,22620,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69016,52,115,23200,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69017,309,754,26690,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69018,874,1752,21680,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69019,5875,13587,22210,"48,0","13,0",s,"13,0","14,0","11,0","12,0",s,"5,0","23,0","76,9","71,3","3,3","2,3","23,8","6,2","6,5","2,8","2,6","1,1","-13,4",12930,34350,"2,7",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69020,259,673,29010,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69021,965,2274,24500,"58,0",s,s,s,s,s,s,s,s,s,"74,2","64,6","3,4","6,2","26,4","12,7","3,1","1,8","0,9","0,4","-16,4",14980,38560,"2,6",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69022,210,506,24520,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69023,617,1576,27320,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69024,1809,4328,26650,"64,0","5,0",s,s,s,s,s,s,s,s,"75,5","67,4","2,2","5,9","29,1","9,5","3,1","1,7","1,0","0,4","-17,2",16100,43560,"2,7",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69026,188,517,26280,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69027,5284,12267,26720,"64,0","10,0",s,"13,0","12,0","9,0",s,s,"5,0","22,0","77,0","70,4","2,7","3,9","26,6","10,7","3,7","1,6","1,5","0,6","-18,0",13980,45690,"3,3",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69028,2621,6809,29700,"70,0","5,0",s,s,s,s,s,s,s,"16,0","82,7","76,3","2,3","4,1","21,4","14,3","2,4","1,4","0,7","0,3","-20,8",16290,52560,"3,2",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69029,16960,38686,21950,"54,0","21,0","24,0","26,0","26,0","19,0","14,0","12,0","7,0","34,0","76,3","68,4","3,2","4,7","25,9","7,5","7,0","2,6","2,9","1,5","-16,7",10730,40330,"3,8",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69030,333,817,24700,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69031,507,1358,25730,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69032,838,2112,27450,"64,0",s,s,s,s,s,s,s,s,s,"78,0","70,9","2,0","5,1","18,1","19,0","2,5","1,4","0,8","0,3","-17,6",16760,43800,"2,6",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69033,1087,2965,34010,"80,0",s,s,s,s,s,s,s,s,s,"87,0","77,0","2,5","7,5","20,9","13,8","1,6","0,9","0,5","0,2","-23,3",20040,57790,"2,9",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69034,19648,41606,27370,"66,0","11,0","18,0","12,0","12,0","10,0","8,0","6,0","5,0","22,0","78,2","69,5","2,8","5,9","27,0","13,3","3,3","1,2","1,4","0,7","-21,8",13540,53400,"3,9",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69035,161,406,24870,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69036,439,1121,24520,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69037,349,811,23330,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69038,394,965,21860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69039,298,703,24090,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69040,2706,5927,27100,"64,0","11,0",s,s,s,s,s,s,s,"21,0","77,6","71,0","2,7","3,9","27,7","10,7","4,0","1,5","1,7","0,8","-20,0",13380,51760,"3,9",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69042,212,567,25080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69043,3550,9050,31090,"72,0","6,0",s,s,s,s,s,s,s,"16,0","75,7","68,8","2,0","4,9","26,1","17,7","2,4","1,2","0,8","0,4","-21,9",16330,56620,"3,5",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69044,2361,5686,36390,"75,0","5,0",s,s,s,s,s,s,s,s,"78,1","70,2","2,7","5,2","25,5","22,2","1,6","0,7","0,6","0,3","-27,4",17340,73490,"4,2",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69045,500,1208,26070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69046,1850,4796,33860,"75,0",s,s,s,s,s,s,s,s,s,"82,6","74,9","2,2","5,5","25,0","12,8","1,8","1,0","0,5","0,3","-22,2",18830,62000,"3,3",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69047,402,950,32860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69049,1087,2665,32350,"74,0",s,s,s,s,s,s,s,s,s,"77,4","70,1","2,5","4,8","25,2","18,8","1,5","0,9","0,4","0,2","-22,9",18220,60340,"3,3",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69050,923,2293,28030,"66,0",s,s,s,s,s,s,s,s,s,"80,9","73,8","2,9","4,2","24,9","10,2","2,5","1,4","0,8","0,3","-18,5",16630,48060,"2,9",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69051,444,1185,27050,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69052,1720,4342,31020,"72,0",s,s,s,s,s,s,s,s,s,"82,8","75,8","2,3","4,7","25,5","9,2","2,1","1,1","0,7","0,3","-19,6",18770,51080,"2,7",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69053,199,472,25220,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69054,175,379,24480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69055,589,1464,27560,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69056,790,2070,27050,"68,0",s,s,s,s,s,s,s,s,s,"85,8","79,4","3,1","3,3","20,8","6,0","3,1","1,9","0,9","0,3","-15,7",17350,42200,"2,4",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69057,238,611,26530,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69058,177,412,23730,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69059,644,1647,28930,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69060,245,532,21860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69061,486,1190,28860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69062,302,788,22830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69063,1809,4575,35240,"76,0","6,0",s,s,s,s,s,s,s,s,"76,2","66,8","2,0","7,4","19,7","28,1","1,8","0,8","0,7","0,3","-25,8",17030,74490,"4,4",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69064,1750,3718,23490,"53,0","12,0",s,s,s,s,s,s,s,"22,0","70,9","63,2","3,2","4,5","31,2","8,8","4,7","1,9","1,9","0,9","-15,6",13140,39540,"3,0",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69065,374,917,25170,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69066,2016,4152,21050,"41,0","16,0",s,s,s,s,s,s,"8,0","34,0","56,3","50,9","2,4","3,0","39,3","11,1","5,9","2,1","2,7","1,1","-12,6",12410,34140,"2,8",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69067,512,1152,22530,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69068,1009,2425,28290,"66,0","9,0",s,s,s,s,s,s,s,s,"82,2","72,2","3,2","6,8","23,8","11,3","3,2","1,4","1,2","0,6","-20,5",14230,50180,"3,5",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69069,5408,12230,27380,"66,0","8,0",s,"10,0","9,0",s,s,s,s,"17,0","76,9","70,5","2,7","3,7","28,0","10,3","3,5","1,5","1,4","0,6","-18,7",14980,46710,"3,1",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69070,577,1307,22890,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69071,451,1193,33160,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69072,3443,9094,32510,"73,0","7,0",s,s,s,s,s,s,s,"18,0","82,1","73,8","2,6","5,7","22,7","15,9","2,4","1,1","0,9","0,4","-23,1",16340,63900,"3,9",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69074,620,1541,28360,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69075,68,185,23960,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69076,1001,2643,34020,"77,0",s,s,s,s,s,s,s,s,s,"80,9","74,3","2,2","4,4","22,2","21,1","1,2","0,6","0,4","0,2","-25,4",19300,64890,"3,4",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69077,408,1131,24320,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69078,323,818,24160,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69080,720,1898,26910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69081,7078,16117,29600,"66,0","12,0",s,"18,0","14,0","11,0","7,0",s,"5,0","24,0","71,2","63,3","2,6","5,3","30,3","19,6","3,0","1,3","1,1","0,6","-24,1",13050,62050,"4,8",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69082,107,237,25840,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69083,445,1158,30290,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69084,562,1217,24350,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69085,567,1462,31110,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69086,977,2485,29780,"75,0",s,s,s,s,s,s,s,s,s,"82,8","77,3","2,0","3,5","25,5","9,9","1,9","1,2","0,5","0,2","-20,1",19120,47350,"2,5",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69087,1125,2870,34190,"73,0",s,s,s,s,s,s,s,s,s,"72,4","65,0","2,1","5,3","20,0","29,2","1,7","0,9","0,6","0,2","-23,3",17820,62230,"3,5",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
69088,3255,7239,25230,"62,0","11,0",s,s,"14,0",s,s,s,s,"21,0","78,4","71,4","2,8","4,2","25,5","10,6","4,3","1,8","1,7","0,8","-18,8",13480,45270,"3,4",2021,https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip,2026-03-30T19:11:44.497047,INSEE_FILOSOFI_2021
