Unnamed: 0;code_insee;nom_standard;nom_sans_pronom;nom_a;nom_de;nom_sans_accent;nom_standard_majuscule;typecom;typecom_texte;reg_code;reg_nom;dep_code;dep_nom;canton_code;canton_nom;epci_code;epci_nom;academie_code;academie_nom;code_postal;codes_postaux;zone_emploi;code_insee_centre_zone_emploi;code_unite_urbaine;nom_unite_urbaine;taille_unite_urbaine;type_commune_unite_urbaine;statut_commune_unite_urbaine;population;superficie_hectare;superficie_km2;densite;altitude_moyenne;altitude_minimale;altitude_maximale;latitude_mairie;longitude_mairie;latitude_centre;longitude_centre;grille_densite;grille_densite_texte;niveau_equipements_services;niveau_equipements_services_texte;gentile;url_wikipedia;url_villedereve;extraction_source_url;ingestion_timestamp;source_file_name
26999;69034;Caluire-et-Cuire;Caluire-et-Cuire;à Caluire-et-Cuire;de Caluire-et-Cuire;caluire-et-cuire;CALUIRE-ET-CUIRE;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69300;69477, 69646, 69641, 69642, 69300, 69643, 69244, 69645, 69647, 69732, 69644;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;43572;1040;10;4190.0;228;165.0;275.0;45.797;4.842;45.797;4.851;1;Grands centres urbains;3.0;centres structurants d'équipements et de services;Caluirards;https://fr.wikipedia.org/wiki/fr:Caluire-et-Cuire;https://villedereve.fr/ville/69034-caluire-et-cuire;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27000;69035;Cenves;Cenves;à Cenves;de Cenves;cenves;CENVES;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69840;69840;08434;69264;69000;;0.0;HORS UNITE URBAINE;H;376;2633;26;14.0;564;335.0;747.0;46.268;4.65;46.279;4.661;6;Rural à habitat dispersé;0.0;communes non pôle;Cenvards;https://fr.wikipedia.org/wiki/fr:Cenves;https://villedereve.fr/ville/69035-cenves;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27001;69036;Cercié;Cercié;à Cercié;de Cercié;cercie;CERCIÉ;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69220;69220;08434;69264;00451;Belleville-en-Beaujolais;4.0;UNITE URBAINE;B;1138;499;5;228.0;234;199.0;293.0;46.12;4.671;46.126;4.667;5;Bourgs ruraux;1.0;centres locaux d'équipements et de services;Cerciaton(s), Cerciatonne(s);https://fr.wikipedia.org/wiki/fr:Cercié;https://villedereve.fr/ville/69036-cercie;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27002;69037;Chambost-Allières;Chambost-Allières;à Chambost-Allières;de Chambost-Allières;chambost-allieres;CHAMBOST-ALLIÈRES;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6910;Tarare;200040566;CA de l'Ouest Rhodanien;10;Lyon;69870;69870;08430;69243;69000;;0.0;HORS UNITE URBAINE;H;831;1392;14;60.0;497;320.0;865.0;46.018;4.498;46.015;4.51;6;Rural à habitat dispersé;1.0;centres locaux d'équipements et de services;;https://fr.wikipedia.org/wiki/fr:Chambost-Allières;https://villedereve.fr/ville/69037-chambost-allieres;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27003;69038;Chambost-Longessaigne;Chambost-Longessaigne;à Chambost-Longessaigne;de Chambost-Longessaigne;chambost-longessaigne;CHAMBOST-LONGESSAIGNE;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;200066587;CC des Monts du Lyonnais;10;Lyon;69770;69770;08428;42218;69000;;0.0;HORS UNITE URBAINE;H;919;1540;15;60.0;576;477.0;681.0;45.772;4.369;45.774;4.38;6;Rural à habitat dispersé;0.0;communes non pôle;Chambostiens;https://fr.wikipedia.org/wiki/fr:Chambost-Longessaigne;https://villedereve.fr/ville/69038-chambost-longessaigne;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27004;69039;Chamelet;Chamelet;à Chamelet;de Chamelet;chamelet;CHAMELET;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69620;69620;08421;69123;69000;;0.0;HORS UNITE URBAINE;H;700;1472;15;48.0;486;291.0;742.0;45.983;4.51;45.985;4.499;6;Rural à habitat dispersé;0.0;communes non pôle;;https://fr.wikipedia.org/wiki/fr:Chamelet;https://villedereve.fr/ville/69039-chamelet;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27005;69040;Champagne-au-Mont-d'Or;Champagne-au-Mont-d'Or;à Champagne-au-Mont-d'Or;de Champagne-au-Mont-d'Or;champagne-au-mont-d-or;CHAMPAGNE-AU-MONT-D'OR;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69410;69410, 69544, 69543, 69542;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;5936;259;3;2292.0;280;200.0;308.0;45.795;4.791;45.798;4.787;1;Grands centres urbains;2.0;centres intermédiaires d'équipements et de services;Champenois;https://fr.wikipedia.org/wiki/fr:Champagne-au-Mont-d'Or;https://villedereve.fr/ville/69040-champagne-au-mont-d-or;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27006;69042;La Chapelle-sur-Coise;Chapelle-sur-Coise;à Chapelle-sur-Coise;de la Chapelle-sur-Coise;la-chapelle-sur-coise;LA CHAPELLE-SUR-COISE;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6912;Vaugneray;200066587;CC des Monts du Lyonnais;10;Lyon;69590;69590;08428;42218;69000;;0.0;HORS UNITE URBAINE;H;568;666;7;85.0;696;599.0;784.0;45.654;4.5;45.65;4.496;6;Rural à habitat dispersé;0.0;communes non pôle;;https://fr.wikipedia.org/wiki/fr:La Chapelle-sur-Coise;https://villedereve.fr/ville/69042-la-chapelle-sur-coise;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27007;69043;Chaponost;Chaponost;à Chaponost;de Chaponost;chaponost;CHAPONOST;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6905;Brignais;246900757;CC de la Vallée du Garon (CCVG);10;Lyon;69630;69630;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;9052;1614;16;561.0;291;180.0;336.0;45.71;4.742;45.709;4.746;4;Ceintures urbaines;2.0;centres intermédiaires d'équipements et de services;Chaponois, Chaponoises;https://fr.wikipedia.org/wiki/fr:Chaponost;https://villedereve.fr/ville/69043-chaponost;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27008;69044;Charbonnières-les-Bains;Charbonnières-les-Bains;à Charbonnières-les-Bains;de Charbonnières-les-Bains;charbonnieres-les-bains;CHARBONNIÈRES-LES-BAINS;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69260;69751, 69260;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;5311;411;4;1292.0;261;211.0;295.0;45.778;4.744;45.78;4.743;4;Ceintures urbaines;2.0;centres intermédiaires d'équipements et de services;Charbonnois, Charbonnoises;https://fr.wikipedia.org/wiki/fr:Charbonnières-les-Bains;https://villedereve.fr/ville/69044-charbonnieres-les-bains;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27009;69045;Charentay;Charentay;à Charentay;de Charentay;charentay;CHARENTAY;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69220;69220;08434;69264;69000;;0.0;HORS UNITE URBAINE;H;1265;1391;14;91.0;206;175.0;272.0;46.088;4.68;46.084;4.689;5;Bourgs ruraux;1.0;centres locaux d'équipements et de services;Charentois;https://fr.wikipedia.org/wiki/fr:Charentay;https://villedereve.fr/ville/69045-charentay;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27010;69046;Charly;Charly;à Charly;de Charly;charly;CHARLY;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69390;69390;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;4606;514;5;896.0;257;205.0;305.0;45.649;4.795;45.651;4.79;4;Ceintures urbaines;1.0;centres locaux d'équipements et de services;Charlyrot;https://fr.wikipedia.org/wiki/fr:Charly (Rhône);https://villedereve.fr/ville/69046-charly;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27011;69047;Charnay;Charnay;à Charnay;de Charnay;charnay;CHARNAY;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69380;69380;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;1039;728;7;143.0;348;206.0;446.0;45.891;4.668;45.891;4.661;6;Rural à habitat dispersé;1.0;centres locaux d'équipements et de services;Charnaysiens, Charnaysiennes;https://fr.wikipedia.org/wiki/fr:Charnay (Rhône);https://villedereve.fr/ville/69047-charnay;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27012;69049;Chasselay;Chasselay;à Chasselay;de Chasselay;chasselay;CHASSELAY;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69380;69380;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;2828;1289;13;219.0;262;189.0;524.0;45.874;4.772;45.875;4.771;4;Ceintures urbaines;1.0;centres locaux d'équipements et de services;Chasselois, Chasseloises;https://fr.wikipedia.org/wiki/fr:Chasselay (Rhône);https://villedereve.fr/ville/69049-chasselay;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27013;69050;Châtillon;Châtillon;à Châtillon;de Châtillon;chatillon;CHÂTILLON;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69380;69380;08421;69123;69000;;0.0;HORS UNITE URBAINE;H;2115;1077;11;196.0;260;199.0;334.0;45.877;4.645;45.871;4.642;4;Ceintures urbaines;1.0;centres locaux d'équipements et de services;Châtillonnais;https://fr.wikipedia.org/wiki/fr:Châtillon (Rhône);https://villedereve.fr/ville/69050-chatillon;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27014;69051;Chaussan;Chaussan;à Chaussan;de Chaussan;chaussan;CHAUSSAN;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6908;Mornant;246900740;CC du Pays Mornantais (COPAMO);10;Lyon;69440;69440;08421;69123;69000;;0.0;HORS UNITE URBAINE;H;1208;793;8;152.0;537;378.0;753.0;45.633;4.639;45.638;4.634;3;Petites villes;0.0;communes non pôle;;https://fr.wikipedia.org/wiki/fr:Chaussan;https://villedereve.fr/ville/69051-chaussan;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27015;69052;Chazay-d'Azergues;Chazay-d'Azergues;à Chazay-d'Azergues;de Chazay-d'Azergues;chazay-d-azergues;CHAZAY-D'AZERGUES;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69380;69380;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;4164;594;6;701.0;212;179.0;311.0;45.874;4.71;45.876;4.709;4;Ceintures urbaines;2.0;centres intermédiaires d'équipements et de services;Chazéens;https://fr.wikipedia.org/wiki/fr:Chazay-d'Azergues;https://villedereve.fr/ville/69052-chazay-d-azergues;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27016;69053;Chénas;Chénas;à Chénas;de Chénas;chenas;CHÉNAS;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69840;69840;08434;69264;00554;Mâcon;5.0;UNITE URBAINE;B;538;819;8;66.0;332;215.0;515.0;46.212;4.72;46.216;4.708;6;Rural à habitat dispersé;0.0;communes non pôle;Chénaillons;https://fr.wikipedia.org/wiki/fr:Chénas;https://villedereve.fr/ville/69053-chenas;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27017;69054;Chénelette;Chénelette;à Chénelette;de Chénelette;chenelette;CHÉNELETTE;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69430;69430;08430;69243;69000;;0.0;HORS UNITE URBAINE;H;361;1101;11;33.0;704;552.0;940.0;46.166;4.491;46.169;4.491;6;Rural à habitat dispersé;0.0;communes non pôle;;https://fr.wikipedia.org/wiki/fr:Chénelette;https://villedereve.fr/ville/69054-chenelette;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27018;69055;Les Chères;Chères;aux Chères;des Chères;les-cheres;LES CHÈRES;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69380;69380;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;1506;553;6;272.0;190;176.0;212.0;45.89;4.743;45.893;4.743;4;Ceintures urbaines;1.0;centres locaux d'équipements et de services;Chérois, Chéroise;https://fr.wikipedia.org/wiki/fr:Les Chères;https://villedereve.fr/ville/69055-les-cheres;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27019;69056;Chessy;Chessy;à Chessy;de Chessy;chessy;CHESSY;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69380;69380;08421;69123;69301;Val d'Oingt;3.0;UNITE URBAINE;C;2069;451;5;459.0;265;211.0;342.0;45.887;4.622;45.891;4.616;5;Bourgs ruraux;1.0;centres locaux d'équipements et de services;Cassissiens;https://fr.wikipedia.org/wiki/fr:Chessy (Rhône);https://villedereve.fr/ville/69056-chessy;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27020;69057;Chevinay;Chevinay;à Chevinay;de Chevinay;chevinay;CHEVINAY;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;246900625;CC du Pays de l'Arbresle (CCPA);10;Lyon;69210;69210;08421;69123;69000;;0.0;HORS UNITE URBAINE;H;587;870;9;67.0;450;245.0;760.0;45.77;4.608;45.774;4.597;6;Rural à habitat dispersé;0.0;communes non pôle;;https://fr.wikipedia.org/wiki/fr:Chevinay;https://villedereve.fr/ville/69057-chevinay;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27021;69058;Chiroubles;Chiroubles;à Chiroubles;de Chiroubles;chiroubles;CHIROUBLES;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69115;69115;08434;69264;69000;;0.0;HORS UNITE URBAINE;H;398;734;7;54.0;456;290.0;454.0;46.182;4.667;46.186;4.655;6;Rural à habitat dispersé;0.0;communes non pôle;Chiroublons;https://fr.wikipedia.org/wiki/fr:Chiroubles (Rhône);https://villedereve.fr/ville/69058-chiroubles;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27022;69059;Civrieux-d'Azergues;Civrieux-d'Azergues;à Civrieux-d'Azergues;de Civrieux-d'Azergues;civrieux-d-azergues;CIVRIEUX-D'AZERGUES;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69380;69380;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;1591;498;5;319.0;233;189.0;303.0;45.859;4.712;45.855;4.711;4;Ceintures urbaines;2.0;centres intermédiaires d'équipements et de services;Sévériens;https://fr.wikipedia.org/wiki/fr:Civrieux-d'Azergues;https://villedereve.fr/ville/69059-civrieux-d-azergues;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27023;69060;Claveisolles;Claveisolles;à Claveisolles;de Claveisolles;claveisolles;CLAVEISOLLES;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69870;69870;08430;69243;69000;;0.0;HORS UNITE URBAINE;H;564;2809;28;20.0;593;394.0;886.0;46.101;4.496;46.098;4.511;6;Rural à habitat dispersé;0.0;communes non pôle;Claveisolliens;https://fr.wikipedia.org/wiki/fr:Claveisolles;https://villedereve.fr/ville/69060-claveisolles;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27024;69061;Cogny;Cogny;à Cogny;de Cogny;cogny;COGNY;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040590;CA Villefranche Beaujolais Saône;10;Lyon;69640;69640;08434;69264;00760;Lyon;7.0;UNITE URBAINE;B;1204;580;6;208.0;424;257.0;780.0;45.989;4.625;45.988;4.61;6;Rural à habitat dispersé;0.0;communes non pôle;Cognysards, Cognysardes;https://fr.wikipedia.org/wiki/fr:Cogny (Rhône);https://villedereve.fr/ville/69061-cogny;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27025;69062;Coise;Coise;à Coise;de Coise;coise;COISE;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6912;Vaugneray;200066587;CC des Monts du Lyonnais;10;Lyon;69590;69590;08428;42218;69000;;0.0;HORS UNITE URBAINE;H;791;907;9;87.0;597;422.0;780.0;45.615;4.473;45.614;4.469;5;Bourgs ruraux;0.0;communes non pôle;;https://fr.wikipedia.org/wiki/fr:Coise;https://villedereve.fr/ville/69062-coise;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27026;69063;Collonges-au-Mont-d'Or;Collonges-au-Mont-d'Or;à Collonges-au-Mont-d'Or;de Collonges-au-Mont-d'Or;collonges-au-mont-d-or;COLLONGES-AU-MONT-D'OR;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69660;69660;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;4517;381;4;1186.0;208;165.0;360.0;45.823;4.84;45.822;4.842;1;Grands centres urbains;1.0;centres locaux d'équipements et de services;Collongeards;https://fr.wikipedia.org/wiki/fr:Collonges-au-Mont-d'Or;https://villedereve.fr/ville/69063-collonges-au-mont-d-or;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27027;69064;Condrieu;Condrieu;à Condrieu;de Condrieu;condrieu;CONDRIEU;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6908;Mornant;200077014;CA Vienne Condrieu;10;Lyon;69420;69420, 69714;08433;38544;00559;Vienne;5.0;UNITE URBAINE;B;3933;918;9;428.0;281;146.0;460.0;45.464;4.768;45.474;4.757;4;Ceintures urbaines;2.0;centres intermédiaires d'équipements et de services;Condriots;https://fr.wikipedia.org/wiki/fr:Condrieu;https://villedereve.fr/ville/69064-condrieu;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27028;69065;Corcelles-en-Beaujolais;Corcelles-en-Beaujolais;à Corcelles-en-Beaujolais;de Corcelles-en-Beaujolais;corcelles-en-beaujolais;CORCELLES-EN-BEAUJOLAIS;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69220;69220;08434;69264;69000;;0.0;HORS UNITE URBAINE;H;984;928;9;106.0;203;179.0;247.0;46.155;4.724;46.154;4.725;5;Bourgs ruraux;0.0;communes non pôle;;https://fr.wikipedia.org/wiki/fr:Corcelles-en-Beaujolais;https://villedereve.fr/ville/69065-corcelles-en-beaujolais;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27029;69066;Cours;Cours;à Cours;de Cours;cours;COURS;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69470;69470, 69240;08430;69243;69108;Cours;1.0;UNITE URBAINE;I;4352;1942;19;224.0;657;0.0;0.0;46.1;4.321;46.109;4.337;5;Bourgs ruraux;2.0;centres intermédiaires d'équipements et de services;;https://fr.wikipedia.org/wiki/fr:Cours (Rhône);https://villedereve.fr/ville/69066-cours;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27030;69067;Courzieu;Courzieu;à Courzieu;de Courzieu;courzieu;COURZIEU;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;246900625;CC du Pays de l'Arbresle (CCPA);10;Lyon;69690;69690;08421;69123;69000;;0.0;HORS UNITE URBAINE;H;1172;2678;27;44.0;552;269.0;920.0;45.742;4.57;45.741;4.57;6;Rural à habitat dispersé;1.0;centres locaux d'équipements et de services;Courzieurois;https://fr.wikipedia.org/wiki/fr:Courzieu;https://villedereve.fr/ville/69067-courzieu;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27031;69068;Couzon-au-Mont-d'Or;Couzon-au-Mont-d'Or;à Couzon-au-Mont-d'Or;de Couzon-au-Mont-d'Or;couzon-au-mont-d-or;COUZON-AU-MONT-D'OR;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69270;69270;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;2452;310;3;791.0;304;168.0;498.0;45.843;4.828;45.848;4.822;4;Ceintures urbaines;1.0;centres locaux d'équipements et de services;Couzonnais;https://fr.wikipedia.org/wiki/fr:Couzon-au-Mont-d'Or;https://villedereve.fr/ville/69068-couzon-au-mont-d-or;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27032;69069;Craponne;Craponne;à Craponne;de Craponne;craponne;CRAPONNE;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69290;69290;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;11903;468;5;2543.0;270;213.0;306.0;45.744;4.723;45.746;4.727;1;Grands centres urbains;3.0;centres structurants d'équipements et de services;Craponnois;https://fr.wikipedia.org/wiki/fr:Craponne;https://villedereve.fr/ville/69069-craponne;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27033;69070;Cublize;Cublize;à Cublize;de Cublize;cublize;CUBLIZE;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69550;69550;08430;69243;69000;;0.0;HORS UNITE URBAINE;H;1327;1562;16;85.0;565;430.0;805.0;46.018;4.378;46.024;4.387;5;Bourgs ruraux;1.0;centres locaux d'équipements et de services;;https://fr.wikipedia.org/wiki/fr:Cublize;https://villedereve.fr/ville/69070-cublize;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27034;69071;Curis-au-Mont-d'Or;Curis-au-Mont-d'Or;à Curis-au-Mont-d'Or;de Curis-au-Mont-d'Or;curis-au-mont-d-or;CURIS-AU-MONT-D'OR;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69250;69250;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;1179;309;3;382.0;270;168.0;440.0;45.871;4.824;45.869;4.818;4;Ceintures urbaines;0.0;communes non pôle;Curissois;https://fr.wikipedia.org/wiki/fr:Curis-au-Mont-d'Or;https://villedereve.fr/ville/69071-curis-au-mont-d-or;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
27035;69072;Dardilly;Dardilly;à Dardilly;de Dardilly;dardilly;DARDILLY;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69570;69570, 69571, 69573, 69574, 69572;08421;69123;00760;Lyon;7.0;UNITE URBAINE;B;8828;1399;14;631.0;309;240.0;375.0;45.806;4.754;45.812;4.747;4;Ceintures urbaines;2.0;centres intermédiaires d'équipements et de services;Dardillois;https://fr.wikipedia.org/wiki/fr:Dardilly;https://villedereve.fr/ville/69072-dardilly;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18T14:30:18.054404;liste_communes_france.csv
