id_commune,target_macron_wins_2022_t2,abstentions_2017_t1,abstentions_2017_t2,abstentions_2022_t1,blancs_2017_t1,blancs_2017_t2,blancs_2022_t1,exprimes_2017_t1,exprimes_2017_t2,exprimes_2022_t1,inscrits_2017_t1,inscrits_2017_t2,inscrits_2022_t1,insee_log_2021,insee_log_2022,insee_pop_2021,insee_pop_2022,nuls_2017_t1,nuls_2017_t2,nuls_2022_t1,pct_abs_ins_2017_t1,pct_abs_ins_2017_t2,pct_abs_ins_2022_t1,pct_blancs_ins_2017_t1,pct_blancs_ins_2017_t2,pct_blancs_ins_2022_t1,pct_nuls_ins_2017_t1,pct_nuls_ins_2017_t2,pct_nuls_ins_2022_t1,pct_vot_ins_2017_t1,pct_vot_ins_2017_t2,pct_vot_ins_2022_t1,sec_rate_cambriolages_de_logement_2021,sec_rate_cambriolages_de_logement_2022,sec_rate_destructions_et_degradations_volontaires_2021,sec_rate_destructions_et_degradations_volontaires_2022,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2021,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2022,sec_rate_trafic_de_stupefiants_2021,sec_rate_trafic_de_stupefiants_2022,sec_rate_usage_de_stupefiants_2021,sec_rate_usage_de_stupefiants_2022,sec_rate_usage_de_stupefiants_afd_2021,sec_rate_usage_de_stupefiants_afd_2022,sec_rate_violences_physiques_hors_cadre_familial_2021,sec_rate_violences_physiques_hors_cadre_familial_2022,sec_rate_violences_physiques_intrafamiliales_2021,sec_rate_violences_physiques_intrafamiliales_2022,sec_rate_violences_sexuelles_2021,sec_rate_violences_sexuelles_2022,sec_rate_vols_avec_armes_2021,sec_rate_vols_avec_armes_2022,sec_rate_vols_d_accessoires_sur_vehicules_2021,sec_rate_vols_d_accessoires_sur_vehicules_2022,sec_rate_vols_dans_les_vehicules_2021,sec_rate_vols_dans_les_vehicules_2022,sec_rate_vols_de_vehicule_2021,sec_rate_vols_de_vehicule_2022,sec_rate_vols_sans_violence_contre_des_personnes_2021,sec_rate_vols_sans_violence_contre_des_personnes_2022,sec_rate_vols_violents_sans_arme_2021,sec_rate_vols_violents_sans_arme_2022,share_arthaud_2017_t1,share_arthaud_2022_t1,share_asselineau_2017_t1,share_cheminade_2017_t1,share_dupont_aignan_2017_t1,share_dupont_aignan_2022_t1,share_fillon_2017_t1,share_hamon_2017_t1,share_hidalgo_2022_t1,share_jadot_2022_t1,share_lassalle_2017_t1,share_lassalle_2022_t1,share_le_pen_2017_t1,share_le_pen_2017_t2,share_le_pen_2022_t1,share_macron_2017_t1,share_macron_2017_t2,share_macron_2022_t1,share_melenchon_2017_t1,share_melenchon_2022_t1,share_pecresse_2022_t1,share_poutou_2017_t1,share_poutou_2022_t1,share_roussel_2022_t1,share_zemmour_2022_t1,votants_2017_t1,votants_2017_t2,votants_2022_t1
69-055,1,136.0,167.0,176.0,17.0,65.0,7.0,827.0,724.0,898.0,982.0,978.0,1086.0,659.0,659.0,1506.0,1504.0,2.0,22.0,5.0,13.85,17.08,16.21,1.73,6.65,0.64,0.2,2.25,0.46,86.15,82.92,83.79,18.1969656,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,0.12,0.11,0.48,0.12,5.56,1.89,27.81,5.08,1.45,4.68,1.21,3.23,24.79,39.36,25.17,24.3,60.64,33.3,10.28,12.47,4.9,0.24,0.33,2.56,9.91,846.0,811.0,910.0
69-056,1,207.0,276.0,221.0,22.0,110.0,21.0,1114.0,948.0,1199.0,1352.0,1352.0,1445.0,853.0,853.0,2069.0,2058.0,9.0,18.0,4.0,15.31,20.41,15.29,1.63,8.14,1.45,0.67,1.33,0.28,84.69,79.59,84.71,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,4.8590865,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.9,0.25,0.72,0.0,7.72,2.84,19.57,5.66,1.25,4.92,0.9,2.92,22.35,35.97,26.02,24.15,64.03,31.44,17.15,16.76,4.59,0.9,0.58,2.59,5.84,1145.0,1076.0,1224.0
69-057,1,59.0,65.0,80.0,3.0,40.0,8.0,377.0,329.0,361.0,439.0,439.0,449.0,277.0,277.0,587.0,586.0,0.0,5.0,0.0,13.44,14.81,17.82,0.68,9.11,1.78,0.0,1.14,0.0,86.56,85.19,82.18,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.0,0.0,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,0.0,2.0730405,2.2745888,0.0,0.0,0.53,0.0,0.8,0.27,6.9,1.11,26.53,5.57,2.22,5.54,0.8,3.32,17.77,34.65,22.99,21.22,65.35,31.02,19.1,20.5,4.71,0.53,0.55,3.05,4.99,380.0,374.0,369.0
69-058,1,51.0,49.0,61.0,5.0,32.0,6.0,244.0,210.0,274.0,301.0,300.0,342.0,236.0,236.0,398.0,416.0,1.0,9.0,1.0,16.94,16.33,17.84,1.66,10.67,1.75,0.33,3.0,0.29,83.06,83.67,82.16,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.0,1.1568634,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,0.0,0.0,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,0.41,0.0,0.41,0.41,8.2,2.19,25.82,4.92,3.65,3.28,0.82,5.11,25.41,38.1,22.26,17.62,61.9,35.4,15.16,13.5,5.47,0.82,0.36,4.74,4.01,250.0,251.0,281.0
69-059,1,172.0,214.0,187.0,14.0,79.0,13.0,905.0,785.0,976.0,1092.0,1092.0,1179.0,694.0,694.0,1591.0,1633.0,1.0,14.0,3.0,15.75,19.6,15.86,1.28,7.23,1.1,0.09,1.28,0.25,84.25,80.4,84.14,5.4772311,5.1599952,8.7994972,7.9608083,7.5424261,3.6742192,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,5.0282841,6.7360686,1.3269747,1.4076726,11.3136392,10.4102878,0.2640282,0.3546356,0.33,0.2,1.66,0.33,5.3,2.97,23.98,3.65,0.92,6.15,0.33,1.95,20.99,32.61,22.75,26.74,67.39,34.84,15.25,15.68,6.05,1.44,0.41,1.02,7.07,920.0,878.0,992.0
69-060,0,79.0,97.0,71.0,11.0,30.0,5.0,370.0,324.0,372.0,461.0,461.0,451.0,384.0,384.0,564.0,557.0,1.0,10.0,3.0,17.14,21.04,15.74,2.39,6.51,1.11,0.22,2.17,0.67,82.86,78.96,84.26,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,0.0,0.0,0.0,0.0,2.0730405,2.2745888,0.0,0.0,0.81,0.27,1.62,0.0,8.38,3.23,20.81,2.97,1.34,2.69,1.62,5.91,35.14,50.31,31.72,20.54,49.69,26.34,7.84,11.29,9.14,0.27,0.54,1.88,5.65,382.0,364.0,380.0
69-061,1,160.0,180.0,143.0,10.0,78.0,17.0,756.0,652.0,767.0,928.0,928.0,931.0,583.0,583.0,1204.0,1198.0,2.0,18.0,4.0,17.24,19.4,15.36,1.08,8.41,1.83,0.22,1.94,0.43,82.76,80.6,84.64,5.4772311,5.1599952,3.4469802,3.5081804,5.8139535,5.0485131,0.0,0.3375502,0.0,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,0.0,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.79,0.39,0.53,0.0,5.29,3.0,30.95,3.31,2.61,5.61,1.32,1.96,22.88,39.11,21.25,21.56,60.89,29.6,12.96,15.78,7.82,0.4,0.26,1.3,10.43,768.0,748.0,788.0
69-062,1,79.0,96.0,93.0,16.0,34.0,11.0,510.0,467.0,536.0,608.0,608.0,642.0,339.0,339.0,791.0,794.0,3.0,11.0,2.0,12.99,15.79,14.49,2.63,5.59,1.71,0.49,1.81,0.31,87.01,84.21,85.51,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.0,1.0619796,0.0,0.0,0.0,0.0,0.0,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.39,0.56,0.39,0.0,13.53,4.66,24.71,4.12,2.61,5.6,1.57,2.8,20.39,34.9,22.57,20.98,65.1,28.17,12.75,15.11,8.21,1.18,0.37,1.12,8.21,529.0,512.0,549.0
69-063,1,514.0,657.0,608.0,25.0,201.0,32.0,2744.0,2378.0,2763.0,3290.0,3290.0,3416.0,2052.0,2052.0,4517.0,4604.0,7.0,54.0,13.0,15.62,19.97,17.8,0.76,6.11,0.94,0.21,1.64,0.38,84.38,80.03,82.2,9.2579579,15.5923501,9.0768209,6.9504778,7.9698915,8.03649,0.0,0.0,2.4352446,1.3032146,1.1494177,1.7948427,4.8704893,3.2580365,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.1055371,1.5497011,4.5612511,10.626522,8.9052997,1.9924729,5.2128584,7.084348,7.6020851,0.2640282,0.3546356,0.15,0.18,0.44,0.04,3.21,1.77,43.44,3.68,1.38,5.72,0.66,1.88,9.51,21.15,12.6,28.35,78.85,41.4,10.09,12.38,8.79,0.44,0.29,1.09,12.52,2776.0,2633.0,2808.0
69-064,1,554.0,644.0,574.0,44.0,199.0,40.0,2096.0,1791.0,2116.0,2703.0,2703.0,2750.0,2068.0,2068.0,3933.0,3945.0,9.0,69.0,20.0,20.5,23.83,20.87,1.63,7.36,1.45,0.33,2.55,0.73,79.5,76.17,79.13,4.8357735,5.3193509,11.6959064,7.6045627,6.6107297,6.8441065,0.2719703,0.3375502,1.2712942,2.0278834,1.1494177,1.7948427,6.6107297,4.0557668,1.6599958,3.2953105,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,2.7968472,4.3092522,2.5425884,6.0836502,6.8649886,4.5627376,0.2640282,0.3546356,0.52,0.76,1.38,0.19,4.77,1.98,18.46,8.83,2.22,6.57,1.1,2.65,19.04,30.71,19.47,26.05,69.29,29.11,18.56,21.12,5.29,1.1,0.8,2.41,7.61,2149.0,2059.0,2176.0
69-065,0,101.0,113.0,150.0,14.0,57.0,7.0,543.0,473.0,542.0,661.0,661.0,700.0,439.0,439.0,984.0,993.0,3.0,18.0,1.0,15.28,17.1,21.43,2.12,8.62,1.0,0.45,2.72,0.14,84.72,82.9,78.57,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.37,0.18,0.55,0.18,9.58,2.21,21.18,3.5,2.21,3.51,1.84,3.69,35.36,56.24,32.47,17.86,43.76,26.75,9.02,13.47,3.69,0.55,1.29,0.92,9.59,560.0,548.0,550.0
69-066,0,614.0,751.0,751.0,56.0,265.0,54.0,2595.0,2192.0,2317.0,3289.0,3288.0,3137.0,2773.0,2773.0,4352.0,4329.0,24.0,80.0,15.0,18.67,22.84,23.94,1.7,8.06,1.72,0.73,2.43,0.48,81.33,77.16,76.06,9.3766301,5.7702339,6.2040441,4.3890044,4.8253676,6.2370062,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.8382353,2.7720028,4.3658088,1.8480018,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,1.3786765,2.7720028,0.2640282,0.3546356,0.73,0.78,0.5,0.23,7.21,3.28,23.51,3.16,1.51,2.2,1.19,3.63,29.13,45.12,33.79,19.96,54.88,23.87,13.68,13.03,7.29,0.69,0.78,2.07,7.77,2675.0,2537.0,2386.0
69-067,1,130.0,168.0,223.0,9.0,57.0,10.0,723.0,620.0,687.0,866.0,866.0,925.0,589.0,589.0,1172.0,1178.0,4.0,21.0,5.0,15.01,19.4,24.11,1.04,6.58,1.08,0.46,2.42,0.54,84.99,80.6,75.89,5.4772311,5.1599952,5.1194539,7.6400679,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.83,1.02,0.69,0.28,8.44,3.78,26.42,3.73,1.75,4.51,1.66,3.06,26.69,41.13,23.44,17.57,58.87,28.68,13.0,14.56,7.42,0.69,1.02,1.89,8.88,736.0,698.0,702.0
69-068,1,340.0,375.0,357.0,25.0,120.0,15.0,1409.0,1256.0,1460.0,1782.0,1782.0,1842.0,1142.0,1142.0,2452.0,2541.0,8.0,31.0,10.0,19.08,21.04,19.38,1.4,6.73,0.81,0.45,1.74,0.54,80.92,78.96,80.62,9.6347572,7.0070961,7.3409462,4.3290043,4.0783034,4.3290043,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,4.0783034,2.3612751,0.9771534,1.0619796,0.1021803,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,5.7096248,6.6902794,0.2640282,0.3546356,0.85,0.89,0.71,0.07,3.48,2.95,25.98,7.88,1.99,6.58,0.85,1.37,13.06,25.72,13.7,25.98,74.28,34.32,20.79,22.12,5.0,0.35,1.16,1.58,8.36,1442.0,1407.0,1485.0
69-069,1,1445.0,1721.0,1721.0,88.0,507.0,109.0,6400.0,5579.0,6732.0,7961.0,7961.0,8588.0,5707.0,5707.0,11903.0,12170.0,28.0,154.0,26.0,18.15,21.62,20.04,1.11,6.37,1.27,0.35,1.93,0.3,81.85,78.38,79.96,7.358978,6.3076954,6.3009325,7.5595727,5.8808704,6.1626952,0.2719703,0.3375502,3.3604974,3.1224322,2.6883979,2.3007395,2.2683357,1.232539,1.5962362,1.9720624,1.5962362,1.1503698,0.1021803,0.1055371,1.0621681,1.1839424,1.932286,1.3147083,0.8401243,2.3829088,5.040746,6.409203,0.2640282,0.3546356,0.34,0.34,0.97,0.12,5.5,2.57,27.08,5.67,1.44,5.08,0.61,1.81,16.33,26.98,18.3,28.44,73.02,37.49,14.17,16.15,6.28,0.77,0.52,1.87,8.14,6516.0,6240.0,6867.0
69-070,0,145.0,171.0,177.0,10.0,76.0,14.0,727.0,631.0,725.0,898.0,897.0,917.0,692.0,692.0,1327.0,1357.0,16.0,19.0,1.0,16.15,19.06,19.3,1.11,8.47,1.53,1.78,2.12,0.11,83.85,80.94,80.7,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.1584377,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.14,0.14,1.65,0.28,6.74,5.24,19.81,3.3,0.97,4.14,1.93,3.86,31.91,49.6,30.34,17.88,50.4,21.1,15.82,16.69,6.9,0.55,0.55,1.52,8.55,753.0,726.0,740.0
69-071,1,140.0,165.0,119.0,7.0,53.0,12.0,700.0,608.0,751.0,848.0,840.0,885.0,496.0,496.0,1179.0,1186.0,1.0,14.0,3.0,16.51,19.64,13.45,0.83,6.31,1.36,0.12,1.67,0.34,83.49,80.36,86.55,10.0839183,10.0839183,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.3546356,0.57,0.53,1.43,0.14,4.71,1.07,30.14,6.29,1.73,9.59,0.43,1.73,12.29,23.03,12.65,26.86,76.97,34.89,16.43,18.38,8.26,0.71,0.53,2.66,7.99,708.0,675.0,766.0
69-072,1,1210.0,1447.0,1265.0,53.0,400.0,56.0,5207.0,4528.0,5415.0,6492.0,6487.0,6755.0,3911.0,3911.0,8828.0,8980.0,22.0,112.0,19.0,18.64,22.31,18.73,0.82,6.17,0.83,0.34,1.73,0.28,81.36,77.69,81.27,7.6697235,11.2489278,9.9682827,7.4610245,9.401903,9.3541203,0.2719703,0.3375502,3.6248301,6.013363,3.2850023,5.233853,3.1717263,1.6703786,3.6248301,3.3407572,2.0389669,1.8930958,0.1021803,0.1055371,2.4920707,3.4521158,8.4956955,6.7928731,0.9062075,3.8975501,8.1558677,13.6971047,0.2640282,0.3546356,0.25,0.26,0.69,0.13,4.55,1.63,38.28,4.71,1.13,5.24,0.61,1.5,11.29,21.4,13.81,28.92,78.6,40.7,10.1,14.0,8.46,0.46,0.22,0.81,12.24,5282.0,5040.0,5490.0
69-074,1,144.0,175.0,158.0,9.0,88.0,15.0,975.0,851.0,974.0,1129.0,1129.0,1151.0,707.0,707.0,1564.0,1574.0,1.0,15.0,4.0,12.75,15.5,13.73,0.8,7.79,1.3,0.09,1.33,0.35,87.25,84.5,86.27,5.4772311,14.1445926,3.4469802,3.5081804,4.6269327,3.1766201,0.0,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.0,0.1,0.82,0.21,6.36,1.75,29.03,4.51,1.64,5.44,0.92,2.67,19.38,33.02,23.1,24.51,66.98,35.63,13.54,12.63,5.75,0.72,0.92,1.13,9.24,985.0,954.0,993.0
69-075,0,13.0,21.0,14.0,3.0,6.0,5.0,110.0,99.0,108.0,126.0,126.0,128.0,88.0,88.0,194.0,196.0,0.0,0.0,1.0,10.32,16.67,10.94,2.38,4.76,3.91,0.0,0.0,0.78,89.68,83.33,89.06,0.0,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.0,0.93,2.73,0.0,11.82,4.63,17.27,4.55,1.85,2.78,0.91,4.63,33.64,54.55,35.19,19.09,45.45,23.15,9.09,13.89,1.85,0.91,0.0,0.0,11.11,113.0,105.0,114.0
69-076,1,300.0,395.0,306.0,28.0,166.0,32.0,1847.0,1588.0,1947.0,2178.0,2178.0,2289.0,1083.0,1083.0,2519.0,2607.0,3.0,29.0,4.0,13.77,18.14,13.37,1.29,7.62,1.4,0.14,1.33,0.17,86.23,81.86,86.63,29.5576029,18.4735018,3.1758634,3.5081804,5.9547439,6.1373226,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,3.5728464,1.9179133,0.2640282,0.3546356,0.16,0.1,0.54,0.0,4.71,1.69,41.15,3.9,0.98,5.55,0.6,2.21,14.67,28.34,16.28,25.93,71.66,37.8,8.01,9.71,8.99,0.32,0.56,0.87,15.25,1878.0,1783.0,1983.0
69-077,0,100.0,128.0,157.0,15.0,49.0,12.0,567.0,496.0,657.0,686.0,686.0,830.0,435.0,435.0,1106.0,1178.0,4.0,13.0,4.0,14.58,18.66,18.92,2.19,7.14,1.45,0.58,1.9,0.48,85.42,81.34,81.08,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,12.6582278,16.1290323,13.562387,20.3735144,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.35,0.91,0.71,0.35,7.05,3.81,18.17,4.23,1.22,2.59,0.71,2.89,41.27,59.07,38.05,14.46,40.93,21.16,12.17,10.96,4.57,0.53,0.76,2.28,10.81,586.0,558.0,673.0
69-078,1,68.0,97.0,74.0,14.0,30.0,8.0,492.0,444.0,498.0,577.0,577.0,583.0,372.0,372.0,840.0,842.0,3.0,6.0,3.0,11.79,16.81,12.69,2.43,5.2,1.37,0.52,1.04,0.51,88.21,83.19,87.31,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,0.0,0.0,0.0,0.9771534,1.0619796,0.0,0.0,1.0621681,0.0,0.0,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.61,0.4,1.22,0.41,12.4,4.02,19.72,4.47,1.2,6.02,1.02,2.61,26.22,34.91,28.71,19.51,65.09,29.52,13.21,15.86,4.22,1.22,0.4,1.0,6.02,509.0,480.0,509.0
69-080,0,177.0,212.0,224.0,30.0,98.0,25.0,1026.0,907.0,1092.0,1235.0,1235.0,1346.0,765.0,765.0,1927.0,1940.0,2.0,18.0,5.0,14.33,17.17,16.64,2.43,7.94,1.86,0.16,1.46,0.37,85.67,82.83,83.36,22.2131371,11.7598961,3.4469802,3.0927835,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.88,0.37,1.07,0.1,6.73,3.02,17.15,4.09,2.38,3.94,1.36,3.02,30.51,44.76,30.13,21.64,55.24,27.93,16.08,12.64,3.94,0.39,0.37,1.65,10.62,1058.0,1023.0,1122.0
69-081,1,3709.0,4254.0,2331.0,97.0,755.0,103.0,9689.0,8292.0,9475.0,13518.0,13521.0,11937.0,9034.0,9034.0,18361.0,18019.0,23.0,220.0,28.0,27.44,31.46,19.53,0.72,5.58,0.86,0.17,1.63,0.23,72.56,68.54,80.47,11.1804841,11.1804841,5.2284734,5.0502248,4.9561571,5.3277096,0.2719703,0.3375502,0.9803388,0.6104667,0.5446326,0.2774849,1.4705081,1.6094123,1.851751,1.9978911,0.7080224,1.0544425,0.1021803,0.1055371,1.6883612,2.219879,4.9016938,5.6606915,2.0696041,2.1088851,9.1498284,8.1580554,0.3812429,1.2209335,0.21,0.26,0.75,0.13,3.12,1.57,43.77,3.43,1.0,4.34,0.54,1.57,9.99,20.45,11.44,26.79,79.55,39.68,10.91,14.13,10.23,0.36,0.36,1.01,14.4,9809.0,9267.0,9606.0
69-082,1,15.0,31.0,27.0,2.0,31.0,1.0,185.0,139.0,166.0,202.0,202.0,195.0,154.0,154.0,281.0,278.0,0.0,1.0,1.0,7.43,15.35,13.85,0.99,15.35,0.51,0.0,0.5,0.51,92.57,84.65,86.15,0.0,0.0,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9820933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0730405,2.2745888,0.0,0.0,0.0,0.0,0.54,0.0,5.95,3.01,31.89,5.41,1.2,1.2,1.08,3.01,23.78,46.04,21.69,20.0,53.96,34.94,10.81,8.43,15.66,0.54,0.6,1.81,8.43,187.0,171.0,168.0
69-083,1,105.0,143.0,111.0,8.0,59.0,8.0,737.0,635.0,754.0,852.0,852.0,875.0,471.0,471.0,1169.0,1169.0,2.0,15.0,2.0,12.32,16.78,12.69,0.94,6.92,0.91,0.23,1.76,0.23,87.68,83.22,87.31,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.95,0.13,0.54,0.0,5.97,0.8,24.56,5.29,1.72,7.82,1.22,2.65,17.37,27.56,18.97,28.09,72.44,35.81,14.79,16.84,6.5,1.22,0.66,2.25,5.84,747.0,709.0,764.0
69-084,1,165.0,180.0,178.0,23.0,72.0,16.0,783.0,703.0,774.0,974.0,974.0,975.0,768.0,768.0,1320.0,1351.0,3.0,19.0,7.0,16.94,18.48,18.26,2.36,7.39,1.64,0.31,1.95,0.72,83.06,81.52,81.74,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.77,0.65,0.26,0.51,7.15,1.68,27.84,4.47,1.55,4.65,1.79,4.01,27.08,39.69,29.97,22.35,60.31,32.56,7.02,7.11,5.94,0.77,0.78,2.33,8.79,809.0,794.0,797.0
69-085,1,153.0,157.0,186.0,11.0,84.0,22.0,866.0,772.0,877.0,1034.0,1034.0,1091.0,645.0,645.0,1501.0,1549.0,4.0,21.0,6.0,14.8,15.18,17.05,1.06,8.12,2.02,0.39,2.03,0.55,85.2,84.82,82.95,5.4772311,5.1599952,5.3297801,3.5081804,4.6269327,10.9748225,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,0.0,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,3.3311126,9.0380891,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.35,0.11,1.04,0.0,3.0,2.39,31.64,6.0,1.14,5.7,1.04,2.74,13.86,23.45,16.08,26.67,76.55,38.43,14.9,14.82,7.64,1.5,0.8,1.82,8.32,881.0,877.0,905.0
69-086,1,281.0,308.0,301.0,21.0,120.0,20.0,1503.0,1353.0,1584.0,1808.0,1808.0,1909.0,1003.0,1003.0,2287.0,2299.0,3.0,27.0,4.0,15.54,17.04,15.77,1.16,6.64,1.05,0.17,1.49,0.21,84.46,82.96,84.23,5.9841462,15.9577231,3.0607783,4.784689,6.5588107,6.0896042,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,7.4333188,2.1748586,0.0,0.3546356,0.27,0.44,1.4,0.2,4.79,2.08,25.15,6.19,1.64,6.82,0.33,2.9,19.1,30.67,18.5,27.61,69.33,37.25,14.57,14.52,5.11,0.4,0.44,1.7,8.59,1527.0,1500.0,1608.0
