id_commune,target_macron_wins_2022_t2,abstentions_2017_t1,abstentions_2017_t2,abstentions_2022_t1,blancs_2017_t1,blancs_2017_t2,blancs_2022_t1,exprimes_2017_t1,exprimes_2017_t2,exprimes_2022_t1,inscrits_2017_t1,inscrits_2017_t2,inscrits_2022_t1,insee_log_2021,insee_log_2022,insee_pop_2021,insee_pop_2022,nuls_2017_t1,nuls_2017_t2,nuls_2022_t1,pct_abs_ins_2017_t1,pct_abs_ins_2017_t2,pct_abs_ins_2022_t1,pct_blancs_ins_2017_t1,pct_blancs_ins_2017_t2,pct_blancs_ins_2022_t1,pct_nuls_ins_2017_t1,pct_nuls_ins_2017_t2,pct_nuls_ins_2022_t1,pct_vot_ins_2017_t1,pct_vot_ins_2017_t2,pct_vot_ins_2022_t1,sec_rate_cambriolages_de_logement_2021,sec_rate_cambriolages_de_logement_2022,sec_rate_destructions_et_degradations_volontaires_2021,sec_rate_destructions_et_degradations_volontaires_2022,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2021,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2022,sec_rate_trafic_de_stupefiants_2021,sec_rate_trafic_de_stupefiants_2022,sec_rate_usage_de_stupefiants_2021,sec_rate_usage_de_stupefiants_2022,sec_rate_usage_de_stupefiants_afd_2021,sec_rate_usage_de_stupefiants_afd_2022,sec_rate_violences_physiques_hors_cadre_familial_2021,sec_rate_violences_physiques_hors_cadre_familial_2022,sec_rate_violences_physiques_intrafamiliales_2021,sec_rate_violences_physiques_intrafamiliales_2022,sec_rate_violences_sexuelles_2021,sec_rate_violences_sexuelles_2022,sec_rate_vols_avec_armes_2021,sec_rate_vols_avec_armes_2022,sec_rate_vols_d_accessoires_sur_vehicules_2021,sec_rate_vols_d_accessoires_sur_vehicules_2022,sec_rate_vols_dans_les_vehicules_2021,sec_rate_vols_dans_les_vehicules_2022,sec_rate_vols_de_vehicule_2021,sec_rate_vols_de_vehicule_2022,sec_rate_vols_sans_violence_contre_des_personnes_2021,sec_rate_vols_sans_violence_contre_des_personnes_2022,sec_rate_vols_violents_sans_arme_2021,sec_rate_vols_violents_sans_arme_2022,share_arthaud_2017_t1,share_arthaud_2022_t1,share_asselineau_2017_t1,share_cheminade_2017_t1,share_dupont_aignan_2017_t1,share_dupont_aignan_2022_t1,share_fillon_2017_t1,share_hamon_2017_t1,share_hidalgo_2022_t1,share_jadot_2022_t1,share_lassalle_2017_t1,share_lassalle_2022_t1,share_le_pen_2017_t1,share_le_pen_2017_t2,share_le_pen_2022_t1,share_macron_2017_t1,share_macron_2017_t2,share_macron_2022_t1,share_melenchon_2017_t1,share_melenchon_2022_t1,share_pecresse_2022_t1,share_poutou_2017_t1,share_poutou_2022_t1,share_roussel_2022_t1,share_zemmour_2022_t1,votants_2017_t1,votants_2017_t2,votants_2022_t1
69-022,1,47.0,61.0,66.0,9.0,41.0,4.0,321.0,271.0,337.0,377.0,377.0,410.0,263.0,263.0,542.0,543.0,0.0,4.0,3.0,12.47,16.18,16.1,2.39,10.88,0.98,0.0,1.06,0.73,87.53,83.82,83.9,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,0.0,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,0.0,0.0,0.0,0.0,0.62,0.59,0.62,0.31,8.41,4.45,23.99,4.67,0.89,6.53,1.25,1.19,25.23,41.33,27.89,18.69,58.67,24.93,15.26,15.43,8.01,0.93,0.59,1.19,8.31,330.0,316.0,344.0
69-023,1,177.0,197.0,193.0,19.0,68.0,12.0,936.0,849.0,985.0,1133.0,1133.0,1192.0,725.0,725.0,1669.0,1692.0,1.0,19.0,2.0,15.62,17.39,16.19,1.68,6.0,1.01,0.09,1.68,0.17,84.38,82.61,83.81,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,0.0,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.0,0.11,0.1,0.64,0.11,8.55,2.64,29.27,3.42,1.93,5.79,1.07,3.55,25.96,42.4,25.58,20.73,57.6,28.73,9.94,12.28,6.5,0.21,0.61,1.12,11.17,956.0,936.0,999.0
69-024,1,514.0,603.0,616.0,40.0,253.0,36.0,2502.0,2179.0,2616.0,3078.0,3077.0,3282.0,2000.0,2000.0,4155.0,4143.0,22.0,42.0,14.0,16.7,19.6,18.77,1.3,8.22,1.1,0.71,1.36,0.43,83.3,80.4,81.23,5.4772311,5.1599952,5.0541516,8.6893555,5.5354994,4.8274197,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,3.1287605,2.1723389,1.9253911,1.4482259,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,3.1287605,5.3101617,0.0,0.0,0.52,0.46,0.8,0.16,6.2,2.14,22.94,6.04,2.22,6.31,1.16,2.71,20.62,32.35,21.22,26.62,67.65,30.24,13.99,16.9,7.03,0.96,0.73,2.48,7.57,2564.0,2474.0,2666.0
69-026,1,48.0,65.0,75.0,5.0,32.0,5.0,291.0,237.0,292.0,344.0,344.0,372.0,216.0,216.0,535.0,528.0,0.0,10.0,0.0,13.95,18.9,20.16,1.45,9.3,1.34,0.0,2.91,0.0,86.05,81.1,79.84,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.0,0.0,0.0,0.0,1.0621681,1.1839424,1.6728256,0.0,0.0,0.0,0.0,2.2745888,0.0,0.0,0.69,0.0,0.34,0.34,6.53,4.45,30.24,3.09,1.37,5.14,1.03,3.08,25.77,39.24,26.71,21.99,60.76,30.14,9.97,10.62,4.45,0.0,0.34,2.05,11.64,296.0,279.0,297.0
69-027,1,2116.0,2313.0,2124.0,109.0,551.0,89.0,6542.0,5733.0,6902.0,8807.0,8734.0,9152.0,5713.0,5713.0,12388.0,12330.0,40.0,137.0,37.0,24.03,26.48,23.21,1.24,6.31,0.97,0.45,1.57,0.4,75.97,73.52,76.79,8.5768695,10.3272511,9.202454,6.6504461,6.7000323,6.4882401,0.2719703,0.3375502,1.2108492,2.919708,1.1494177,1.7948427,1.7759122,2.351987,1.8566355,3.487429,1.1301259,1.459854,0.0,0.0,3.0674847,2.189781,3.2289312,3.568532,2.583145,4.05515,8.1530513,6.8937551,0.2640282,0.3546356,0.49,0.49,1.1,0.11,5.0,2.17,24.27,5.44,2.2,6.29,0.69,2.25,16.08,25.14,16.98,28.11,74.86,33.54,17.69,20.39,5.4,1.02,0.48,1.96,7.85,6691.0,6421.0,7028.0
69-028,1,662.0,783.0,768.0,56.0,336.0,37.0,3683.0,3237.0,3986.0,4416.0,4416.0,4816.0,2814.0,2814.0,6661.0,6718.0,15.0,60.0,25.0,14.99,17.73,15.95,1.27,7.61,0.77,0.34,1.36,0.52,85.01,82.27,84.05,15.6338495,17.4104233,3.9033178,4.0190533,6.6056148,5.6564454,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.6514037,1.4219906,2.1017865,1.4885383,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,0.9007657,1.0419768,1.9516589,2.6793689,2.5521693,2.6793689,0.2640282,0.3546356,0.24,0.18,1.14,0.27,4.64,2.33,29.24,5.27,1.83,5.77,0.71,1.63,16.43,28.3,18.09,27.26,71.7,37.23,14.2,14.95,7.43,0.6,0.33,1.05,9.18,3754.0,3633.0,4048.0
69-029,1,5088.0,5763.0,6180.0,208.0,1167.0,208.0,16585.0,14633.0,16861.0,21948.0,21956.0,23336.0,19831.0,19831.0,43049.0,42850.0,67.0,393.0,87.0,23.18,26.25,26.48,0.95,5.32,0.89,0.31,1.79,0.37,76.82,73.75,73.52,8.9757049,11.7995221,12.3580106,9.9883314,7.4101605,7.7712952,0.3716695,0.9801634,4.4135752,3.5239207,3.2056494,2.3570595,5.0175382,3.7339557,2.8107505,3.5239207,1.3240726,1.7502917,0.1626054,0.2333722,2.439081,3.6406068,9.268508,9.4749125,3.5308602,3.0805134,10.8481033,11.1318553,1.9512648,1.5869312,0.46,0.44,1.3,0.18,4.2,1.57,19.22,7.7,2.01,5.59,0.8,1.39,16.18,25.46,13.98,26.87,74.54,27.5,22.22,32.02,4.86,0.86,0.66,2.03,7.95,16860.0,16193.0,17156.0
69-030,1,94.0,114.0,123.0,2.0,51.0,8.0,509.0,442.0,515.0,622.0,622.0,651.0,400.0,400.0,826.0,823.0,17.0,15.0,5.0,15.11,18.33,18.89,0.32,8.2,1.23,2.73,2.41,0.77,84.89,81.67,81.11,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,0.0,0.0,0.0,1.448111,0.0,1.6599958,1.9820933,0.0,0.0,0.0,0.0,1.0621681,0.0,1.6728256,1.5184457,1.3269747,0.0,2.0730405,2.2745888,0.2640282,0.3546356,0.59,0.78,0.79,0.39,10.02,4.47,25.93,4.13,0.97,3.5,1.18,5.05,24.95,40.27,28.16,15.91,59.73,28.74,15.13,16.7,5.44,0.98,0.58,0.39,5.24,528.0,508.0,528.0
69-031,1,113.0,122.0,162.0,18.0,83.0,21.0,717.0,633.0,787.0,853.0,853.0,973.0,585.0,585.0,1376.0,1378.0,5.0,15.0,3.0,13.25,14.3,16.65,2.11,9.73,2.16,0.59,1.76,0.31,86.75,85.7,83.35,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,0.42,0.64,1.95,0.0,13.95,4.07,16.46,4.6,0.89,6.61,1.81,5.34,24.55,43.29,30.37,20.5,56.71,25.67,14.92,13.98,5.21,0.84,1.02,1.14,5.08,740.0,731.0,811.0
69-032,1,267.0,294.0,262.0,24.0,121.0,17.0,1151.0,999.0,1287.0,1448.0,1448.0,1575.0,934.0,934.0,2076.0,2144.0,6.0,34.0,9.0,18.44,20.3,16.63,1.66,8.36,1.08,0.41,2.35,0.57,81.56,79.7,83.37,5.4772311,5.1599952,4.8169557,5.130597,4.6269327,5.0485131,0.2719703,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.61,0.7,0.78,0.09,6.78,3.96,24.5,6.17,1.17,6.68,1.13,3.57,25.72,39.34,24.94,21.29,60.66,28.52,12.16,14.61,5.13,0.78,0.23,1.09,9.4,1181.0,1154.0,1313.0
69-033,1,226.0,297.0,309.0,26.0,145.0,24.0,1707.0,1498.0,1782.0,1970.0,1970.0,2122.0,1161.0,1161.0,2937.0,2951.0,11.0,30.0,7.0,11.47,15.08,14.56,1.32,7.36,1.13,0.56,1.52,0.33,88.53,84.92,85.44,7.7487902,6.8878135,5.4477358,4.7441545,5.4477358,5.7607591,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.0,1.0621681,1.1839424,1.6728256,1.5184457,2.0429009,1.4076726,2.0730405,2.2745888,0.0,0.3546356,0.29,0.34,0.35,0.06,5.92,2.53,35.97,3.87,1.74,6.51,0.53,1.4,15.58,27.1,18.13,27.71,72.9,42.42,9.31,9.65,7.18,0.41,0.17,0.95,8.98,1744.0,1673.0,1813.0
69-034,1,8106.0,9338.0,6748.0,299.0,1629.0,296.0,23293.0,20355.0,23320.0,31790.0,31795.0,30438.0,23180.0,23180.0,43572.0,43479.0,92.0,473.0,74.0,25.5,29.37,22.17,0.94,5.12,0.97,0.29,1.49,0.24,74.5,70.63,77.83,10.4398101,10.4398101,9.6162673,7.704869,7.390067,8.7168518,0.2719703,0.3375502,0.9409713,1.8169691,0.5049114,1.1499805,1.9966951,2.2539617,1.858992,1.7479703,1.0557239,1.0349824,0.1021803,0.1055371,1.6065363,1.7709699,5.6917286,3.9099335,3.1442211,4.0709308,9.822822,8.8088502,0.665565,0.8049863,0.27,0.32,0.83,0.15,3.31,1.57,29.32,6.84,1.82,6.39,0.71,1.76,11.03,19.42,11.69,30.42,80.58,36.75,16.5,21.58,7.13,0.61,0.63,1.58,8.78,23684.0,22457.0,23690.0
69-035,1,54.0,63.0,62.0,6.0,32.0,2.0,253.0,214.0,269.0,313.0,313.0,336.0,240.0,240.0,376.0,393.0,0.0,4.0,3.0,17.25,20.13,18.45,1.92,10.22,0.6,0.0,1.28,0.89,82.75,79.87,81.55,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,0.0,1.4219906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.4,0.74,0.4,0.0,7.51,4.83,19.37,6.32,1.49,8.18,0.79,3.72,16.6,32.24,18.96,28.46,67.76,27.51,18.58,18.96,4.83,1.58,0.74,1.86,8.18,259.0,250.0,274.0
69-036,1,122.0,125.0,158.0,20.0,69.0,13.0,617.0,560.0,640.0,764.0,764.0,815.0,498.0,498.0,1138.0,1135.0,5.0,10.0,4.0,15.97,16.36,19.39,2.62,9.03,1.6,0.65,1.31,0.49,84.03,83.64,80.61,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.2863436,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,0.0,0.0,1.6599958,1.9820933,0.9771534,0.0,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.81,0.31,0.97,0.16,7.29,1.88,21.88,6.32,1.41,3.44,0.97,2.5,30.63,47.14,33.44,17.67,52.86,29.38,12.48,11.25,4.38,0.81,1.25,2.66,8.12,642.0,639.0,657.0
69-037,0,100.0,119.0,99.0,7.0,37.0,13.0,468.0,407.0,482.0,580.0,580.0,594.0,441.0,441.0,831.0,819.0,5.0,17.0,0.0,17.24,20.52,16.67,1.21,6.38,2.19,0.86,2.93,0.0,82.76,79.48,83.33,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.0,1.07,0.62,2.14,0.21,7.91,2.28,18.8,5.77,1.04,4.98,1.28,3.53,29.06,45.95,31.54,17.31,54.05,20.12,16.03,17.84,7.88,0.43,1.24,1.04,7.88,480.0,461.0,495.0
69-038,1,120.0,142.0,119.0,10.0,63.0,11.0,560.0,476.0,564.0,694.0,694.0,694.0,504.0,504.0,919.0,923.0,4.0,13.0,0.0,17.29,20.46,17.15,1.44,9.08,1.59,0.58,1.87,0.0,82.71,79.54,82.85,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,1.07,0.71,0.71,0.54,8.75,2.66,22.68,6.43,1.6,5.5,1.07,3.55,22.86,45.59,23.05,14.82,54.41,25.35,20.0,22.52,4.96,1.07,0.71,3.19,6.21,574.0,552.0,575.0
69-039,1,82.0,98.0,91.0,13.0,31.0,9.0,388.0,341.0,426.0,487.0,487.0,527.0,362.0,362.0,700.0,703.0,4.0,17.0,1.0,16.84,20.12,17.27,2.67,6.37,1.71,0.82,3.49,0.19,83.16,79.88,82.73,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,0.0,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.52,0.7,0.77,0.0,3.87,1.88,22.94,6.19,1.17,4.23,0.52,4.93,26.03,41.64,25.35,20.36,58.36,24.88,17.01,20.42,6.81,1.8,1.17,2.82,5.63,405.0,389.0,436.0
69-040,1,714.0,821.0,760.0,43.0,228.0,46.0,3056.0,2702.0,3219.0,3825.0,3827.0,4040.0,3025.0,3025.0,5936.0,6124.0,12.0,76.0,15.0,18.67,21.45,18.81,1.12,5.96,1.14,0.31,1.99,0.37,81.33,78.55,81.19,5.6194102,8.9249457,8.254717,7.6747224,9.9393531,7.8380144,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.6846361,1.4696277,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.1055371,3.2008086,5.5519268,3.3692722,4.0822992,1.6846361,4.735467,7.7493261,7.1848465,0.2640282,0.3546356,0.26,0.28,0.62,0.03,5.1,1.49,33.21,4.71,1.96,4.72,0.79,1.65,13.45,23.43,16.19,28.11,76.57,35.91,13.09,17.37,7.15,0.62,0.5,1.62,11.18,3111.0,3006.0,3280.0
69-042,1,46.0,59.0,58.0,7.0,39.0,3.0,361.0,312.0,371.0,416.0,416.0,433.0,240.0,240.0,568.0,566.0,2.0,6.0,1.0,11.06,14.18,13.39,1.68,9.38,0.69,0.48,1.44,0.23,88.94,85.82,86.61,5.4772311,0.0,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,1.306157,1.1494177,1.7948427,0.0,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0730405,2.2745888,0.0,0.0,0.28,0.27,1.94,0.28,11.63,4.85,20.22,5.54,2.7,5.39,0.55,5.93,26.04,38.78,27.49,19.67,61.22,24.8,13.3,15.9,4.85,0.55,0.27,1.62,5.93,370.0,357.0,375.0
69-043,1,878.0,1113.0,1180.0,69.0,419.0,68.0,5530.0,4874.0,5581.0,6494.0,6493.0,6847.0,3914.0,3914.0,9052.0,9217.0,17.0,87.0,18.0,13.52,17.14,17.23,1.06,6.45,0.99,0.26,1.34,0.26,86.48,82.86,82.77,13.2870545,17.1198586,5.634114,8.2456331,6.1864781,7.9201476,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,0.9942554,1.8444179,1.878038,2.495389,1.1047282,1.6274276,0.1021803,0.0,1.878038,3.2548552,1.7675652,3.3633503,1.878038,2.1699034,3.756076,4.0143214,0.2640282,0.3546356,0.33,0.32,0.99,0.18,4.34,1.67,30.0,5.26,1.85,7.49,0.69,1.67,13.18,23.29,15.48,30.87,76.71,38.24,13.69,15.45,7.54,0.47,0.2,1.42,8.69,5616.0,5380.0,5667.0
69-044,1,774.0,979.0,601.0,18.0,273.0,39.0,3494.0,2989.0,3638.0,4299.0,4299.0,4290.0,2673.0,2673.0,5311.0,5272.0,13.0,58.0,12.0,18.0,22.77,14.01,0.42,6.35,0.91,0.3,1.35,0.28,82.0,77.23,85.99,19.8276501,14.216051,11.4855959,8.5356601,8.6612691,10.4324734,0.2719703,0.3375502,6.590096,32.245827,6.2135191,31.4871017,1.448111,2.0864947,1.6945961,2.84522,0.9771534,1.0619796,0.1021803,0.0,1.0621681,1.1839424,4.3306345,2.6555387,2.071173,1.4076726,5.8369422,4.7420334,0.2640282,0.3546356,0.17,0.16,0.37,0.2,2.32,1.76,49.4,3.06,0.69,5.25,0.43,1.57,8.61,19.07,11.74,27.59,80.93,44.61,7.53,9.29,11.65,0.31,0.33,0.71,12.23,3525.0,3320.0,3689.0
69-045,1,154.0,160.0,151.0,17.0,57.0,14.0,713.0,652.0,727.0,887.0,887.0,897.0,574.0,574.0,1265.0,1269.0,3.0,18.0,5.0,17.36,18.04,16.83,1.92,6.43,1.56,0.34,2.03,0.56,82.64,81.96,83.17,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.28,0.96,0.14,0.0,7.15,3.3,24.26,4.63,0.96,4.68,1.68,2.34,28.33,42.02,29.3,20.62,57.98,26.96,12.34,13.34,5.23,0.56,0.41,3.71,8.8,733.0,727.0,746.0
69-046,1,529.0,670.0,524.0,58.0,274.0,46.0,3087.0,2691.0,3230.0,3686.0,3687.0,3810.0,1935.0,1935.0,4606.0,4670.0,12.0,52.0,10.0,14.35,18.17,13.75,1.57,7.43,1.21,0.33,1.41,0.26,85.65,81.83,86.25,13.4359417,11.3688738,3.9079462,5.3533191,5.8619192,8.137045,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.736865,3.8543897,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,1.736865,1.0706638,1.3269747,1.4076726,3.690838,3.8543897,0.0,0.0,0.29,0.28,0.84,0.16,4.44,1.61,35.18,4.5,2.23,5.33,0.97,2.23,12.05,23.34,15.33,30.29,76.66,40.84,10.75,12.63,8.17,0.52,0.34,1.08,9.94,3157.0,3017.0,3286.0
69-047,1,121.0,154.0,113.0,19.0,41.0,7.0,568.0,500.0,586.0,710.0,710.0,709.0,486.0,486.0,1039.0,1031.0,2.0,15.0,3.0,17.04,21.69,15.94,2.68,5.77,0.99,0.28,2.11,0.42,82.96,78.31,84.06,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.35,0.34,0.53,0.35,5.28,2.05,32.92,7.57,0.85,6.31,1.23,3.92,11.09,22.0,15.53,27.46,78.0,35.67,12.68,14.68,4.95,0.53,0.68,3.07,11.95,589.0,556.0,596.0
69-049,1,432.0,529.0,437.0,25.0,178.0,35.0,1818.0,1545.0,1832.0,2286.0,2286.0,2310.0,1234.0,1234.0,2828.0,2901.0,11.0,34.0,6.0,18.9,23.14,18.92,1.09,7.79,1.52,0.48,1.49,0.26,81.1,76.86,81.08,4.8624749,7.2937123,13.0834512,3.4470872,5.6577086,7.9283006,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.39,0.38,0.88,0.17,5.06,1.69,35.7,5.39,1.42,7.15,0.39,2.24,13.42,27.06,15.39,26.35,72.94,36.41,11.72,11.84,7.91,0.55,0.44,1.75,13.37,1854.0,1757.0,1873.0
69-050,1,284.0,338.0,340.0,14.0,129.0,24.0,1342.0,1143.0,1382.0,1645.0,1641.0,1751.0,1011.0,1011.0,2115.0,2184.0,5.0,31.0,5.0,17.26,20.6,19.42,0.85,7.86,1.37,0.3,1.89,0.29,82.74,79.4,80.58,5.4772311,6.9253474,3.3096927,7.3260073,6.6193853,6.4102564,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.45,0.51,0.45,0.0,5.22,1.74,26.75,6.11,2.24,8.1,0.97,3.33,17.96,27.12,18.6,23.55,72.88,30.17,17.66,18.74,5.35,0.89,0.65,1.95,8.61,1361.0,1303.0,1411.0
69-051,1,107.0,144.0,117.0,15.0,85.0,20.0,709.0,598.0,734.0,839.0,839.0,877.0,503.0,503.0,1208.0,1215.0,8.0,12.0,6.0,12.75,17.16,13.34,1.79,10.13,2.28,0.95,1.43,0.68,87.25,82.84,86.66,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.42,0.95,0.56,0.14,6.35,3.95,21.58,5.64,1.09,8.72,1.27,2.18,17.35,30.43,21.39,24.4,69.57,28.61,20.87,18.66,5.99,1.41,1.36,1.23,5.86,732.0,695.0,760.0
69-052,1,579.0,636.0,604.0,67.0,336.0,73.0,2635.0,2310.0,2771.0,3281.0,3282.0,3448.0,1833.0,1833.0,4164.0,4270.0,0.0,0.0,0.0,17.65,19.38,17.52,2.04,10.24,2.12,0.0,0.0,0.0,82.35,80.62,82.48,4.365128,15.2779478,3.8424592,3.0444965,2.8818444,6.323185,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,2.8103044,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,1.6728256,1.6393443,1.3269747,1.4076726,2.1613833,3.0444965,0.0,0.0,0.15,0.18,0.76,0.11,5.31,1.73,30.32,5.05,1.34,7.0,0.8,2.53,14.57,25.71,17.65,29.3,74.29,37.89,12.68,13.86,6.46,0.95,0.36,1.77,9.24,2702.0,2646.0,2844.0
69-053,1,76.0,89.0,96.0,8.0,36.0,6.0,336.0,290.0,350.0,420.0,420.0,453.0,285.0,285.0,538.0,534.0,0.0,5.0,1.0,18.1,21.19,21.19,1.9,8.57,1.32,0.0,1.19,0.22,81.9,78.81,78.81,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,0.0,0.0,0.0,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,0.0,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,0.3,0.57,1.19,0.0,4.17,1.71,24.7,4.76,1.43,3.71,2.98,3.71,22.62,38.28,24.0,21.43,61.72,32.86,15.77,13.14,5.43,2.08,1.14,2.29,10.0,344.0,331.0,357.0
69-054,0,45.0,59.0,46.0,9.0,26.0,3.0,240.0,202.0,237.0,294.0,294.0,288.0,248.0,248.0,361.0,365.0,0.0,7.0,2.0,15.31,20.07,15.97,3.06,8.84,1.04,0.0,2.38,0.69,84.69,79.93,84.03,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.3375502,0.0,1.306157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0621681,1.1839424,0.0,0.0,1.3269747,1.4076726,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,6.67,3.8,21.67,2.08,1.69,2.11,0.83,4.22,38.75,55.45,31.22,20.42,44.55,24.05,8.33,12.66,9.28,0.42,0.42,0.0,10.13,249.0,235.0,242.0
