id_commune,target_nuance,inscrits_2017_t2,abstentions_2017_t2,votants_2017_t2,blancs_2017_t2,nuls_2017_t2,exprimes_2017_t2,pct_abs_ins_2017_t2,pct_vot_ins_2017_t2,pct_blancs_ins_2017_t2,pct_nuls_ins_2017_t2,inscrits_2017_t1,abstentions_2017_t1,votants_2017_t1,blancs_2017_t1,nuls_2017_t1,exprimes_2017_t1,pct_abs_ins_2017_t1,pct_vot_ins_2017_t1,pct_blancs_ins_2017_t1,pct_nuls_ins_2017_t1,share_nuance_rem_2017_t2,share_nuance_rn_2017_t2,share_nuance_dlf_2017_t1,share_nuance_div_2017_t1,share_nuance_lr_2017_t1,share_nuance_rn_2017_t1,share_nuance_rem_2017_t1,share_nuance_soc_2017_t1,share_nuance_exg_2017_t1,share_nuance_res_2017_t1,share_nuance_fi_2017_t1,insee_pop,insee_log,sec_rate_cambriolages_de_logement,sec_count_cambriolages_de_logement,sec_rate_destructions_et_degradations_volontaires,sec_count_destructions_et_degradations_volontaires,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_count_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_rate_trafic_de_stupefiants,sec_count_trafic_de_stupefiants,sec_rate_usage_de_stupefiants,sec_count_usage_de_stupefiants,sec_rate_usage_de_stupefiants_afd,sec_count_usage_de_stupefiants_afd,sec_rate_violences_physiques_hors_cadre_familial,sec_count_violences_physiques_hors_cadre_familial,sec_rate_violences_physiques_intrafamiliales,sec_count_violences_physiques_intrafamiliales,sec_rate_violences_sexuelles,sec_count_violences_sexuelles,sec_rate_vols_avec_armes,sec_count_vols_avec_armes,sec_rate_vols_d_accessoires_sur_vehicules,sec_count_vols_d_accessoires_sur_vehicules,sec_rate_vols_dans_les_vehicules,sec_count_vols_dans_les_vehicules,sec_rate_vols_de_vehicule,sec_count_vols_de_vehicule,sec_rate_vols_sans_violence_contre_des_personnes,sec_count_vols_sans_violence_contre_des_personnes,sec_rate_vols_violents_sans_arme,sec_count_vols_violents_sans_arme
69030,REM,622.0,114.0,508.0,51.0,15.0,442.0,18.33,81.67,8.2,2.41,622.0,94.0,528.0,2.0,17.0,509.0,15.11,84.89,0.32,2.73,59.73,40.27,10.02,1.1800000000000002,25.93,24.95,15.91,4.13,1.5699999999999998,1.18,15.13,823.0,400.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9820933,3.0404624,0.0,0.0,0.0,0.0,0.0,0.0,1.5184457,2.4964539,0.0,0.0,2.2745888,2.6805556,0.3546356,1.7640449
69031,RN,853.0,122.0,731.0,83.0,15.0,633.0,14.3,85.7,9.73,1.76,853.0,113.0,740.0,18.0,5.0,717.0,13.25,86.75,2.11,0.59,56.71,43.29,13.95,1.95,16.46,24.55,20.5,4.6,1.26,1.81,14.92,1378.0,585.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,0.0,0.0,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.3546356,1.7640449
69032,REM,1448.0,294.0,1154.0,121.0,34.0,999.0,20.3,79.7,8.36,2.35,1448.0,267.0,1181.0,24.0,6.0,1151.0,18.44,81.56,1.66,0.41,60.66,39.34,6.78,0.87,24.5,25.72,21.29,6.17,1.3900000000000001,1.13,12.16,2144.0,934.0,5.1599952,2.6492537,5.130597,11.0,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69033,REM,1970.0,297.0,1673.0,145.0,30.0,1498.0,15.08,84.92,7.36,1.52,1970.0,226.0,1744.0,26.0,11.0,1707.0,11.47,88.53,1.32,0.56,72.9,27.1,5.92,0.41,35.97,15.58,27.71,3.87,0.7,0.53,9.31,2951.0,1161.0,6.8878135,8.0,4.7441545,14.0,5.7607591,17.0,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.3546356,1.7640449
69034,REM,31795.0,9338.0,22457.0,1629.0,473.0,20355.0,29.37,70.63,5.12,1.49,31790.0,8106.0,23684.0,299.0,92.0,23293.0,25.5,74.5,0.94,0.29,80.58,19.42,3.31,0.98,29.32,11.03,30.42,6.84,0.88,0.71,16.5,43479.0,23180.0,10.4398101,242.0,7.704869,335.0,8.7168518,379.0,0.3375502,1.7521368,1.8169691,79.0,1.1499805,50.0,2.2539617,98.0,1.7479703,76.0,1.0349824,45.0,0.1055371,1.046875,1.7709699,77.0,3.9099335,170.0,4.0709308,177.0,8.8088502,383.0,0.8049863,35.0
69035,REM,313.0,63.0,250.0,32.0,4.0,214.0,20.13,79.87,10.22,1.28,313.0,54.0,259.0,6.0,0.0,253.0,17.25,82.75,1.92,0.0,67.76,32.24,7.51,0.4,19.37,16.6,28.46,6.32,1.98,0.79,18.58,393.0,240.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69036,RN,764.0,125.0,639.0,69.0,10.0,560.0,16.36,83.64,9.03,1.31,764.0,122.0,642.0,20.0,5.0,617.0,15.97,84.03,2.62,0.65,52.86,47.14,7.29,1.13,21.88,30.63,17.67,6.32,1.62,0.97,12.48,1135.0,498.0,5.1599952,2.6492537,3.5081804,3.3106061,5.2863436,6.0,0.3375502,1.7521368,1.306157,3.0299401,0.0,0.0,0.0,0.0,1.9820933,3.0404624,0.0,0.0,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69037,RN,580.0,119.0,461.0,37.0,17.0,407.0,20.52,79.48,6.38,2.93,580.0,100.0,480.0,7.0,5.0,468.0,17.24,82.76,1.21,0.86,54.05,45.95,7.91,2.35,18.8,29.06,17.31,5.77,1.5,1.28,16.03,819.0,441.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69038,REM,694.0,142.0,552.0,63.0,13.0,476.0,20.46,79.54,9.08,1.87,694.0,120.0,574.0,10.0,4.0,560.0,17.29,82.71,1.44,0.58,54.41,45.59,8.75,1.25,22.68,22.86,14.82,6.43,2.14,1.07,20.0,923.0,504.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69039,RN,487.0,98.0,389.0,31.0,17.0,341.0,20.12,79.88,6.37,3.49,487.0,82.0,405.0,13.0,4.0,388.0,16.84,83.16,2.67,0.82,58.36,41.64,3.87,0.77,22.94,26.03,20.36,6.19,2.3200000000000003,0.52,17.01,703.0,362.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69040,REM,3827.0,821.0,3006.0,228.0,76.0,2702.0,21.45,78.55,5.96,1.99,3825.0,714.0,3111.0,43.0,12.0,3056.0,18.67,81.33,1.12,0.31,76.57,23.43,5.1,0.65,33.21,13.45,28.11,4.71,0.88,0.79,13.09,6124.0,3025.0,8.9249457,27.0,7.6747224,47.0,7.8380144,48.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4696277,9.0,1.9820933,3.0404624,1.0619796,2.4517766,0.1055371,1.046875,5.5519268,34.0,4.0822992,25.0,4.735467,29.0,7.1848465,44.0,0.3546356,1.7640449
69042,RN,416.0,59.0,357.0,39.0,6.0,312.0,14.18,85.82,9.38,1.44,416.0,46.0,370.0,7.0,2.0,361.0,11.06,88.94,1.68,0.48,61.22,38.78,11.63,2.2199999999999998,20.22,26.04,19.67,5.54,0.8300000000000001,0.55,13.3,566.0,240.0,0.0,0.0,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,0.0,0.0,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2745888,2.6805556,0.0,0.0
69043,REM,6493.0,1113.0,5380.0,419.0,87.0,4874.0,17.14,82.86,6.45,1.34,6494.0,878.0,5616.0,69.0,17.0,5530.0,13.52,86.48,1.06,0.26,76.71,23.29,4.34,1.17,30.0,13.18,30.87,5.26,0.8,0.69,13.69,9217.0,3914.0,17.1198586,67.0,8.2456331,76.0,7.9201476,73.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.8444179,17.0,2.495389,23.0,1.6274276,15.0,0.0,0.0,3.2548552,30.0,3.3633503,31.0,2.1699034,20.0,4.0143214,37.0,0.3546356,1.7640449
69044,REM,4299.0,979.0,3320.0,273.0,58.0,2989.0,22.77,77.23,6.35,1.35,4299.0,774.0,3525.0,18.0,13.0,3494.0,18.0,82.0,0.42,0.3,80.93,19.07,2.32,0.5700000000000001,49.4,8.61,27.59,3.06,0.48,0.43,7.53,5272.0,2673.0,14.216051,38.0,8.5356601,45.0,10.4324734,55.0,0.3375502,1.7521368,32.245827,170.0,31.4871017,166.0,2.0864947,11.0,2.84522,15.0,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,2.6555387,14.0,1.4076726,2.3846154,4.7420334,25.0,0.3546356,1.7640449
69045,RN,887.0,160.0,727.0,57.0,18.0,652.0,18.04,81.96,6.43,2.03,887.0,154.0,733.0,17.0,3.0,713.0,17.36,82.64,1.92,0.34,57.98,42.02,7.15,0.14,24.26,28.33,20.62,4.63,0.8400000000000001,1.68,12.34,1269.0,574.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69046,REM,3687.0,670.0,3017.0,274.0,52.0,2691.0,18.17,81.83,7.43,1.41,3686.0,529.0,3157.0,58.0,12.0,3087.0,14.35,85.65,1.57,0.33,76.66,23.34,4.44,1.0,35.18,12.05,30.29,4.5,0.81,0.97,10.75,4670.0,1935.0,11.3688738,22.0,5.3533191,25.0,8.137045,38.0,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,3.8543897,18.0,1.0619796,2.4517766,0.1055371,1.046875,1.1839424,2.7266667,1.0706638,5.0,1.4076726,2.3846154,3.8543897,18.0,0.0,0.0
69047,REM,710.0,154.0,556.0,41.0,15.0,500.0,21.69,78.31,5.77,2.11,710.0,121.0,589.0,19.0,2.0,568.0,17.04,82.96,2.68,0.28,78.0,22.0,5.28,0.88,32.92,11.09,27.46,7.57,0.88,1.23,12.68,1031.0,486.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69049,REM,2286.0,529.0,1757.0,178.0,34.0,1545.0,23.14,76.86,7.79,1.49,2286.0,432.0,1854.0,25.0,11.0,1818.0,18.9,81.1,1.09,0.48,72.94,27.06,5.06,1.05,35.7,13.42,26.35,5.39,0.9400000000000001,0.39,11.72,2901.0,1234.0,7.2937123,9.0,3.4470872,10.0,7.9283006,23.0,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.1055371,1.046875,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69050,REM,1641.0,338.0,1303.0,129.0,31.0,1143.0,20.6,79.4,7.86,1.89,1645.0,284.0,1361.0,14.0,5.0,1342.0,17.26,82.74,0.85,0.3,72.88,27.12,5.22,0.45,26.75,17.96,23.55,6.11,1.34,0.97,17.66,2184.0,1011.0,6.9253474,7.0,7.3260073,16.0,6.4102564,14.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69051,REM,839.0,144.0,695.0,85.0,12.0,598.0,17.16,82.84,10.13,1.43,839.0,107.0,732.0,15.0,8.0,709.0,12.75,87.25,1.79,0.95,69.57,30.43,6.35,0.7000000000000001,21.58,17.35,24.4,5.64,1.8299999999999998,1.27,20.87,1215.0,503.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69052,REM,3282.0,636.0,2646.0,336.0,0.0,2310.0,19.38,80.62,10.24,0.0,3281.0,579.0,2702.0,67.0,0.0,2635.0,17.65,82.35,2.04,0.0,74.29,25.71,5.31,0.87,30.32,14.57,29.3,5.05,1.0999999999999999,0.8,12.68,4270.0,1833.0,15.2779478,28.0,3.0444965,13.0,6.323185,27.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,2.8103044,12.0,1.0619796,2.4517766,0.1055371,1.046875,1.1839424,2.7266667,1.6393443,7.0,1.4076726,2.3846154,3.0444965,13.0,0.0,0.0
69053,REM,420.0,89.0,331.0,36.0,5.0,290.0,21.19,78.81,8.57,1.19,420.0,76.0,344.0,8.0,0.0,336.0,18.1,81.9,1.9,0.0,61.72,38.28,4.17,1.19,24.7,22.62,21.43,4.76,2.38,2.98,15.77,534.0,285.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,0.0,0.0,0.0,0.0,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,0.0,0.0,1.4076726,2.3846154,2.2745888,2.6805556,0.3546356,1.7640449
69054,RN,294.0,59.0,235.0,26.0,7.0,202.0,20.07,79.93,8.84,2.38,294.0,45.0,249.0,9.0,0.0,240.0,15.31,84.69,3.06,0.0,44.55,55.45,6.67,0.42,21.67,38.75,20.42,2.08,0.84,0.83,8.33,365.0,248.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1839424,2.7266667,0.0,0.0,1.4076726,2.3846154,0.0,0.0,0.0,0.0
69055,REM,978.0,167.0,811.0,65.0,22.0,724.0,17.08,82.92,6.65,2.25,982.0,136.0,846.0,17.0,2.0,827.0,13.85,86.15,1.73,0.2,60.64,39.36,5.56,0.6,27.81,24.79,24.3,5.08,0.36,1.21,10.28,1504.0,659.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.3546356,1.7640449
69056,REM,1352.0,276.0,1076.0,110.0,18.0,948.0,20.41,79.59,8.14,1.33,1352.0,207.0,1145.0,22.0,9.0,1114.0,15.31,84.69,1.63,0.67,64.03,35.97,7.72,0.72,19.57,22.35,24.15,5.66,1.8,0.9,17.15,2058.0,853.0,5.1599952,2.6492537,3.5081804,3.3106061,4.8590865,10.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69057,REM,439.0,65.0,374.0,40.0,5.0,329.0,14.81,85.19,9.11,1.14,439.0,59.0,380.0,3.0,0.0,377.0,13.44,86.56,0.68,0.0,65.35,34.65,6.9,1.07,26.53,17.77,21.22,5.57,1.06,0.8,19.1,586.0,277.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,0.0,0.0,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,0.0,0.0,2.2745888,2.6805556,0.0,0.0
69058,REM,300.0,49.0,251.0,32.0,9.0,210.0,16.33,83.67,10.67,3.0,301.0,51.0,250.0,5.0,1.0,244.0,16.94,83.06,1.66,0.33,61.9,38.1,8.2,0.82,25.82,25.41,17.62,4.92,1.23,0.82,15.16,416.0,236.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,0.0,0.0,1.4076726,2.3846154,2.2745888,2.6805556,0.3546356,1.7640449
